"X","se_run_1700838044_72516","se_run_1700874790_04127","se_run_1700912719_49373","se_run_1700952806_63357","se_run_1700993838_5818","se_run_1701031557_70982","se_run_1700838044_73318","se_run_1700875268_66656","se_run_1700915211_34287","se_run_1700955884_43193","se_run_1700999539_47222","se_run_1701035005_32203","se_run_1702059636_30365","se_run_1702099240_55893","se_run_1702140237_70958","se_run_1702180755_12905","se_run_1702222958_00085","se_run_1703162690_76417","se_run_1703206036_79362","se_run_1703243481_30393","se_run_1703281468_71079","se_run_1703319487_87078","se_run_1703162690_77839","se_run_1703214461_94854","se_run_1703255365_8632","se_run_1703291768_75379","se_run_1703335030_06916","se_run_1703358660_24805","se_run_1703398264_83852","se_run_1703438547_11381","se_run_1703478568_41519","se_run_1703517126_2864","se_run_1703375851_51596","se_run_1703416152_67538","se_run_1703455947_87625","se_run_1703495204_4147","se_run_1703540029_62867","se_run_1703574428_03973","se_run_1703631287_94513","se_run_1703668918_42529","se_run_1703717575_90501","se_run_1703760708_73053","se_run_1703581421_7293","se_run_1703622749_22023","se_run_1703673579_74266","se_run_1703714097_9238","se_run_1703752387_62281","se_run_1703793486_09125","se_run_1703836088_05549","se_run_1703877195_60538","se_run_1703917771_23488","se_run_1703957768_40017","se_run_1703799922_6035","se_run_1703844077_32421","se_run_1703885318_88291","se_run_1703923193_50425","se_run_1703961893_29635","se_run_1703997833_91412","se_run_1704038066_62683","se_run_1704076255_36942","se_run_1704114902_6166","se_run_1704159400_33307","se_run_1704002042_0229","se_run_1704040043_74624","se_run_1704081806_9851","se_run_1704119821_12796","se_run_1704159098_54284","se_run_1706204593_4499","se_run_1706243968_21786","se_run_1706284257_93064","se_run_1706325430_78517","se_run_1706366294_33494","se_run_1706403760_1143","se_run_1706444587_13499","se_run_1706425184_18316","se_run_1706467861_03251","se_run_1706425184_25348","se_run_1706472938_66216","se_run_1706425184_06588","se_run_1706461821_98187","se_run_1706425184_18528","se_run_1706469604_65286","se_run_1706425184_07161","se_run_1706470340_33351","se_run_1706425185_71671","se_run_1706469876_37715","se_run_1706425245_78237","se_run_1706469420_51208","se_run_1706425274_49509","se_run_1706459121_95176"
"omega_delta2",0.32667637796529,0.094114638973719,0.0905438860208969,0.0574465138564933,0.162751878423128,0.0927645818415577,0.144408090708735,0.0768832553842813,0.0716180441574588,0.0802065708539279,0.103568363207085,0.0760196518638225,0.0955474643759633,0.0561411091637013,0.113836864898955,0.116644470865758,0.143920667447408,0.118563476977352,0.155067150153274,0.0572646285627284,0.0624605654410394,0.235723139830574,0.0677958731878184,0.060772758935435,0.128627831333763,0.05340970497726,0.17669357291805,0.103792150936868,0.130642977990514,0.0774888983561369,0.187153617881938,0.0480531829202965,0.0690721233065614,0.0533134053446564,0.0587150338716261,0.0863690847591374,0.0710182455188297,0.0761938037583311,0.242690343050504,0.0898751315110026,0.122451063079283,0.228810695454515,0.27954751267904,0.0710016117998574,0.086855270372903,0.0844329660028465,0.115812878405517,0.111628336802439,0.143598289602825,0.161331395514589,0.15610353033742,0.1059255976143,0.0843248947507306,0.102259722713815,0.11093505405432,0.0865602851887628,0.063060750363962,0.166231222835268,0.128877688386508,0.0965533947220159,0.0835207871050569,0.115832790252721,0.137958223040718,0.0769229377244366,0.101015397058916,0.115304160597147,0.0661887956738801,0.117867947583571,0.107168825673134,0.0690372129330591,0.103284196124516,0.151733589088311,0.157853251468211,0.129764377426038,0.051247656018163,0.0924480724953184,0.067671522853076,0.138068841790019,0.0767771640132944,0.0728411773025893,0.0691086752121278,0.0754133657969059,0.127770827860102,0.0872210016981396,0.0834875646388951,0.0910427470306081,0.24863933567264,0.0707401372458424,0.124715010079128,0.0887256463453024
"omega_e0_m0",0.0454110421143102,0.0472092308563218,0.0468256953634825,0.0344616692593283,0.0513721607510799,0.0455837324198006,0.0446304391003196,0.0465699519501793,0.0421506222303974,0.0457843930906453,0.0396191636618025,0.0410475465900966,0.0279700232252006,0.0504035433704146,0.0312738212348467,0.0401056152571021,0.0370986362792203,0.0494187023371687,0.0377040439466997,0.0414838975070303,0.0433287422066555,0.0444406057761268,0.0361982976693927,0.0358982024010554,0.0521011833234086,0.0532211526142754,0.0433905178953759,0.0520657744467215,0.044596176616076,0.0438795350976666,0.0461808499559233,0.043907936233374,0.043492396372515,0.047437242424654,0.0496663524433449,0.047117637866546,0.0399529484548163,0.0456283219927274,0.044223478865222,0.0388686473692163,0.0460962602348046,0.0440122087678264,0.0397466691816117,0.0441100421501948,0.0299414263695428,0.0440068472197487,0.0393469252938763,0.0330668704121983,0.0442883942187716,0.0462950342906073,0.041756731973954,0.0458667810231545,0.0483643840492051,0.0238984826488387,0.0398687404320107,0.0406760861187444,0.0401130737862231,0.0354802580696004,0.0444862207362406,0.0396325147720145,0.0495003909842932,0.0462947523701256,0.0365695185677983,0.063297217695691,0.040965241612187,0.0353744549759572,0.0402888763438877,0.0449572554796664,0.0465781903997087,0.0443159974410531,0.0307111876383816,0.0446681544924615,0.04373802984161,0.045193017881649,0.0465221214318883,0.046066517490553,0.049475700346882,0.0483973751385853,0.0436749112435996,0.0325962749877088,0.0459819477003613,0.0396179963661354,0.0550815132832396,0.045207923653459,0.0462067240267991,0.0403730414114174,0.0444009430667058,0.0450682621025383,0.0410531819946793,0.0450573816752085
"omega_gamma",0.0542802296769471,0.0547677361807983,0.0699992235022505,0.0573547108092621,0.0628920393029456,0.0688192176036676,0.0585082042355917,0.0670617454080798,0.0573262180003208,0.0583323318311326,0.0624447419577033,0.0555706280784231,0.0466184373721986,0.0579436189317565,0.0669380346110572,0.0591238778439945,0.0603857424098883,0.0692919774638384,0.0556788502719825,0.0566267375504841,0.0552146405162482,0.0521286002411209,0.0772820173731345,0.0695104336111099,0.0555153221731526,0.0605787018095587,0.0672718006365343,0.0481017807342417,0.0547145880998504,0.0512623904620288,0.0553336821298895,0.073949890830677,0.0704164020273786,0.0624005732515517,0.0567969940658077,0.0646681220419151,0.0569860129969362,0.0416794154181674,0.0479151749753603,0.0713764934359701,0.0609300408988662,0.0517103461084627,0.0500095669709315,0.0838238376474316,0.0566489912904699,0.0529252564029025,0.0646527972394856,0.0686936518133488,0.0543709465621572,0.062922315662798,0.0680894611458569,0.0624918950149586,0.0754184478222753,0.0584476703403148,0.0551662792814447,0.0622535388851499,0.0690466701586307,0.0542711114861637,0.0589306337994294,0.0609507739334163,0.0622291825035059,0.0515512234435032,0.0572543887952893,0.0655296462069285,0.0474959214543183,0.0667466269336886,0.0519449896693615,0.0536579098845664,0.0640173201697896,0.0762850034974571,0.0604401676007923,0.0476274180337038,0.0472343894804279,0.0500558753269496,0.0586015111660508,0.047163485064655,0.0623208229059292,0.063261634193708,0.057548812947262,0.0604654985111081,0.0519202259747811,0.064448686337729,0.0714500967941155,0.046550473941266,0.0600430036121052,0.0671402173031524,0.0589432132224803,0.0647562013987384,0.0540713730856656,0.0505576930278101
"omega_k1m0",0.0390475407547837,0.0414163078053877,0.0448927462465705,0.0345028362797147,0.0558231642955459,0.0396137661587607,0.0324341381352573,0.0398506774603501,0.036993114853921,0.044627493271621,0.0475664977954258,0.0395062540381265,0.0456496754634593,0.0328806559853411,0.0402513740781311,0.0376234452329862,0.0447852933174634,0.0469985802171445,0.0482060529746908,0.0336276871317286,0.0368766337785007,0.044111321794176,0.0399156656068917,0.0385747113773552,0.0342394739533167,0.038980118777545,0.0500026498841869,0.0397115764544292,0.0445477257778697,0.053576953220256,0.0451255733819945,0.0612632223813654,0.0390634071470419,0.0587917851774814,0.0329206425761473,0.0458901909358397,0.0558775099388697,0.051184781921014,0.0425744537947595,0.0490711725440884,0.0416314829002596,0.0338441861250362,0.0399342762019002,0.0509716662225631,0.050447003858281,0.0362104323647355,0.0467977541031496,0.0450712290608135,0.0492882960597816,0.0493831443926832,0.0501673459188515,0.0458799303761911,0.0582562375070447,0.0476602027212224,0.0409211613983062,0.0384808144828873,0.0300146085721366,0.0453528630373484,0.030208324946911,0.0370364444020228,0.0602591148433918,0.0387659743099811,0.0428070733080728,0.0537982410258737,0.0293209153909037,0.0476220782101908,0.042326809686589,0.049692445287707,0.0423983937972925,0.0363359229787828,0.0463658170376213,0.0359973892726037,0.0397790596004507,0.045607513254843,0.035235598891412,0.0461815203564541,0.0434583823670691,0.0409136702822941,0.0343501104377747,0.0313378564209805,0.0472578824229906,0.0398686969070954,0.0790988392530601,0.0408189797348786,0.0429271140927802,0.0378755597588575,0.0345864104661446,0.0370245528544308,0.0461979538560934,0.0396296932280195
"omega_k2",0.04542373927681,0.0342918086448806,0.0542219019491338,0.0363397725625259,0.0522113720295387,0.0408612795725688,0.0354775530035745,0.0354047074333994,0.0412560031869138,0.0401777963122803,0.0561373970459683,0.0418906337131785,0.050817782904761,0.0321251035600923,0.0513936078835946,0.0401909826183899,0.0430306438565379,0.0505763117801126,0.0475164592120111,0.0332976616218747,0.0311918973799079,0.0495705223652898,0.0580017110579536,0.0350393177637469,0.0351419571376418,0.0392669007262848,0.0516816117114324,0.0425234133342703,0.0463451616444904,0.0709421014410856,0.0499728224069368,0.0652150121155933,0.0420472623409168,0.0458372445723084,0.0374772672185593,0.0446727166535687,0.0804433646339089,0.0392741557087901,0.0493476425715428,0.0493316649689593,0.0468636950790045,0.0356081602785685,0.0491380431895119,0.0664003053626233,0.0640806489103071,0.0305614583845525,0.0506947833646831,0.0462930646157302,0.0476525223517835,0.0471940562115295,0.0574080252037951,0.0395924351861963,0.0622653314685657,0.0599951802519891,0.0419639359975306,0.0468770533433816,0.0361908120652702,0.0579223822109773,0.0378932459377387,0.0381959076951064,0.0566559902772212,0.0373310871570389,0.0468950836003584,0.078585079586526,0.0401597797640917,0.0546524682588971,0.0513904139638375,0.0551955239046622,0.0446391945211916,0.0378159987154607,0.0595336919342169,0.0445006024560679,0.0416642099514408,0.0442198215691368,0.0352730411199692,0.0389709668762363,0.0454546527148148,0.0470821751010077,0.034881293410251,0.0435935204853197,0.0472504406595735,0.0398769075900812,0.0692617127883075,0.0362837251426581,0.040334997061294,0.0430779242757458,0.0366069659806565,0.0349086761049071,0.0510537916051195,0.0381193141452398
"omega_k2m0scale",0.0247187254956875,0.0254071360146886,0.0280325790332217,0.0240408055877293,0.0352777669460124,0.0272254348428363,0.0258158223563391,0.0278822209287378,0.0277342139018806,0.0286828376232246,0.0296568861536609,0.0235326182920264,0.0301170369359948,0.0278436028808112,0.0278728788721392,0.0251534090631888,0.0271433949956775,0.0298051549654342,0.0279887157128067,0.0240080940668533,0.02475834160959,0.0278620717277213,0.0231832577189258,0.0256140045207494,0.023906967002832,0.0282896649482967,0.0299684546806418,0.0295408459109567,0.0298478060661624,0.0324722277918992,0.0295359333204433,0.0287454031012908,0.0272079723478919,0.0244580873070341,0.0279324580022093,0.0277641001158006,0.0337739166644887,0.0298019423854345,0.0272666470501543,0.0277353805472433,0.0290793869824434,0.0249371315771084,0.0256827786867543,0.0301160634489746,0.0339382612839476,0.0241769258252413,0.0287822259434694,0.0261080298282004,0.0271042914889962,0.0291904771149046,0.0306033149587683,0.0272029354811341,0.0339075652129312,0.0306138618491893,0.0265186170609776,0.0254146630499191,0.0244537812230436,0.0278193684341858,0.0256287928083278,0.0255431711136052,0.0372360609036681,0.0249880067605225,0.0276465238038083,0.0385453816344631,0.0285454373290443,0.0307252075659928,0.0273290884224007,0.0324963950540912,0.0272357741291744,0.0257809117372545,0.02939553097311,0.0250775581750728,0.0286490258807607,0.0272299202799137,0.0244655956294823,0.0242988049864657,0.0239292287819309,0.027617446237024,0.0254705079317967,0.0262013927544462,0.0252121399385891,0.025815916634383,0.0389581331885768,0.0250920537684328,0.0234896098384052,0.0250531044892296,0.0252415386888435,0.0266820879072194,0.0280327465494713,0.0244244862364841
"omega_offset",0.00863121046854302,0.00867469631105486,0.00866844468019044,0.00866090831396215,0.00864977520877496,0.00864557735041467,0.00862821034634277,0.00863691352287996,0.00862686463427927,0.00863361167090998,0.008640751566315,0.00862378422549141,0.00864953531338112,0.00863115249915445,0.00862504789524696,0.0086781378704803,0.00865209604395336,0.00864643040552353,0.00865095598297252,0.00863427479407649,0.00865817522733959,0.0086551934207966,0.0088733245113506,0.00864403105477454,0.00864746886959329,0.0086842119461916,0.00864261587984801,0.00863608085025529,0.00863096283871198,0.00864257424348905,0.00874828229638107,0.00894466824712371,0.00864980239594475,0.00869283740880156,0.00864248764747911,0.00867310247760345,0.00887745334392072,0.00882749027706245,0.00865463256711667,0.00866110605066867,0.00866186128971462,0.00863376570336616,0.00864389151353511,0.00871343985031567,0.00863540441033737,0.00863674716482055,0.00863891010131954,0.00866156474818829,0.00865006158973498,0.00886993374603652,0.00864171371322343,0.00871228022780025,0.00869093919697281,0.00866735679894905,0.008659557500225,0.00864992807318147,0.00862671541581188,0.00865232292207094,0.00865468766179698,0.00863589026876635,0.00871654763887761,0.00864199209702378,0.00863817670926642,0.00878568185250005,0.00862731213690794,0.00864703065380059,0.00863015445818735,0.00864648043077538,0.00862847368138855,0.00864530970550534,0.00864557851852926,0.00865286470399078,0.00865137174223488,0.00871262859725424,0.00865170734420718,0.00870353552249247,0.00878847268781734,0.00865085096539762,0.00862529996472979,0.00862519807265051,0.00869123987145461,0.00869330691369366,0.00892207360936697,0.00873052857775419,0.00871019570494752,0.00865910574958841,0.00868250509576287,0.00865556638832892,0.00864645395178755,0.00866946103373388
"omega_r0_m0",0.0347586577174852,0.0374582503643643,0.0427008805899592,0.0341849411020985,0.0382581150408552,0.0395187183079953,0.0330401857270189,0.0389880568102022,0.0357086898946022,0.0375523442015345,0.038455313792882,0.0374211672149283,0.0352689068305533,0.0342246251407263,0.0361271327092553,0.0381276010985279,0.0394908166439188,0.0413510526029442,0.039768052682583,0.0347850275995297,0.0355521019371886,0.0342486839621524,0.0410144681270714,0.0364163866080564,0.0351557192660367,0.0367251803955375,0.0405017070687523,0.0353969569148206,0.0356775522207606,0.0333621848944828,0.0371430042407465,0.047717787018191,0.0351076867676333,0.0343733593071086,0.0331750451026052,0.0421626655475616,0.0331444433106588,0.0509700476895336,0.034556909952111,0.0382495516728488,0.0385376272502402,0.0347667004594004,0.0343041881053944,0.0432004903578784,0.03342372086757,0.0368752867523653,0.0377947487144729,0.0378748275062224,0.044002102064321,0.0433071747627874,0.0399503715403307,0.0347712550279865,0.0448200224632322,0.039023103288358,0.0345294156141903,0.0344875649469259,0.0343118250786872,0.0324540863430762,0.0366328736953249,0.0355796161529617,0.0368797892697501,0.0372521799436283,0.0359602637486464,0.0433043086453353,0.0320161046641049,0.0403779291186944,0.0312650516468413,0.0431275131935154,0.0411067948427118,0.0361567603697066,0.0378582758376911,0.0331271615260259,0.0354380561544605,0.0463633925060363,0.0346104937889634,0.03812732118068,0.0380281402962047,0.0365536105565394,0.0350554564635976,0.0336320287242179,0.0413711177212116,0.0394584602467078,0.0448827961416943,0.0414775974044714,0.0351947000275745,0.0352719066038871,0.0340126855559175,0.0374100214123033,0.0354550069778719,0.0393554679615246
"omega_tBegin",0.0157677105684448,0.015408881329632,0.0152527782265745,0.0151509650827894,0.0157361320201477,0.0157319533075992,0.0155883327349863,0.0153451371100412,0.0155216816078112,0.0152689427608399,0.0160306254526384,0.0155028299273948,0.0158305216641057,0.0153042471113771,0.0157457868629121,0.0155104127181739,0.0159288455782047,0.0154204766080208,0.0157575116050558,0.0157247227392823,0.0159032477190686,0.0156834539611723,0.0150035853362691,0.0160068759323423,0.0153706891153509,0.0151579206938144,0.0156703311223453,0.0154908299245291,0.0158463615028876,0.0161363934742941,0.0159684429880255,0.0146273063827523,0.0153858161092345,0.0147740745158178,0.0154143729259518,0.0152127794820914,0.0157142502230797,0.0140715038619815,0.0155434536901575,0.0151140214589468,0.0157979567014516,0.0159645187166717,0.0159253422736211,0.0150360661504888,0.0160179280406855,0.0154535007405583,0.0158033663786885,0.0151542638876992,0.0156054013269893,0.0152026389432926,0.015767310664236,0.0151362349772765,0.0152072189784819,0.0156897925056126,0.0154933264546888,0.0157260885371305,0.0157468311012334,0.0157400803910773,0.0154770765491308,0.0154332996661307,0.0155174428163396,0.0154326508202602,0.0158570085739292,0.0156298219075298,0.0157123867215746,0.016034177873464,0.0156951759136673,0.0161840901250623,0.0156039686395699,0.0158485685696157,0.015747654803995,0.0159121856550374,0.0160521968860249,0.0148477070786334,0.0152096733036002,0.014823954084809,0.0152296809474792,0.0152680632918887,0.0153999563947222,0.0156164806705122,0.014689014097757,0.015732538329789,0.0152820514990708,0.014993314105047,0.0155254686640083,0.0159270290981594,0.0158610255592152,0.0155982286064067,0.0160362417574145,0.0159817504040482
"r0_m0_pop",0.0491739695627979,0.0525302501485025,0.0599576731290997,0.0478020314623516,0.0538803763169385,0.0551668270634141,0.0462807388758477,0.0548368672626829,0.0499007931493534,0.0522101906284489,0.0539621586103887,0.0527877787910391,0.0496347782494945,0.0481854129172182,0.0510461541095792,0.0536048658502917,0.0554451264674957,0.0577455544208183,0.0556482402900789,0.0489936126977922,0.049884014698523,0.0479971696446518,0.0575235354644158,0.0514616261707722,0.0498202814133554,0.0515185286341917,0.0575925317449985,0.0493985975848335,0.0505366113885889,0.0468602722123141,0.0523449630820764,0.0672443021791065,0.0492449118806531,0.048352837659537,0.0466822744994325,0.0592180177791658,0.0462396406435283,0.0726178009700308,0.049291662502204,0.0539158333033237,0.0542725943930786,0.0489464872470307,0.0479628773556099,0.0607388488173446,0.0473793739132745,0.0516760923308117,0.0530491598779567,0.0534059325137266,0.0618910648139457,0.0608120525743892,0.0563081938241634,0.0488287088953591,0.0631911646203526,0.0552131903452008,0.0490487910286903,0.0483819029811511,0.0481273129306636,0.0458220671166043,0.0514210488295727,0.0504114405301136,0.0521045776521767,0.0527805042159116,0.0508232944519647,0.0605628053941705,0.044711915711806,0.0568574245933788,0.0435954565950413,0.0608778650065879,0.0576255312792564,0.0502303647455422,0.0531757095455924,0.0463292590114963,0.0495992655291203,0.0655456217180636,0.049241637245629,0.0538102849125262,0.0531564715265317,0.0512220960396631,0.0495060848226457,0.0472225213088151,0.0580653983508006,0.0553708093705308,0.0629884208195701,0.0583776799733603,0.0497504342333156,0.0497740064898244,0.0475324905420895,0.0525374525044708,0.0500094685174496,0.0556907447961824
"tBegin_pop",0.0220345702545228,0.0216072885662083,0.0215252251719521,0.0214741621714331,0.0220999102184811,0.0220067557354076,0.0217506918448587,0.0217119891083011,0.0217420402563727,0.0212973028270732,0.0221927868643592,0.0217364030664493,0.0219934840612735,0.021592048174609,0.0219746705820483,0.0217093395065533,0.0221587991460324,0.0218867865552907,0.0220574134055623,0.0219492756976745,0.0221875999750521,0.0220522863558716,0.0209671338212066,0.0222467616232493,0.0217610751294422,0.0215148643280411,0.0219842164531784,0.0218167889318462,0.0220655640305732,0.0222864937265,0.022239400336254,0.0204110597030367,0.0217684785156846,0.020884497881707,0.021596525108579,0.0212854743363053,0.0220132468599094,0.0199369288304201,0.0219027485515234,0.0212486895792719,0.0219582702915451,0.0222298447335049,0.0221135121491534,0.0211222376338474,0.0222902918242094,0.0217345289840723,0.0220657639569164,0.0212861243601788,0.0216755413284309,0.0213393814173971,0.0220159245692753,0.0213164703134557,0.0214351667878009,0.0220297955849525,0.0217351816077722,0.0219647391596134,0.0219759822289386,0.0219095223133651,0.0218311104477587,0.0218567603702129,0.0217840373109971,0.0217507653894323,0.0222305375524523,0.0219763056412056,0.021911251161507,0.0223772713793593,0.0219533472851478,0.0223828019126535,0.0218882216342884,0.022154962287166,0.0220619153730915,0.0221270652273867,0.022418105394206,0.0210569463539664,0.0214886233906255,0.0210545524929183,0.0214560212574138,0.0216859383454099,0.0217469029302306,0.0218584302300151,0.0207724993273912,0.022090231163059,0.0213891151490864,0.0212995376282151,0.0217076037902194,0.0220824847994994,0.021989001865444,0.0218134193883437,0.0223596465609822,0.0220739807186886
