Unnamed: 0,OFV,AIC,BIC,BICc,run
179,-140822.886212577,-140800.886212577,-140764.604721545,-140733.44698044,1674360676_90366
666,-140821.986656103,-140799.986656103,-140763.705165071,-140732.547423966,1674372544_72871
882,-140821.692038346,-140799.692038346,-140763.410547314,-140732.252806209,1674406037_07834
612,-140820.461995923,-140798.461995923,-140762.180504891,-140731.022763786,1674356275_28326
580,-140819.191095631,-140797.191095631,-140760.909604599,-140729.751863493,1674392418_05767
602,-140815.484236665,-140793.484236665,-140757.202745633,-140726.045004527,1674353198_7304
21,-140813.584309974,-140791.584309974,-140755.302818942,-140724.145077837,1674405184_39793
573,-140811.810706394,-140789.810706394,-140753.529215362,-140722.371474256,1674390405_28767
278,-140811.465666815,-140789.465666815,-140753.184175783,-140722.026434678,1674429867_7323
656,-140810.716206965,-140788.716206965,-140752.434715933,-140721.276974827,1674369406_57158
318,-140809.174896676,-140787.174896676,-140750.893405644,-140719.735664539,1674298525_89012
45,-140807.681065755,-140785.681065755,-140749.399574723,-140718.241833617,1674411980_054
592,-140805.275884688,-140783.275884688,-140746.994393656,-140715.836652551,1674396467_25905
837,-140802.573596936,-140780.573596936,-140744.292105904,-140713.134364799,1674393151_14697
879,-140802.498635254,-140780.498635254,-140744.217144222,-140713.059403116,1674405049_4993
640,-140798.650507286,-140776.650507286,-140740.369016254,-140709.211275149,1674364782_33489
139,-140794.196944903,-140772.196944903,-140735.915453871,-140704.757712766,1674346403_0284
782,-140788.16525324,-140766.16525324,-140729.883762208,-140698.726021103,1674324854_74888
847,-140780.444387327,-140758.444387327,-140722.162896295,-140691.005155189,1674396139_88851
286,-140779.672724732,-140757.672724732,-140721.3912337,-140690.233492594,1674432398_04736
325,-140770.658931067,-140748.658931067,-140712.377440035,-140681.219698929,1674300433_92642
741,-140770.416757075,-140748.416757075,-140712.135266043,-140680.977524937,1674309975_35334
176,-140767.177326204,-140745.177326204,-140708.895835172,-140677.738094066,1674359714_7784
323,-140762.388386126,-140740.388386126,-140704.106895094,-140672.949153989,1674299919_27551
226,-140760.44564233,-140738.44564233,-140702.164151298,-140671.006410193,1674414399_28688
866,-140759.559123884,-140737.559123884,-140701.277632852,-140670.119891747,1674401600_22293
534,-140759.424682748,-140737.424682748,-140701.143191716,-140669.985450611,1674378680_00019
533,-140758.634302647,-140736.634302647,-140700.352811615,-140669.195070509,1674378391_14603
595,-140758.168131048,-140736.168131048,-140699.886640016,-140668.728898911,1674397353_71208
440,-140755.912120013,-140733.912120013,-140697.630628981,-140666.472887875,1674335324_673
645,-140754.485979118,-140732.485979118,-140696.204488086,-140665.046746981,1674366366_60365
477,-140750.103051046,-140728.103051046,-140691.821560014,-140660.663818909,1674346200_56792
707,-140746.591349606,-140724.591349606,-140688.309858574,-140657.152117469,1674296819_27155
552,-140745.06668133,-140723.06668133,-140686.785190298,-140655.627449192,1674384056_77654
88,-140745.023472105,-140723.023472105,-140686.741981073,-140655.584239968,1674425128_84625
834,-140743.485623101,-140721.485623101,-140685.204132069,-140654.046390964,1674392193_59631
342,-140740.855527151,-140718.855527151,-140682.574036119,-140651.416295014,1674305839_86059
169,-140731.134731777,-140709.134731777,-140672.853240745,-140641.69549964,1674356975_06836
303,-140729.018413575,-140707.018413575,-140670.736922543,-140639.579181438,1674294191_21863
781,-140726.979723598,-140704.979723598,-140668.698232566,-140637.540491461,1674324524_54731
597,-140726.737025661,-140704.737025661,-140668.455534629,-140637.297793524,1674398040_3
623,-140726.691541067,-140704.691541067,-140668.410050035,-140637.25230893,1674359175_38578
416,-140725.312689963,-140703.312689963,-140667.031198931,-140635.873457826,1674328323_52647
818,-140724.849171635,-140702.849171635,-140666.567680603,-140635.409939498,1674387672_04337
454,-140722.535001729,-140700.535001729,-140664.253510697,-140633.095769592,1674339411_34654
238,-140722.361005407,-140700.361005407,-140664.079514375,-140632.92177327,1674417509_90313
758,-140721.928098719,-140699.928098719,-140663.646607687,-140632.488866581,1674315973_04279
442,-140720.867285387,-140698.867285387,-140662.585794354,-140631.428053249,1674335812_90114
70,-140720.379162617,-140698.379162617,-140662.097671585,-140630.939930479,1674419982_41158
736,-140714.810818402,-140692.810818402,-140656.52932737,-140625.371586265,1674307979_32998
446,-140712.845316895,-140690.845316895,-140654.563825863,-140623.406084758,1674336853_09461
345,-140712.601403594,-140690.601403594,-140654.319912562,-140623.162171457,1674306613_38694
424,-140711.7475561,-140689.7475561,-140653.466065068,-140622.308323962,1674330628_78241
555,-140708.924096089,-140686.924096089,-140650.642605057,-140619.484863952,1674384857_97087
115,-140705.828590066,-140683.828590066,-140647.547099034,-140616.389357929,1674337275_01836
129,-140705.742471238,-140683.742471238,-140647.460980206,-140616.3032391,1674342760_78616
392,-140705.199997522,-140683.199997522,-140646.91850649,-140615.760765385,1674321046_9242
799,-140704.468125365,-140682.468125365,-140646.186634333,-140615.028893228,1674331372_65564
763,-140700.765469185,-140678.765469185,-140642.483978153,-140611.326237048,1674317605_12571
192,-140700.055462918,-140678.055462918,-140641.773971886,-140610.616230781,1674365910_05686
334,-140699.199056436,-140677.199056436,-140640.917565404,-140609.759824298,1674302992_38836
138,-140686.346050038,-140664.346050038,-140628.064559006,-140596.906817901,1674346078_41759
570,-140680.242974499,-140658.242974499,-140621.961483467,-140590.803742362,1674389426_13496
185,-140674.013392563,-140652.013392563,-140615.731901531,-140584.574160426,1674363027_06626
812,-140672.582373751,-140650.582373751,-140614.300882719,-140583.143141614,1674385847_23871
300,-140672.120820616,-140650.120820616,-140613.839329584,-140582.681588479,1674293342_21594
338,-140670.452522752,-140648.452522752,-140612.17103172,-140581.013290614,1674304136_32386
198,-140670.273895623,-140648.273895623,-140611.992404591,-140580.834663486,1674368319_28893
262,-140665.777318224,-140643.777318224,-140607.495827192,-140576.338086086,1674424765_86559
735,-140665.190885192,-140643.190885192,-140606.90939416,-140575.751653055,1674307687_94354
178,-140662.847177542,-140640.847177542,-140604.56568651,-140573.407945405,1674360386_98761
497,-140661.564954605,-140639.564954605,-140603.283463573,-140572.125722467,1674351920_05469
578,-140659.319923027,-140637.319923027,-140601.038431995,-140569.88069089,1674391745_91264
85,-140651.653997389,-140629.653997389,-140593.372506357,-140562.214765252,1674424290_78729
250,-140644.761620482,-140622.761620482,-140586.48012945,-140555.322388345,1674421144_47758
256,-140643.252020079,-140621.252020079,-140584.970529047,-140553.812787942,1674423040_04401
247,-140642.682095263,-140620.682095263,-140584.400604231,-140553.242863125,1674420217_1928
195,-140641.181977256,-140619.181977256,-140582.900486224,-140551.742745119,1674367288_58358
550,-140640.588620203,-140618.588620203,-140582.307129171,-140551.149388066,1674383361_22034
63,-140632.75665999,-140610.75665999,-140574.475168958,-140543.317427853,1674417890_50163
744,-140623.747003394,-140601.747003394,-140565.465512362,-140534.307771256,1674310896_91566
225,-140620.739977876,-140598.739977876,-140562.458486844,-140531.300745739,1674414016_08684
366,-140617.982534129,-140595.982534129,-140559.701043097,-140528.543301992,1674313083_77219
252,-140616.422593639,-140594.422593639,-140558.141102607,-140526.983361502,1674421844_54352
584,-140611.943875369,-140589.943875369,-140553.662384337,-140522.504643231,1674393714_0112
839,-140611.253858487,-140589.253858487,-140552.972367455,-140521.81462635,1674393600_60117
508,-140609.847016072,-140587.847016072,-140551.56552504,-140520.407783934,1674371306_02644
336,-140609.341719775,-140587.341719775,-140551.060228743,-140519.902487638,1674303457_59858
119,-140609.045696634,-140587.045696634,-140550.764205602,-140519.606464497,1674338885_29687
14,-140607.54082964,-140585.54082964,-140549.259338608,-140518.101597502,1674403152_61788
81,-140607.139161719,-140585.139161719,-140548.857670687,-140517.699929582,1674423332_04796
878,-140605.783899593,-140583.783899593,-140547.502408561,-140516.344667455,1674404848_62072
168,-140604.450011022,-140582.450011022,-140546.16851999,-140515.010778885,1674356734_60368
657,-140603.721707982,-140581.721707982,-140545.44021695,-140514.282475845,1674369726_3439
172,-140601.420931241,-140579.420931241,-140543.139440209,-140511.981699104,1674358151_06807
191,-140600.351944194,-140578.351944194,-140542.070453162,-140510.912712056,1674365558_40051
102,-140594.225171263,-140572.225171263,-140535.943680231,-140504.785939126,1674332437_6503
72,-140591.13232243,-140569.13232243,-140532.850831398,-140501.693090293,1674420406_79993
121,-140590.074990547,-140568.074990547,-140531.793499515,-140500.635758409,1674339595_9812
58,-140575.846552788,-140553.846552788,-140517.565061756,-140486.40732065,1674416180_81314
671,-140572.803206768,-140550.803206768,-140514.521715736,-140483.363974631,1674374068_67474
455,-140568.038336116,-140546.038336116,-140509.756845084,-140478.599103978,1674339617_85247
15,-140567.767440457,-140545.767440457,-140509.485949425,-140478.32820832,1674403517_27095
786,-140567.383375904,-140545.383375904,-140509.101884872,-140477.944143767,1674326585_03744
354,-140566.352986168,-140544.352986168,-140508.071495136,-140476.913754031,1674309112_18068
62,-140563.217611904,-140541.217611904,-140504.936120872,-140473.778379767,1674417558_16828
280,-140561.899791193,-140539.899791193,-140503.618300161,-140472.460559056,1674430458_74732
299,-140558.678528346,-140536.678528346,-140500.397037314,-140469.239296209,1674436157_18086
96,-140555.370659177,-140533.370659177,-140497.089168145,-140465.93142704,1674427293_47494
679,-140552.640006251,-140530.640006251,-140494.358515219,-140463.200774114,1674376627_74772
466,-140552.568701616,-140530.568701616,-140494.287210584,-140463.129469478,1674342803_75978
674,-140547.087009141,-140525.087009141,-140488.805518109,-140457.647777003,1674375147_12626
425,-140545.458360635,-140523.458360635,-140487.176869603,-140456.019128498,1674331007_34755
690,-140541.661700583,-140519.661700583,-140483.380209551,-140452.222468446,1674379477_10863
637,-140540.809223032,-140518.809223032,-140482.527732,-140451.369990895,1674363747_5127
77,-140539.555846607,-140517.555846607,-140481.274355575,-140450.11661447,1674422113_08681
676,-140538.416150553,-140516.416150553,-140480.134659521,-140448.976918416,1674375606_96166
373,-140533.048203709,-140511.048203709,-140474.766712677,-140443.608971571,1674315287_66793
849,-140532.765781549,-140510.765781549,-140474.484290517,-140443.326549412,1674396581_97453
874,-140527.705714028,-140505.705714028,-140469.424222996,-140438.266481891,1674403850_25964
385,-140523.979055881,-140501.979055881,-140465.697564848,-140434.539823743,1674318848_34182
444,-140523.707647713,-140501.707647713,-140465.426156681,-140434.268415576,1674336423_27083
422,-140523.214798944,-140501.214798944,-140464.933307912,-140433.775566806,1674330012_73092
513,-140519.400823842,-140497.400823842,-140461.11933281,-140429.961591705,1674372631_85508
701,-140518.0240454,-140496.0240454,-140459.742554367,-140428.584813262,1674293867_88598
871,-140513.298437347,-140491.298437347,-140455.016946315,-140423.85920521,1674403010_88438
714,-140513.279361798,-140491.279361798,-140454.997870766,-140423.840129661,1674299613_36735
99,-140511.733888504,-140489.733888504,-140453.452397472,-140422.294656367,1674428201_12593
725,-140508.786625376,-140486.786625376,-140450.505134344,-140419.347393238,1674304210_42176
83,-140502.775126941,-140480.775126941,-140444.493635909,-140413.335894804,1674423753_90145
559,-140502.026352985,-140480.026352985,-140443.744861953,-140412.587120847,1674386126_83452
611,-140500.431636281,-140478.431636281,-140442.150145249,-140410.992404144,1674355883_58619
473,-140500.312406556,-140478.312406556,-140442.030915524,-140410.873174418,1674345103_3483
517,-140498.209407184,-140476.209407184,-140439.927916152,-140408.770175047,1674373996_87819
680,-140495.155278084,-140473.155278084,-140436.873787052,-140405.716045947,1674376896_17265
208,-140495.049250068,-140473.049250068,-140436.767759036,-140405.610017931,1674409269_28021
1,-140489.284698998,-140467.284698998,-140431.003207966,-140399.845466861,1674399240_43523
255,-140487.569354594,-140465.569354594,-140429.287863562,-140398.130122457,1674422718_36369
522,-140487.283950122,-140465.283950122,-140429.00245909,-140397.844717985,1674375314_41521
854,-140485.538757588,-140463.538757588,-140427.257266556,-140396.099525451,1674398112_74535
841,-140483.647797491,-140461.647797491,-140425.366306459,-140394.208565354,1674394307_81005
459,-140482.907939992,-140460.907939992,-140424.62644896,-140393.468707855,1674340573_7068
391,-140482.187437404,-140460.187437404,-140423.905946372,-140392.748205267,1674320815_23958
641,-140473.421634079,-140451.421634079,-140415.140143047,-140383.982401941,1674365138_40723
685,-140470.602295354,-140448.602295354,-140412.320804322,-140381.163063217,1674378091_07152
148,-140470.198008001,-140448.198008001,-140411.916516969,-140380.758775864,1674349574_20738
350,-140467.672637743,-140445.672637743,-140409.391146711,-140378.233405606,1674307990_67799
887,-140465.345854508,-140443.345854508,-140407.064363476,-140375.906622371,1674429673_97972
75,-140465.282530467,-140443.282530467,-140407.001039435,-140375.843298329,1674421321_25229
297,-140464.214135505,-140442.214135505,-140405.932644473,-140374.774903367,1674435455_49292
885,-140462.609380291,-140440.609380291,-140404.327889259,-140373.170148153,1674429011_87669
898,-140462.133231893,-140440.133231893,-140403.851740861,-140372.693999755,1674432996_4486
730,-140461.519088191,-140439.519088191,-140403.237597159,-140372.079856054,1674306029_369
356,-140460.995529816,-140438.995529816,-140402.714038784,-140371.556297679,1674309894_38549
700,-140460.210858673,-140438.210858673,-140401.929367641,-140370.771626535,1674293342_27526
5,-140459.916723085,-140437.916723085,-140401.635232053,-140370.477490947,1674400728_97917
291,-140458.873293269,-140436.873293269,-140400.591802237,-140369.434061132,1674433630_3437
722,-140456.57068705,-140434.57068705,-140398.289196018,-140367.131454913,1674303249_61744
159,-140455.557783233,-140433.557783233,-140397.276292201,-140366.118551096,1674353577_81565
170,-140453.506170686,-140431.506170686,-140395.224679654,-140364.066938549,1674357380_62686
7,-140448.840145782,-140426.840145782,-140390.55865475,-140359.400913644,1674401140_3641
471,-140448.391903747,-140426.391903747,-140390.110412715,-140358.95267161,1674344501_77257
683,-140447.952592219,-140425.952592219,-140389.671101187,-140358.513360082,1674377581_11949
556,-140447.222053667,-140425.222053667,-140388.940562635,-140357.782821529,1674385095_81351
322,-140445.431232344,-140423.431232344,-140387.149741312,-140355.992000207,1674299649_87139
873,-140444.740198082,-140422.740198082,-140386.458707049,-140355.300965944,1674403497_89818
54,-140442.020780133,-140420.020780133,-140383.739289101,-140352.581547995,1674414740_60483
248,-140441.536172307,-140419.536172307,-140383.254681275,-140352.09694017,1674420429_02561
760,-140441.009980482,-140419.009980482,-140382.72848945,-140351.570748344,1674316590_02358
434,-140440.857216749,-140418.857216749,-140382.575725717,-140351.417984612,1674333550_29547
496,-140440.607391485,-140418.607391485,-140382.325900453,-140351.168159347,1674351643_87183
892,-140436.95176165,-140414.95176165,-140378.670270618,-140347.512529512,1674431238_68101
820,-140436.196233449,-140414.196233449,-140377.914742417,-140346.757001312,1674388179_17911
796,-140433.779537394,-140411.779537394,-140375.498046362,-140344.340305257,1674330293_98827
576,-140432.531021586,-140410.531021586,-140374.249530554,-140343.091789449,1674391203_6269
67,-140431.642081439,-140409.642081439,-140373.360590407,-140342.202849301,1674419073_03934
553,-140430.048897132,-140408.048897132,-140371.7674061,-140340.609664995,1674384333_22497
695,-140427.416694077,-140405.416694077,-140369.135203045,-140337.97746194,1674380654_6337
723,-140427.155685981,-140405.155685981,-140368.874194949,-140337.716453843,1674303610_1683
724,-140426.752331228,-140404.752331228,-140368.470840196,-140337.313099091,1674303911_92753
69,-140425.744705293,-140403.744705293,-140367.463214261,-140336.305473155,1674419663_3551
686,-140423.518167274,-140401.518167274,-140365.236676242,-140334.078935137,1674378315_30106
764,-140421.585751459,-140399.585751459,-140363.304260427,-140332.146519322,1674317851_09321
235,-140420.445741685,-140398.445741685,-140362.164250653,-140331.006509548,1674416629_93343
777,-140416.970450144,-140394.970450144,-140358.688959112,-140327.531218007,1674322806_18233
456,-140415.874429723,-140393.874429723,-140357.592938691,-140326.435197586,1674339956_25995
687,-140415.135767482,-140393.135767482,-140356.85427645,-140325.696535345,1674378587_48059
103,-140412.486948834,-140390.486948834,-140354.205457802,-140323.047716697,1674332790_85314
525,-140407.03372405,-140385.03372405,-140348.752233018,-140317.594491913,1674376187_39601
347,-140404.320712501,-140382.320712501,-140346.039221469,-140314.881480363,1674307066_8795
747,-140403.296059965,-140381.296059965,-140345.014568933,-140313.856827827,1674311788_97081
18,-140401.039239657,-140379.039239657,-140342.757748625,-140311.60000752,1674404289_99073
600,-140398.439795058,-140376.439795058,-140340.158304026,-140309.000562921,1674352859_7491
449,-140397.578308606,-140375.578308606,-140339.296817574,-140308.139076469,1674337968_26008
829,-140394.387001172,-140372.387001172,-140336.10551014,-140304.947769034,1674390920_15443
567,-140393.985811113,-140371.985811113,-140335.704320081,-140304.546578976,1674388594_54022
827,-140393.437147954,-140371.437147954,-140335.155656922,-140303.997915817,1674390291_41302
538,-140392.512664882,-140370.512664882,-140334.23117385,-140303.073432745,1674379882_01582
220,-140391.323020305,-140369.323020305,-140333.041529273,-140301.883788168,1674412440_06412
285,-140390.461070371,-140368.461070371,-140332.179579339,-140301.021838234,1674432152_1213
294,-140389.910520837,-140367.910520837,-140331.629029805,-140300.471288699,1674434535_33058
340,-140388.775425954,-140366.775425954,-140330.493934922,-140299.336193817,1674304995_77083
211,-140387.346492143,-140365.346492143,-140329.065001111,-140297.907260006,1674410218_64439
398,-140384.044592606,-140362.044592606,-140325.763101574,-140294.605360469,1674322954_06566
651,-140383.656552882,-140361.656552882,-140325.37506185,-140294.217320745,1674367949_80897
152,-140381.207425866,-140359.207425866,-140322.925934834,-140291.768193729,1674351131_67187
413,-140380.504527745,-140358.504527745,-140322.223036713,-140291.065295607,1674327313_13478
254,-140379.206703672,-140357.206703672,-140320.92521264,-140289.767471534,1674422521_60202
577,-140375.414938228,-140353.414938228,-140317.133447196,-140285.975706091,1674391520_91391
110,-140374.828365605,-140352.828365605,-140316.546874573,-140285.389133467,1674335391_95864
719,-140374.082558437,-140352.082558437,-140315.801067405,-140284.6433263,1674302059_16381
131,-140373.243383632,-140351.243383632,-140314.9618926,-140283.804151495,1674343440_07754
883,-140372.769429045,-140350.769429045,-140314.487938013,-140283.330196908,1674406366_08528
768,-140372.695661222,-140350.695661222,-140314.41417019,-140283.256429084,1674319366_54253
755,-140372.301886119,-140350.301886119,-140314.020395087,-140282.862653982,1674314613_95018
711,-140368.242920646,-140346.242920646,-140309.961429614,-140278.803688509,1674298448_66375
355,-140366.862414956,-140344.862414956,-140308.580923924,-140277.423182819,1674309558_61765
97,-140366.841951827,-140344.841951827,-140308.560460795,-140277.40271969,1674427658_10068
128,-140364.04183238,-140342.04183238,-140305.760341348,-140274.602600243,1674342480_23555
209,-140363.86538418,-140341.86538418,-140305.583893148,-140274.426152042,1674409588_90409
352,-140362.057819005,-140340.057819005,-140303.776327973,-140272.618586867,1674308615_34535
697,-140360.972002197,-140338.972002197,-140302.690511165,-140271.532770059,1674381296_78566
811,-140359.644542285,-140337.644542285,-140301.363051253,-140270.205310148,1674385534_83243
9,-140359.449905898,-140337.449905898,-140301.168414866,-140270.010673761,1674401628_99867
895,-140358.531318717,-140336.531318717,-140300.249827685,-140269.092086579,1674432078_70511
310,-140358.399282514,-140336.399282514,-140300.117791482,-140268.960050376,1674296116_7542
166,-140358.164961463,-140336.164961463,-140299.883470431,-140268.725729325,1674356178_23591
677,-140356.820597848,-140334.820597848,-140298.539106816,-140267.381365711,1674375996_67716
149,-140353.579822574,-140331.579822574,-140295.298331542,-140264.140590436,1674349939_9321
862,-140352.349236807,-140330.349236807,-140294.067745775,-140262.91000467,1674400623_43698
123,-140351.123484049,-140329.123484049,-140292.841993017,-140261.684251911,1674340375_84242
509,-140347.02441248,-140325.02441248,-140288.742921448,-140257.585180343,1674371612_4769
598,-140345.377045845,-140323.377045845,-140287.095554813,-140255.937813708,1674398358_59079
494,-140342.904786715,-140320.904786715,-140284.623295683,-140253.465554578,1674351091_71281
371,-140342.219127921,-140320.219127921,-140283.937636889,-140252.779895784,1674314610_87798
2,-140340.065272383,-140318.065272383,-140281.783781351,-140250.626040245,1674399813_78572
274,-140339.157667639,-140317.157667639,-140280.876176607,-140249.718435502,1674428761_49788
36,-140338.883227954,-140316.883227954,-140280.601736922,-140249.443995817,1674409472_36471
47,-140338.873546572,-140316.873546572,-140280.59205554,-140249.434314435,1674412537_44612
16,-140335.812049983,-140313.812049983,-140277.530558951,-140246.372817846,1674403799_83953
681,-140334.462738565,-140312.462738565,-140276.181247533,-140245.023506427,1674377127_07953
165,-140332.522598797,-140310.522598797,-140274.241107765,-140243.08336666,1674355947_29664
395,-140331.678290199,-140309.678290199,-140273.396799167,-140242.239058062,1674321863_33728
42,-140331.638396257,-140309.638396257,-140273.356905225,-140242.199164119,1674411021_41732
579,-140331.193221412,-140309.193221412,-140272.91173038,-140241.753989274,1674392025_60761
875,-140329.120675892,-140307.120675892,-140270.83918486,-140239.681443755,1674404023_06031
126,-140328.209124811,-140306.209124811,-140269.927633779,-140238.769892673,1674341833_36161
788,-140326.911984205,-140304.911984205,-140268.630493173,-140237.472752068,1674327560_21484
