"X","OFV","AIC","BIC","BICc","chosenDegree","standardError","run"
1,-6234512.71777095,-6234470.71777095,-6234319.30062313,-6234262.17809777,5,2031.05794353416,"1707017454_49547"
1,-5818644.78100861,-5818602.78100861,-5818451.3638608,-5818394.24133544,5,8593.22188850955,"1707227310_64059"
1,-6096618.89067381,-6096576.89067381,-6096425.473526,-6096368.35100063,5,2119.16565030997,"1707832125_52816"
1,-5720333.49225267,-5720291.49225267,-5720140.07510486,-5720082.9525795,5,3028.49805432153,"1708095024_62189"
1,-6328152.90126747,-6328110.90126747,-6327959.48411966,-6327902.3615943,5,2478.40955785983,"1708099631_62139"
1,-6260558.30500154,-6260516.30500154,-6260364.88785373,-6260307.76532837,5,1503.77746206099,"1708099633_37921"
1,-6283570.96625898,-6283528.96625898,-6283377.54911117,-6283320.42658581,5,2468.08674502649,"1708704469_34403"
1,-6328581.06661556,-6328539.06661556,-6328387.64946774,-6328330.52694238,5,6730.12324443314,"1709206154_8978"
1,-6177885.43931565,-6177843.43931565,-6177692.02216783,-6177634.89964247,5,5640.38787897324,"1709206156_19717"
1,-6154102.46053058,-6154060.46053058,-6153909.04338277,-6153851.92085741,5,9017.59391418777,"1709715341_42261"
1,-6353238.37910509,-6353196.37910509,-6353044.96195728,-6352987.83943192,5,1533.86378037885,"1710229248_37963"
1,-6280281.5485891,-6280239.5485891,-6280088.13144129,-6280031.00891593,5,2892.18282400686,"1710429572_70081"
1,-6164911.91157985,-6164869.91157985,-6164718.49443204,-6164661.37190668,5,3748.66688018711,"1710429574_19575"
1,-6135773.04396416,-6135731.04396416,-6135579.62681635,-6135522.50429099,5,3218.94720776785,"1710919506_63502"
