"X","se_run_1702059916_60624","se_run_1702059916_72571","se_run_1702059916_69504","se_run_1702059935_0991","se_run_1702059934_89274","se_run_1702059934_59317","se_run_1702664768_22942","se_run_1702664766_20488","se_run_1702664766_7668","se_run_1702664766_8798","se_run_1702664766_84499","se_run_1703148805_81028","se_run_1703171110_05686","se_run_1703171110_28597","se_run_1703171109_9439","se_run_1703171246_83479","se_run_1703171247_98414","se_run_1703171247_95412","se_run_1703602913_25172","se_run_1703634040_65917","se_run_1703657742_49583","se_run_1703665007_07139","se_run_1703672101_84843","se_run_1703699471_90805","se_run_1705547120_22329","se_run_1705547119_32935","se_run_1705547119_32913","se_run_1705547119_47364","se_run_1705547119_35522","se_run_1705547121_51127","se_run_1705547121_67204","se_run_1705547119_44309","se_run_1705547120_50355","se_run_1705547120_14799","se_run_1705968209_59992","se_run_1705995090_81253","se_run_1705995419_05629","se_run_1705998480_56991","se_run_1705998601_31145","se_run_1706010122_26331","se_run_1706039468_2022","se_run_1706053573_81263","se_run_1706075329_9641","se_run_1706198063_86647","se_run_1706536809_12732","se_run_1706538080_08993","se_run_1706540973_53118","se_run_1707017454_49547","se_run_1707227310_64059","se_run_1707832125_52816","se_run_1708095024_62189","se_run_1708099631_62139","se_run_1708099633_37921","se_run_1708704469_34403","se_run_1709206154_8978","se_run_1709206156_19717","se_run_1709715341_42261","se_run_1710229248_37963","se_run_1710429572_70081","se_run_1710429574_19575","se_run_1710919506_63502"
"omega_delta2",0.0242382931936403,0.0213332070207561,0.0485687637923209,0.0363568839818411,0.0365680337764519,0.0409724139083575,0.0529810999400252,0.0458291042238065,0.0718355898685546,0.0495154849199034,0.0195325367764925,0.0137217035832153,0.0275159023953103,0.0305085925240895,0.0252525430201329,0.0305330530315006,0.0430453175267492,0.0428255348315812,0.0422025447530217,0.028382199648477,0.0475995384405707,0.0317048420694803,0.0395907140485163,0.0288354658591723,0.0384399852555718,0.042342973233398,0.0285227573219666,0.0326786896774167,0.0245321375754364,0.0234395481463582,0.0486770451374374,0.039493469154998,0.0242986276975875,0.0267209567171086,0.0412306184240153,0.0221255494596204,0.0498496574875198,0.0248863556686669,0.0169193334333601,0.0252943459378645,0.0207765603216026,0.0345683118404747,0.0179102955306472,0.0334408487212208,0.057639369714356,0.0562776158297271,0.0319546797439232,0.0296635633950395,0.0291398405119143,0.0236829612651046,0.0330451246297644,0.028760474444107,0.080360672852377,0.0498676214189981,0.0268990896998538,0.0520321601450983,0.050694120774714,0.0324959944475121,0.0238720453678239,0.0303891101929404,0.0267841337275804
"omega_e0_m0",0.0146518119394268,0.0155173903817092,0.0128669914546121,0.0130224089654149,0.0151721011884056,0.0147587180759626,0.0175148912418194,0.0150632837951836,0.0156724366379113,0.0138121375201186,0.0125841208654175,0.0152667852975725,0.0150375560708339,0.0134461049084963,0.0109390709647063,0.0116119747239121,0.0141260925740456,0.0140971748253741,0.0143377165494273,0.01164623838637,0.0154923223880918,0.0100695422263527,0.0110947002856028,0.0133650482832589,0.0130761313150315,0.0115382199083125,0.0130491225094081,0.0119925782704357,0.0150451106277121,0.01319669320083,0.014356396050148,0.0150282688400956,0.0137977220111479,0.0103250574562087,0.012480273752799,0.0131565254123033,0.0167726547463926,0.0149130725822223,0.0137337408137891,0.0132353707846304,0.0134827656702741,0.0128116067954197,0.0127186460891277,0.0113612717806089,0.0120152041888213,0.0174466929198835,0.0115162998812927,0.0136817491679024,0.0143574217019261,0.0102896619570251,0.0162875419646436,0.0093534502343889,0.0149968274135872,0.0158625547946966,0.0120366704193605,0.0116601991834214,0.015236528422127,0.0127606197613516,0.0162217808018679,0.0160484260564067,0.0113898014956498
"omega_gamma",0.0143660288660431,0.0200240111505115,0.0234271930685228,0.0220294616049654,0.020252869650151,0.0158638597658339,0.0161258022557216,0.0195288654494914,0.0181843675333778,0.019547256266191,0.0211724189302678,0.0164025249137756,0.01745296656895,0.0217379721943028,0.0202281568809325,0.0248458832812417,0.017275412388366,0.0208197556353425,0.0186054247929276,0.0227059510805692,0.0189534129506761,0.017126055570857,0.0188293181217969,0.0179662934424747,0.0201825832307875,0.0164356360515441,0.0181473460132888,0.0164544172502128,0.0208375984362531,0.02106790517999,0.018224632534109,0.0215102722201203,0.0192822969464162,0.0235961510069041,0.0189902872879256,0.0171821066822246,0.0154162580066856,0.0208361718205251,0.0161213757073696,0.0221320967450979,0.0247748219304491,0.014866515571352,0.0195148196490622,0.0230168926130032,0.0194280809024872,0.0199861852923086,0.0208059320879233,0.0212261498081202,0.0231492260098931,0.0228904319385048,0.0174786252685475,0.0196529265709904,0.0185160280352998,0.0183813333551045,0.0203493011617846,0.0205135429563863,0.021442595164095,0.0192747342493764,0.0197847977797522,0.0194631061363879,0.0218634282938667
"omega_k1m0",0.0132544173699576,0.0109830657595435,0.0149299909441285,0.0121104727022222,0.0115738629778033,0.0167669913999482,0.0193523457226353,0.0133440399343283,0.0152096477006752,0.014966400214635,0.0106803458728671,0.0198906844006034,0.0103061325898494,0.017916689738561,0.0106335525309486,0.0135549720528709,0.0135982474031367,0.0178401637835869,0.0171432163345185,0.0132047128942108,0.0158189775345169,0.0146195894896892,0.0164477610945477,0.0138684285646698,0.0142635232637422,0.0159737841467286,0.0102611504446301,0.0161501927966571,0.0108473205552517,0.0110243098881628,0.0133117095732509,0.0116870024605826,0.0164606508382206,0.0156546899805831,0.0114575482498599,0.0131523593299334,0.0172793059911576,0.0150133524398647,0.0147740329158628,0.0116486454594338,0.0132197526275176,0.0126379716048759,0.0100980426218374,0.0157929608890385,0.0118005718082856,0.0162928787924763,0.0116930430688899,0.0152443024731971,0.0180706942149957,0.0161924737317967,0.0149670027788136,0.0162348940826733,0.0178957910877259,0.0144187506483858,0.0115674040447524,0.0153325382967835,0.0154699189718893,0.0181356506479345,0.0130926161515127,0.0137596642616265,0.0132938937800374
"omega_k2",0.0120240026400818,0.00942010306776729,0.0206762719233674,0.0129672410751923,0.0114011266972219,0.0137554060647494,0.0146910745127449,0.0123381854590029,0.0140401590576611,0.0158764889671949,0.0115453454966928,0.0101964807269573,0.0109963813055113,0.0181165311885488,0.0119967822985263,0.015256331811537,0.0169898466267809,0.0223875306265896,0.01584883814536,0.015748236715095,0.0149547308798293,0.0164323700906696,0.0189160301149541,0.0128145167153427,0.0155797750598426,0.0161351011302338,0.0104821820079218,0.0171762679935952,0.0104105388782892,0.0115671285094493,0.0150778130544352,0.00918861348575804,0.0146754149733924,0.0222030910273604,0.0151228120954466,0.0109225376631773,0.0141609196556952,0.0157030162870105,0.00970550466305571,0.0126068907021837,0.0156963661985509,0.0121859078355771,0.00954014893018167,0.0177168922036746,0.0124081398534693,0.0148977982145132,0.0141201661135379,0.0170169071463702,0.0195773791935522,0.0186351825762767,0.0130514550412436,0.0213931173824386,0.0164384014417602,0.0142668734607033,0.0112788513130961,0.0168953903631381,0.0155126056240401,0.0236203147809678,0.0119886011490832,0.0127169808185759,0.0145471765358564
"omega_k2m0scale",0.00795190076144032,0.00768386995466663,0.00957332283477542,0.00911384360664371,0.00919728701655474,0.00834015590521818,0.0118293009750741,0.0079775057074981,0.00892861940162687,0.00877828115791752,0.00861008091445668,0.00857976006093078,0.00806327176127498,0.0104491899348096,0.00759192813626342,0.0087477448414249,0.00896742950485586,0.0117532751063599,0.00988198472440848,0.00793402960429998,0.00912590284736047,0.00962712594559829,0.00985501506970729,0.00810235785037369,0.00871169754085002,0.00969164878269772,0.00797055941066549,0.0101831265600806,0.00874092096597824,0.00798478615565314,0.0082163181774548,0.0076567362424746,0.00919893629398218,0.0105129068600288,0.00795424595599724,0.00813951228345187,0.00948228080036614,0.00912097881683694,0.00792672683273329,0.00820932604452587,0.00802397716783828,0.0079008409649348,0.00768043208331219,0.00946467797922418,0.00786811977569995,0.0101879404372641,0.00849302547150569,0.0095327207301005,0.00975724033045632,0.00966638269811157,0.00865337230984266,0.0106111560303734,0.011241134048381,0.00877270781947161,0.00856844419200361,0.00877503678592463,0.00858522280805434,0.0113871256540828,0.00932079122277428,0.00838194697980977,0.0086110622818059
"omega_offset",0.00252395280833677,0.00251736220068671,0.00251495621494745,0.0025159017697099,0.00251871826692518,0.00252733210994901,0.00252255010467634,0.00251567786242067,0.00251449141241742,0.00251169645769583,0.00251385206660624,0.00256294077453957,0.00251102675253382,0.0025317773599146,0.00251315312673239,0.00252196029433968,0.0025118178465493,0.0025164173467522,0.0025219484679586,0.00251997688619115,0.00252788075736121,0.002511519326917,0.00251700153700874,0.0025132172850458,0.00251958604426925,0.00251288302598575,0.00251738882881325,0.00251193591848135,0.00251453054226549,0.00251343644914413,0.00251353718669102,0.00251535026977169,0.00254004969860973,0.00251934995215235,0.00251532781639611,0.00252396512215355,0.00253198285521819,0.00252668960341504,0.00252895947343686,0.00251424069242328,0.00253258067149416,0.00253032013574325,0.0025165594686739,0.00251284701257583,0.00251319677799988,0.00251324470482744,0.00251052033998069,0.00251473945971348,0.00253440656929343,0.00251702125766263,0.00252694346623183,0.00251986135897266,0.00251798558958412,0.00251703410807584,0.0025182451309765,0.00253190588394785,0.002526685787272,0.00251511925387466,0.00251741300873673,0.00252578399603134,0.00252355325248603
"omega_r0_m0",0.0127499199495585,0.0107476329851957,0.0122988794587376,0.0118554922520129,0.0123555897685683,0.0108826084567581,0.0110924944990724,0.0117893502477816,0.0121837654155947,0.0121306041561449,0.0111572344881951,0.0121884998738952,0.011105788299249,0.0126723561679721,0.0107008289797583,0.0126477706431985,0.0118140859149218,0.0119857529862916,0.0122560086528853,0.0107556796045117,0.0118953466964672,0.0108036883713558,0.0131877171239169,0.0130711884199307,0.0127524624438538,0.0114848276451283,0.0108257924914858,0.0106112362936307,0.0119071895631576,0.0112399480941781,0.0118840395814926,0.0111273068809857,0.0142539166320126,0.0121139017117752,0.01037930681244,0.0134727633721057,0.0123508260562092,0.0133002217170492,0.0116141989913607,0.0111162466872551,0.0124504108667894,0.0127905722499354,0.0108580790858529,0.013514265812572,0.0110799476224206,0.014061196327545,0.0112590317374228,0.012001071647423,0.013325541274903,0.0117984481301713,0.0127438219929658,0.0104961600848259,0.0121631091660712,0.0131596194352529,0.0115188701312144,0.0113800937461096,0.011729098406478,0.0111198445460865,0.0124291116025626,0.0116981013346897,0.0117283016996769
"omega_tBegin",0.00492577186754667,0.00488844824078003,0.00504256125835592,0.00488170510108892,0.00487734252323018,0.0048443074865464,0.005045153011119,0.0050202938998709,0.00508027986637914,0.00505345558948037,0.00492698404392481,0.00462993481624509,0.00498190236491081,0.00488977811880992,0.00488064070394852,0.00491014982319677,0.00497969688616137,0.00498300509630707,0.00496217090707051,0.00485307354391026,0.00497965521826767,0.00496750223019308,0.00499443941253017,0.00492833671825232,0.00489986022396723,0.00503582522314137,0.00485705458211593,0.00497534165486525,0.00493861933359272,0.00491669350691644,0.00498724903722384,0.0049805006439873,0.00478931794618616,0.0049642507902063,0.00493330481848478,0.00487172616773399,0.00486320804464792,0.00489376690272503,0.00475568265986727,0.00496180685394361,0.00483614966563723,0.00480577260417199,0.00489421437351621,0.00497501117355149,0.00498108374799651,0.00497415351095023,0.00494629991923924,0.00492544078307747,0.00485027782869911,0.00491757608383638,0.00479984097008678,0.00497522404845225,0.00503831274576831,0.00502723661229501,0.00489249550389823,0.00491393696979688,0.00486878404683633,0.00501543508841486,0.00494858810428397,0.00487044688374519,0.00484595222371157
"r0_m0_pop",0.0179988331133879,0.0151777519090998,0.0173697774231421,0.0166923683699895,0.0173612436137496,0.0153668030974008,0.0156791842264189,0.0166917366563586,0.0171784974888807,0.0171029781130733,0.0156467114749701,0.01724620024192,0.0156886054087155,0.0179254053088848,0.0150835572069267,0.017839678330738,0.0166328932982247,0.016923356842967,0.0173308410104517,0.0151881356132683,0.016876315913679,0.0152210832397835,0.0186510282900071,0.0184657733868692,0.0180219940043997,0.0161832973700958,0.0152743855738141,0.0149034849203243,0.0167578505129141,0.0158430179153887,0.0167711563498447,0.0156657238135802,0.0201587689574855,0.0171144502124538,0.014615155824012,0.0189924448512682,0.0174494817367832,0.0187821978998388,0.0164362299497333,0.0155953034132979,0.0175328178991966,0.0180545663990184,0.0152954246416077,0.0190834090446269,0.015635518090991,0.0198307026738195,0.0158862933198738,0.0169197520003872,0.018808685215938,0.0166386796700327,0.0180202481293117,0.014822832954292,0.0172171968967225,0.0185820396151537,0.0162615079777167,0.016065571019277,0.0165630972616722,0.0156960573554594,0.0174978367613713,0.0164713948520104,0.0165310057556962
"tBegin_pop",0.00692675739670788,0.00687625738592775,0.00707086587268489,0.00687493530014753,0.00687393552076981,0.00681667804887329,0.00704071311841723,0.00704292696669492,0.00709136173239303,0.00707557024567241,0.00692489027850819,0.00654545212426049,0.00698496703635516,0.00686802275052687,0.00687486623226741,0.0069082190724971,0.00698779708583446,0.00701819621768115,0.00696156252533922,0.00685806682465782,0.00699146458339038,0.00696292682980698,0.00701697031528466,0.00693037930775096,0.00690586003834863,0.00705778416776145,0.00686368455775271,0.00698319675635963,0.00694536036592613,0.00692125787447538,0.00699838141868127,0.00698341346085824,0.00674025865072097,0.00696768631246165,0.00694202681133682,0.00685927076759062,0.00684428158933,0.00689361963552463,0.00670796130019755,0.00697984390883765,0.00682236759560477,0.00679271114117405,0.00689563936746489,0.0069883442533238,0.00699572779797523,0.0069882423951405,0.00695969912165422,0.00692078531632935,0.00682962756704681,0.0069033418553918,0.00675958427651661,0.00698474469227309,0.00706013333904941,0.00705116000060875,0.00688027459904715,0.00691328807674258,0.00684782015704235,0.00703644092263668,0.00695291077537931,0.00685301886120265,0.00684291753289067
