,saem,cond,mode,se,ll,run
52,80302.108202219,,,971.756740570068,731.74485373497,St5u6gnD6fZ0rUn6aMkU
53,84293.9350726604,,,1035.49241709709,731.150309562683,B3KS6VSy4O2CQ4KxZ3on
54,68102.9034116268,,,658.189274072647,155830.099778175,VNHXbkJHXM2VNfas9bCF
55,53743.8042507172,,,895.329031229019,732.784260034561,mJVsGpBqRyg0aK6iIzPM
56,99126.4261808395,,,1016.57375264168,731.170582294464,icAcPLAJS7uzcXRDR9PV
57,83574.2129209042,,,1013.69682574272,731.906949043274,8d3hATpWG4ywEiEDuAaP
58,100085.379122734,,,1063.4167869091,731.370070695877,AI5afZ1YJcUYNBhJEjB9
59,50971.4364695549,,,1015.44450163841,731.560295820236,0uOeDDGr4DmPvuVKEAJz
60,61363.1727042198,,,768.040472984314,175808.160368443,oOTiQ9cAUPnPfc1vrOCF
61,125776.099763393,,,741.79021191597,729.200080633163,P7pMnhN48LmabKRTmnJC
62,35559.4541018009,,,624.408937931061,154938.746600866,uOqcQRaQcoCibKmp4PC7
63,72308.6064002514,,,961.718747615814,1207.12167549133,7VuqZScYWiBqUbkD349H
64,48608.4444234371,,,997.505949258804,870.615133523941,vj4uAEdylIGLmh61sjKb
65,55255.1002542973,,,932.038281440735,185470.977563381,oBs5jjJeDEnvvDQC5hWM
66,104898.482717037,,,998.915334939957,731.315710544586,eLDwaP9lPQraoNMW6p7w
67,78945.7434597015,,,1135.7327644825,731.102611064911,oD9EsEAyfzAGd7sxHFJi
68,64890.9764196873,,,916.351427555084,195219.367769003,ZCD8rLo8S84j3osbbLiz
69,40255.4085948467,,,600.992564678192,747.865303754807,RaZGbTcKqTW46oL8UNLJ
70,78012.4003465176,,,1122.95206022263,772.234170436859,dGu0d7zxsfnJOAfy2cGo
71,62313.6660327911,,,805.175085306168,177068.700703621,U56cJoJpYu3v02dDHNId
72,68624.430608511,,,692.586450099945,161746.099249601,SQbxl1bde7EtFtIJcAPa
73,63253.1583180428,,,1157.76720905304,728.311615943909,eivfqiy7lpusMx4MF6XV
74,85789.1572847366,,,1038.97320628166,727.344001054764,atEb7eL0qyHi8o3gjRTK
