"X","OFV","AIC","BIC","BICc","chosenDegree","standardError","run"
3,-628798.886932429,-628756.886932429,-628653.82407157,-628596.70154621,5,442.386652150255,"1703455947_87625"
5,-628305.959450388,-628263.959450388,-628160.89658953,-628103.77406417,5,367.185035139447,"1703760708_73053"
2,-628228.137694718,-628186.137694718,-628083.074833859,-628025.9523085,5,1018.91402154303,"1703398264_83852"
3,-627054.715593891,-627012.715593891,-626909.652733033,-626852.530207673,5,6155.00425510237,"1703885318_88291"
3,-626905.195696312,-626863.195696312,-626760.132835454,-626703.010310094,5,876.023805446054,"1706489215_33234"
4,-626427.383388465,-626385.383388465,-626282.320527606,-626225.198002246,5,341.846015599632,"1706325430_78517"
2,-626191.30781349,-626149.30781349,-626046.244952631,-625989.122427271,5,463.566953253813,"1702099240_55893"
2,-626055.359356306,-626013.359356306,-625910.296495448,-625853.173970088,5,534.718452096202,"1706243968_21786"
4,-625417.724283591,-625375.724283591,-625272.661422733,-625215.538897373,5,601.854812455805,"1703917771_23488"
3,-624897.024129994,-624855.024129994,-624751.961269135,-624694.838743776,5,392.136398306474,"1703255365_8632"
1,-624848.08029227,-624806.08029227,-624703.017431412,-624645.894906052,5,517.181061346275,"1703162690_76417"
3,-624334.032690348,-624292.032690348,-624188.969829489,-624131.84730413,5,445.777740530891,"1703673579_74266"
5,-624168.738628853,-624126.738628853,-624023.675767994,-623966.553242634,5,478.561964733862,"1704159400_33307"
1,-621916.815356625,-621874.815356625,-621771.752495766,-621714.629970407,5,440.019324513273,"1703375851_51596"
4,-621684.852878507,-621642.852878507,-621539.790017648,-621482.667492289,5,1121.55103285439,"1706536225_67141"
1,-621342.401946088,-621300.401946088,-621197.339085229,-621140.216559869,5,519.146178526314,"1700838044_72516"
1,-620788.323518677,-620746.323518677,-620643.260657819,-620586.138132459,5,445.091682057149,"1706403760_1143"
4,-620395.200790596,-620353.200790596,-620250.137929737,-620193.015404378,5,488.143056345804,"1703291768_75379"
5,-620348.39296272,-620306.39296272,-620203.330101862,-620146.207576502,5,518.931471600621,"1702222958_00085"
2,-620195.170310345,-620153.170310345,-620050.107449486,-619992.984924126,5,402.533970921771,"1703844077_32421"
1,-619452.426611594,-619410.426611594,-619307.363750735,-619250.241225375,5,898.395154771418,"1703581421_7293"
2,-619446.915859502,-619404.915859502,-619301.852998643,-619244.730473283,5,2088.64427462178,"1706469604_65286"
4,-618779.208024129,-618737.208024129,-618634.14516327,-618577.022637911,5,469.211047508231,"1706543349_94007"
8,-618291.133808681,-618249.133808681,-618146.070947823,-618088.948422463,5,716.508515879716,"1701106838_71665"
7,-618267.342037128,-618225.342037128,-618122.279176269,-618065.156650909,5,652.369183570226,"1701069585_9826"
5,-617564.166532921,-617522.166532921,-617419.103672062,-617361.981146702,5,5406.57231175514,"1703752387_62281"
5,-617302.247246899,-617260.247246899,-617157.18438604,-617100.06186068,5,594.788850122743,"1700993838_5818"
4,-616489.285778022,-616447.285778022,-616344.222917163,-616287.100391803,5,407.119586047405,"1700952806_63357"
7,-615431.883806937,-615389.883806937,-615286.820946078,-615229.698420719,5,465.255320970436,"1701073243_10449"
5,-615125.758356333,-615083.758356333,-614980.695495475,-614923.572970115,5,654.479630355371,"1703319487_87078"
3,-611772.281757064,-611730.281757064,-611627.218896206,-611570.096370846,5,689.282795526651,"1706511356_45108"
6,-610884.671130526,-610842.671130526,-610739.608269667,-610682.485744307,5,466.104757060915,"1701035005_32203"
1,-610805.765051072,-610763.765051072,-610660.702190214,-610603.579664854,5,430.748561781754,"1703793486_09125"
2,-610682.021508417,-610640.021508417,-610536.958647558,-610479.836122198,5,481.136844137653,"1700874790_04127"
1,-610496.608917636,-610454.608917636,-610351.546056777,-610294.423531418,5,456.864896283893,"1703358660_24805"
5,-609448.475298845,-609406.475298845,-609303.412437987,-609246.289912627,5,435.478600502411,"1703335030_06916"
2,-609394.269334565,-609352.269334565,-609249.206473706,-609192.083948346,5,572.472853487911,"1706472938_66216"
1,-609257.593231959,-609215.593231959,-609112.5303711,-609055.40784574,5,453.677680351289,"1706204593_4499"
5,-608688.221088581,-608646.221088581,-608543.158227722,-608486.035702362,5,411.159242725001,"1703957768_40017"
3,-606632.231806089,-606590.231806089,-606487.168945231,-606430.046419871,5,2265.30519178156,"1706503401_01704"
1,-605801.77301188,-605759.77301188,-605656.710151022,-605599.587625662,5,773.726193282282,"1706425184_25348"
5,-604594.551722239,-604552.551722239,-604449.48886138,-604392.36633602,5,1108.40617964128,"1703540029_62867"
4,-603005.528884439,-602963.528884439,-602860.46602358,-602803.343498221,5,489.725618516165,"1703717575_90501"
5,-599402.468582367,-599360.468582367,-599257.405721508,-599200.283196149,5,3336.59105954906,"1706576551_18191"
4,-598208.162502859,-598166.162502859,-598063.099642,-598005.97711664,5,2660.93098631131,"1700955884_43193"
5,-597066.37671951,-597024.37671951,-596921.313858651,-596864.191333291,5,552.55162951234,"1706585622_5603"
8,-590359.708337115,-590317.708337115,-590214.645476256,-590157.522950897,5,436.605842667751,"1701108943_5089"
2,-584813.27012833,-584771.27012833,-584668.207267471,-584611.084742112,5,516.844789997291,"1703416152_67538"
3,-584392.36036865,-584350.36036865,-584247.297507791,-584190.174982432,5,646.315774841015,"1700912719_49373"
3,-582118.654434188,-582076.654434188,-581973.591573329,-581916.46904797,5,532.320156378021,"1703877195_60538"
2,-581721.317617873,-581679.317617873,-581576.254757014,-581519.132231654,5,5898.54251173598,"1703622749_22023"
4,-578964.638157236,-578922.638157236,-578819.575296377,-578762.452771018,5,440.486035190757,"1704114902_6166"
4,-577386.505530865,-577344.505530865,-577241.442670006,-577184.320144647,5,1611.6257273307,"1702180755_12905"
4,-574700.84857398,-574658.84857398,-574555.785713121,-574498.663187761,5,852.803203002978,"1703495204_4147"
1,-571372.813797372,-571330.813797372,-571227.750936514,-571170.628411154,5,439.681466544555,"1703799922_6035"
3,-568725.665611829,-568683.665611829,-568580.602750971,-568523.480225611,5,1349.83739010711,"1703668918_42529"
2,-567728.022094733,-567686.022094733,-567582.959233874,-567525.836708515,5,1064.11500089434,"1706467861_03251"
5,-561438.269499866,-561396.269499866,-561293.206639007,-561236.084113647,5,562.44217370845,"1706580637_51947"
2,-559354.551982863,-559312.551982863,-559209.489122004,-559152.366596644,5,1062.91153231554,"1703836088_05549"
1,-558755.928703385,-558713.928703385,-558610.865842526,-558553.743317166,5,546.449146681509,"1706425184_18528"
2,-554051.207228333,-554009.207228333,-553906.144367474,-553849.021842115,5,459.92906933526,"1704040043_74624"
1,-552989.668922559,-552947.668922559,-552844.6060617,-552787.483536341,5,704.063217786224,"1703162690_77839"
4,-548104.842853041,-548062.842853041,-547959.779992182,-547902.657466823,5,393.021825855228,"1706548856_02502"
5,-534997.204094723,-534955.204094723,-534852.141233865,-534795.018708505,5,1032.44037839226,"1703517126_2864"
2,-525991.719176617,-525949.719176617,-525846.656315759,-525789.533790399,5,1407.59835680508,"1706444587_13499"
1,-447062.072327447,-447020.072327447,-446917.009466589,-446859.886941229,5,525.036334582666,"1703574428_03973"
