"run","a","delta1m0_pop","delta2_pop","e0_m0_pop","gamma_pop","k1m0_pop","k2_pop","k2m0scale_pop","offset_pop","omega_delta1m0","omega_delta2","omega_e0_m0","omega_gamma","omega_k1m0","omega_k2","omega_k2m0scale","omega_offset","omega_r0_m0","omega_tBegin","r0_m0_pop","tBegin_pop"
"1702059636_30365"," 0.0345983"," 2.0383600","-3.2468791","-0.8858658","-1.4768190"," 0.6190322","-3.3460112","12.7167404"," 2.1307035"," 2.5156800"," 3.5587975"," 1.2185250"," 2.1090281"," 2.0601086"," 2.2019862"," 1.3594590"," 0.3840892"," 1.5694780"," 0.6950894","-1.7339216","-0.3605627"
"1702140237_70958"," 0.0346035"," 1.8896687","-1.1692396","-1.5466327","-3.0071391"," 0.5252423","-1.2788344","13.1919804"," 2.1299036"," 2.4825285"," 4.4435990"," 1.3990339"," 2.9887810"," 1.7949652"," 2.2677300"," 1.2470510"," 0.3841413"," 1.6141105"," 0.6945606","-2.3064641","-0.3645366"
"1706547604_08296"," 0.03485619"," 0.64188508","-0.43045982","-1.28514371","-2.65333724"," 1.05987182","-1.66280188","12.70238272"," 2.13034411"," 2.46084428"," 4.43128757"," 1.41075122"," 2.73635702"," 2.11580066"," 2.36433918"," 1.21374086"," 0.38418829"," 1.51406592"," 0.68862769","-2.18647544","-0.35752761"
"1703714097_9238"," 0.03493943","-1.89313030","-0.14373099"," 1.46118086","-4.94359044"," 1.23546018","-0.65415310","12.68514250"," 2.13079293"," 2.67208204"," 2.48648146"," 1.94549086"," 2.25073871"," 1.61460854"," 1.35841303"," 1.07799627"," 0.38404390"," 1.63388091"," 0.68697151","-2.43947884","-0.35767774"
"1704038066_62683"," 0.03494834","-1.25368690"," 0.45376876"," 0.17945018","-3.83656866"," 1.43817147","-1.12536449","13.13484477"," 2.13047627"," 2.70006534"," 3.79704298"," 1.94184674"," 2.54911496"," 1.33271252"," 1.67559242"," 1.14622481"," 0.38430843"," 1.62596588"," 0.68999337","-3.16826168","-0.36127214"
"1700838044_73318"," 0.03524695","-2.54785589","-0.20145574"," 0.90663470","-4.03453870"," 1.28592363","-0.30382487","12.70418016"," 2.13036515"," 2.43374676"," 3.68242336"," 1.95433663"," 2.53921905"," 1.41549366"," 1.55538082"," 1.15520028"," 0.38391460"," 1.46335062"," 0.68748297","-2.56151290","-0.35820743"
"1703478568_41519"," 0.03526084","-0.99556776"," 0.45720781","-0.82067503","-2.05496744"," 0.42087389","-1.74444451","12.83899881"," 2.13109163"," 2.88550216"," 5.08689854"," 2.00031159"," 2.50226218"," 2.04084595"," 2.18475174"," 1.33235875"," 0.38657556"," 1.65522502"," 0.70276323","-1.98502931","-0.37182480"
"1706425184_18316"," 0.03517822","-0.46887160","-0.24236558","-0.15007178","-4.85037873"," 0.78527303"," 0.17104594","11.40704171"," 2.13230658"," 3.08886422"," 1.83391469"," 2.06367242"," 2.52813311"," 1.55932036"," 1.54270660"," 1.10554898"," 0.38451893"," 1.55665861"," 0.67924092","-0.60933797","-0.34992451"
"1706425184_06588"," 0.03542716"," 0.32380993"," 0.39324801","-0.43372625","-4.27167599"," 1.21391923","-1.10819140","11.66028560"," 2.12970287"," 3.03994597"," 2.65599747"," 1.93557751"," 2.51016830"," 1.51437310"," 1.55706910"," 1.14255144"," 0.38358692"," 1.56518129"," 0.68736111","-1.35496318","-0.35809874"
"1703997833_91412"," 0.03506933","-0.20392962","-2.27793788","-0.95090476","-2.27374047"," 0.67557690","-1.13244669","12.21355412"," 2.13058297"," 2.86836993"," 4.75833936"," 1.53528595"," 2.44883861"," 1.98636715"," 2.47508397"," 1.24644475"," 0.38418150"," 1.44878723"," 0.69245819","-1.39284507","-0.36120332"
"1703206036_79362"," 0.03495803","-0.95784762","-3.29183006","-0.06041680","-1.64973773","-0.51106884","-2.18181296","12.16273867"," 2.12984256"," 3.20699816"," 3.93418974"," 1.61796079"," 2.48663157"," 2.17372469"," 2.11973048"," 1.27225502"," 0.38454590"," 1.75903222"," 0.69696681","-0.34651358","-0.36956042"
"1700875268_66656"," 0.03496363"," 1.22483440"," 0.57836241","-1.49161289","-4.61358365"," 0.59203685","-0.24097169","11.67807957"," 2.13021518"," 3.11069765"," 2.91125474"," 2.01329882"," 2.82087946"," 1.76939787"," 1.58875840"," 1.25201758"," 0.38397552"," 1.73387940"," 0.68629628","-0.81612245","-0.35896433"
"1700999539_47222"," 0.03522978"," 1.24253466","-0.71597327","-1.08280777","-2.15404726","-0.64401237","-2.64536060","11.72744686"," 2.12946632"," 3.19373635"," 3.64626228"," 1.76398061"," 2.80832198"," 2.16163375"," 2.42118400"," 1.34172211"," 0.38383563"," 1.70578759"," 0.70136724"," 0.25338362","-0.36988220"
"1706366294_33494"," 0.03551872","-2.34796750","-1.58338252"," 1.22456227","-2.06250517"," 0.81476100","-2.86827505","11.75054204"," 2.12958661"," 2.83813833"," 3.43426757"," 1.93663375"," 2.13438140"," 1.62534532"," 1.95666055"," 1.13395900"," 0.38447046"," 1.46456603"," 0.69936552","-1.23496990","-0.36846799"
"1703243481_30393"," 0.03533368"," 0.50410461","-0.22510602","-0.33557973","-5.01790891"," 0.45427514","-0.19745904","11.54293227"," 2.13081356"," 3.08595187"," 2.28377708"," 1.86367581"," 2.35533702"," 1.50091457"," 1.47525618"," 1.08020030"," 0.38396736"," 1.54887535"," 0.69366793","-0.48132062","-0.36038167"
"1704119821_12796"," 0.03462482"," 0.98714279","-1.84186786","-1.37228513","-2.05604064","-1.52909923","-1.11026481","13.90523469"," 2.12948247"," 2.99064762"," 4.31424395"," 1.55302535"," 3.00877247"," 2.15174126"," 2.43291681"," 1.38671045"," 0.38438789"," 1.79787793"," 0.70707639","-1.13415172","-0.37587786"
"1706596988_35663"," 0.03544943"," 0.10972474","-3.49415297","-0.50694473","-2.06742852"," 0.75956016","-1.58421514","13.26354916"," 2.13140091"," 2.94329380"," 4.36582041"," 1.18617709"," 2.51765968"," 2.09299189"," 2.26738052"," 1.26046452"," 0.38528686"," 1.52032100"," 0.69429697","-2.43210273","-0.35914234"
"1703455947_87625"," 0.03544144","-1.53352812","-0.32383302"," 1.10527756","-4.02342509"," 1.45358735","-1.34846776","11.56664830"," 2.13097861"," 3.03309551"," 1.72959894"," 2.18450032"," 2.43890223"," 1.45427267"," 1.65247120"," 1.25247368"," 0.38413310"," 1.47588401"," 0.68266035","-1.40365618","-0.35251669"
"1703760708_73053"," 0.03532237","-2.32177831","-2.17352387"," 0.29927986","-2.94139070"," 0.57732785","-0.53112460","12.16909568"," 2.12855372"," 2.80331521"," 5.19722684"," 1.95563113"," 2.34184798"," 1.49918958"," 1.59755383"," 1.11195985"," 0.38382796"," 1.54760410"," 0.70246703","-1.53435113","-0.37420948"
"1703398264_83852"," 0.03571627","-0.13287538"," 0.76347648","-0.69298505","-2.32257667"," 0.08451768","-2.32463205","11.46928395"," 2.12839005"," 3.14641221"," 3.91559755"," 1.93507738"," 2.45598212"," 2.01204944"," 2.04020080"," 1.34635138"," 0.38342684"," 1.59783356"," 0.69741533","-0.24469799","-0.36973727"
"1703885318_88291"," 0.03568524"," 0.16773753","-1.50047036","-0.39131049","-3.03672150"," 1.31128564","-1.55075481","11.78770861"," 2.13146918"," 3.18311685"," 3.44448240"," 1.70330168"," 2.50742575"," 1.81716051"," 1.86186129"," 1.19125371"," 0.38423274"," 1.52742298"," 0.68686801","-1.40164000","-0.35296689"
"1706489215_33234"," 0.03601742"," 0.48056425","-1.78110045","-0.90568634","-2.89744434"," 0.89191986","-1.12034239","10.99452128"," 2.13046081"," 3.26512336"," 2.82422564"," 1.59909490"," 2.57178007"," 1.73176400"," 2.09921985"," 1.22830403"," 0.38401959"," 1.31889469"," 0.68477548","-0.24073936","-0.35388012"
"1706325430_78517"," 0.03518642"," 1.82212951","-1.47894243","-1.39005249","-2.44345487"," 0.70401538","-1.91942632","12.82823216"," 2.13015565"," 2.90497681"," 3.90478942"," 1.32328698"," 2.70010210"," 2.07357508"," 2.57893425"," 1.32654472"," 0.38404492"," 1.68135925"," 0.69716235","-1.99655651","-0.36277207"
"1702099240_55893"," 0.03602881","-0.45111603","-0.02992310","-0.16508942","-4.28352276"," 0.90041198","-0.50063947","11.03134245"," 2.13068645"," 3.37489762"," 1.92569388"," 2.19575361"," 2.49234724"," 1.42087611"," 1.41005861"," 1.24617626"," 0.38406039"," 1.52335508"," 0.68250210","-0.45493412","-0.35613243"
"1706243968_21786"," 0.03539596"," 0.22072742","-0.45463260","-0.88584502","-3.88972386","-0.78162558","-0.04623798","12.08978518"," 2.12965113"," 3.43615519"," 3.57251972"," 2.04641429"," 2.79653338"," 1.89127563"," 1.96818590"," 1.21351953"," 0.38370579"," 1.82164021"," 0.69159108"," 0.05582258","-0.36516320"
"1703917771_23488"," 0.03546391"," 1.19656370"," 1.40199609","-2.17366949","-1.72397658","-0.51515019","-2.03420105","13.17158791"," 2.12958940"," 3.45184456"," 5.10245850"," 1.82470419"," 3.03547776"," 2.27200513"," 2.58722222"," 1.38118729"," 0.38398264"," 1.78022629"," 0.69583972","-1.27392198","-0.36578137"
"1703255365_8632"," 0.03589869","-2.99439719"," 0.74125535"," 1.52907429","-3.96934019"," 1.01700220","-0.56609483","12.14382115"," 2.13016223"," 2.85883893"," 3.25144875"," 2.30458735"," 2.45497515"," 1.51636194"," 1.57747083"," 1.07331394"," 0.38432248"," 1.57517072"," 0.68779371","-1.77331304","-0.36133626"
"1703162690_76417"," 0.03568747"," 2.92426804"," 2.97086898","-2.78046358","-3.08412687","-0.61959740","-1.83263236","11.58079498"," 2.12975302"," 3.32581015"," 4.37303031"," 2.10432259"," 3.05147223"," 2.09915510"," 2.29497549"," 1.34450395"," 0.38392588"," 1.82536985"," 0.69170188"," 0.42198183","-0.36492161"
"1703673579_74266"," 0.03561561"," 1.94391030","-2.53922714","-1.05031466","-0.91549468","-1.65534544","-3.51090922","12.33264949"," 2.13004169"," 3.50046590"," 3.21809781"," 1.29897117"," 2.54034795"," 2.28310991"," 2.71461668"," 1.54040286"," 0.38383538"," 1.49751940"," 0.70443956"," 0.78515315","-0.36836166"
"1704159400_33307"," 0.0356705"," 0.6019596"," 2.8366501","-0.7535012","-4.8970441","-0.1723334","-0.4270623","12.6711036"," 2.1301905"," 2.9823593"," 3.8605819"," 2.0634465"," 2.2253877"," 1.7304022"," 1.6655760"," 1.1172623"," 0.3844538"," 1.6688025"," 0.6875408","-1.1903642","-0.3635703"
"1703375851_51596"," 0.03611834"," 3.04059395"," 0.16140689","-2.20317830","-4.16934057","-0.33285824","-0.62503341","10.65178479"," 2.13189038"," 3.56794955"," 2.81770065"," 1.87236881"," 3.01893464"," 1.75137173"," 1.81875962"," 1.22314376"," 0.38456293"," 1.55608645"," 0.68792328"," 1.22060117","-0.35730206"
"1706536225_67141"," 0.03664555","-0.82231475","-0.67963081"," 0.33400483","-3.89628312","-0.64035211","-0.66040581","11.28241013"," 2.13015406"," 3.38903899"," 2.45343306"," 2.15024003"," 2.55840190"," 1.88026348"," 1.71931072"," 1.21810689"," 0.38425109"," 1.84477455"," 0.69899653"," 0.77991451","-0.36679264"
"1700838044_72516"," 0.03664962","-3.71920619","-2.80507644"," 1.20506016","-2.56748259"," 0.80857432","-0.66480354","12.96600743"," 2.12991751"," 2.56214271"," 6.71471878"," 1.98902401"," 2.44562547"," 1.73725947"," 2.02617492"," 1.11526502"," 0.38419204"," 1.55482489"," 0.69625382","-2.40765847","-0.36534432"
"1706403760_1143"," 0.03659199","-2.33830330","-2.03958109"," 0.30638142","-2.06696386","-1.04716177","-1.17612297","10.78572053"," 2.12883688"," 2.92932267"," 3.73275965"," 1.87208185"," 2.12929429"," 1.77761996"," 1.81164478"," 1.29104352"," 0.38492555"," 1.56711755"," 0.70835048"," 1.46399655","-0.37754480"
"1703291768_75379"," 0.03664604","-0.67529293"," 0.09292491","-0.08592112","-4.19642119"," 0.55452228","-0.35320352","11.04901326"," 2.13275450"," 3.43133824"," 1.71052324"," 2.33750389"," 2.56866934"," 1.71900745"," 1.75147550"," 1.26919966"," 0.38546345"," 1.62848722"," 0.68000492","-0.04254885","-0.35278401"
"1702222958_00085"," 0.03619797","-1.54417646","-2.50643491"," 0.24249900","-3.26595127","-0.49467674","-0.18288652","13.37953348"," 2.12974523"," 3.00191889"," 4.29889012"," 1.62858872"," 2.65958101"," 2.01765466"," 1.90974392"," 1.21347247"," 0.38417648"," 1.75314143"," 0.70024533","-1.54870506","-0.36889197"
"1703844077_32421"," 0.03664792"," 1.45149052","-4.00630091","-0.74311020","-1.57923357","-0.39524714","-2.07672648","13.35282609"," 2.13031170"," 3.01770586"," 3.29666930"," 1.03469811"," 2.63680529"," 2.15541619"," 2.59357230"," 1.39292358"," 0.38410987"," 1.74390507"," 0.69621472","-1.47212258","-0.36447178"
"1703581421_7293"," 0.03724173","-1.25272206","-2.12571885","-0.99159034","-2.18267975"," 0.47577829","-0.34278450","12.91729150"," 2.13117637"," 2.51353079"," 6.42386126"," 1.62951899"," 2.28666598"," 1.79739974"," 2.10332886"," 1.14942055"," 0.38379498"," 1.51440853"," 0.69878145","-2.00122335","-0.36503714"
"1706469604_65286"," 0.03633588"," 3.81819630"," 1.38110288","-1.91665406","-4.87492483","-1.28760430","-0.99424809","11.24811743"," 2.13250083"," 3.37912361"," 3.21845397"," 1.73666738"," 2.62472622"," 1.77823200"," 1.77365486"," 1.15062620"," 0.38571465"," 1.74650309"," 0.69788742"," 1.49977305","-0.36581512"
"1706543349_94007"," 0.0361448","-0.5848465","-1.2175521","-0.3951432","-3.8375053","-1.0707660"," 0.1099425","13.9376182"," 2.1300241"," 3.1753777"," 3.9291242"," 1.6834626"," 3.0143990"," 1.9961755"," 1.8701509"," 1.1698535"," 0.3841146"," 1.7433830"," 0.6987877","-1.5426305","-0.3686970"
"1701106838_71665"," 0.03691311","-2.02135253","-3.48499216"," 0.18811988"," 0.00609756","-1.68493886","-2.99549070","14.47659793"," 2.13096734"," 3.73713404"," 4.48424418"," 1.77528186"," 2.48532367"," 2.54864385"," 2.18494120"," 1.64034127"," 0.38383832"," 1.80052941"," 0.69520305","-1.40611142","-0.36452844"
"1701069585_9826"," 0.03670721"," 1.51876700","-0.83897362","-1.58575140","-4.11861099"," 0.70332726"," 0.09368039","11.36968047"," 2.13282431"," 3.14303886"," 2.84003205"," 1.62649714"," 2.94189357"," 1.71763364"," 1.87942565"," 1.09335065"," 0.38423920"," 1.59862831"," 0.67944121","-0.34650465","-0.34777762"
"1703752387_62281"," 0.03635828"," 1.66707836","-1.15175629","-1.01165552","-2.50033738"," 0.13685716","-2.31190346","11.98165877"," 2.13094472"," 3.27915289"," 3.98829662"," 1.65966224"," 2.87591340"," 2.10085744"," 2.29410413"," 1.29975849"," 0.38375672"," 1.67682262"," 0.69738891","-0.55155129","-0.36084031"
"1700993838_5818"," 0.03638584","-1.57060461","-1.50885115"," 0.28612300","-1.12254077","-1.32592900","-2.74189646","13.20862664"," 2.13021379"," 3.71024011"," 4.27095849"," 2.20373989"," 2.77438417"," 2.52287950"," 2.34888534"," 1.58716219"," 0.38441602"," 1.70361445"," 0.69824803","-0.53165134","-0.36824735"
"1700952806_63357"," 0.03655916"," 3.83938435"," 0.48026008","-1.67304096","-5.60437946"," 1.27647393","-0.47938719","11.71764281"," 2.13300304"," 3.09368092"," 2.54122888"," 1.54265419"," 2.27926948"," 1.52865067"," 1.60924953"," 1.07409026"," 0.38449933"," 1.51134486"," 0.67876025","-1.04659387","-0.34302619"
"1701073243_10449"," 0.03725081","-1.39965526"," 0.27235088"," 0.36599122","-4.93487013","-1.35894735"," 0.72885698","12.09276391"," 2.13046900"," 3.17784900"," 1.75765059"," 2.05015943"," 2.15475977"," 1.78875443"," 1.47988012"," 1.05090972"," 0.38416978"," 1.71097907"," 0.68960872"," 0.58824108","-0.36354991"
"1703319487_87078"," 0.03726919","-3.39903748","-0.92125661"," 0.53701550","-1.89831033","-0.26282750","-0.75626048","11.81944672"," 2.13080072"," 2.65138349"," 4.91834389"," 1.90608412"," 2.33571477"," 1.98052836"," 2.16350161"," 1.25609495"," 0.38430821"," 1.51722356"," 0.69677262","-0.24143858","-0.36724974"
"1706511356_45108"," 0.03707143"," 0.40621935","-1.63851125","-0.74253169","-3.75762199"," 0.39026660","-0.16691142","12.97353049"," 2.13207714"," 3.28919453"," 3.51202856"," 1.65990374"," 3.00888062"," 1.76314957"," 2.07069661"," 1.21517475"," 0.38474278"," 1.48667104"," 0.68973398","-1.82984897","-0.35703653"
"1701035005_32203"," 0.03705145"," 0.72255491","-0.49530993"," 0.43624157","-4.26281201"," 0.65228903","-1.66960536","11.85189959"," 2.13022126"," 3.20760536"," 2.68785435"," 1.83298543"," 2.42306996"," 1.76567498"," 1.82364547"," 1.05230581"," 0.38317260"," 1.66876453"," 0.68697052","-0.68133175","-0.35115819"
"1703793486_09125"," 0.03727559"," 0.32627050","-1.93674999","-0.07728177","-4.04608418"," 1.31526501","-0.71427241","12.94796566"," 2.13408774"," 3.30236436"," 3.75005335"," 1.47035137"," 2.91494339"," 1.99019108"," 2.00520625"," 1.16631037"," 0.38462412"," 1.68863297"," 0.67285124","-2.32067444","-0.34156196"
"1700874790_04127"," 0.03713668"," 0.34037599"," 1.76938419","-0.14233745","-5.12834069"," 1.14871725","-0.68082722","13.19679479"," 2.13264559"," 2.90928217"," 3.23459895"," 2.09630520"," 2.28233280"," 1.85934644"," 1.52274318"," 1.14642382"," 0.38497313"," 1.66074361"," 0.68301156","-2.64479065","-0.34889254"
"1703358660_24805"," 0.0380283","-2.4560957","-0.6147536"," 1.0195218","-2.4773317"," 0.3150273","-1.7921550","10.7525123"," 2.1300392"," 3.3400049"," 2.2957503"," 2.2244558"," 2.1503334"," 1.7531064"," 1.8532733"," 1.3299910"," 0.3837050"," 1.5610052"," 0.6895574"," 0.4116320","-0.3606698"
"1703335030_06916"," 0.03688601","-0.99237967","-3.32825502"," 0.24454036","-1.93917050","-0.70883072","-1.81888920","14.16379122"," 2.13064192"," 3.54326358"," 4.81857638"," 1.88267092"," 3.03145497"," 2.24777572"," 2.27687935"," 1.34724397"," 0.38447322"," 1.82108480"," 0.69475669","-1.94070910","-0.36196334"
"1706472938_66216"," 0.03779899","-1.52572883","-0.53082202"," 0.08172876","-3.83449672"," 0.53725003"," 0.21705930","12.91640339"," 2.13334244"," 3.23877998"," 3.92446227"," 2.10878797"," 2.74116915"," 1.82451001"," 2.07259857"," 1.23935899"," 0.38401209"," 1.61943722"," 0.68538371","-1.80039559","-0.35160274"
"1706204593_4499"," 0.03718646"," 0.84579001","-0.87461890","-0.22055016","-1.72319478","-1.91280081","-3.51079774","12.09910851"," 2.12978681"," 3.34079085"," 3.97128575"," 1.99566474"," 2.42862112"," 2.22629641"," 2.39538938"," 1.46856537"," 0.38395650"," 1.92450042"," 0.70731809"," 1.20360794","-0.37125133"
"1703957768_40017"," 0.03738167","-0.66201052","-0.15149341"," 0.31233932","-4.43634543"," 1.67167309","-0.71794632","12.90853599"," 2.13544484"," 3.18222044"," 3.37410757"," 1.99093515"," 2.70980371"," 2.04195932"," 1.77552856"," 1.21604246"," 0.38727822"," 1.54393501"," 0.67373979","-2.65999602","-0.34064179"
"1706503401_01704"," 0.03757317"," 2.16738760","-2.02478790","-0.22949508","-4.04643687"," 1.25543863","-1.40196679","11.36345675"," 2.13355653"," 3.58808620"," 2.55297613"," 1.49079378"," 2.52229822"," 1.70963266"," 1.67429356"," 1.12850440"," 0.38418467"," 1.52255804"," 0.67455873","-0.42674051","-0.33814996"
"1706425184_25348"," 0.038881085","-1.063363113"," 0.001475525","-0.206652356","-4.318456839"," 0.990651184"," 0.305353435","11.763470832"," 2.135128808"," 3.355144674"," 2.149274188"," 2.183044305"," 2.677022537"," 1.901831851"," 1.994273190"," 1.072634518"," 0.386344143"," 1.680521522"," 0.678207863","-0.919925144","-0.343648215"
"1703540029_62867"," 0.03911492"," 1.74949040","-1.22251697","-1.94595432","-1.27744254","-0.75131018","-2.55111747","11.70841053"," 2.13356696"," 3.54938456"," 2.42019430"," 1.69267682"," 2.58706213"," 2.50980886"," 3.43548661"," 1.52519448"," 0.38995783"," 1.46126182"," 0.69571488"," 0.60652429","-0.36187970"
"1703717575_90501"," 0.03783388"," 0.93021906"," 3.45530480","-0.93341982","-3.73783572"," 0.39231432","-1.60425887","13.08774978"," 2.13217106"," 3.40446489"," 4.25649142"," 2.06509648"," 2.70904765"," 1.88582848"," 2.06493814"," 1.30557051"," 0.38458069"," 1.71584909"," 0.69400353","-1.91230515","-0.36030295"
"1706576551_18191"," 0.03899133"," 4.89361165"," 0.26564345","-1.33204559","-5.44154652"," 1.28170489","-0.99232601","11.34747233"," 2.13349201"," 3.27907228"," 2.69482724"," 1.66912908"," 2.06067770"," 1.72764936"," 1.35155570"," 1.13602438"," 0.38349281"," 1.72269267"," 0.66750027","-0.29246075","-0.33342876"
"1700955884_43193"," 0.03992915"," 1.51042724","-1.23409869","-0.19118709","-3.50505033"," 1.01494169","-1.69239908","11.12829273"," 2.13291555"," 4.06103911"," 2.68092464"," 1.94697845"," 2.55446922"," 1.97301475"," 1.78736611"," 1.27941177"," 0.38362069"," 1.64974955"," 0.67328779"," 0.03472260","-0.33881317"
"1706585622_5603"," 0.03880487","-4.76248108"," 0.05131588"," 3.13987063","-3.54627660","-1.17991936","-0.47161073","12.08522659"," 2.13019798"," 3.28965874"," 1.88263781"," 2.36334086"," 2.58830675"," 2.00688679"," 1.83267841"," 1.24254144"," 0.38443037"," 1.87978028"," 0.70393598"," 0.39323729","-0.37207809"
