"run","a","delta1m0_pop","delta2_pop","e0_m0_pop","gamma_pop","k1m0_pop","k2_pop","k2m0scale_pop","offset_pop","omega_delta1m0","omega_delta2","omega_e0_m0","omega_gamma","omega_k1m0","omega_k2","omega_k2m0scale","omega_offset","omega_r0_m0","omega_tBegin","r0_m0_pop","tBegin_pop"
"1700864316_44641"," 0.03562862","-2.46450585"," 0.97400286"," 0.54796493","-3.42342994"," 0.33739232","-0.20429522","11.45599611"," 2.12356203"," 3.07827061"," 3.78962570"," 2.44992268"," 2.31140879"," 1.57317338"," 1.52162271"," 1.39494071"," 0.21842923"," 1.79977305"," 0.74391041","-0.25493928","-0.47467816"
"1700857442_53102"," 0.03449724"," 1.07372468"," 1.82704479","-0.92116091","-4.24614567"," 1.88616449","-1.11857318","12.44265716"," 2.12479153"," 2.88092787"," 3.18922081"," 1.48221621"," 2.37362567"," 1.57896490"," 1.22045174"," 1.25452822"," 0.21666589"," 1.67904658"," 0.74840696","-2.30953375","-0.46400521"
"1700851947_67554"," 0.0351082"," 0.3800653"," 7.6656843","-1.2005440","-2.6179426"," 0.5871846","-2.6657896","12.9195669"," 2.1215627"," 2.3839166"," 2.5129625"," 2.5029418"," 2.3197167"," 1.7642977"," 1.9599989"," 1.0871492"," 0.2169957"," 1.6869075"," 0.7341463","-2.0348343","-0.4735073"
"1700849944_14746"," 0.03494504"," 0.38669114"," 0.07265868","-1.02158716","-4.33236327","-1.20359609","-0.05459400","11.81804864"," 2.12349976"," 3.34459714"," 3.87675371"," 2.01619448"," 2.71629644"," 2.03305551"," 1.58216112"," 1.47845407"," 0.21667638"," 1.66907315"," 0.76975840"," 0.85817849","-0.49333863"
"1700858643_00764"," 0.03503503","-0.17348544","-0.34138282","-0.30854708","-4.84276562","-1.85579355"," 0.97585190","12.96054809"," 2.12448456"," 4.03805653"," 2.46417287"," 2.46209536"," 2.54254697"," 1.66718733"," 1.52794163"," 1.53257173"," 0.21835737"," 1.73554682"," 0.72575558"," 0.52384669","-0.46648251"
"1700843028_67965"," 0.03530511"," 3.31116680"," 0.56234220","-2.51787988","-3.01363959"," 0.21242864","-0.90653315","12.25535435"," 2.12416311"," 3.69817401"," 3.50563857"," 1.67363789"," 2.38018691"," 1.89398091"," 1.96712266"," 1.19202392"," 0.21702472"," 1.69425542"," 0.77346617","-0.97192793","-0.49231581"
"1700852089_87415"," 0.03631134"," 2.05942416"," 0.84893448","-1.74691405","-5.35035600"," 1.57079312","-0.29459647","12.45370946"," 2.12740954"," 2.67504791"," 2.86068404"," 1.98542581"," 2.89173671"," 1.22616079"," 1.65471528"," 0.95320156"," 0.21606193"," 1.63778301"," 0.72224399","-2.19417366","-0.44837891"
"1700851391_49697"," 0.03571853"," 0.10974864","-3.58441610"," 0.49286146","-0.90372067","-1.93740762","-4.32118410","12.95290570"," 2.12211349"," 3.41444952"," 2.78195698"," 1.76938015"," 2.14679792"," 2.14629089"," 2.20154621"," 1.94348138"," 0.21673520"," 1.94252683"," 0.76422515"," 0.52314075","-0.48372334"
"1700851465_06537"," 0.03543072"," 1.83254581","-1.76483000","-0.71827572","-4.21261801","-1.04838439","-0.51152555","11.65768540"," 2.12216096"," 4.15973531"," 2.64108433"," 1.54110031"," 2.75386404"," 1.89925091"," 1.54335136"," 1.19515239"," 0.21675717"," 1.38687812"," 0.73552369"," 0.94281009","-0.47455207"
"1700862803_67853"," 0.03616177"," 4.30009482"," 1.77182719","-1.68731976","-4.38291036","-0.49591707","-2.01960307","12.24599605"," 2.12335041"," 2.21515987"," 3.25584837"," 1.24963268"," 2.37205091"," 1.67830287"," 2.23926460"," 1.27120245"," 0.21620313"," 1.60250097"," 0.71686501"," 0.09150732","-0.45215338"
"1700847153_07414"," 0.03612578","-5.02582630","-0.73113773"," 2.23402679","-2.06831407","-0.88334480","-1.13265811","12.14630955"," 2.12105706"," 2.53062094"," 1.13429944"," 1.29350206"," 2.46712868"," 1.94718369"," 1.63972770"," 1.28988553"," 0.21628158"," 1.79148618"," 0.79793111"," 0.00620227","-0.51192322"
"1700866323_97726"," 0.0352986","-1.7141898"," 1.0613026"," 1.0777197","-4.8244010"," 0.6679979","-0.1202342","11.6338274"," 2.1246213"," 2.6957463"," 1.4368084"," 2.3889081"," 1.7045262"," 1.5994084"," 1.0241492"," 1.2520702"," 0.2162979"," 1.6811266"," 0.7549523","-0.6658093","-0.4759901"
"1700867766_34069"," 0.03610127","-3.19520521"," 0.66694422"," 2.08706851","-3.82011614","-0.24907123","-0.89417106","11.40935213"," 2.12160056"," 2.80827566"," 1.65371946"," 2.23776172"," 2.21494778"," 1.37159948"," 1.44462618"," 1.11078820"," 0.21663371"," 1.83749221"," 0.75944765"," 0.33084651","-0.48822513"
"1700868951_49838"," 0.03519293","-2.17207287","-0.41470035","-0.77506410"," 0.58375416","-3.67726362","-2.93044756","14.75221857"," 2.12110630"," 4.30853547"," 2.57200924"," 2.64714534"," 2.02501456"," 1.95321499"," 2.19186032"," 1.83337964"," 0.21662932"," 1.77646273"," 0.79312239"," 0.16032952","-0.50675822"
"1700839895_49854"," 0.03535542"," 3.32085211"," 1.49882270","-1.94914813","-2.84906817","-2.38861913","-2.45148083","12.22454936"," 2.12224880"," 3.46091110"," 4.12112800"," 2.58065330"," 2.89370493"," 2.12452133"," 2.07030728"," 1.42881429"," 0.21664426"," 1.92505475"," 0.75674128"," 1.52550358","-0.49171370"
"1700841849_27111"," 0.036081116","-2.055726920","-0.677604172"," 1.301746570","-4.156963733"," 0.366384630","-0.207054805","11.443815594"," 2.124790717"," 2.775134607"," 1.411481178"," 1.946466125"," 2.019963679"," 1.417897903"," 1.447848873"," 1.048058142"," 0.216098572"," 1.944113730"," 0.706926531","-0.001900053","-0.447963561"
"1700837927_76928"," 0.03581667","-1.19103741"," 0.27078632","-0.53966107","-2.76603821"," 0.93008358","-0.61859719","13.11948151"," 2.12916192"," 2.78469605"," 3.97417784"," 2.03399817"," 2.19974639"," 2.13965281"," 2.22274576"," 1.17067140"," 0.21795121"," 1.95022592"," 0.72238426","-2.29349473","-0.45419714"
"1700859108_50666"," 0.03570638"," 2.27403928","-0.11343274","-1.47462837","-4.47032179","-1.67127970","-0.15150086","11.28239642"," 2.12804151"," 3.84278177"," 1.97844273"," 1.89414826"," 2.54035276"," 1.65269674"," 1.50882094"," 1.17114954"," 0.21675506"," 1.79519135"," 0.76018934"," 2.22007926","-0.47340800"
"1700868079_69224"," 0.03676173","-2.87660132"," 0.53491845"," 2.07927330","-2.86683505"," 0.33116430","-2.16980451","12.39433649"," 2.12675844"," 3.89632808"," 5.40028580"," 2.43860323"," 2.00878775"," 1.99874542"," 1.87027022"," 1.06005709"," 0.21591590"," 2.30901484"," 0.76867378","-0.97014175","-0.47466421"
"1700852956_13051"," 0.03549066"," 1.59446072"," 1.00929017","-2.13187705","-2.96129583","-2.25362663","-0.96172578","12.02206000"," 2.12414813"," 3.48318180"," 3.22059707"," 1.96389346"," 2.99249197"," 2.01601471"," 2.23651579"," 1.10896672"," 0.21684368"," 1.98662978"," 0.75607402"," 1.63764561","-0.48689418"
"1700841994_85425"," 0.03722508"," 0.57553779"," 1.41900076","-1.10585664","-4.95622344"," 1.11191253","-0.11341894","12.23367232"," 2.13126605"," 2.55447092"," 3.04175958"," 2.33696583"," 2.61111402"," 1.68595477"," 1.54218418"," 1.48111655"," 0.22470550"," 1.50060831"," 0.73014929","-1.60244668","-0.45760773"
"1700863878_96625"," 0.03577454","-1.26569172","-1.17568046"," 0.16184300","-3.59572507"," 1.00462390","-0.50524079","11.97814885"," 2.12203785"," 2.54573967"," 3.16801775"," 1.93993942"," 2.47981076"," 1.50464171"," 1.42305845"," 1.17706156"," 0.21644177"," 1.42223770"," 0.77164911","-1.44318758","-0.49234344"
"1700869351_51883"," 0.03572563","-2.55328685","-3.06234026"," 0.57568637","-1.46927041","-0.93843811","-2.17199225","12.02621965"," 2.12184092"," 3.25141457"," 4.00827212"," 1.76893386"," 1.91177234"," 2.33946236"," 1.78575307"," 1.41314027"," 0.21682538"," 2.15532020"," 0.81627957"," 0.35448558","-0.51052178"
"1700850854_38831"," 0.03557974","-0.45385694","-2.12467254","-0.71903442","-1.75579389","-0.50695788","-1.48734281","12.74615936"," 2.12159345"," 3.18460759"," 5.97670309"," 1.28375126"," 2.25172835"," 2.24276809"," 2.16890996"," 1.39186322"," 0.21668605"," 1.86599146"," 0.76949001","-0.80709332","-0.49464145"
"1700844973_46622"," 0.03729631","-4.41140116","-0.63226872"," 0.94310424","-2.09981990","-1.74666478","-0.13908150","14.86287983"," 2.12425445"," 2.72861291"," 5.69789882"," 2.53012191"," 2.56447746"," 1.96708930"," 1.88157339"," 1.18822832"," 0.21716471"," 1.73083261"," 0.73726781","-1.81202133","-0.48210055"
"1700861926_49772"," 0.0361084"," 1.5780068"," 1.7167715","-1.6611441","-5.2691882"," 0.0381163"," 0.3744773","12.3012602"," 2.1268716"," 3.1340688"," 3.2092853"," 1.8907780"," 2.1894161"," 1.9233655"," 1.8436161"," 1.2917512"," 0.2158287"," 2.3277710"," 0.7398873","-0.4991753","-0.4587328"
"1700839630_71241"," 0.03586472"," 2.31775675","-1.12294242","-0.55122985","-3.18060780"," 1.43874079","-1.88338970","13.06101425"," 2.12684129"," 3.59797374"," 4.47138073"," 1.43650086"," 2.20578259"," 1.68669010"," 1.73962922"," 1.28006945"," 0.21648217"," 1.69673048"," 0.74583974","-2.26724113","-0.45612878"
"1700854459_1202"," 0.03660507","-1.32455514","-2.53835927"," 0.34834046","-2.66265768"," 1.61650308","-1.93025554","14.04520048"," 2.13227342"," 2.48890258"," 4.85954080"," 1.39710431"," 1.85477546"," 1.42623994"," 1.77395558"," 1.38761957"," 0.22930583"," 1.37175327"," 0.71880382","-4.01535075","-0.45872780"
"1700840500_49418"," 0.03610518","-1.02581792","-1.81250580","-0.58038642","-1.11901326","-0.90952441","-2.48418567","11.80573662"," 2.12199132"," 3.85262277"," 4.05871507"," 1.81932962"," 1.97702166"," 2.58350726"," 2.16366519"," 1.33298333"," 0.21700267"," 1.62415862"," 0.76077713"," 0.63621290","-0.48966925"
"1700850461_84745"," 0.04169368","-2.82609314"," 0.06986787"," 1.76294134","-3.70986747","-0.68090774","-1.13958098","11.12480310"," 2.12069665"," 2.45476599"," 1.83194875"," 1.98736255"," 2.10893698"," 1.63389852"," 1.74370115"," 1.24807552"," 0.21549905"," 1.94835771"," 0.75442425"," 0.98568057","-0.48726602"
"1700865607_54796"," 0.03553193"," 1.83708703"," 1.14459199","-3.21559076","-2.12793481","-0.21169225","-0.41893652","13.25324452"," 2.12744707"," 3.55694207"," 4.32200973"," 2.72153199"," 3.50834974"," 2.61990682"," 2.88764509"," 1.42546526"," 0.21609285"," 2.40236509"," 0.77150553","-0.94984275","-0.46784298"
"1700865469_24587"," 0.03602583","-3.24924296"," 1.06225627"," 0.78328257","-3.20310741"," 0.40053649"," 0.14484539","13.29511332"," 2.12357752"," 4.48908074"," 3.37216499"," 3.39224961"," 2.18229729"," 2.07876055"," 1.56730398"," 1.06316411"," 0.21653223"," 1.87432061"," 0.73466751","-1.92747690","-0.46944421"
"1700843807_7471"," 0.03597708"," 1.98588189"," 0.62494064","-1.52278504","-4.01923110","-1.48343330","-0.92786632","12.81004719"," 2.12378185"," 3.29382552"," 3.52905926"," 1.51334798"," 2.68065872"," 2.00691345"," 1.64138382"," 1.11085357"," 0.21639401"," 2.31945114"," 0.75378567"," 0.20986184","-0.48504271"
"1700861377_41323"," 0.03735088","-1.13516654","-2.67260549"," 0.72168388","-1.37259315","-0.32411174","-3.10794036","13.74536677"," 2.12277885"," 3.56910047"," 3.80964570"," 2.40480572"," 2.27172000"," 2.24639241"," 2.04034055"," 1.41222826"," 0.21614893"," 1.94878476"," 0.79685844","-1.69488953","-0.49907726"
"1700857968_16749"," 0.03626386"," 2.42041763","-0.28059041","-1.07386398","-5.28618738"," 1.08102325","-0.03347926","12.78257111"," 2.12863707"," 3.50935235"," 2.42668130"," 1.24376482"," 2.22857932"," 1.34834427"," 1.70592505"," 0.97703542"," 0.21694611"," 2.17437410"," 0.72354545","-1.66127879","-0.44188283"
"1700861434_92231"," 0.03703247"," 3.34964739"," 0.62189694","-1.49222515","-5.56508377"," 0.36295781"," 0.12938186","12.52604456"," 2.12957778"," 3.82729350"," 2.30672010"," 1.85729552"," 2.17898451"," 1.44452030"," 1.70587211"," 0.83499400"," 0.21699931"," 1.94445722"," 0.72974696","-0.86847082","-0.44890485"
"1700869753_28593"," 0.03881785","-3.51552337","-0.78520739"," 2.30527865","-2.36706149"," 0.19883648","-2.13366191","11.08513202"," 2.12612675"," 3.55600212"," 1.14015066"," 2.07861637"," 2.24616516"," 2.07458347"," 2.02986350"," 1.61556348"," 0.21526205"," 1.53702099"," 0.70227199"," 0.53110522","-0.44737959"
"1700858278_47435"," 0.03675186"," 3.83986966","-0.93026727","-1.68964295","-4.36350272"," 0.04383765"," 0.14352078","11.40742696"," 2.12663331"," 4.20733904"," 3.06752754"," 1.21692999"," 2.85415841"," 1.50743727"," 1.68683883"," 1.09549761"," 0.21614442"," 2.37422731"," 0.72238672"," 0.83321057","-0.44625490"
"1700842854_83297"," 0.03701792"," 1.20270751","-0.14271030","-0.76146428","-5.45491308","-0.48199228"," 0.52045578","11.22195183"," 2.12227265"," 2.67512437"," 1.41500617"," 2.09303506"," 1.99990748"," 2.01184443"," 1.45767875"," 1.30198248"," 0.21566125"," 1.92982339"," 0.72232605"," 1.31710406","-0.45178371"
"1700846127_3182"," 0.03673788"," 4.40605815"," 1.45341403","-2.21675497","-3.97313395","-0.50718394","-1.69526364","12.33914211"," 2.12142440"," 3.76924485"," 3.48768463"," 2.48464402"," 2.57931919"," 2.09187230"," 2.07604325"," 1.01107966"," 0.21654048"," 1.63806039"," 0.72874190","-0.09539780","-0.46852755"
"1700866816_58003"," 0.03847507"," 1.71051342"," 1.39036661","-0.75510560","-5.12064820"," 1.69884779","-0.47279375","11.51884398"," 2.12858907"," 3.81322559"," 2.32169734"," 1.36877812"," 2.26703824"," 1.73495496"," 1.57009981"," 1.34132204"," 0.21802750"," 1.60844227"," 0.71911511","-1.02238567","-0.44285479"
"1700842427_73933"," 0.03727465","-1.75648493","-0.35604012"," 1.22067807","-4.39733721","-2.80270752","-0.30215166","11.26966894"," 2.12557458"," 3.80235149"," 2.67244452"," 2.42290570"," 2.11930429"," 1.74094236"," 1.18097748"," 1.28220460"," 0.21601670"," 1.65046537"," 0.74320269"," 3.02777600","-0.47321118"
"1700864500_34418"," 0.03688873"," 5.06077963"," 2.09871418","-4.09539536","-3.40710043"," 1.18789482","-1.05559721","14.03397778"," 2.12304706"," 4.21240019"," 2.71213724"," 2.32597969"," 3.91010793"," 2.88592413"," 3.39488734"," 1.43855728"," 0.21620838"," 1.98870427"," 0.77542367","-2.90750214","-0.46807785"
"1700853423_52547"," 0.04001650"," 0.04302317","-1.12546092","-1.01651259"," 0.43902118","-2.09040302","-3.86100641","13.86587272"," 2.12944787"," 3.75871411"," 2.19388443"," 2.41245254"," 2.27162864"," 2.22739297"," 1.86784813"," 1.82223286"," 0.21709380"," 1.71701121"," 0.77776615","-0.23294733","-0.48585966"
"1700855810_40883"," 0.03711092"," 2.91968245"," 2.03883440","-2.69728253","-4.39969312"," 1.67139297","-0.90245768","13.75243298"," 2.13610278"," 3.11054407"," 3.10954167"," 1.99162134"," 2.94932103"," 1.57525557"," 2.50803949"," 1.23406040"," 0.22867221"," 1.43276451"," 0.74271633","-3.43296788","-0.45191284"
"1700849151_31921"," 0.0387602"," 3.9024929"," 0.3265595","-2.9842706","-3.0582150"," 1.2161661","-0.5226093","11.2923603"," 2.1229870"," 4.0156120"," 3.6155108"," 1.9763550"," 2.4320093"," 1.6573706"," 3.0498126"," 1.2026641"," 0.2160011"," 1.7346890"," 0.7804530","-0.3711319","-0.4738926"
"1700844512_73063"," 0.03863109"," 1.53463444","-0.87729106","-0.34532245","-3.69699371"," 0.57806824","-1.13315663","10.83738194"," 2.13063982"," 3.41306301"," 2.98459600"," 2.06049682"," 2.27220821"," 1.62623100"," 1.36319525"," 1.44344175"," 0.21722915"," 1.42072513"," 0.74504078"," 0.84893887","-0.45420637"
"1700855303_60695"," 0.04040014"," 3.08902712"," 2.07502666","-1.03230611","-4.31618924"," 1.43321549","-1.63471843","12.77485927"," 2.12679414"," 3.41401684"," 4.22016246"," 1.99909230"," 1.97930084"," 1.64856349"," 1.64019746"," 1.26232798"," 0.21423570"," 2.41483982"," 0.70351928","-1.58224993","-0.42843491"
"1700860190_94527"," 0.03859941","-3.14507354"," 0.42761662"," 2.58912129","-4.13719143"," 0.56933126","-0.77618336","11.70879377"," 2.12305620"," 4.20698799"," 4.73927983"," 2.60424681"," 2.24607051"," 1.81383595"," 1.61664541"," 0.98552114"," 0.21566135"," 2.00419195"," 0.75719188","-0.40044411","-0.48050000"
"1700839059_11344"," 0.03838196"," 0.88335582"," 1.35516816","-0.59254569","-3.99685974"," 0.47535943","-1.04551222","12.37405569"," 2.12215927"," 3.47212500"," 4.96265924"," 1.72967530"," 2.44806202"," 1.56611437"," 1.69256330"," 1.39739074"," 0.21568200"," 1.90531491"," 0.69715247","-1.02318389","-0.44488321"
"1700853898_96258"," 0.03862511"," 0.44544618"," 1.31024151","-0.21015097","-4.29998953"," 0.26725890","-0.35632284","12.37367062"," 2.12881285"," 3.03881408"," 3.62688586"," 1.73572444"," 2.06924648"," 2.03413312"," 2.01796110"," 1.06066196"," 0.21537728"," 2.03712550"," 0.67520640","-0.34194547","-0.41770542"
"1700862014_9789"," 0.03872555","-1.97900296","-0.98771340"," 1.56487016","-3.54349726","-0.51786908","-1.27676748","12.00719001"," 2.12210439"," 3.28600574"," 7.30796429"," 2.03830159"," 2.07687200"," 2.03949253"," 1.82803747"," 1.22693840"," 0.21550848"," 2.15119216"," 0.78070034"," 0.19108465","-0.49139697"
"1700862906_56652"," 0.03897217"," 3.82628171"," 1.83599499","-5.30325401","-0.22212588","-2.27408944","-1.64846171","15.27247357"," 2.12825177"," 3.65404250"," 2.36329932"," 1.62543204"," 2.58875606"," 1.95582995"," 3.33785935"," 1.42247836"," 0.21853663"," 1.77019488"," 0.74343907","-1.54482029","-0.47330422"
"1700859396_97605"," 0.03922613"," 1.49859699"," 0.09626521"," 0.03093060","-4.77443506"," 1.59172907","-1.12485212","12.87629332"," 2.12847330"," 4.12791726"," 2.64260858"," 1.71216794"," 1.98524119"," 1.80099710"," 1.60523767"," 1.23111366"," 0.21566390"," 2.05676844"," 0.72599271","-2.04624258","-0.44229023"
"1700841128_21939"," 0.04036392","-0.44302487"," 5.42438561","-2.17232036","-1.78647631"," 0.14730556","-1.63179092","13.47288609"," 2.12204492"," 3.05509481"," 3.36201239"," 2.31775543"," 2.33287936"," 2.32491075"," 3.02446048"," 1.54630435"," 0.21539332"," 2.06007147"," 0.75144843","-1.95712873","-0.47481976"
"1700849364_15754"," 0.03943895"," 2.27133497","-0.75435048","-0.04766392","-4.55430215","-0.07202303","-1.29535265","11.53874823"," 2.14155831"," 3.37210978"," 2.52876535"," 1.56348180"," 2.24879091"," 1.44741313"," 1.34067276"," 1.13122568"," 0.23598336"," 1.72806343"," 0.72858526"," 0.80390869","-0.44609599"
"1700846743_37398"," 0.03996576","-2.78087007","-0.96699458"," 0.72010532","-3.19888271"," 1.55400184"," 0.37275409","13.07233794"," 2.12595070"," 2.64851325"," 5.77779849"," 1.56832361"," 2.59278994"," 2.27520141"," 2.33435172"," 1.45200599"," 0.21718719"," 1.82940327"," 0.68816813","-2.49563674","-0.42796650"
