"run","delta_pop","gamma_pop","km0scale_pop","tBegin_pop","offset_pop","omega_delta","omega_gamma","omega_km0scale","omega_tBegin","omega_offset","a"
"1674325179_45219","-0.976413622","-6.533488090"," 6.228865858","-0.196553213"," 2.080374854"," 1.643273225"," 3.830111016"," 0.059768580"," 0.289495091"," 0.005044791"," 0.031546645"
"1674327384_09103","-0.974981563","-6.827650341"," 6.232731799","-0.195991971"," 2.080086078"," 1.634356977"," 4.265776838"," 0.065186408"," 0.289129037"," 0.006570934"," 0.031521583"
"1674327769_62634","-1.194035216","-6.343220293"," 6.230786553","-0.196122629"," 2.080548566"," 1.807611400"," 4.122280966"," 0.062670136"," 0.289251646"," 0.006171217"," 0.031563360"
"1674325728_00255","-1.083569431","-6.473326857"," 6.229460996","-0.196147572"," 2.080996675"," 1.849118391"," 3.961215750"," 0.063394843"," 0.288972434"," 0.006158556"," 0.031501892"
"1674328719_1055","-1.385285770","-6.073574853"," 6.230630897","-0.196236394"," 2.081231204"," 2.245520448"," 3.962922005"," 0.060622715"," 0.289205653"," 0.007140132"," 0.031486205"
"1674328648_95172","-1.241075225","-6.319437597"," 6.230067581","-0.196212091"," 2.081043821"," 1.971361146"," 4.089678524"," 0.061783431"," 0.289108777"," 0.003864858"," 0.031512122"
"1674324966_91656","-1.164383325","-6.251079952"," 6.231064672","-0.196139075"," 2.080458570"," 1.957163495"," 3.895613074"," 0.064568494"," 0.289333281"," 0.005199239"," 0.031532501"
"1674327971_60599","-1.274506236","-6.239350244"," 6.231888518","-0.196515593"," 2.080388164"," 1.933509734"," 4.196981570"," 0.072705142"," 0.289892473"," 0.007032349"," 0.031566924"
"1674327846_00571","-1.586453870","-5.902731163"," 6.230503867","-0.196172115"," 2.080086734"," 2.362788834"," 4.198424268"," 0.063010448"," 0.289074809"," 0.007341536"," 0.031484166"
"1674328799_95762","-1.424977951","-6.014553212"," 6.227659738","-0.196339182"," 2.080953985"," 2.178293460"," 4.092579121"," 0.063465141"," 0.288888006"," 0.006950041"," 0.031489756"
"1674331740_89588","-1.696563157","-5.642117076"," 6.228042702","-0.196571111"," 2.079518995"," 2.380900626"," 4.180040924"," 0.062764208"," 0.289084011"," 0.005084866"," 0.031516856"
"1674331512_52718","-2.04295287","-5.25990450"," 6.22834530","-0.19649603"," 2.08026632"," 2.74223989"," 4.19557299"," 0.06201891"," 0.28915229"," 0.00826838"," 0.03149907"
"1674330453_96476","-1.77247511","-5.79559504"," 6.22968593","-0.19621895"," 2.08146501"," 2.49658819"," 4.34804744"," 0.06215674"," 0.28903384"," 0.00893398"," 0.03152381"
"1674331586_00988","-1.878722877","-5.267784528"," 6.229463840","-0.196257848"," 2.080830095"," 2.437060942"," 4.003931214"," 0.063384587"," 0.288908381"," 0.008053404"," 0.031517160"
"1674325468_03573","-1.669895751","-5.892688083"," 6.225881481","-0.197051064"," 2.080331014"," 2.295487144"," 4.553476881"," 0.061399384"," 0.289819627"," 0.007063672"," 0.031522655"
"1674332094_11117","-1.765249092","-5.415702237"," 6.227809968","-0.196405442"," 2.080613210"," 2.502657545"," 3.999147322"," 0.063534274"," 0.288881073"," 0.005992201"," 0.031584635"
"1674326356_14094","-2.432448457","-4.646123630"," 6.229104313","-0.196604022"," 2.081440941"," 3.145754420"," 3.782625584"," 0.063053244"," 0.289593871"," 0.005413345"," 0.031506799"
"1674325335_31178","-2.936880397","-4.112769905"," 6.229289017","-0.196442315"," 2.079750959"," 3.712814914"," 3.404089516"," 0.062389694"," 0.289202483"," 0.004697683"," 0.031501252"
"1674326424_39078","-2.404049806","-4.706421001"," 6.231046409","-0.195946138"," 2.080107542"," 2.978911855"," 3.921553036"," 0.062190032"," 0.288891895"," 0.005893285"," 0.031505455"
"1674329171_66631","-2.313176192","-4.835402771"," 6.225684405","-0.196904721"," 2.081223500"," 2.882262559"," 4.084986281"," 0.063531239"," 0.289448179"," 0.004998172"," 0.031525256"
"1674326281_71448","-1.719586231","-5.464091878"," 6.228162507","-0.196214980"," 2.080376082"," 2.415389565"," 3.970164353"," 0.064669016"," 0.288759042"," 0.007366358"," 0.031523005"
"1674326796_06617","-3.657028853","-3.502747789"," 6.224480838","-0.197173310"," 2.080334529"," 3.741360178"," 3.660118183"," 0.063262819"," 0.289717836"," 0.006828282"," 0.031610777"
"1674327153_34737","-6.68276585","-0.76454143"," 6.22828128","-0.19653925"," 2.08038664"," 3.43663614"," 1.35455372"," 0.06211913"," 0.28917395"," 0.00676634"," 0.03148556"
"1674324870_21708","-2.999119379","-4.267787469"," 6.232918385","-0.196122602"," 2.081168131"," 3.096383012"," 4.363679004"," 0.062349490"," 0.289626691"," 0.007170821"," 0.031482941"
"1674328310_74971","-4.36980485","-2.84105264"," 6.22830966","-0.19632758"," 2.08125769"," 4.17603602"," 3.09630073"," 0.06219099"," 0.28913059"," 0.00461260"," 0.03151510"
"1674331941_0423","-6.242210703","-1.504501486"," 6.228449606","-0.196485424"," 2.080598453"," 4.433249511"," 2.178716209"," 0.061156609"," 0.289159027"," 0.006106414"," 0.031503220"
"1674328077_61347","-2.341312516","-5.026164500"," 6.225488980","-0.196793980"," 2.080724765"," 2.954967264"," 4.383974920"," 0.066099502"," 0.289401116"," 0.006381639"," 0.031519919"
"1674326048_62111","-2.776829334","-4.316247548"," 6.233048354","-0.195995254"," 2.080781131"," 3.405943637"," 3.696372674"," 0.061331196"," 0.289321042"," 0.006984628"," 0.031529205"
"1674325611_9539","-4.671721117","-2.741049973"," 6.230442477","-0.196560950"," 2.079726285"," 4.425051585"," 3.148041442"," 0.062574736"," 0.289859245"," 0.005642822"," 0.031551531"
"1674325921_07934","-2.822703536","-4.199904131"," 6.226316323","-0.196884803"," 2.080947186"," 3.105920730"," 3.925085573"," 0.064202143"," 0.289242773"," 0.005957079"," 0.031545055"
"1674330043_88545","-2.771275763","-4.310011866"," 6.231669007","-0.196218879"," 2.080366392"," 3.242733902"," 3.846371289"," 0.062830697"," 0.289521756"," 0.006932635"," 0.031497917"
"1674327327_62916","-6.870841484","-0.948085031"," 6.228754053","-0.196371113"," 2.081102214"," 4.068275368"," 1.545521719"," 0.061154555"," 0.289427958"," 0.005413214"," 0.031489339"
"1674325984_88122","-4.319170815","-3.149338599"," 6.230264010","-0.196213870"," 2.078689919"," 4.631698625"," 3.095994229"," 0.064781246"," 0.289744481"," 0.004971952"," 0.031489269"
"1674332017_00514","-6.000789118","-1.286309023"," 6.229461839","-0.196086973"," 2.080103628"," 3.809927392"," 1.964764859"," 0.064051658"," 0.288777491"," 0.004897403"," 0.031520000"
"1674329428_57319","-4.776312418","-2.478304604"," 6.226191597","-0.196943974"," 2.080434843"," 4.229509847"," 2.942504540"," 0.063635600"," 0.289422813"," 0.005398183"," 0.031505821"
"1674326563_27842","-6.747465149","-0.973535050"," 6.227909062","-0.196440034"," 2.080646347"," 4.030738184"," 1.528561456"," 0.061427000"," 0.289445320"," 0.006441316"," 0.031518361"
"1674332254_68849","-6.494445941","-1.006970214"," 6.232735893","-0.196187790"," 2.080993623"," 3.764044109"," 1.772048738"," 0.061605669"," 0.289628836"," 0.007111597"," 0.031504967"
"1674324673_99282","-4.617725455","-2.551111758"," 6.229283099","-0.196632840"," 2.080464642"," 3.986601846"," 3.132890806"," 0.063729956"," 0.289370326"," 0.005806538"," 0.031515874"
"1674327915_36431","-5.688358880","-1.439894589"," 6.225013492","-0.197087839"," 2.081085110"," 3.725323454"," 2.169261632"," 0.063347923"," 0.289648899"," 0.008000745"," 0.031556762"
"1674329506_94386","-5.770518972","-1.834070835"," 6.228917998","-0.196292380"," 2.080851555"," 4.440505891"," 2.543978601"," 0.066024131"," 0.288787385"," 0.005236846"," 0.031490229"
"1674325798_30128","-5.479561034","-1.828505621"," 6.225541355","-0.197094388"," 2.080809528"," 4.087273025"," 2.576818663"," 0.064882140"," 0.289880481"," 0.008398611"," 0.031503192"
"1674326202_92105","-6.357119243","-1.106250228"," 6.228908151","-0.196339653"," 2.080621235"," 3.807921533"," 1.915166867"," 0.062449552"," 0.289096035"," 0.007282299"," 0.031537420"
"1674330692_40098","-6.831208490","-0.732366242"," 6.228286136","-0.196219134"," 2.082217749"," 3.519795932"," 1.184488274"," 0.063220497"," 0.289092317"," 0.008346305"," 0.031479276"
"1674329238_07254","-3.432243592","-3.588176037"," 6.229346644","-0.196387507"," 2.081227361"," 3.634001503"," 3.485635240"," 0.061437926"," 0.289328004"," 0.007616151"," 0.031503981"
"1674329968_10033","-2.859326765","-4.247269011"," 6.227905029","-0.196545875"," 2.080235100"," 3.372104327"," 3.824005238"," 0.063790522"," 0.289269139"," 0.006092969"," 0.031556109"
"1674328931_07555","-6.12893250","-1.28727198"," 6.22672108","-0.19679624"," 2.08041402"," 3.98142915"," 2.10124257"," 0.06332955"," 0.28999506"," 0.00818267"," 0.03154215"
"1674328577_69386","-4.38018506","-2.69215258"," 6.22804290","-0.19645619"," 2.08027510"," 3.92289508"," 3.09702355"," 0.06433035"," 0.28945624"," 0.00596882"," 0.03154944"
"1674327613_66611","-4.952295248","-2.233117905"," 6.231469991","-0.196180880"," 2.080397761"," 4.101924606"," 2.826159808"," 0.061795441"," 0.289209473"," 0.005630134"," 0.031510049"
"1674329313_6867","-6.256455918","-1.349929483"," 6.231215315","-0.195974350"," 2.081209178"," 4.273804160"," 2.039164386"," 0.069051818"," 0.289920070"," 0.007246655"," 0.031510730"
"1674325402_14628","-4.194410099","-3.160772242"," 6.231317306","-0.195992756"," 2.080269970"," 3.738058533"," 3.833181232"," 0.063764063"," 0.289593800"," 0.006429071"," 0.031505409"
"1674328515_17668","-4.947240269","-2.183484138"," 6.227208387","-0.196592999"," 2.080931110"," 4.112646608"," 2.678196134"," 0.061078042"," 0.289236627"," 0.004935145"," 0.031544434"
"1674325263_14068","-4.435210857","-2.724567304"," 6.226682348","-0.196845989"," 2.080307938"," 4.258650225"," 2.922012052"," 0.064441843"," 0.289661500"," 0.008677196"," 0.031506373"
"1674332175_05382","-4.468422037","-2.682153980"," 6.224666189","-0.197006288"," 2.080726883"," 4.229312137"," 2.859971924"," 0.063110493"," 0.289397616"," 0.006316302"," 0.031520712"
"1674331207_05648","-3.088713357","-4.080506761"," 6.228846533","-0.196640275"," 2.081409176"," 3.143129057"," 4.200916143"," 0.058224149"," 0.289776424"," 0.006911141"," 0.031896830"
"1674326854_23723","-4.982450788","-2.477857333"," 6.228760947","-0.196648632"," 2.079949053"," 4.407493365"," 3.144397995"," 0.064105087"," 0.289817840"," 0.006066194"," 0.031489278"
"1674329368_84006","-3.358119767","-3.659141807"," 6.225209136","-0.196986411"," 2.081940472"," 3.558281954"," 3.574269876"," 0.065028834"," 0.289768246"," 0.005102525"," 0.031537355"
"1674329911_53098","-4.872582772","-2.359216019"," 6.227249449","-0.196637119"," 2.080152661"," 4.102510345"," 2.936527915"," 0.064240321"," 0.289519226"," 0.006741767"," 0.031500664"
"1674326738_30488","-6.178797810","-1.462556622"," 6.224467628","-0.197397785"," 2.080409235"," 4.517137511"," 1.927020446"," 0.065944691"," 0.290613086"," 0.007412878"," 0.031677930"
"1674328847_85454","-5.272856806","-1.969766380"," 6.229559921","-0.196363295"," 2.080934347"," 4.109891540"," 2.657316596"," 0.062723803"," 0.289185828"," 0.007264452"," 0.031536346"
"1674330173_29544","-6.584710922","-1.016545107"," 6.231711358","-0.196262342"," 2.080849375"," 3.883296493"," 1.799418905"," 0.062280517"," 0.289488395"," 0.004289908"," 0.031488793"
"1674330865_60114","-6.544384272","-1.434115759"," 6.230082223","-0.196328290"," 2.081533687"," 4.606033038"," 2.198652998"," 0.063592054"," 0.289792284"," 0.003807728"," 0.031506284"
"1674330528_71506","-4.41992885","-2.78454156"," 6.23371956","-0.19586014"," 2.08041928"," 3.89973536"," 3.41064039"," 0.06309185"," 0.28943143"," 0.00592631"," 0.03151133"
"1674327446_82308","-4.55865575","-2.46177551"," 6.22591218","-0.19667429"," 2.08122025"," 3.91365016"," 2.87826093"," 0.06242096"," 0.28912125"," 0.00641079"," 0.03152996"
"1674325534_43025","-4.885442977","-2.388018800"," 6.229666825","-0.196498176"," 2.081468941"," 4.199502624"," 2.975250866"," 0.061976697"," 0.289133844"," 0.003737947"," 0.031523225"
"1674331453_30715","-5.018102919","-2.286678751"," 6.227987334","-0.196609378"," 2.081248372"," 4.288812874"," 2.865758319"," 0.063164920"," 0.289895026"," 0.007084568"," 0.031518522"
"1674328134_99144","-4.874109943","-2.250218282"," 6.226623992","-0.196739025"," 2.080715316"," 3.806216802"," 3.013540342"," 0.063465427"," 0.289467620"," 0.006565535"," 0.031510040"
"1674328984_84315","-4.936300739","-2.231659650"," 6.225934966","-0.197042900"," 2.080422283"," 4.138482044"," 2.779138804"," 0.062153024"," 0.289538893"," 0.007191582"," 0.031518915"
"1674325121_41979","-3.680149420","-3.387692514"," 6.223230420","-0.197192318"," 2.080184682"," 3.746162050"," 3.470459592"," 0.069243968"," 0.289749605"," 0.006560651"," 0.031790781"
"1674327235_11034","-5.570623097","-1.926316207"," 6.229870467","-0.196519739"," 2.080437798"," 4.497307696"," 2.431481134"," 0.060486562"," 0.289471588"," 0.006817546"," 0.031501604"
"1674330758_61589","-5.204995099","-1.988181507"," 6.236562433","-0.195880608"," 2.080723640"," 4.089638789"," 2.601111697"," 0.111059938"," 0.290331907"," 0.006442296"," 0.031587122"
"1674329068_24564","-5.412391557","-1.918654074"," 6.239370772","-0.195459481"," 2.080715045"," 4.160153339"," 2.639226379"," 0.097317896"," 0.290985986"," 0.007213899"," 0.031570472"
"1674329705_39392","-6.154269937","-1.383098259"," 6.233389475","-0.196126207"," 2.080364710"," 4.290875348"," 2.028962385"," 0.066143890"," 0.289335772"," 0.004688943"," 0.031531164"
"1674330612_57446","-1.948850894","-5.170382142"," 6.229076618","-0.196383710"," 2.080109918"," 2.538005144"," 4.014284054"," 0.062729177"," 0.289259586"," 0.006274858"," 0.031524852"
"1674331833_92129","-4.830332209","-2.756551651"," 6.248505658","-0.194694987"," 2.080407534"," 4.604826523"," 3.221780352"," 0.148260131"," 0.290390840"," 0.005285789"," 0.031790885"
"1674330352_84079","-1.51641430","-5.96127538"," 6.27968661","-0.19531907"," 2.08035508"," 2.41607585"," 4.32359266"," 0.34989594"," 0.29083460"," 0.00578455"," 0.03245114"
"1674325856_35196","-6.221195994","-1.372482382"," 6.277025680","-0.194446117"," 2.080085998"," 4.283573107"," 2.341529618"," 0.353653929"," 0.290292524"," 0.006701623"," 0.032265665"
"1674331289_8224","-3.556123751","-3.653543244"," 6.279721334","-0.195436638"," 2.080149923"," 3.529545209"," 4.069109046"," 0.344983775"," 0.292120828"," 0.005836676"," 0.032461189"
"1674324769_04745","-4.494272023","-2.925569156"," 6.283137573","-0.194856199"," 2.080444378"," 4.150419029"," 3.723819749"," 0.327997250"," 0.291182998"," 0.005251916"," 0.032559437"
"1674327509_1363","-1.758448616","-5.760204432"," 6.383876552","-0.190860152"," 2.079882014"," 2.844181629"," 4.639002598"," 0.643729668"," 0.294449064"," 0.004521365"," 0.033435698"
"1674327698_86238","-5.52510419","-1.83672009"," 6.28846905","-0.19588816"," 2.07924310"," 4.09628675"," 2.86548311"," 0.43465546"," 0.29154106"," 0.01168669"," 0.03402028"
"1674330925_6788","-0.53103258","-6.92732440"," 6.31905917","-0.19314312"," 2.07935102"," 1.22456492"," 3.35703566"," 0.48679504"," 0.29223047"," 0.00696604"," 0.03632761"
"1674329785_97449","-2.941705976","-4.309084173"," 6.353036230","-0.191189549"," 2.081201288"," 3.641748726"," 4.168953833"," 0.543405912"," 0.296123447"," 0.005866271"," 0.038229640"
"1674326635_28348","-4.298581059","-3.199268960"," 6.309329549","-0.195408238"," 2.080703926"," 4.260081433"," 3.751958624"," 0.497625655"," 0.292090189"," 0.003948038"," 0.038752677"
"1674326496_47365","-6.46275997","-1.21079632"," 6.30866702","-0.19371072"," 2.08525191"," 4.37292701"," 1.96866757"," 0.56972288"," 0.29618915"," 0.02550409"," 0.03850691"
"1674331658_71927","-1.319500667","-6.259325190"," 6.363952497","-0.192328603"," 2.081390669"," 2.282731236"," 4.468270742"," 0.662697062"," 0.294160770"," 0.005274748"," 0.042076161"
"1674330111_22981","-2.604220207","-4.435176329"," 6.556618184","-0.185428685"," 2.081566907"," 4.037051692"," 3.984516349"," 0.996276972"," 0.297442766"," 0.003245627"," 0.039989332"
"1674331352_15842","-6.736303373","-0.676107965"," 6.475421499","-0.190413012"," 2.078836014"," 3.833255230"," 2.007442554"," 0.943068347"," 0.293928725"," 0.007982449"," 0.045565442"
