"run","delta_pop","gamma_pop","km0scale_pop","tBegin_pop","offset_pop","omega_delta","omega_gamma","omega_km0scale","omega_tBegin","omega_offset","a"
"arANAIrCd0s3aC6cCvNl","-1.501923200","-6.359089060"," 6.215747923","-0.172380158"," 2.079401665"," 2.273475229"," 3.530463816"," 0.062636764"," 0.335391382"," 0.001904331"," 0.031585953"
"Zq3pr1468E3kmSeXLRtT","-1.553017165","-6.433366939"," 6.215762450","-0.172334746"," 2.079143631"," 2.238623504"," 3.768174049"," 0.062837940"," 0.335266288"," 0.001994354"," 0.031586631"
"fDSnw29Lr2zY9RBN6gXg","-1.703551515","-6.210135741"," 6.215724987","-0.172362652"," 2.079163866"," 2.409896768"," 3.777526287"," 0.063454639"," 0.335330754"," 0.002171407"," 0.031585425"
"fJRZa0WqFe5ZyUPXCjax","-1.747573465","-6.117870081"," 6.216172386","-0.172362536"," 2.079539208"," 2.486686877"," 3.705432252"," 0.062709844"," 0.335445427"," 0.002625016"," 0.031580095"
"jjVlw2bqWFrot1RJO9OZ","-1.766935255","-6.227020859"," 6.216126117","-0.172268924"," 2.079957054"," 2.464366736"," 3.889190894"," 0.062920893"," 0.335360791"," 0.004434389"," 0.031643091"
"G6WuKug2WKzc1AYnR1N0","-1.911159161","-5.912269915"," 6.215412245","-0.172417554"," 2.079344070"," 2.620760906"," 3.763607563"," 0.062734656"," 0.335398487"," 0.002548822"," 0.031586728"
"1rEeHSFHTMcYXvdSiXQ1","-1.845731695","-6.120010410"," 6.218904643","-0.172006978"," 2.079411009"," 2.635901030"," 3.829743496"," 0.087962931"," 0.335499140"," 0.002893374"," 0.031632371"
"0dATCyYXzi6T3ydB5enK","-1.240696803","-6.689306819"," 6.216608871","-0.172260092"," 2.079514994"," 1.971305588"," 3.372964607"," 0.065315166"," 0.335384562"," 0.002902133"," 0.031584060"
"jkPQZVfnKOnjiRuPlrSD","-2.001216717","-5.840697474"," 6.215249788","-0.172436167"," 2.079383704"," 2.652339938"," 3.854555160"," 0.062559235"," 0.335385882"," 0.002417166"," 0.031591211"
"3wlbkI6L1VrLnpCiYJIJ","-1.38204789","-6.60677413"," 6.22418069","-0.17184597"," 2.07946848"," 2.17162754"," 3.55680226"," 0.13353201"," 0.33543312"," 0.00324064"," 0.03173789"
"oinFdBdGAgPfICI0JBsW","-1.671255505","-6.191399947"," 6.216533411","-0.172298111"," 2.079630202"," 2.458543973"," 3.638033585"," 0.064828984"," 0.335367898"," 0.003016058"," 0.031584350"
"fn7jhr5Lfy61dCKORCPQ","-2.61831565","-5.20577689"," 6.21567692","-0.17237332"," 2.07930278"," 3.07073115"," 4.00999062"," 0.06244018"," 0.33538162"," 0.00224733"," 0.03157337"
"8nand6wPOUoNzolCXofj","-2.961056796","-4.844622143"," 6.216389806","-0.172256645"," 2.079217831"," 3.414929405"," 3.874216181"," 0.064864798"," 0.335310054"," 0.003746849"," 0.031579475"
"2wOL8I51h1ZlZkiUVa6j","-2.98642228","-4.86181455"," 6.21597242","-0.17233240"," 2.07950799"," 3.45183772"," 3.90815292"," 0.06256721"," 0.33540357"," 0.00192080"," 0.03157209"
"GQHdgSNFqu3E9cyLvVgZ","-1.439183563","-6.611405861"," 6.221351336","-0.171768038"," 2.079820348"," 2.161028104"," 3.721206542"," 0.125480372"," 0.335081066"," 0.005956771"," 0.031670971"
"T5gynIlowgezBqpSp73n","-2.684037656","-5.091935409"," 6.214945307","-0.172397310"," 2.079312844"," 3.089378624"," 3.987810223"," 0.063226439"," 0.335262767"," 0.002831916"," 0.031584328"
"mis2poXrUQbHBq050Ah2","-1.945136660","-5.902221798"," 6.216533396","-0.172236545"," 2.079826689"," 2.684106445"," 3.774812875"," 0.067967262"," 0.335325309"," 0.004937538"," 0.031592218"
"XOinsXJTYWq51dGL6095","-2.238674323","-5.541889358"," 6.215348020","-0.172419941"," 2.079563335"," 2.862552548"," 3.850583605"," 0.062801383"," 0.335316605"," 0.001971632"," 0.031582838"
"0LUIq1ZjiUAbAVYVqKSC","-2.918393582","-4.867517240"," 6.215741205","-0.172304268"," 2.079430839"," 3.351123060"," 3.886345864"," 0.063755514"," 0.335339132"," 0.002625789"," 0.031586663"
"28JSf2pBSwPjwclhkBTA","-3.193571226","-4.625251878"," 6.215496289","-0.172391516"," 2.079392536"," 3.461885389"," 3.950371477"," 0.062996769"," 0.335389502"," 0.001243616"," 0.031582996"
"ktfcD0MUZH6RoVzcEyy3","-3.294648497","-4.520038397"," 6.215973145","-0.172354904"," 2.079839585"," 3.561069153"," 3.876745924"," 0.062535294"," 0.335470092"," 0.001846161"," 0.031574313"
"no5Jyu4iCQKHZ3hDGcD5","-3.115810181","-4.743587064"," 6.216572567","-0.172260754"," 2.079755105"," 3.478516959"," 3.959225463"," 0.065287968"," 0.335381605"," 0.001254516"," 0.031588110"
"4HTuilV3cNkbecSJLud8","-3.550725517","-4.262684166"," 6.216306119","-0.172264438"," 2.079368602"," 3.705530437"," 3.810444939"," 0.062656337"," 0.335357192"," 0.003583747"," 0.031572931"
"XGWj0JwwzoIxRCIMY012","-3.980996481","-3.857813511"," 6.215563020","-0.172368445"," 2.079337152"," 3.887673557"," 3.705556718"," 0.062645982"," 0.335309808"," 0.002567608"," 0.031575327"
"sKScjaazfc7LL444C2l9","-3.8309470464","-3.9974241962"," 6.2156845651","-0.1723821651"," 2.0796737944"," 3.8923310877"," 3.6709525341"," 0.0629556488"," 0.3353926652"," 0.0008327927"," 0.0315749132"
"M9RUdJi97O6kNWBLrCwS","-3.47806370","-4.31611472"," 6.21492277","-0.17242168"," 2.07919059"," 3.69549245"," 3.78842422"," 0.06276811"," 0.33523173"," 0.00245782"," 0.03158527"
"SH3MrLQnqmrD7v1Rcp24","-2.434075553","-5.403240151"," 6.219393301","-0.171999088"," 2.079591118"," 3.044929672"," 3.924822958"," 0.101408281"," 0.335416096"," 0.004451279"," 0.031622390"
"BxpHjxcmgEgBh1IpqFKy","-4.605639559","-3.280646925"," 6.215763340","-0.172397090"," 2.079570834"," 4.022796990"," 3.515939838"," 0.062442325"," 0.335506678"," 0.002632206"," 0.031574901"
"klBYKKLqKzFIUPGTUqDz","-6.15014548","-1.83001793"," 6.21591771","-0.17235666"," 2.07935237"," 3.90449855"," 2.53846494"," 0.06302281"," 0.33534922"," 0.00187651"," 0.03157880"
"iSGHiAt0PaD6f9UzqmkS","-1.104505043","-6.863569265"," 6.215712892","-0.172355156"," 2.079597732"," 1.736787180"," 3.288906476"," 0.062695913"," 0.335324764"," 0.002702726"," 0.031580498"
"zkkJVactfQzmmf5Cg6FX","-2.69448753","-5.11992089"," 6.21866047","-0.17206613"," 2.07967084"," 3.18420762"," 3.96619792"," 0.12075833"," 0.33500937"," 0.00264630"," 0.03163405"
"veQlzFNTI4VAC3osccnI","-6.745115130","-1.209020684"," 6.215617378","-0.172406118"," 2.079062892"," 3.380757217"," 1.899486459"," 0.062191658"," 0.335387880"," 0.001661923"," 0.031581998"
"jkidIKQRUnQCqAtMxQrM","-4.978278501","-2.905614151"," 6.215979642","-0.172353910"," 2.079289187"," 4.147191656"," 3.209716255"," 0.062342961"," 0.335418415"," 0.001110088"," 0.031577332"
"uXZ6P3fF2He8yT1reSAz","-5.90274832","-2.05027239"," 6.21554223","-0.17236994"," 2.07960310"," 4.02877615"," 2.67235328"," 0.06327416"," 0.33539435"," 0.00242171"," 0.03157708"
"iUC6JiXiU4i2PImHQgNY","-6.080430421","-1.873162019"," 6.215765041","-0.172373173"," 2.079095040"," 3.921039732"," 2.572141391"," 0.063048870"," 0.335429355"," 0.001361493"," 0.031583050"
"9OnbtZmHTWwWrbGdqqCw","-1.31759956","-6.65786529"," 6.21641077","-0.17226238"," 2.07926436"," 2.02301875"," 3.52441297"," 0.06402265"," 0.33533769"," 0.00228078"," 0.03158943"
"mc9Ot7VsP1LbgXmlLuta","-6.282628483","-1.654717706"," 6.215899669","-0.172354489"," 2.079133259"," 3.763524037"," 2.386641775"," 0.062617152"," 0.335346655"," 0.001310303"," 0.031581271"
"KY4grxD9bLtb3pv5AmQc","-5.598283563","-2.301895168"," 6.216378194","-0.172313785"," 2.079371967"," 3.960082579"," 2.953019367"," 0.066386321"," 0.335484952"," 0.002569429"," 0.031574908"
"aZOgubZtPjIh1ickLRbd","-2.448549634","-5.397496464"," 6.219547963","-0.171964454"," 2.079721927"," 3.098976526"," 3.904679670"," 0.096215994"," 0.335504881"," 0.005409881"," 0.031671155"
"nfcdClqpmUQG5v5I3Jtr","-5.376044943","-2.476955600"," 6.217134722","-0.172250178"," 2.079036323"," 3.970970716"," 3.050364614"," 0.073304918"," 0.335408637"," 0.002905008"," 0.031582025"
"qdqEmMtp7F4KbKCAXLjW","-1.593433977","-6.355510274"," 6.231260866","-0.171769465"," 2.079425557"," 2.375978707"," 3.727837572"," 0.245853179"," 0.335656674"," 0.007431045"," 0.031737380"
"48HQzPR8EOffc9VmOZFE","-3.141928142","-4.775170359"," 6.222257836","-0.171996607"," 2.079151476"," 3.581231978"," 3.978465650"," 0.115149513"," 0.335557292"," 0.002168078"," 0.031642134"
"EnRswEb7FBeVc5mRHysJ","-4.085744839","-3.735712762"," 6.217673982","-0.172333632"," 2.079458963"," 3.871019710"," 3.695443075"," 0.099760408"," 0.335299502"," 0.002275874"," 0.031620274"
"cWJhAiv6sKaxGhRmCvc0","-3.29805286","-4.54623117"," 6.21927659","-0.17220697"," 2.07971326"," 3.60634997"," 3.90079619"," 0.09915500"," 0.33553306"," 0.00129096"," 0.03171495"
"77tADYwVkHPmpfi2bqUZ","-1.465430036","-6.481741657"," 6.217452100","-0.172246720"," 2.079145327"," 2.199097366"," 3.613518394"," 0.080037046"," 0.335514081"," 0.008543608"," 0.032050120"
"hQuA1TIFRo6q5xHvdDFv","-5.170850424","-2.692104990"," 6.215753418","-0.172365265"," 2.079372406"," 4.010925485"," 3.199267481"," 0.062578987"," 0.335399038"," 0.002207388"," 0.031573507"
"IFa9V0SqCtSCgJGe0U0s","-5.366170441","-2.462713768"," 6.216038042","-0.172391984"," 2.079307737"," 3.914124981"," 3.069761673"," 0.074523447"," 0.335480140"," 0.009298233"," 0.031616855"
"ppGjR4ICEhCzhWKgGNgI","-4.441743947","-3.380220812"," 6.217739942","-0.172326873"," 2.079015117"," 3.879878592"," 3.601452533"," 0.088821560"," 0.335421988"," 0.002793808"," 0.031650854"
"MtqP8haJHSwiSxNKXmPH","-5.577553483","-2.311487774"," 6.218685332","-0.172112198"," 2.079504250"," 3.919599582"," 3.010643529"," 0.107535006"," 0.335392439"," 0.005504558"," 0.031609792"
"Ut3BKbzfNBh97fJADlmp","-3.583495538","-4.244663871"," 6.218450467","-0.172285589"," 2.079327553"," 3.721124942"," 3.832543693"," 0.097802978"," 0.335585090"," 0.003772725"," 0.031729944"
"X5HZFFtehUcz58VzEQ4W","-0.700585598","-7.201116526"," 6.240753636","-0.171178603"," 2.079752985"," 1.094100499"," 2.705946227"," 0.270256750"," 0.335627286"," 0.009610576"," 0.032106756"
"l9IMIbLrpBqrrb1wLEPx","-0.906804686","-7.024936035"," 6.222741996","-0.171840455"," 2.079307031"," 1.435985662"," 3.010930613"," 0.154884562"," 0.335431661"," 0.008210098"," 0.032137475"
"fMnOHJVlHESMi9MHLt2g","-1.524162838","-6.330582882"," 6.214436624","-0.172521536"," 2.079817050"," 2.233307850"," 3.594067755"," 0.063373389"," 0.335324963"," 0.004588094"," 0.031606257"
"bHlN0Y0406LXFOIY0qXL","-2.049545585","-5.956273654"," 6.226411552","-0.171566794"," 2.079329768"," 2.855779626"," 3.938715015"," 0.149832422"," 0.335397489"," 0.009236587"," 0.031975315"
"Fg9VlUy8mMQ2QW5aL5EG","-5.033173710","-2.846394910"," 6.218936643","-0.172323874"," 2.079521407"," 4.014606534"," 3.317261854"," 0.111366569"," 0.335489653"," 0.003759526"," 0.031743915"
"ID4vpd5tNdAPsV7HNZyr","-6.329034678","-1.644663968"," 6.218062267","-0.172152364"," 2.079921437"," 3.749836328"," 2.430900995"," 0.085164295"," 0.335608248"," 0.005711139"," 0.031810801"
"r3B3Ul4xlsxzTSGrD64z","-0.90428946","-7.10521336"," 6.22748108","-0.17161109"," 2.07925524"," 1.45218816"," 3.11019527"," 0.16876024"," 0.33562729"," 0.01002042"," 0.03219785"
"bXH2EVhCvkZlatMEqcfR","-1.54731876","-6.39725849"," 6.22566016","-0.17167729"," 2.07921382"," 2.34550377"," 3.65004303"," 0.16435566"," 0.33531418"," 0.00945020"," 0.03206952"
"mPE01AREsFx9hLlqOVM1","-6.331869937","-1.667708089"," 6.226944863","-0.171925721"," 2.079784933"," 3.817402249"," 2.445841033"," 0.183647806"," 0.335535645"," 0.001854027"," 0.031807518"
"A2Sa6FqNLtjdYHwgyc5k","-6.97608110","-0.97048010"," 6.22741621","-0.17184972"," 2.07942348"," 3.10384506"," 1.60437116"," 0.17997823"," 0.33589138"," 0.00347058"," 0.03186171"
"NQpZ98bj4CdeFOTokDwh","-2.651426443","-5.255380907"," 6.239736065","-0.170864530"," 2.079986976"," 3.193696092"," 4.109425704"," 0.283742038"," 0.334971533"," 0.006384373"," 0.031912097"
"zPHiczy7fmCnwhpazVyy","-4.701308368","-3.135008083"," 6.228256988","-0.171868424"," 2.079479950"," 3.922954083"," 3.528390011"," 0.218443011"," 0.335246824"," 0.002388361"," 0.031715216"
"eN79Bv3NHfh4BP13UZ2C","-0.882900057","-7.035741892"," 6.231269405","-0.171371238"," 2.079147835"," 1.457540671"," 2.980393264"," 0.211997902"," 0.335648742"," 0.008002449"," 0.032603769"
"smqHN5KfiijLhDxkhhL5","-6.996056740","-1.045995963"," 6.219262846","-0.172100129"," 2.079192445"," 3.310872728"," 1.662233917"," 0.115351549"," 0.335223513"," 0.009042945"," 0.031908088"
"iKoFkhvx0dR31ksgo3My","-6.48256783","-1.52966727"," 6.22902691","-0.17165375"," 2.07938689"," 3.72472747"," 2.32827126"," 0.20568208"," 0.33534906"," 0.00634206"," 0.03189462"
"zVrGB0g5kaSuUI300GhM","-6.785454130","-1.223462292"," 6.227903011","-0.171613999"," 2.079902265"," 3.450453082"," 1.967538238"," 0.171455588"," 0.336085477"," 0.004421009"," 0.032063758"
"vZ2fqXwQB6TuugOWNzRC","-6.10339527","-1.87941136"," 6.22841212","-0.17098754"," 2.08025901"," 3.87141706"," 2.69498725"," 0.17574083"," 0.33411319"," 0.01230611"," 0.03197893"
"IacByfIH6dxgYnXQIvQI","-4.614115786","-3.247135293"," 6.219077119","-0.172068893"," 2.079974702"," 3.994421786"," 3.516399116"," 0.098899250"," 0.335520071"," 0.008370005"," 0.032003188"
"1j8JmvEvqy2zxc8fX0LP","-5.009981689","-2.849509747"," 6.231420719","-0.171567837"," 2.079797695"," 4.054956165"," 3.300959150"," 0.233734843"," 0.335803351"," 0.007032456"," 0.032163262"
"GKiwZDi9CU5Hsld9L8Zz","-6.464242112","-1.452863659"," 6.215708524","-0.172380578"," 2.079452686"," 3.592981445"," 2.174494852"," 0.062754279"," 0.335360075"," 0.002134797"," 0.031594141"
"cSbMs9fvz7R12Y93JmK5","-3.356000607","-4.488901714"," 6.217656314","-0.172256349"," 2.079463832"," 3.522858829"," 3.990447715"," 0.080636204"," 0.335367870"," 0.004379682"," 0.031645625"
"eZ4d1TDQH8AIkVhPKISN","-5.58649044","-2.36486256"," 6.23081881","-0.17143394"," 2.07989918"," 4.03097004"," 3.07379977"," 0.22303261"," 0.33460721"," 0.01041200"," 0.03229262"
"csR1Pji9W706S4EwS5vK","-7.02230042","-0.96603337"," 6.22916283","-0.17177449"," 2.07925409"," 3.15757978"," 1.58342854"," 0.20105135"," 0.33550516"," 0.01177214"," 0.03270207"
"d3QGkjTycpm48wpNRpmN","-5.402345609","-2.449020965"," 6.215939345","-0.172370015"," 2.079521152"," 3.986423750"," 3.018271057"," 0.063845563"," 0.335457720"," 0.003816563"," 0.031591445"
"QyHgxb9pbZsqhObKru9o","-0.65712698","-7.20724015"," 6.25458181","-0.17050256"," 2.07926987"," 1.06089186"," 2.61846219"," 0.32501987"," 0.33590689"," 0.01256365"," 0.03389255"
"q5BW5BYSp5JG2sxophWU","-4.75792152","-3.16771400"," 6.25261462","-0.17042702"," 2.08029796"," 4.05717565"," 3.62865450"," 0.36619155"," 0.33514021"," 0.01414520"," 0.03277423"
"9fC6xghVnmfyE9pfHJgK","-4.742503646","-3.095414682"," 6.277310010","-0.170005478"," 2.079449186"," 4.020154363"," 3.581160458"," 0.484225228"," 0.334969284"," 0.008224899"," 0.033322291"
"CVNAsbRTGj653iPZxKkE","-3.21127716","-4.62186481"," 6.24307486","-0.17096880"," 2.08002843"," 3.59798646"," 3.93725194"," 0.29336988"," 0.33545838"," 0.01284911"," 0.03424235"
"Frx55gIPWJL127ALN7HH","-6.464248019","-1.642325389"," 6.256186343","-0.170561646"," 2.079881677"," 3.948989737"," 2.496805182"," 0.359606970"," 0.335073514"," 0.009772106"," 0.033383835"
"evdlzEMMG44om3i20oHA","-1.03216082","-6.93139200"," 6.24029595","-0.17098771"," 2.07945732"," 1.75116282"," 3.23165522"," 0.29083433"," 0.33527216"," 0.01045661"," 0.03332533"
"PhJwA3Qw2NjHc3KIVzFn","-6.277508536","-1.698185242"," 6.229637233","-0.171791901"," 2.079961611"," 3.868818126"," 2.432399450"," 0.228553855"," 0.336005184"," 0.009367773"," 0.032921888"
"qgj7OVC5VBy8Q0INZkdZ","-7.10911678","-0.87714726"," 6.27480230","-0.17022311"," 2.07949459"," 3.14611431"," 1.59073042"," 0.46382501"," 0.33690330"," 0.01091358"," 0.03485288"
"nI2J5eRYId1Qf5XeeSqs","-4.816298983","-2.996670111"," 6.228503681","-0.171740876"," 2.079912667"," 3.869608533"," 3.488142535"," 0.195966350"," 0.335945820"," 0.009367413"," 0.032153087"
"PJTUWmeHvL4ANUJLwH1L","-3.124407036","-4.765236173"," 6.246292120","-0.170691058"," 2.079823673"," 3.489641958"," 4.094890986"," 0.291979225"," 0.335481862"," 0.009193385"," 0.032440040"
