X,OFV,AIC,BIC,BICc,chosenDegree,standardError,run
4,-620395.200790596,-620353.200790596,-620250.137929737,-620193.015404378,5,488.143056345804,1703291768_75379
5,-620348.39296272,-620306.39296272,-620203.330101862,-620146.207576502,5,518.931471600621,1702222958_00085
2,-620195.170310345,-620153.170310345,-620050.107449486,-619992.984924126,5,402.533970921771,1703844077_32421
1,-619452.426611594,-619410.426611594,-619307.363750735,-619250.241225375,5,898.395154771418,1703581421_7293
5,-617564.166532921,-617522.166532921,-617419.103672062,-617361.981146702,5,5406.57231175514,1703752387_62281
5,-617302.247246899,-617260.247246899,-617157.18438604,-617100.06186068,5,594.788850122743,1700993838_5818
4,-616489.285778022,-616447.285778022,-616344.222917163,-616287.100391803,5,407.119586047405,1700952806_63357
5,-615125.758356333,-615083.758356333,-614980.695495475,-614923.572970115,5,654.479630355371,1703319487_87078
6,-610884.671130526,-610842.671130526,-610739.608269667,-610682.485744307,5,466.104757060915,1701035005_32203
1,-610805.765051072,-610763.765051072,-610660.702190214,-610603.579664854,5,430.748561781754,1703793486_09125
2,-610682.021508417,-610640.021508417,-610536.958647558,-610479.836122198,5,481.136844137653,1700874790_04127
1,-610496.608917636,-610454.608917636,-610351.546056777,-610294.423531418,5,456.864896283893,1703358660_24805
5,-609448.475298845,-609406.475298845,-609303.412437987,-609246.289912627,5,435.478600502411,1703335030_06916
5,-608688.221088581,-608646.221088581,-608543.158227722,-608486.035702362,5,411.159242725001,1703957768_40017
5,-604594.551722239,-604552.551722239,-604449.48886138,-604392.36633602,5,1108.40617964128,1703540029_62867
4,-603005.528884439,-602963.528884439,-602860.46602358,-602803.343498221,5,489.725618516165,1703717575_90501
4,-598208.162502859,-598166.162502859,-598063.099642,-598005.97711664,5,2660.93098631131,1700955884_43193
2,-584813.27012833,-584771.27012833,-584668.207267471,-584611.084742112,5,516.844789997291,1703416152_67538
3,-584392.36036865,-584350.36036865,-584247.297507791,-584190.174982432,5,646.315774841015,1700912719_49373
3,-582118.654434188,-582076.654434188,-581973.591573329,-581916.46904797,5,532.320156378021,1703877195_60538
2,-581721.317617873,-581679.317617873,-581576.254757014,-581519.132231654,5,5898.54251173598,1703622749_22023
4,-578964.638157236,-578922.638157236,-578819.575296377,-578762.452771018,5,440.486035190757,1704114902_6166
4,-577386.505530865,-577344.505530865,-577241.442670006,-577184.320144647,5,1611.6257273307,1702180755_12905
4,-574700.84857398,-574658.84857398,-574555.785713121,-574498.663187761,5,852.803203002978,1703495204_4147
1,-571372.813797372,-571330.813797372,-571227.750936514,-571170.628411154,5,439.681466544555,1703799922_6035
3,-568725.665611829,-568683.665611829,-568580.602750971,-568523.480225611,5,1349.83739010711,1703668918_42529
2,-559354.551982863,-559312.551982863,-559209.489122004,-559152.366596644,5,1062.91153231554,1703836088_05549
2,-554051.207228333,-554009.207228333,-553906.144367474,-553849.021842115,5,459.92906933526,1704040043_74624
1,-552989.668922559,-552947.668922559,-552844.6060617,-552787.483536341,5,704.063217786224,1703162690_77839
5,-534997.204094723,-534955.204094723,-534852.141233865,-534795.018708505,5,1032.44037839226,1703517126_2864
1,-447062.072327447,-447020.072327447,-446917.009466589,-446859.886941229,5,525.036334582666,1703574428_03973
