run,a,delta1m0_pop,delta2_pop,e0_m0_pop,gamma_pop,k1m0_pop,k2_pop,k2m0scale_pop,offset_pop,omega_delta1m0,omega_delta2,omega_e0_m0,omega_gamma,omega_k1m0,omega_k2,omega_k2m0scale,omega_offset,omega_r0_m0,omega_tBegin,r0_m0_pop,tBegin_pop
1700875268_66656,0.0349636273143366,1.22483439961296,0.578362411306848,-1.49161288583544,-4.61358365445279,0.592036850254573,-0.240971685271204,11.6780795652703,2.1302151808891,3.11069765464889,2.91125473650437,2.01329882457169,2.82087946435529,1.76939787271827,1.58875840200642,1.25201758452149,0.383975516173192,1.73387940493332,0.686296284413291,-0.816122446901489,-0.358964334527944
1700999539_47222,0.0352297775057913,1.24253465677203,-0.715973268885585,-1.08280776779689,-2.15404726499584,-0.644012370726344,-2.64536060425367,11.7274468577629,2.12946632338997,3.19373634557907,3.64626227800909,1.76398061216652,2.80832197643138,2.16163375115833,2.42118400482088,1.34172211354383,0.383835633596203,1.70578758738629,0.701367243271914,0.2533836207297,-0.369882195918391
1703243481_30393,0.0353336761146682,0.504104611915603,-0.225106016301901,-0.335579730794214,-5.01790890686531,0.454275142966262,-0.197459041765601,11.5429322736968,2.13081355863894,3.08595186577225,2.28377708075628,1.86367581254766,2.35533702497239,1.50091456615348,1.47525617642251,1.08020030354753,0.38396736410941,1.54887535126679,0.693667929344189,-0.4813206195477,-0.360381668801363
1704119821_12796,0.0346248189742157,0.98714278837343,-1.84186785638147,-1.37228513384086,-2.0560406397781,-1.52909923046294,-1.11026480707589,13.905234690578,2.1294824719167,2.99064762344977,4.31424394893208,1.55302535293605,3.00877247015017,2.15174126408107,2.43291680725911,1.38671045278116,0.384387886485096,1.79787793480372,0.707076388019395,-1.13415172067885,-0.375877857926805
1703455947_87625,0.0354414447503398,-1.53352812471696,-0.323833015162735,1.10527755848694,-4.02342509124487,1.45358735066907,-1.34846775727047,11.5666482959311,2.13097860857679,3.03309550859557,1.7295989369037,2.18450031694828,2.43890222894959,1.45427266637559,1.65247120122704,1.25247367529583,0.384133100627756,1.47588400598978,0.68266035051715,-1.40365617611946,-0.35251669346213
1703760708_73053,0.0353223702215368,-2.32177831037668,-2.17352387174547,0.299279860560681,-2.94139069853565,0.57732784781273,-0.531124600250367,12.1690956780898,2.12855372425369,2.8033152081241,5.19722684212113,1.95563112807344,2.34184798338932,1.49918958137522,1.59755383352343,1.11195984646811,0.383827964143357,1.54760410402708,0.702467028911308,-1.53435113079851,-0.374209480720524
1703398264_83852,0.0357162744146022,-0.132875380424318,0.763476480856513,-0.692985046219237,-2.32257667390398,0.0845176792034381,-2.32463205240745,11.4692839546563,2.12839004543462,3.14641221373352,3.91559755385913,1.93507737871622,2.45598212214078,2.01204943896109,2.04020080033445,1.34635138069457,0.383426841114455,1.59783355852922,0.697415329440812,-0.24469798920358,-0.36973727277182
1703885318_88291,0.0356852381347646,0.16773752722008,-1.50047035882562,-0.391310492292031,-3.03672149754038,1.31128563777771,-1.55075481362147,11.7877086131615,2.13146917595,3.1831168457166,3.44448240271058,1.70330168131128,2.50742574745641,1.81716051078192,1.86186128630361,1.19125370513653,0.384232740178639,1.5274229842043,0.686868007333977,-1.40164000296122,-0.352966888771613
1702099240_55893,0.036028811478031,-0.451116027451421,-0.0299231016913794,-0.165089421361633,-4.28352276239499,0.900411983577469,-0.500639470748726,11.0313424538646,2.13068644582232,3.37489761563523,1.92569387585679,2.1957536123911,2.49234723728971,1.42087610555338,1.41005861325428,1.24617626143298,0.384060393161125,1.52335508386593,0.682502102740803,-0.454934120546428,-0.356132426883461
1703917771_23488,0.0354639058147546,1.19656369948841,1.40199608523548,-2.17366949226599,-1.72397657877754,-0.515150191758638,-2.03420105371186,13.1715879141177,2.12958939597501,3.45184455949877,5.10245850077051,1.82470418568988,3.03547776422045,2.27200512769365,2.58722222217626,1.38118729358656,0.383982639152348,1.78022629096222,0.695839719789857,-1.27392197745201,-0.365781373652642
1703255365_8632,0.0358986906258013,-2.99439718872632,0.741255349216098,1.52907429462064,-3.96934018992102,1.0170021959035,-0.566094825231854,12.1438211525542,2.13016223157518,2.85883892929152,3.25144875218989,2.30458735358278,2.4549751459788,1.5163619377515,1.57747083303221,1.07331393521418,0.384322477834408,1.57517071634387,0.687793711096711,-1.77331303912096,-0.361336261383524
1703162690_76417,0.0356874668953458,2.92426803771179,2.97086897671,-2.78046357762014,-3.08412686743395,-0.619597401593501,-1.83263236409633,11.5807949833994,2.12975302039364,3.32581015084289,4.37303031254906,2.10432258702587,3.05147223017526,2.09915510202004,2.29497548596385,1.34450394823394,0.383925881871522,1.8253698482784,0.69170188202215,0.421981827435279,-0.364921610726844
1703673579_74266,0.0356156117777511,1.9439102975887,-2.53922713850735,-1.05031465927417,-0.915494684058278,-1.65534544226341,-3.51090921995164,12.3326494855153,2.13004169312896,3.50046589795636,3.21809780744829,1.29897117339724,2.5403479501423,2.28310991031279,2.71461668159499,1.54040286276608,0.383835376735043,1.49751939947787,0.704439557797412,0.785153150159304,-0.368361660292599
1704159400_33307,0.0356704974911643,0.601959554527318,2.83665009758601,-0.75350115103006,-4.89704405832713,-0.172333439499625,-0.427062323478705,12.6711035529905,2.13019054620177,2.98235928951948,3.86058190286911,2.0634464822423,2.22538770340484,1.73040220079924,1.66557597520703,1.11726227274271,0.384453820832909,1.66880254788193,0.687540758756663,-1.19036415827472,-0.363570269620273
1703375851_51596,0.036118341963686,3.04059395457263,0.161406890486682,-2.20317829629345,-4.1693405682956,-0.332858243567862,-0.625033413419806,10.6517847933599,2.13189038184796,3.56794954906135,2.81770064969816,1.8723688084318,3.01893463949933,1.75137172979754,1.81875962263164,1.22314376474974,0.384562926606039,1.55608644856135,0.68792327647674,1.22060116750525,-0.357302055866056
1700838044_72516,0.0366496180546588,-3.71920619455347,-2.80507644130975,1.20506015883712,-2.56748258516796,0.80857432195483,-0.664803537582231,12.9660074290775,2.12991750615919,2.56214271117262,6.71471877972764,1.98902401286227,2.44562547064514,1.73725947284371,2.02617491830524,1.11526502296193,0.384192039237791,1.55482489477901,0.696253824545662,-2.40765846521377,-0.365344324772757
1703291768_75379,0.0366460401142118,-0.675292929455175,0.0929249053084537,-0.0859211221661718,-4.19642119284343,0.554522280380348,-0.353203523369578,11.0490132632145,2.13275449723849,3.43133824179547,1.71052323840168,2.33750388704605,2.56866933539181,1.71900745365148,1.75147550387142,1.26919965923934,0.385463451049019,1.62848722364451,0.680004924507197,-0.0425488455821112,-0.352784011669808
1702222958_00085,0.0361979660691493,-1.54417645628017,-2.50643490902806,0.242498998776367,-3.26595127333577,-0.494676737741297,-0.182886521011702,13.3795334783691,2.12974523376242,3.00191889077997,4.29889012336842,1.62858871889968,2.65958101354501,2.01765466190682,1.90974392347762,1.21347247173744,0.38417647895866,1.75314142766491,0.700245334872752,-1.54870506015114,-0.368891972398532
1703844077_32421,0.0366479179027725,1.45149051937981,-4.00630091433962,-0.743110195453903,-1.57923356754848,-0.395247140639668,-2.07672647642842,13.3528260875727,2.13031170287567,3.01770585850161,3.2966692997938,1.0346981144503,2.63680529194387,2.15541619146705,2.59357230375568,1.39292358081946,0.384109869234426,1.7439050680758,0.696214717577764,-1.47212257786293,-0.36447177935562
1703581421_7293,0.0372417319251036,-1.25272206340052,-2.12571884886952,-0.991590342584563,-2.18267975493606,0.475778288433368,-0.342784502050749,12.9172914994895,2.13117636879678,2.51353078882798,6.42386125606743,1.62951899266525,2.28666597831306,1.79739973536714,2.10332886271137,1.14942055352835,0.383794984167336,1.51440853282898,0.698781447426246,-2.00122335287288,-0.36503714097654
1703752387_62281,0.0363582755660732,1.66707836203439,-1.15175628654459,-1.01165551636965,-2.50033737760445,0.136857162312323,-2.31190345572766,11.9816587725751,2.13094471770833,3.27915288930457,3.98829662260252,1.6596622401746,2.87591339711134,2.10085744413356,2.29410413449485,1.29975849302846,0.383756720915485,1.67682261998344,0.697388914850403,-0.551551285277662,-0.360840314998487
1700993838_5818,0.0363858356842383,-1.57060460778295,-1.50885115079958,0.286122996369947,-1.12254076825763,-1.32592899869783,-2.74189645738163,13.2086266439453,2.13021379338661,3.71024010925422,4.27095848945962,2.20373989147528,2.77438416679702,2.52287950406849,2.34888533768058,1.58716218766214,0.384416018051252,1.70361445344567,0.698248029394573,-0.531651343130699,-0.368247348852504
1700952806_63357,0.0365591647787148,3.8393843482784,0.48026008296786,-1.67304095748258,-5.60437945648695,1.27647393095465,-0.479387194688964,11.7176428118707,2.13300303585845,3.09368092467112,2.54122887575492,1.54265418608215,2.27926948053763,1.52865067456041,1.60924953101017,1.07409026347847,0.384499328187242,1.51134485874212,0.678760248360329,-1.04659387032163,-0.343026187700883
1703319487_87078,0.0372691941184529,-3.39903747591327,-0.921256605441366,0.537015498027452,-1.89831033247048,-0.262827502933528,-0.756260476105708,11.8194467169557,2.13080072185189,2.65138348630219,4.91834389026953,1.90608412391577,2.33571477423671,1.98052835841101,2.16350160669471,1.25609494900725,0.384308205379903,1.51722356329136,0.696772623863189,-0.241438576965931,-0.367249739161615
1701035005_32203,0.0370514467938589,0.722554906356388,-0.495309925727237,0.436241569533674,-4.26281200784425,0.652289033748239,-1.66960535926912,11.8518995903609,2.13022126436183,3.20760535991996,2.68785434523927,1.83298543195519,2.42306996448556,1.76567497739104,1.82364547121699,1.05230581206162,0.383172603889696,1.66876453144031,0.686970524203451,-0.681331750695477,-0.351158191788734
1703793486_09125,0.0372755913443205,0.326270503035545,-1.93674999043406,-0.0772817658413621,-4.04608418478034,1.31526501394543,-0.714272412217628,12.9479656604651,2.13408774433674,3.30236435797824,3.7500533483463,1.47035136644198,2.91494338600091,1.99019108424608,2.00520624625273,1.16631037060555,0.384624115952054,1.68863296627216,0.67285124026253,-2.32067444303022,-0.341561961443531
1700874790_04127,0.0371366761387617,0.340375985282216,1.76938418920499,-0.142337446837788,-5.12834069371333,1.14871724535378,-0.680827221353151,13.1967947876873,2.13264559485921,2.90928217226402,3.23459894643927,2.09630519812435,2.28233280372897,1.85934644022581,1.5227431836989,1.14642381579513,0.384973127006448,1.66074361372031,0.683011557032178,-2.64479065435924,-0.348892539565436
1703358660_24805,0.0380282986477523,-2.45609566445522,-0.614753588728365,1.01952181766191,-2.47733166366732,0.315027300776329,-1.79215499428499,10.7525123015201,2.13003924654602,3.34000486996712,2.29575032688678,2.22445576319494,2.15033342610636,1.75310635109331,1.85327330652187,1.32999097639551,0.383705010870352,1.56100517194346,0.689557362365679,0.411631975524083,-0.360669793139514
1703335030_06916,0.0368860055465232,-0.992379671224845,-3.32825502476089,0.244540362360605,-1.93917050244542,-0.708830719638484,-1.81888919757446,14.1637912202452,2.13064191931539,3.54326357818486,4.81857638151698,1.8826709235287,3.03145497112948,2.24777572373436,2.27687934566655,1.34724396694778,0.384473223617069,1.82108479603952,0.694756692833315,-1.94070910123633,-0.361963342727386
1703957768_40017,0.0373816707092691,-0.662010523365925,-0.151493414942798,0.312339315498645,-4.43634543335727,1.67167308949818,-0.717946316884664,12.9085359868543,2.13544484050379,3.18222043590594,3.37410756723672,1.9909351496532,2.7098037080854,2.04195931663813,1.77552856246626,1.21604246452365,0.387278215715159,1.5439350052091,0.67373979184209,-2.65999602268448,-0.340641793748074
1703540029_62867,0.0391149242809788,1.74949040462365,-1.22251696539374,-1.94595432234898,-1.27744253563322,-0.751310184394605,-2.55111746746616,11.7084105337784,2.13356696027081,3.54938456045063,2.42019430112336,1.69267682296192,2.58706213305679,2.50980885890218,3.43548660680164,1.52519447879252,0.389957830552981,1.4612618189865,0.695714879061182,0.606524294519907,-0.361879696948551
1703717575_90501,0.0378338762652426,0.930219056830704,3.45530479768297,-0.933419820716908,-3.73783571579564,0.392314322425522,-1.60425886552014,13.0877497832462,2.13217106404924,3.40446489020724,4.2564914177412,2.06509647985391,2.70904764554606,1.88582847540895,2.06493814271019,1.30557050633894,0.38458069181146,1.71584909476058,0.694003529482368,-1.91230514821903,-0.36030294500304
1700955884_43193,0.0399291490211499,1.5104272417365,-1.23409868701573,-0.191187089388558,-3.50505032693046,1.014941692836,-1.69239908188759,11.128292734904,2.13291554767279,4.06103910636626,2.68092463692114,1.94697845163286,2.55446922141412,1.97301475107103,1.7873661146111,1.27941177181134,0.383620694294165,1.64974955011054,0.673287788896324,0.0347226008779466,-0.338813166244163
1703416152_67538,0.0410145486563487,-3.81584119611396,-0.188210792449504,2.76440891761078,-4.31145869610788,2.50035817444602,-0.117579196733911,12.5363790600419,2.13771370835357,2.8066519407275,1.24874417532274,2.118179857621,2.61640988708776,2.57532697224098,2.0462921631255,1.10049431578111,0.384892179619876,1.52875947916513,0.660220751135548,-2.4555017720181,-0.319326362514901
1700912719_49373,0.040065584978487,2.24472326767269,-1.19562412326929,-0.416152395178569,-4.01566675757839,-1.38168225417169,-1.0317223129439,12.1224381344161,2.13483447574486,3.9101690796799,3.33190140603754,2.04729546010562,2.98980862265847,2.02887921776424,2.37814205081799,1.25969196151732,0.384966420534826,1.8955391423893,0.680364814321468,1.37658231590222,-0.342602276414306
1703877195_60538,0.0404765269835902,-0.674169553451735,-0.926969084227508,1.12520411594125,-4.16368117726195,0.194524374930569,-1.05934164586171,14.5363660229044,2.13491912043085,3.69074729792645,4.38736540061442,2.06134857508099,2.76739062675157,2.20436914510442,2.06798048085367,1.29777607580134,0.38616194382772,1.92255932352095,0.674365473958411,-2.73582186747656,-0.340300997125744
1703622749_22023,0.0404601536852385,2.28737121550486,-0.110104046588981,-1.87591682542515,-4.43056431931667,0.236730804460493,0.42880733487114,11.0897658900255,2.13722468817654,3.8772830662394,2.69486680413513,1.92990788100668,3.33768070261209,2.25713157556722,2.92558379448301,1.34847545928221,0.386639795234382,1.91954638894144,0.667721370616248,0.99574043751876,-0.331113236021051
1704114902_6166,0.0409389590367745,0.725573666576261,-1.60083454599178,-0.324121937310887,-0.0694343438075004,-2.18282341748152,-4.05198809741032,13.5085129502425,2.13614120941738,4.74823949640829,2.67374619110039,2.1337268984259,2.76148162299518,2.67300164918205,2.3717632303344,1.68352774387423,0.386606777570859,1.64727761893938,0.688481356037092,0.630987338250446,-0.34839580257756
1702180755_12905,0.0408522188905535,2.13988580401296,1.41175044175032,-0.625970628250108,-4.31726780561446,1.13581604768051,-1.58745727617483,13.0416564900861,2.13482316803666,3.238200164537,4.29169391059229,1.76251479168575,2.46793288832683,1.68270140508151,1.78713089258225,1.12823911369508,0.384603829151845,1.69494163507637,0.686122289837657,-2.1706648200928,-0.344953396757768
1703495204_4147,0.0412201903461359,3.95220676704145,1.4274173552185,-1.70734942643028,-4.81420958525352,-0.05602716363863,-0.773319722468806,11.0416076495364,2.1352521738254,3.97465233627576,3.48308897136044,2.06270678511441,2.69183182040078,2.05748647008401,1.95882840320888,1.24142147314621,0.384636515651443,1.87126472817599,0.672820465900909,1.22124045433154,-0.336723764525843
1703799922_6035,0.0418921444924367,0.835118969390233,-1.16373097515369,-0.434992003025376,-3.28489941576433,-0.930158300676592,-0.767238799398113,12.0662342182109,2.13419506402707,4.45554025615489,2.82168498058372,2.10158619579546,3.19889579908939,2.60633528973773,2.81431475237076,1.52214779449356,0.38391138769107,1.9975156778952,0.677471941581091,1.0251328982816,-0.340631396245003
1703668918_42529,0.041654357912836,3.12370480652585,-1.27175062501693,-0.523465600807792,-3.74115657489817,0.68820812301167,-1.68421139515458,12.8132668714968,2.13357450002224,3.87430752541836,3.47935670608732,1.69977965356316,3.00166818957528,2.1860512010371,2.16958363266323,1.23891553649521,0.383586910488182,1.70454183075641,0.671589612695784,-1.09524084989371,-0.335341823010227
1703836088_05549,0.0431909701335902,1.76549103319531,-0.399793373474342,0.253115470694671,-2.68575698587532,0.0248000716635958,-3.2787755001695,12.8509369108786,2.13401412822817,3.30626916749071,4.53175307870339,1.95809820492915,2.45444947451191,2.18723566849049,2.10492456632565,1.21764702038125,0.382927885463349,1.95604326887791,0.685108840656041,-0.635530813037256,-0.340628105402287
1704040043_74624,0.0433664866624287,1.94608412864819,0.29838571687623,-1.4770102907968,-0.145185569194911,-3.37860350750643,-4.12292680060366,13.0501745339415,2.13671284281927,5.13491475371549,2.71445292244349,2.75811903175018,2.90819251794296,2.41845527423895,3.13017686170511,1.74095107934305,0.389105539893972,1.91372744244031,0.694512508204739,2.32879036450423,-0.350570060659101
1703162690_77839,0.0444194798270787,0.804184344861638,-0.952215457299728,-1.10272906724661,-4.81016451832801,-0.440698754645113,2.20517645341893,12.0565940427708,2.14434730359274,4.05228252119034,2.4450279210022,1.58083367590222,3.04124786591991,1.78714804371388,2.59548385922471,1.03365582875413,0.390028734171016,1.81851562832555,0.66285550690966,0.93902633763391,-0.31679163811687
1703517126_2864,0.0472289895414825,2.0238983300496,-0.0437050508458616,-0.947068314444488,-5.61870061988457,2.24705095099244,1.79275929495217,11.51858000472,2.148491953229,4.00936999866922,1.846645737589,1.96298850319835,2.76626893345364,2.71745615241816,2.93012974452333,1.29006090454902,0.389797748351568,2.12511698878828,0.645270027299107,-0.0815055415901201,-0.291097105971425
1703574428_03973,0.0587541537028594,5.19609976355487,-1.10157346764744,1.39290840513246,-4.38883031784998,0.802815106204058,-1.82251844816656,13.0345631392183,2.15072483219563,4.04167694271064,2.62064473627629,2.02745094680134,1.76825004767324,2.29764760212788,1.73107344342711,1.32503145892441,0.386960882753648,2.29500524978547,0.630314337799888,1.93672629391569,-0.267182995979072
