X,OFV,AIC,BIC,BICc,chosenDegree,standardError,run
8,-63137.0844638617,-63095.0844638617,-63040.3758899559,-62983.2533645961,5,29.5006116077162,1700847454_51257
28,-63061.2406587157,-63019.2406587157,-62964.5320848099,-62907.4095594501,5,25.2729367940808,1700871883_06306
43,-63051.0230107244,-63009.0230107244,-62954.3144368187,-62897.1919114589,5,26.1245919337167,1700891533_07764
36,-62967.3847385166,-62925.3847385166,-62870.6761646108,-62813.553639251,5,38.1891360591046,1700881673_79884
42,-62894.5015788117,-62852.5015788117,-62797.7930049059,-62740.6704795461,5,36.9939181480929,1700890232_1402
2,-62884.2866522372,-62842.2866522372,-62787.5780783315,-62730.4555529717,5,267.752438240044,1700839225_21572
30,-62878.4377408936,-62836.4377408936,-62781.7291669878,-62724.606641628,5,66.6727757917611,1700874732_35313
12,-62759.7037249338,-62717.7037249338,-62662.9951510281,-62605.8726256683,5,29.7563253584197,1700852512_89111
21,-62640.0489850225,-62598.0489850225,-62543.3404111167,-62486.2178857569,5,37.660157533265,1700863745_1199
1,-62630.4087947958,-62588.4087947958,-62533.7002208901,-62476.5776955303,5,31.0675192503055,1700838034_5113
4,-62613.046579701,-62571.046579701,-62516.3380057952,-62459.2154804354,5,93.4623179630759,1700841502_19501
44,-62456.9134461085,-62414.9134461085,-62360.2048722027,-62303.0823468429,5,24.124820922279,1700891099_06577
43,-62381.4793874122,-62339.4793874122,-62284.7708135064,-62227.6482881466,5,53.7864669345198,1700889524_00287
39,-62377.9733309907,-62335.9733309907,-62281.264757085,-62224.1422317252,5,31.2954540914704,1700885237_55634
47,-62340.9725134866,-62298.9725134866,-62244.2639395808,-62187.141414221,5,22.5057607666744,1700895076_69956
49,-62320.4441348659,-62278.4441348659,-62223.7355609602,-62166.6130356004,5,39.9483590089102,1700897619_03764
4,-62076.504106394,-62034.504106394,-61979.7955324882,-61922.6730071285,5,27.257683385839,1700841666_89791
13,-62039.3591026951,-61997.3591026951,-61942.6505287893,-61885.5280034295,5,28.3002687909847,1700853609_94267
1,-61983.2516715481,-61941.2516715481,-61886.5430976423,-61829.4205722825,5,53.7077376641795,1700838034_46562
11,-61961.0075032525,-61919.0075032525,-61864.2989293467,-61807.1764039869,5,32.121330124189,1700851144_28209
38,-61943.9777271907,-61901.9777271907,-61847.2691532849,-61790.1466279251,5,37.3323360216177,1700885304_06816
45,-61874.9190457564,-61832.9190457564,-61778.2104718506,-61721.0879464908,5,32.0355494802643,1700892521_9018
11,-61855.5959554025,-61813.5959554025,-61758.8873814967,-61701.7648561369,5,36.2416587383141,1700850003_70497
7,-61752.3689832742,-61710.3689832742,-61655.6604093684,-61598.5378840086,5,101.494787853742,1700844968_87256
48,-61715.4254551714,-61673.4254551714,-61618.7168812656,-61561.5943559058,5,28.1067602802849,1700896362_12855
14,-61583.6085463228,-61541.6085463228,-61486.8999724171,-61429.7774470573,5,59.2644610665008,1700854855_29945
21,-61370.2496532742,-61328.2496532742,-61273.5410793685,-61216.4185540087,5,25.2719734359321,1700863302_76761
41,-61337.7524302137,-61295.7524302137,-61241.0438563079,-61183.9213309481,5,24.8175565595616,1700889132_99388
13,-61283.2139672944,-61241.2139672944,-61186.5053933886,-61129.3828680288,5,42.8762047000412,1700852566_23145
30,-61234.817347901,-61192.817347901,-61138.1087739952,-61080.9862486354,5,32.117096522856,1700874478_38901
28,-61117.0701542978,-61075.0701542978,-61020.3615803921,-60963.2390550323,5,27.5193893449877,1700872226_59744
44,-60898.525453869,-60856.525453869,-60801.8168799632,-60744.6943546034,5,46.3152707478262,1700892547_16622
15,-60828.1080546419,-60786.1080546419,-60731.3994807361,-60674.2769553763,5,76.5509151686317,1700856157_7905
22,-60816.3882914203,-60774.3882914203,-60719.6797175146,-60662.5571921548,5,27.6714179985039,1700864852_05117
20,-60790.9562807914,-60748.9562807914,-60694.2477068857,-60637.1251815259,5,35.9707584575365,1700862012_05292
8,-60598.8442239532,-60556.8442239532,-60502.1356500474,-60445.0131246876,5,27.0454823720074,1700846096_47233
37,-60517.6371476689,-60475.6371476689,-60420.9285737631,-60363.8060484033,5,26.2766973212083,1700882964_69985
24,-60114.5116383577,-60072.5116383577,-60017.8030644519,-59960.6805390921,5,30.7808356497311,1700866798_03152
35,-60038.2515987454,-59996.2515987454,-59941.5430248396,-59884.4204994798,5,35.7491180399841,1700880496_76717
3,-60014.4742456856,-59972.4742456856,-59917.7656717799,-59860.6431464201,5,30.7235909883786,1700840550_44164
27,-59884.4442973639,-59842.4442973639,-59787.7357234581,-59730.6131980983,5,28.546553197644,1700870933_15971
25,-59570.0670119585,-59528.0670119585,-59473.3584380528,-59416.235912693,5,72.0090887991458,1700868001_1556
9,-59196.2941244051,-59154.2941244051,-59099.5855504993,-59042.4630251396,5,30.0410460619332,1700847409_36078
5,-58603.6706574589,-58561.6706574589,-58506.9620835531,-58449.8395581933,5,35.8959811344602,1700843067_37205
46,-58076.4973258018,-58034.4973258018,-57979.7887518961,-57922.6662265363,5,61.1175183131636,1700895485_92978
29,-56946.2785490907,-56904.2785490907,-56849.569975185,-56792.4474498252,5,39.3397411261028,1700873229_02728
27,-56639.2254210624,-56597.2254210624,-56542.5168471566,-56485.3943217968,5,165.976299058369,1700871109_07208
36,-56600.6071649232,-56558.6071649232,-56503.8985910175,-56446.7760656577,5,47.6519297582771,1700882623_59691
14,-56591.8174386386,-56549.8174386386,-56495.1088647329,-56437.9863393731,5,35.5875217510427,1700853835_67215
33,-55985.0689433998,-55943.0689433998,-55888.3603694941,-55831.2378441343,5,38.7714613601417,1700878423_48696
6,-55465.3108446426,-55423.3108446426,-55368.6022707369,-55311.4797453771,5,26.5024903133971,1700844916_85055
46,-53880.6856090616,-53838.6856090616,-53783.9770351559,-53726.8545097961,5,92.773139165262,1700893463_91956
12,-53635.2468381774,-53593.2468381774,-53538.5382642716,-53481.4157389118,5,29.6502128583721,1700851009_41105
7,-52413.1819002366,-52371.1819002366,-52316.4733263309,-52259.3508009711,5,53.0677053999961,1700846030_44696
16,-52116.1606744061,-52074.1606744061,-52019.4521005004,-51962.3295751406,5,35.5862078067995,1700857062_99329
3,-51661.6672253828,-51619.6672253828,-51564.958651477,-51507.8361261172,5,30.6840924270441,1700840277_86604
48,-50516.0032942968,-50474.0032942968,-50419.2947203911,-50362.1721950313,5,39.5109744136975,1700898327_74868
9,-50326.9383030993,-50284.9383030993,-50230.2297291936,-50173.1072038338,5,148.98224838086,1700848626_56711
47,-49599.0966436602,-49557.0966436602,-49502.3880697544,-49445.2655443946,5,30.5677681456635,1700896580_19315
26,-43858.8277099531,-43816.8277099531,-43762.1191360473,-43704.9966106876,5,32.9069516701238,1700869346_36551
