X,OFV,AIC,BIC,BICc,chosenDegree,standardError,run
1,-313909.048044161,-313867.048044161,-313778.541274094,-313721.418748734,5,263.556030466268,1703163501_90925
3,-313757.77542418,-313715.77542418,-313627.268654114,-313570.146128754,5,630.855146429169,1702097881_52627
1,-313583.204134847,-313541.204134847,-313452.69736478,-313395.57483942,5,336.309536025305,1703261796_52658
4,-313423.255473327,-313381.255473327,-313292.74870326,-313235.6261779,5,1544.6740583725,1704078428_14732
4,-313332.85553321,-313290.85553321,-313202.348763143,-313145.226237783,5,294.611343497542,1703328917_95593
1,-313063.694205941,-313021.694205941,-312933.187435874,-312876.064910514,5,254.354505313867,1703163503_28523
5,-312929.452920939,-312887.452920939,-312798.946150872,-312741.823625512,5,391.29507289695,1703247203_92061
5,-312495.550448789,-312453.550448789,-312365.043678722,-312307.921153362,5,1313.25573420026,1703448342_74484
4,-312443.958502833,-312401.958502833,-312313.451732766,-312256.329207406,5,374.387866525879,1703922638_64666
3,-312433.365815536,-312391.365815536,-312302.859045469,-312245.736520109,5,2753.1575587908,1703407932_09081
2,-312423.725065736,-312381.725065736,-312293.218295669,-312236.095770309,5,296.868220820689,1703384687_22188
4,-312370.888230937,-312328.888230937,-312240.38146087,-312183.258935511,5,301.573614911529,1703826885_44471
1,-312244.425293726,-312202.425293726,-312113.91852366,-312056.7959983,5,328.171661867042,1703365798_8301
2,-312229.62443902,-312187.62443902,-312099.117668953,-312041.995143593,5,315.899293621641,1703488276_71149
1,-311952.95417647,-311910.95417647,-311822.447406403,-311765.324881043,5,298.579195481253,1702058894_75035
5,-311894.424297386,-311852.424297386,-311763.917527319,-311706.79500196,5,468.934353233412,1703657637_5269
4,-311752.730248502,-311710.730248502,-311622.223478435,-311565.100953076,5,439.307764433783,1703225247_85463
1,-311669.952187507,-311627.952187507,-311539.445417441,-311482.322892081,5,336.34656272726,1703565887_84497
2,-311596.118662786,-311554.118662786,-311465.611892719,-311408.489367359,5,373.932280334181,1703488847_45784
5,-311532.770667591,-311490.770667591,-311402.263897525,-311345.141372165,5,372.671060106811,1703762466_46285
5,-311424.390661829,-311382.390661829,-311293.883891762,-311236.761366402,5,3313.89747555981,1703346852_85888
2,-311344.814706391,-311302.814706391,-311214.307936324,-311157.185410964,5,309.354534476137,1700855443_14355
4,-311251.059801402,-311209.059801402,-311120.553031335,-311063.430505975,5,496.232346861201,1703642260_8721
2,-311227.00823798,-311185.00823798,-311096.501467913,-311039.378942553,5,1926.65374112794,1703805269_66301
5,-310863.62614323,-310821.62614323,-310733.119373163,-310675.996847804,5,364.118258481789,1702136454_0307
2,-310684.682413861,-310642.682413861,-310554.175643794,-310497.053118434,5,322.093264356171,1703388221_67018
4,-310222.250587855,-310180.250587855,-310091.743817788,-310034.621292428,5,402.713394359091,1703973825_04498
5,-309965.026897824,-309923.026897824,-309834.520127757,-309777.397602397,5,311.524550909148,1700910568_31375
5,-309822.552221074,-309780.552221074,-309692.045451007,-309634.922925648,5,778.218285232521,1703455371_05908
3,-309817.594800195,-309775.594800195,-309687.088030128,-309629.965504768,5,348.751814995539,1703623232_15708
1,-309195.853990649,-309153.853990649,-309065.347220582,-309008.224695222,5,285.804802174904,1703467051_50733
2,-309158.384902193,-309116.384902193,-309027.878132126,-308970.755606766,5,1633.37865765051,1703497515_62014
1,-309002.30777541,-308960.30777541,-308871.801005343,-308814.678479983,5,356.84576350469,1703471115_12686
3,-308954.471920496,-308912.471920496,-308823.965150429,-308766.842625069,5,278.219479977992,1700873712_96781
3,-308887.319578525,-308845.319578525,-308756.812808458,-308699.690283099,5,346.327426377463,1702098184_80069
1,-308877.213248812,-308835.213248812,-308746.706478745,-308689.583953385,5,271.607920237721,1702058894_53782
10,-308785.644034379,-308743.644034379,-308655.137264312,-308598.014738953,5,278.5257772216,1701004509_62743
5,-308756.774552442,-308714.774552442,-308626.267782375,-308569.145257015,5,349.895598750345,1704113181_77667
4,-308539.886316108,-308497.886316108,-308409.379546041,-308352.257020681,5,320.910938830633,1700893064_97261
1,-308503.770936496,-308461.770936496,-308373.264166429,-308316.141641069,5,331.569037410176,1703577938_84202
2,-308409.953130667,-308367.953130667,-308279.4463606,-308222.323835241,5,1064.49964771027,1703284539_65067
4,-308084.108732399,-308042.108732399,-307953.601962332,-307896.479436972,5,1757.33685875309,1703637831_69474
5,-307846.623767996,-307804.623767996,-307716.116997929,-307658.994472569,5,295.312176766872,1702139276_07606
8,-307345.598592918,-307303.598592918,-307215.091822851,-307157.969297491,5,305.937324890542,1700966792_1903
3,-307337.682036183,-307295.682036183,-307207.175266117,-307150.052740757,5,254.697367811783,1703307322_07952
1,-306884.209524967,-306842.209524967,-306753.7027549,-306696.58022954,5,340.446900254975,1703864505_81818
2,-306820.803213285,-306778.803213285,-306690.296443218,-306633.173917859,5,407.89700467885,1703812621_90883
3,-306432.851744217,-306390.851744217,-306302.34497415,-306245.22244879,5,246.180095294663,1703804863_99727
5,-306332.173194326,-306290.173194326,-306201.666424259,-306144.5438989,5,323.905870668061,1703450747_35569
1,-305946.982430261,-305904.982430261,-305816.475660194,-305759.353134834,5,311.369754645146,1703163501_90068
2,-305711.598997383,-305669.598997383,-305581.092227316,-305523.969701956,5,339.511226032205,1704044871_01412
5,-304582.408633597,-304540.408633597,-304451.90186353,-304394.77933817,5,2699.51443635252,1703554211_3951
1,-304250.40297101,-304208.40297101,-304119.896200943,-304062.773675584,5,285.216711875846,1700838043_46367
1,-303952.186866676,-303910.186866676,-303821.680096609,-303764.557571249,5,286.766836278568,1703264962_52344
3,-303774.673516918,-303732.673516918,-303644.166746851,-303587.044221492,5,356.585570734957,1703719296_51286
5,-302939.276499297,-302897.276499297,-302808.76972923,-302751.64720387,5,453.24158201746,1703737607_27263
5,-302017.62425559,-301975.62425559,-301887.117485523,-301829.994960163,5,391.39717284271,1703243678_25961
2,-301988.235382764,-301946.235382764,-301857.728612697,-301800.606087338,5,358.331313356326,1703183758_23913
2,-301942.877082577,-301900.877082577,-301812.37031251,-301755.24778715,5,335.272736963726,1702077820_23847
4,-301738.117911164,-301696.117911164,-301607.611141097,-301550.488615737,5,305.705109788586,1703430680_69357
3,-301581.827931468,-301539.827931468,-301451.321161401,-301394.198636041,5,546.87993471848,1703404714_10515
1,-301384.778460257,-301342.778460257,-301254.27169019,-301197.14916483,5,328.188478721554,1703678383_17931
3,-301105.747105831,-301063.747105831,-300975.240335764,-300918.117810404,5,992.89830634377,1703509609_73627
10,-301050.573050466,-301008.573050466,-300920.066280399,-300862.943755039,5,1510.72129638733,1701009450_44574
2,-300104.69672531,-300062.69672531,-299974.189955243,-299917.067429883,5,1515.89952530001,1700855614_26661
1,-299885.449227236,-299843.449227236,-299754.942457169,-299697.819931809,5,345.464668321199,1703476786_42801
1,-299061.108040859,-299019.108040859,-298930.601270792,-298873.478745432,5,268.685714045216,1703365002_12966
5,-298740.406980898,-298698.406980898,-298609.900210831,-298552.777685472,5,2052.73264942173,1703547657_05082
4,-298429.347755823,-298387.347755823,-298298.840985756,-298241.718460396,5,649.344125510371,1704026266_04702
5,-297882.031777887,-297840.031777887,-297751.525007821,-297694.402482461,5,285.321643341606,1703995217_99421
5,-297834.128385377,-297792.128385377,-297703.62161531,-297646.49908995,5,421.167410731802,1704049312_77896
4,-297809.333862023,-297767.333862023,-297678.827091956,-297621.704566596,5,358.773961530872,1703228289_21572
4,-297746.00556666,-297704.00556666,-297615.498796594,-297558.376271234,5,350.668609983295,1703528760_44561
3,-296827.359391562,-296785.359391562,-296696.852621495,-296639.730096135,5,5762.28877663366,1703616077_70402
5,-294710.881289407,-294668.881289407,-294580.374519341,-294523.251993981,5,526.828245858185,1703345278_43801
2,-294420.012884292,-294378.012884292,-294289.506114225,-294232.383588866,5,347.018514526226,1703184244_28967
5,-294228.159945063,-294186.159945063,-294097.653174997,-294040.530649637,5,476.667862521952,1703252421_91091
1,-293307.596590602,-293265.596590602,-293177.089820535,-293119.967295175,5,253.751420013426,1703368041_99506
2,-293298.651866724,-293256.651866724,-293168.145096657,-293111.022571297,5,2180.54437083989,1703784090_7541
3,-291887.649579654,-291845.649579654,-291757.142809587,-291700.020284227,5,375.193830624861,1703203138_80194
6,-291035.451437651,-290993.451437651,-290904.944667584,-290847.822142224,5,362.301140307885,1700929984_06162
11,-290994.469969479,-290952.469969479,-290863.963199412,-290806.840674053,5,1088.77815140759,1701026921_22845
5,-289353.118168795,-289311.118168795,-289222.611398728,-289165.488873368,5,329.96605465135,1703557428_89415
3,-289273.316633772,-289231.316633772,-289142.809863705,-289085.687338345,5,3322.11404266783,1703516867_15072
3,-288731.495302637,-288689.495302637,-288600.98853257,-288543.86600721,5,3694.79519036975,1703845641_25802
1,-288406.051915018,-288364.051915018,-288275.545144952,-288218.422619592,5,1754.80855952515,1703787960_85747
1,-288015.581451883,-287973.581451883,-287885.074681816,-287827.952156457,5,377.046495727827,1703761596_98017
2,-286577.233160494,-286535.233160494,-286446.726390427,-286389.603865068,5,445.45837651204,1703677055_8499
4,-286481.383167411,-286439.383167411,-286350.876397344,-286293.753871984,5,293.078137248573,1703326325_86931
2,-284987.327613002,-284945.327613002,-284856.820842935,-284799.698317576,5,2983.32310100983,1703385816_46187
3,-284742.932060159,-284700.932060159,-284612.425290092,-284555.302764732,5,340.265768835202,1703719009_09901
4,-284497.025758399,-284455.025758399,-284366.518988332,-284309.396462972,5,473.685521287126,1703853276_59473
2,-284422.186942439,-284380.186942439,-284291.680172372,-284234.557647012,5,365.541299700106,1703583071_83474
2,-282703.847038978,-282661.847038978,-282573.340268911,-282516.217743551,5,575.221918536828,1703597407_43316
3,-280748.306932014,-280706.306932014,-280617.800161947,-280560.677636587,5,402.258002000422,1703510123_6796
3,-276641.04330455,-276599.04330455,-276510.536534483,-276453.414009123,5,395.391752120646,1704068186_53475
2,-276276.742468835,-276234.742468835,-276146.235698769,-276089.113173409,5,1315.59599424582,1703986446_16864
3,-275947.901672938,-275905.901672938,-275817.394902871,-275760.272377511,5,354.221077951272,1703949028_17503
7,-274739.572443073,-274697.572443073,-274609.065673007,-274551.943147647,5,575.935072069423,1700948763_85761
3,-273165.447398043,-273123.447398043,-273034.940627976,-272977.818102616,5,689.085253825887,1703203497_91616
4,-272676.466106449,-272634.466106449,-272545.959336382,-272488.836811022,5,382.798070516895,1703537589_87021
3,-272360.42851428,-272318.42851428,-272229.921744213,-272172.799218854,5,2734.88528006493,1704007579_01496
3,-270870.86642347,-270828.86642347,-270740.359653403,-270683.237128043,5,563.786921655208,1703203822_85513
5,-270433.203089579,-270391.203089579,-270302.696319512,-270245.573794152,5,388.88543964514,1703943821_61821
4,-269984.706241604,-269942.706241604,-269854.199471538,-269797.076946178,5,3824.15771397119,1703738633_88415
4,-268878.590506461,-268836.590506461,-268748.083736394,-268690.961211034,5,442.503331709153,1703899371_01008
3,-266139.709028657,-266097.709028657,-266009.20225859,-265952.07973323,5,302.011085890079,1703408277_54315
3,-264785.716986648,-264743.716986648,-264655.210216581,-264598.087691221,5,414.04874226414,1703305535_30053
12,-264660.685440556,-264618.685440556,-264530.178670489,-264473.05614513,5,381.598091605509,1701039380_50744
2,-264138.680143315,-264096.680143315,-264008.173373248,-263951.050847889,5,341.698193935355,1703593621_8662
4,-263018.452246603,-262976.452246603,-262887.945476536,-262830.822951176,5,627.349913144496,1703228381_57815
9,-262967.652753986,-262925.652753986,-262837.14598392,-262780.02345856,5,414.630401822618,1700989820_30199
8,-257053.903349091,-257011.903349091,-256923.396579025,-256866.274053665,5,392.099939356889,1700968094_45382
1,-256681.93104259,-256639.93104259,-256551.424272524,-256494.301747164,5,363.477893424145,1703895225_22992
1,-256654.081776215,-256612.081776215,-256523.575006148,-256466.452480788,5,1487.32349259624,1703781413_89073
5,-251801.632275253,-251759.632275253,-251671.125505186,-251614.002979826,5,2037.35627412069,1700910762_168
4,-233455.686319495,-233413.686319495,-233325.179549429,-233268.057024069,5,427.074131226972,1703424751_1431
