"variable","time","observable","value","ignoredObs"
"cell_0",12.3333333333333,"y",5.79532191779665,0
"cell_0",12.5,"y",5.68884323788106,0
"cell_0",12.6666666666667,"y",5.73500345458526,0
"cell_0",12.8333333333333,"y",5.73408695350438,0
"cell_0",13,"y",5.70146084843307,0
"cell_0",13.1666666666667,"y",5.66182518315236,0
"cell_0",13.3333333333333,"y",5.6146954905382,0
"cell_0",13.5,"y",5.59609313828811,0
"cell_0",13.6666666666667,"y",5.64969721618622,0
"cell_0",13.8333333333333,"y",5.63403932177855,0
"cell_0",14,"y",5.61523482729822,0
"cell_0",14.1666666666667,"y",5.58160071628846,0
"cell_0",14.3333333333333,"y",5.51777934919731,0
"cell_0",14.5,"y",5.58666796548618,0
"cell_0",14.6666666666667,"y",5.5483784486075,0
"cell_0",14.8333333333333,"y",5.575031750689,0
"cell_0",15,"y",5.46298602372461,0
"cell_0",15.1666666666667,"y",5.44102236518575,0
"cell_0",15.3333333333333,"y",5.44477078402742,0
"cell_0",15.5,"y",5.39729499485244,0
"cell_0",15.6666666666667,"y",5.52201696324036,0
"cell_0",15.8333333333333,"y",5.3834257297884,0
"cell_0",16,"y",5.44750311289441,0
"cell_0",16.1666666666667,"y",5.3774719260886,0
"cell_0",16.3333333333333,"y",5.40050940287256,0
"cell_0",16.5,"y",5.36134484037843,0
"cell_0",16.6666666666667,"y",5.368388616376,0
"cell_0",16.8333333333333,"y",5.33444160788456,0
"cell_0",17,"y",5.32080124900597,0
"cell_0",17.1666666666667,"y",5.3603963655392,0
"cell_0",17.3333333333333,"y",5.27280092345248,0
"cell_0",17.5,"y",5.28470894051581,0
"cell_0",17.6666666666667,"y",5.27530331313863,0
"cell_0",17.8333333333333,"y",5.22277926455365,0
"cell_0",18,"y",5.24460599306754,0
"cell_0",18.1666666666667,"y",5.2276268405751,0
"cell_0",18.3333333333333,"y",5.16454651668449,0
"cell_0",18.5,"y",5.14756110250089,0
"cell_0",18.6666666666667,"y",5.17190888848605,0
"cell_0",18.8333333333333,"y",5.12096597797988,0
"cell_0",19,"y",5.13554616993947,0
"cell_0",19.1666666666667,"y",5.14859776331785,0
"cell_0",19.3333333333333,"y",5.11616897476016,0
"cell_0",19.5,"y",5.05281879334816,0
"cell_0",19.6666666666667,"y",5.04962681432018,0
"cell_0",19.8333333333333,"y",5.09079553332423,0
"cell_0",20,"y",5.03417354961589,0
"cell_0",20.1666666666667,"y",5.03276684133879,0
"cell_0",20.3333333333333,"y",4.9885811460284,0
"cell_0",20.5,"y",4.99688620709664,0
"cell_0",20.6666666666667,"y",5.00126163160459,0
"cell_0",20.8333333333333,"y",4.97247357734163,0
"cell_0",21,"y",4.94746777936641,0
"cell_0",21.1666666666667,"y",4.88011407112363,0
"cell_0",21.3333333333333,"y",4.9244122608275,0
"cell_0",21.5,"y",4.89290053227467,0
"cell_0",21.6666666666667,"y",4.89396041920286,0
"cell_0",21.8333333333333,"y",4.9282956059373,0
"cell_0",22,"y",4.86175114394601,0
"cell_0",22.1666666666667,"y",4.87361905549087,0
"cell_0",22.3333333333333,"y",4.78690098498568,0
"cell_0",22.5,"y",4.78778936515478,0
"cell_0",22.6666666666667,"y",4.82465031515816,0
"cell_0",22.8333333333333,"y",4.8046536314933,0
"cell_0",23,"y",4.74657486528832,0
"cell_0",23.1666666666667,"y",4.77332207553521,0
"cell_0",23.3333333333333,"y",4.73868369095263,0
"cell_0",23.5,"y",4.73105669078224,0
"cell_0",23.6666666666667,"y",4.75614210461732,0
"cell_0",23.8333333333333,"y",4.72044608139325,0
"cell_0",24,"y",4.6965379683825,0
"cell_0",24.1666666666667,"y",4.65312432459504,0
"cell_0",24.3333333333333,"y",4.64789868197892,0
"cell_0",24.5,"y",4.60988664598374,0
"cell_0",24.6666666666667,"y",4.60972071660089,0
"cell_0",24.8333333333333,"y",4.62105564137031,0
"cell_0",25,"y",4.59957264896761,0
"cell_0",25.1666666666667,"y",4.62862876918461,0
"cell_0",25.3333333333333,"y",4.5261454849699,0
"cell_0",25.5,"y",4.53066493492955,0
"cell_0",25.6666666666667,"y",4.54898833045394,0
"cell_0",25.8333333333333,"y",4.51486444307447,0
"cell_0",26,"y",4.49082229346583,0
"cell_0",26.1666666666667,"y",4.49477910489371,0
"cell_0",26.3333333333333,"y",4.5143800055782,0
"cell_0",26.5,"y",4.46884489405917,0
"cell_0",26.6666666666667,"y",4.48152299473179,0
"cell_0",26.8333333333333,"y",4.49571992984192,0
"cell_0",27,"y",4.44894745260646,0
"cell_0",27.1666666666667,"y",4.37807082074885,0
"cell_0",27.3333333333333,"y",4.40535209362327,0
"cell_0",27.5,"y",4.37827058955978,0
"cell_0",27.6666666666667,"y",4.28959084484974,0
"cell_0",27.8333333333333,"y",4.31552218235934,0
"cell_0",28,"y",4.28172400078395,0
"cell_0",28.1666666666667,"y",4.33860112373575,0
"cell_0",28.3333333333333,"y",4.30554588817781,0
"cell_0",28.5,"y",4.2932143415533,0
"cell_0",28.6666666666667,"y",4.27597046043506,0
"cell_0",28.8333333333333,"y",4.29800604445585,0
"cell_0",29,"y",4.26517198043808,0
"cell_0",29.1666666666667,"y",4.25168372485973,0
"cell_0",29.3333333333333,"y",4.23654129171917,0
"cell_0",29.5,"y",4.1921868365978,0
"cell_0",29.6666666666667,"y",4.23267417495491,0
"cell_0",29.8333333333333,"y",4.19106957401279,0
"cell_0",30,"y",4.22928766624635,0
"cell_1",0.166666666666667,"y",2.15414355164387,0
"cell_1",0.333333333333333,"y",2.04399776690647,0
"cell_1",0.5,"y",2.06323123676033,0
"cell_1",0.666666666666667,"y",2.04817602983767,0
"cell_1",0.833333333333333,"y",2.06302430074122,0
"cell_1",1,"y",2.07229091175397,0
"cell_1",1.16666666666667,"y",2.07548049458059,0
"cell_1",1.33333333333333,"y",4.44520428884566,0
"cell_1",1.5,"y",5.08544921700809,0
"cell_1",1.66666666666667,"y",5.44372892842183,0
"cell_1",1.83333333333333,"y",5.74909262233229,0
"cell_1",2,"y",5.89627317774542,0
"cell_1",2.16666666666667,"y",6.08564902536618,0
"cell_1",2.33333333333333,"y",6.1913595326941,0
"cell_1",2.5,"y",6.26167441571625,0
"cell_1",2.66666666666667,"y",6.39206450621484,0
"cell_1",2.83333333333333,"y",6.40788278342996,0
"cell_1",3,"y",6.52355481713469,0
"cell_1",3.16666666666667,"y",6.54962733709582,0
"cell_1",3.33333333333333,"y",6.6673350414947,0
"cell_1",3.5,"y",6.6874113051912,0
"cell_1",3.66666666666667,"y",6.74431278195066,0
"cell_1",3.83333333333333,"y",6.74547579140409,0
"cell_1",4,"y",6.80004737703429,0
"cell_1",4.16666666666667,"y",6.85902406807493,0
"cell_1",4.33333333333333,"y",6.90565774068596,0
"cell_1",4.5,"y",6.85474729430044,0
"cell_1",4.66666666666667,"y",6.88600923848125,0
"cell_1",4.83333333333333,"y",6.92243914145199,0
"cell_1",5,"y",6.9485502331368,0
"cell_1",5.16666666666667,"y",6.9688362672358,0
"cell_1",5.33333333333333,"y",6.95871119146281,0
"cell_1",5.5,"y",6.93062877456738,0
"cell_1",5.66666666666667,"y",6.97414733126903,0
"cell_1",5.83333333333333,"y",6.99128920831985,0
"cell_1",6,"y",6.98301069970774,0
"cell_1",6.16666666666667,"y",6.99860096228171,0
"cell_1",6.33333333333333,"y",7.06308078271917,0
"cell_1",6.5,"y",7.0639371516826,0
"cell_1",6.66666666666667,"y",7.08835076363696,0
"cell_1",6.83333333333333,"y",7.07283640325369,0
"cell_1",7,"y",7.06433440773894,0
"cell_1",7.16666666666667,"y",7.02419474578732,0
"cell_1",7.33333333333333,"y",7.0938501246261,0
"cell_1",7.5,"y",7.02470498974198,0
"cell_1",7.66666666666667,"y",6.99849037265855,0
"cell_1",7.83333333333333,"y",7.009817611609,0
"cell_1",8,"y",7.01741644357789,0
"cell_1",8.16666666666667,"y",7.05013379514045,0
"cell_1",8.33333333333333,"y",7.05696204348958,0
"cell_1",8.5,"y",6.9931716763344,0
"cell_1",8.66666666666667,"y",7.05501650953213,0
"cell_1",8.83333333333333,"y",7.05097818183995,0
"cell_1",9,"y",7.03880590955942,0
"cell_1",9.16666666666667,"y",7.03269292592559,0
"cell_1",9.33333333333333,"y",7.04547644473635,0
"cell_1",9.5,"y",7.04082251390214,0
"cell_1",9.66666666666667,"y",7.05071592612907,0
"cell_1",9.83333333333333,"y",6.95116853727663,0
"cell_1",10,"y",7.00797230957036,0
"cell_1",10.1666666666667,"y",7.0205564144449,0
"cell_1",10.3333333333333,"y",6.91233965465564,0
"cell_1",10.5,"y",6.97192138703256,0
"cell_1",10.6666666666667,"y",6.99977404803205,0
"cell_1",10.8333333333333,"y",6.9087891443591,0
"cell_1",11,"y",6.94459007116524,0
"cell_1",11.1666666666667,"y",6.9273991681899,0
"cell_1",11.3333333333333,"y",6.92610312310404,0
"cell_1",11.5,"y",6.89809420069141,0
"cell_1",11.6666666666667,"y",6.96222452469291,0
"cell_1",11.8333333333333,"y",6.93187719216921,0
"cell_1",12,"y",6.88294314824976,0
"cell_1",12.1666666666667,"y",6.86822890311877,0
"cell_1",12.3333333333333,"y",6.82453485270464,0
"cell_1",12.5,"y",6.83588315929256,0
"cell_1",12.6666666666667,"y",6.82873631377208,0
"cell_1",12.8333333333333,"y",6.82059476723611,0
"cell_1",13,"y",6.86605692140126,0
"cell_1",13.1666666666667,"y",6.83052444345477,0
"cell_1",13.3333333333333,"y",6.78687619300434,0
"cell_1",13.5,"y",6.79852055715875,0
"cell_1",13.6666666666667,"y",6.78038645864256,0
"cell_1",13.8333333333333,"y",6.73008108644251,0
"cell_1",14,"y",6.70084094361423,0
"cell_1",14.1666666666667,"y",6.7339338931567,0
"cell_1",14.3333333333333,"y",6.69664762972952,0
"cell_1",14.5,"y",6.69811436783032,0
"cell_1",14.6666666666667,"y",6.68348884747386,0
"cell_1",14.8333333333333,"y",6.68097687960445,0
"cell_1",15,"y",6.67390011261146,0
"cell_1",15.1666666666667,"y",6.67483471304463,0
"cell_1",15.3333333333333,"y",6.72692728626586,0
"cell_1",15.5,"y",6.61938857222176,0
"cell_1",15.6666666666667,"y",6.58866550813321,0
"cell_1",15.8333333333333,"y",6.63300895118521,0
"cell_1",16,"y",6.54003050996793,0
"cell_1",16.1666666666667,"y",6.56844756218383,0
"cell_1",16.3333333333333,"y",6.58884813883926,0
"cell_1",16.5,"y",6.52757260948277,0
"cell_1",16.6666666666667,"y",6.51072361916901,0
"cell_1",16.8333333333333,"y",6.48037334222831,0
"cell_1",17,"y",6.48624563290571,0
"cell_1",17.1666666666667,"y",6.47326997905579,0
"cell_1",17.3333333333333,"y",6.41295433806527,0
"cell_1",17.5,"y",6.42103814602109,0
"cell_1",17.6666666666667,"y",6.48472645284888,0
"cell_1",17.8333333333333,"y",6.42485848900387,0
"cell_1",18,"y",6.41668751026823,0
"cell_1",18.1666666666667,"y",6.39579401061585,0
"cell_1",18.3333333333333,"y",6.39887043734621,0
"cell_1",18.5,"y",6.3494137787971,0
"cell_1",18.6666666666667,"y",6.31997625405083,0
"cell_1",18.8333333333333,"y",6.29984474651171,0
"cell_1",19,"y",6.2617745641541,0
"cell_1",19.1666666666667,"y",6.24652576683552,0
"cell_1",19.3333333333333,"y",6.2092957327615,0
"cell_1",19.5,"y",6.27300448898597,0
"cell_1",19.6666666666667,"y",6.27388806129575,0
"cell_1",19.8333333333333,"y",6.23382186610006,0
"cell_1",20,"y",6.25671337797987,0
"cell_1",20.1666666666667,"y",6.15398743909791,0
"cell_1",20.3333333333333,"y",6.19851780109435,0
"cell_1",20.5,"y",6.17894838138954,0
"cell_1",20.6666666666667,"y",6.18078087501858,0
"cell_1",20.8333333333333,"y",6.13216639545918,0
"cell_1",21,"y",6.10391043214718,0
"cell_1",21.1666666666667,"y",6.08961106433801,0
"cell_1",21.3333333333333,"y",6.07692769913228,0
"cell_1",21.5,"y",6.10784720268973,0
"cell_1",21.6666666666667,"y",6.09252211083234,0
"cell_1",21.8333333333333,"y",5.9906678047931,0
"cell_1",22,"y",6.00641111358739,0
"cell_1",22.1666666666667,"y",5.99544618485748,0
"cell_1",22.3333333333333,"y",5.97354800004373,0
"cell_1",22.5,"y",5.98869747228511,0
"cell_1",22.6666666666667,"y",5.93211557692691,0
"cell_1",22.8333333333333,"y",5.95464131769243,0
"cell_1",23,"y",5.85155868062625,0
"cell_1",23.1666666666667,"y",5.92834762834808,0
"cell_1",23.3333333333333,"y",5.84773533300701,0
"cell_1",23.5,"y",5.90354010794938,0
"cell_1",23.6666666666667,"y",5.77886149899563,0
"cell_1",23.8333333333333,"y",5.85537144754081,0
"cell_1",24,"y",5.82052799450137,0
"cell_1",24.1666666666667,"y",5.8045029921528,0
"cell_1",24.3333333333333,"y",5.74063917778967,0
"cell_1",24.5,"y",5.66958853541185,0
"cell_1",24.6666666666667,"y",5.77931212146572,0
"cell_1",24.8333333333333,"y",5.69648981439917,0
"cell_1",25,"y",5.7007779656359,0
"cell_1",25.1666666666667,"y",5.68787962533145,0
"cell_1",25.3333333333333,"y",5.68882990678402,0
"cell_1",25.5,"y",5.67081641630464,0
"cell_1",25.6666666666667,"y",5.66302204074105,0
"cell_1",25.8333333333333,"y",5.58139274445736,0
"cell_1",26,"y",5.57044359683285,0
"cell_1",26.1666666666667,"y",5.56319999573298,0
"cell_1",26.3333333333333,"y",5.57643508352357,0
"cell_1",26.5,"y",5.49259614992317,0
"cell_1",26.6666666666667,"y",5.52371553430337,0
"cell_1",26.8333333333333,"y",5.54491569147523,0
"cell_1",27,"y",5.4595913439144,0
"cell_1",27.1666666666667,"y",5.41665220548854,0
"cell_1",27.3333333333333,"y",5.45819092513552,0
"cell_1",27.5,"y",5.41157725484572,0
"cell_1",27.6666666666667,"y",5.42652366851071,0
"cell_1",27.8333333333333,"y",5.32617049164807,0
"cell_1",28,"y",5.39333295751078,0
"cell_1",28.1666666666667,"y",5.41381499264434,0
"cell_1",28.3333333333333,"y",5.34861040084222,0
"cell_1",28.5,"y",5.32929327102186,0
"cell_1",28.6666666666667,"y",5.287777921201,0
"cell_1",28.8333333333333,"y",5.28906585296519,0
"cell_1",29,"y",5.30738968830162,0
"cell_1",29.1666666666667,"y",5.25605438638982,0
"cell_1",29.3333333333333,"y",5.2560434852167,0
"cell_1",29.5,"y",5.21254300595622,0
"cell_1",29.6666666666667,"y",5.19937802429295,0
"cell_1",29.8333333333333,"y",5.17354821596884,0
"cell_1",30,"y",5.12463904911147,0
"cell_2",0.166666666666667,"y",2.03065011500961,0
"cell_2",0.333333333333333,"y",2.08881831699236,0
"cell_2",0.5,"y",2.06136247070674,0
"cell_2",0.666666666666667,"y",2.07813236007546,0
"cell_2",0.833333333333333,"y",2.04951331433424,0
"cell_2",1,"y",4.13489247118434,0
"cell_2",1.16666666666667,"y",4.92530686379344,0
"cell_2",1.33333333333333,"y",5.38159512809513,0
"cell_2",1.5,"y",5.57902995849458,0
"cell_2",1.66666666666667,"y",5.79915765234812,0
"cell_2",1.83333333333333,"y",5.94442893905435,0
"cell_2",2,"y",6.03513048578269,0
"cell_2",2.16666666666667,"y",6.08599469549416,0
"cell_2",2.33333333333333,"y",6.21922637773449,0
"cell_2",2.5,"y",6.29409077238304,0
"cell_2",2.66666666666667,"y",6.26212268748674,0
"cell_2",2.83333333333333,"y",6.32631868960642,0
"cell_2",3,"y",6.39466141804342,0
"cell_2",3.16666666666667,"y",6.40432977334296,0
"cell_2",3.33333333333333,"y",6.47506616262842,0
"cell_2",3.5,"y",6.49319171517211,0
"cell_2",3.66666666666667,"y",6.48966789405035,0
"cell_2",3.83333333333333,"y",6.43884992640972,0
"cell_2",4,"y",6.5422711622502,0
"cell_2",4.16666666666667,"y",6.5069994647225,0
"cell_2",4.33333333333333,"y",6.57514998011063,0
"cell_2",4.5,"y",6.50563337613023,0
"cell_2",4.66666666666667,"y",6.56752494956799,0
"cell_2",4.83333333333333,"y",6.58375162549609,0
"cell_2",5,"y",6.56494951183295,0
"cell_2",5.16666666666667,"y",6.59590864782832,0
"cell_2",5.33333333333333,"y",6.58552979373348,0
"cell_2",5.5,"y",6.54763603883082,0
"cell_2",5.66666666666667,"y",6.5949263241084,0
"cell_2",5.83333333333333,"y",6.55707973119457,0
"cell_2",6,"y",6.63617088747777,0
"cell_2",6.16666666666667,"y",6.63981678633163,0
"cell_2",6.33333333333333,"y",6.59639548875997,0
"cell_2",6.5,"y",6.56560326491987,0
"cell_2",6.66666666666667,"y",6.59267616493297,0
"cell_2",6.83333333333333,"y",6.60703801638777,0
"cell_2",7,"y",6.57103295109071,0
"cell_2",7.16666666666667,"y",6.64952849532395,0
"cell_2",7.33333333333333,"y",6.58391186206589,0
"cell_2",7.5,"y",6.59825041206987,0
"cell_2",7.66666666666667,"y",6.60666321314039,0
"cell_2",7.83333333333333,"y",6.61459443878746,0
"cell_2",8,"y",6.56706616381288,0
"cell_2",8.16666666666667,"y",6.6875906113849,0
"cell_2",8.33333333333333,"y",6.57748795004367,0
"cell_2",8.5,"y",6.57545094457684,0
"cell_2",8.66666666666667,"y",6.594100469597,0
"cell_2",8.83333333333333,"y",6.62093683349721,0
"cell_2",9,"y",6.57167200670448,0
"cell_2",9.16666666666667,"y",6.64698696031539,0
"cell_2",9.33333333333333,"y",6.62354424217685,0
"cell_2",9.5,"y",6.61485150380572,0
"cell_2",9.66666666666667,"y",6.62964155024431,0
"cell_2",9.83333333333333,"y",6.55874541171239,0
"cell_2",10,"y",6.63970470807425,0
"cell_2",10.1666666666667,"y",6.64674136238444,0
"cell_2",10.3333333333333,"y",6.59822124879025,0
"cell_2",10.5,"y",6.62812470604084,0
"cell_2",10.6666666666667,"y",6.61178636531079,0
"cell_2",10.8333333333333,"y",6.59107684608876,0
"cell_2",11,"y",6.63122321352385,0
"cell_2",11.1666666666667,"y",6.62917376388702,0
"cell_2",11.3333333333333,"y",6.65364311210644,0
"cell_2",11.5,"y",6.63173388907934,0
"cell_2",11.6666666666667,"y",6.61259598834478,0
"cell_2",11.8333333333333,"y",6.60330201977182,0
"cell_2",12,"y",6.63472935850972,0
"cell_2",12.1666666666667,"y",6.64156584286494,0
"cell_2",12.3333333333333,"y",6.60990286347628,0
"cell_2",12.5,"y",6.67413281514008,0
"cell_2",12.6666666666667,"y",6.62039848695428,0
"cell_2",12.8333333333333,"y",6.58882949896605,0
"cell_2",13,"y",6.63309860648866,0
"cell_2",13.1666666666667,"y",6.59472326127753,0
"cell_2",13.3333333333333,"y",6.64158343387089,0
"cell_2",13.5,"y",6.59050944680986,0
"cell_2",13.6666666666667,"y",6.61093522203452,0
"cell_2",13.8333333333333,"y",6.64614723850519,0
"cell_2",14,"y",6.63230041527584,0
"cell_2",14.1666666666667,"y",6.60320710342356,0
"cell_2",14.3333333333333,"y",6.660649794941,0
"cell_2",14.5,"y",6.59358589442983,0
"cell_2",14.6666666666667,"y",6.60328718629649,0
"cell_2",14.8333333333333,"y",6.63355735210542,0
"cell_2",15,"y",6.64539578650326,0
"cell_2",15.1666666666667,"y",6.63638972518907,0
"cell_2",15.3333333333333,"y",6.63699241278687,0
"cell_2",15.5,"y",6.59739497504471,0
"cell_2",15.6666666666667,"y",6.61370040999646,0
"cell_2",15.8333333333333,"y",6.65036960076171,0
"cell_2",16,"y",6.62276504694159,0
"cell_2",16.1666666666667,"y",6.57233001009888,0
"cell_2",16.3333333333333,"y",6.66452457489821,0
"cell_2",16.5,"y",6.57609749426596,0
"cell_2",16.6666666666667,"y",6.59263040730786,0
"cell_2",16.8333333333333,"y",6.66749812171104,0
"cell_2",17,"y",6.61529299952403,0
"cell_2",17.1666666666667,"y",6.6117829907899,0
"cell_2",17.3333333333333,"y",6.56671813902579,0
"cell_2",17.5,"y",6.63072396529394,0
"cell_2",17.6666666666667,"y",6.61215546376972,0
"cell_2",17.8333333333333,"y",6.61724761831321,0
"cell_2",18,"y",6.58789875566053,0
"cell_2",18.1666666666667,"y",6.6217093340102,0
"cell_2",18.3333333333333,"y",6.57674306924809,0
"cell_2",18.5,"y",6.61855839311296,0
"cell_2",18.6666666666667,"y",6.56411459029238,0
"cell_2",18.8333333333333,"y",6.58026980418003,0
"cell_2",19,"y",6.62266684015292,0
"cell_2",19.1666666666667,"y",6.61216449495351,0
"cell_2",19.3333333333333,"y",6.60782949054541,0
"cell_2",19.5,"y",6.59626905580749,0
"cell_2",19.6666666666667,"y",6.61604497073841,0
"cell_2",19.8333333333333,"y",6.60615824088864,0
"cell_2",20,"y",6.61001438579237,0
"cell_2",20.1666666666667,"y",6.67750169871068,0
"cell_2",20.3333333333333,"y",6.63329316980336,0
"cell_2",20.5,"y",6.65222837639085,0
"cell_2",20.6666666666667,"y",6.60485744506255,0
"cell_2",20.8333333333333,"y",6.57458164598117,0
"cell_2",21,"y",6.59310146402875,0
"cell_2",21.1666666666667,"y",6.61795950757512,0
"cell_2",21.3333333333333,"y",6.63223837654482,0
"cell_2",21.5,"y",6.59125800774722,0
"cell_2",21.6666666666667,"y",6.62879942212343,0
"cell_2",21.8333333333333,"y",6.58620737835451,0
"cell_2",22,"y",6.607257380197,0
"cell_2",22.1666666666667,"y",6.57810305312788,0
"cell_2",22.3333333333333,"y",6.55358362776151,0
"cell_2",22.5,"y",6.640306460048,0
"cell_2",22.6666666666667,"y",6.57970717748649,0
"cell_2",22.8333333333333,"y",6.57937335732784,0
"cell_2",23,"y",6.54531957367492,0
"cell_2",23.1666666666667,"y",6.6081199704009,0
"cell_2",23.3333333333333,"y",6.63429499576166,0
"cell_2",23.5,"y",6.6176619016701,0
"cell_2",23.6666666666667,"y",6.63477899771561,0
"cell_2",23.8333333333333,"y",6.57691431692988,0
"cell_2",24,"y",6.55386787481329,0
"cell_2",24.1666666666667,"y",6.57228520003313,0
"cell_2",24.3333333333333,"y",6.61618896595894,0
"cell_2",24.5,"y",6.56733655521469,0
"cell_2",24.6666666666667,"y",6.62089919863826,0
"cell_2",24.8333333333333,"y",6.57093436157884,0
"cell_2",25,"y",6.52759887656684,0
"cell_2",25.1666666666667,"y",6.51933045700463,0
"cell_2",25.3333333333333,"y",6.58567575260513,0
"cell_2",25.5,"y",6.60636278003616,0
"cell_2",25.6666666666667,"y",6.55782702486276,0
"cell_2",25.8333333333333,"y",6.57258515424517,0
"cell_2",26,"y",6.59550711593574,0
"cell_2",26.1666666666667,"y",6.60157679775919,0
"cell_2",26.3333333333333,"y",6.56359244538489,0
"cell_2",26.5,"y",6.55031012422147,0
"cell_2",26.6666666666667,"y",6.56993335193845,0
"cell_2",26.8333333333333,"y",6.54721602104752,0
"cell_2",27,"y",6.59157803470005,0
"cell_2",27.1666666666667,"y",6.56449791536075,0
"cell_2",27.3333333333333,"y",6.59773822753648,0
"cell_2",27.5,"y",6.62133355861955,0
"cell_2",27.6666666666667,"y",6.62798211516437,0
"cell_2",27.8333333333333,"y",6.59694383976762,0
"cell_2",28,"y",6.58825066462919,0
"cell_2",28.1666666666667,"y",6.59053610298673,0
"cell_2",28.3333333333333,"y",6.606782474745,0
"cell_2",28.5,"y",6.60822439243109,0
"cell_2",28.6666666666667,"y",6.58083773060144,0
"cell_2",28.8333333333333,"y",6.6194348161359,0
"cell_2",29,"y",6.59906957992314,0
"cell_2",29.1666666666667,"y",6.60331774789654,0
"cell_2",29.3333333333333,"y",6.56534431899982,0
"cell_2",29.5,"y",6.61113075506275,0
"cell_2",29.6666666666667,"y",6.56061219079504,0
"cell_2",29.8333333333333,"y",6.55373002152163,0
"cell_2",30,"y",6.59468934508253,0
"cell_3",0.166666666666667,"y",2.07642720312276,0
"cell_3",0.333333333333333,"y",2.08477280520622,0
"cell_3",0.5,"y",2.07791545279834,0
"cell_3",0.666666666666667,"y",2.0964648199653,0
"cell_3",0.833333333333333,"y",2.11360356776245,0
"cell_3",1,"y",2.65873747041868,0
"cell_3",1.16666666666667,"y",4.58248710917752,0
"cell_3",1.33333333333333,"y",5.08500811212759,0
"cell_3",1.5,"y",5.44674775954339,0
"cell_3",1.66666666666667,"y",5.67555527610347,0
"cell_3",1.83333333333333,"y",5.82541557079051,0
