"X","run_1709655900_16236","run_1706206076_41173","run_1711102688_01003","run_1703163605_31637","run_1703924901_67844","run_1709440563_85341","run_1703671381_02647","run_1702291085_27364","run_1703682241_31777","run_1708551400_83977","run_1706481488_46013","run_1703606116_52543","run_1703168765_74481","run_1703808444_66179","run_1703168765_29399","run_1709206129_04022","run_1703850686_73043","run_1707232221_92419","run_1704876132_86188","run_1702892516_485","run_1703162829_05945","run_1703379700_73382","run_1703163604_4765","run_1704040010_36676","run_1706974803_07875","run_1703892400_77143","run_1703668584_29054","run_1710430466_28479","run_1704876141_59057","run_1710430384_74705","run_1703869540_79076","run_1707966019_92386","run_1702059867_53786","run_1703400251_19353","run_1711102688_84828","run_1703162829_06139","run_1703168765_92347","run_1709206129_71127","run_1707454023_09692","run_1708351283_39449","run_1708099692_29719","run_1706715750_48201","run_1702664681_58336","run_1703609226_86413","run_1703424484_03185","run_1709034068_46024","run_1700838053_61601","run_1703599626_99992","run_1707715038_18933","run_1702335922_37296","run_1710914013_51856","run_1703380667_53379","run_1710693411_16574","run_1702059868_24226","run_1708099698_36132","run_1704876139_03197","run_1710430467_49315","run_1700838053_63081","run_1703855491_08328","run_1704876138_78848","run_1708766705_71615","run_1703367678_97749","run_1703168765_34755","run_1703162829_93393"
"omega_delta2",0.0557859267909844,0.0216524549317848,0.055418884951176,0.10891293322109,0.03545915136497,0.0571217378708123,0.0320150336281362,0.0372655990220629,0.0540804835202016,0.0353007465820204,0.039403991523206,0.0475448457122856,0.0352415961651224,0.0251427136194448,0.0705033285623261,0.0369194108512232,0.0634043476708139,0.0574648375506928,0.0523275667780227,0.0350706879352744,0.0383244699911518,0.0397126491081232,0.0421325670945981,0.088827300287666,0.0361288845830605,0.0371664327429993,0.0852439566925796,0.0459212557489871,0.0541163305193969,0.0510845619439793,0.121109601447996,0.0361517011640285,0.0743315522841846,0.0396692706764455,0.0412394216642125,0.0576153008278127,0.0576426286375081,0.0771594893493622,0.052195550098696,0.0650312738030188,0.0476473691014075,0.0383292784668884,0.0362862951781604,0.053701061267013,0.0307807500456008,0.090585429876094,0.057300530189674,0.0459077213373932,0.0371608126661176,0.0359820637162971,0.102646935965242,0.0649994798790176,0.107575531761799,0.0596433224075962,0.0405695515375801,0.0372098690269868,0.0439544846310603,0.0525115394811752,0.0302553372032052,0.0372126710037292,0.0323073935800198,0.0316770586760944,0.0261742651931391,0.0271036848279537
"omega_e0_m0",0.0168773625040597,0.0156300424393575,0.0191982871267786,0.0219279132629946,0.0203818377826275,0.0162211281218437,0.0228791093057885,0.0153138419657993,0.021474834277072,0.0215433520334473,0.0153838426175298,0.0136947484881536,0.0184232104362546,0.0251059950255412,0.018568515185627,0.0205174820882119,0.0191264515914328,0.0204366830987993,0.0191117471745213,0.01657113674019,0.0156899704052335,0.0209822672637295,0.0163273892160119,0.0217851724777168,0.0192835271254563,0.016121309443085,0.0205793076120714,0.0197001853054372,0.0171706260063878,0.020440075407793,0.0178179547890559,0.0227836200484235,0.0206367018644842,0.0188257484526983,0.0177650026074855,0.020018603359938,0.0165833266173324,0.0204496388712552,0.019919684755666,0.0227563267985031,0.0221980187429929,0.0231160728384729,0.0207084164775571,0.0169784703714497,0.0195092334053475,0.0193935005113213,0.0186419621777128,0.0172524869547737,0.0190402747546676,0.0175537925604388,0.0170903727337061,0.0225820743749043,0.0210896204536321,0.02128990012114,0.0154980473096513,0.0214423032026315,0.0171363357263132,0.0148591833368627,0.0196357655705483,0.0194043817265816,0.0204698732651362,0.0191227910074927,0.0141722931938583,0.0221462115891521
"omega_gamma",0.0253029049770168,0.0327671001039202,0.0307376264131978,0.0219508170491406,0.0269638675891628,0.0244463996033185,0.0282977080017905,0.0311388591351388,0.0274241916759867,0.0276635383507714,0.0308233374494231,0.0246557019371789,0.0240438414053306,0.0207688523823395,0.0260009821360016,0.0282733125685461,0.0308684352878324,0.0230428248845052,0.0295915090272326,0.0254856012571604,0.0310911902575656,0.0292116760436346,0.0348959103472177,0.0268397665621594,0.0291706748266427,0.0264001399275717,0.0268329172681499,0.0291062639287714,0.0241755749943259,0.0292181973088042,0.0229829939896571,0.0273097637340273,0.0278244217941205,0.0311128994529498,0.0266980024191723,0.02635952913304,0.0328750875754629,0.0285761662792648,0.0276944285927639,0.0242144243910146,0.0246265813063596,0.0283060545606267,0.0227479503294892,0.0257019006744156,0.0266986477781946,0.0272797545586678,0.0301139207374021,0.0292485231549845,0.0217539699390273,0.0267645019596755,0.0230168712084087,0.0270449486210164,0.0238138010971102,0.0327562246338062,0.0292028557396758,0.0301172210819039,0.0318595784864591,0.0330962848918927,0.0240115957357284,0.0263966458537725,0.0376183392589138,0.0296590173236607,0.028231139897854,0.0175999442162108
"omega_k1m0",0.0137530883217507,0.0152181273498132,0.0172335906950212,0.016294340680739,0.0156421318508529,0.0193584476918182,0.0163211437302041,0.0179664628474167,0.0201048163228081,0.0159253766242058,0.0180741164183947,0.0222867567149408,0.0235562969508266,0.0214557970017572,0.0176349087729675,0.0181238394036733,0.0183957664435885,0.01848468220006,0.023905714176467,0.0150468405960622,0.0164925473786272,0.0165568836989198,0.0199184588982416,0.0217629584041752,0.0174714981584817,0.0140311876871612,0.0197821768864787,0.0208832652929036,0.0256971460671308,0.018139802143071,0.0212965412132889,0.0188546544850028,0.0208171508116405,0.0233246138280938,0.0170797671190085,0.0182787074747669,0.0214986501964738,0.0245614582913948,0.0259769282119973,0.023641174742081,0.019114414435733,0.0254866432847373,0.0162915477059308,0.0213371894950504,0.0176139415536597,0.0191459457115808,0.0267101609211231,0.0258512591359828,0.0190770243070214,0.0188546136756116,0.0221796683209722,0.0191726408257402,0.0189237890460796,0.0272110340060589,0.0254034584776128,0.022919387828799,0.0229565134018178,0.0256794735538878,0.0191876265471041,0.0239513947249565,0.0305053539266304,0.0229537963493786,0.0238124556174882,0.0207810763028205
"omega_k2",0.0185080015655713,0.0158530597377106,0.0160773721390348,0.0212698547357448,0.0151486372698034,0.0231046444043759,0.0137093989366428,0.019871138909543,0.025114802512126,0.016626245028657,0.0174508332785387,0.024596057250609,0.0243660712594366,0.0214677554318593,0.0203030688462477,0.0159346837375801,0.0212762940931424,0.0220928595100302,0.0296269788381776,0.0159328919298212,0.0180160693380105,0.0171872149765499,0.0248695998905748,0.0209132979447164,0.0171289122392928,0.0158526631910042,0.0208401993022609,0.0216088331960224,0.0256501846168564,0.0191009587542857,0.0249777371716415,0.0184477273568985,0.0212127292191527,0.0279157410651558,0.017310385560031,0.0193638329465579,0.0224146135129395,0.0267125543060416,0.0266426515687471,0.021707193902139,0.018977427732735,0.0312566906930368,0.0167167668408676,0.0259261045358197,0.0169904553583258,0.0185605509208647,0.0309294760357944,0.0319379958416558,0.0178436062690921,0.0181585136150499,0.0278588399421738,0.0203042887502091,0.0204823357565793,0.0271679459772659,0.0263426710923942,0.0205769750350583,0.0268478739671522,0.0290899913340771,0.0143338101638842,0.0169777490379014,0.0539928336563553,0.0205901928492319,0.0187430422738258,0.0174168006172304
"omega_k2m0scale",0.0121684595920361,0.0108696763068359,0.0121231558186502,0.0132904257045236,0.0111997325615582,0.0127309896781967,0.0111608260964477,0.0121257813701047,0.0126548115972191,0.0118486647285736,0.0112644776467354,0.0134810047335821,0.0150442584767548,0.0154895200537041,0.012873995472102,0.0116926622940915,0.012558191682349,0.0138212287784615,0.0147272581255237,0.0112964590737259,0.0113781330941757,0.0115150556839714,0.0127134156034855,0.0123050458359359,0.0118252808835685,0.0107251787336243,0.0116757691752387,0.012430819450477,0.0159087462872691,0.0119063607448237,0.0125634492747078,0.0126111373818807,0.0118073692468542,0.0143566615642417,0.0110694811794215,0.011301273801103,0.0132983586504038,0.0158436337086133,0.0133636321645252,0.0151338224019444,0.0117916514503656,0.0172028688320607,0.0111363283821853,0.0121959280596031,0.0120748999092505,0.0121728792510093,0.0154182951886007,0.0168661992469341,0.0109441429293727,0.0114223637715303,0.0125237962258154,0.0123054612325178,0.0122043263480831,0.0154648936194053,0.0142061071155564,0.0131506752243376,0.0118423524013959,0.0113901711112947,0.0116934867139672,0.0126773124349752,0.0170759159414898,0.0127624304995851,0.0126186356272194,0.0120078168178189
"omega_offset",0.00338889348622929,0.00339950210815084,0.00339827141096171,0.00339823000051241,0.00339426071066978,0.00339314551671669,0.00340223424981213,0.00339207682784647,0.00339542496267175,0.00339764900194757,0.00339520239503318,0.00339329522849133,0.00339263289034541,0.0033970718420298,0.00339436443273043,0.00340205108684828,0.00339997782885718,0.00339465057909125,0.00339587282035802,0.00339860420545013,0.00339494867741482,0.00339289743114681,0.0033984800609674,0.00339573403184503,0.00340007614337763,0.00339930102037746,0.0033949040680004,0.00339317807243436,0.00340051182294038,0.00339527127115411,0.00344856761587223,0.00340544812508041,0.00340355960732243,0.0034034325491092,0.00339920234854933,0.00340259943380544,0.00341165039226274,0.00341698244606086,0.00340873346898759,0.00340565348568009,0.00341063597830454,0.00340815323104086,0.00340507915307301,0.00341727097275213,0.00340840472099188,0.00341831051934119,0.00343101687860037,0.003414191695287,0.0034081872187207,0.00339995929461367,0.00343518206294671,0.00341275395370134,0.00341783035123909,0.00342734601013139,0.00341998061241663,0.00341706795022674,0.00344322457089086,0.00345927433971548,0.00344011573015743,0.00344877055901927,0.00356077052375715,0.00344946964038259,0.00343383261190355,0.00347922790801557
"omega_r0_m0",0.0162986432899757,0.01523963847906,0.0171583380941763,0.0164931946674159,0.0161169236445568,0.0158698664407849,0.0161102090340214,0.0169674095856253,0.0168145960729762,0.0166533822448557,0.0168966858645622,0.0169982108338817,0.0138227453883587,0.01112793559765,0.0171553759729067,0.0173435781204361,0.0161367130577507,0.0178499308866172,0.0171755697012498,0.0157084603366891,0.0161800640575728,0.0163141641677654,0.0171897445160876,0.0178902216523838,0.0170218133922849,0.0155870031764599,0.0174444333121956,0.0188174979436914,0.0163611573544053,0.0171566393183014,0.0160296065900164,0.0165472569074298,0.0173395732280566,0.0146876782835457,0.0160774591268637,0.0174151899726055,0.0182649504199052,0.0173799649217281,0.0164522059182026,0.0165018673499635,0.0186206273348285,0.016850510043156,0.0166886515187406,0.0142851065585288,0.0173534046922344,0.0176212231092107,0.0172348209296808,0.0164446420981379,0.0186085730430226,0.018397840508659,0.015494070800768,0.0176161426414924,0.0179871322107143,0.0197843125512162,0.0175158956299397,0.0183941213882669,0.0171370091207058,0.0158946135216855,0.0172632407910355,0.0200108811986115,0.0182148154421749,0.0207317205986152,0.0212752326018056,0.0215520685850054
"omega_tBegin",0.00697113974595669,0.00681888846038885,0.00694789578016153,0.00695531148409767,0.00698050190048716,0.00696683095322594,0.00684890389024824,0.0069763940872816,0.00704794217261898,0.00690718384036846,0.00700029246386957,0.00700460748375384,0.00706195380625864,0.00696654265562799,0.00688337048949437,0.00697620535397598,0.00688759703727085,0.00698811651689896,0.00706756664378532,0.00678499893304537,0.00684703779776273,0.00688319912223481,0.00697871503542541,0.00699363231079233,0.00692158361533193,0.00684099729562214,0.00700765048197706,0.0069864863717535,0.00694918317492898,0.00693230282399208,0.00694305690400293,0.006908704662239,0.00692688324172403,0.00696828402107322,0.00679818470262244,0.00695020188478615,0.00692824822528987,0.00701513810317886,0.00690131392582602,0.00703462440770438,0.00688563397309479,0.00702929431592159,0.00688316576795817,0.00682963054508079,0.0068793472968208,0.00692939010099901,0.0069285983658785,0.0069932671877901,0.00693053442691971,0.00691895013769622,0.00681606024546393,0.00693772441358907,0.00704244867572643,0.00687950216471529,0.0068690244722888,0.00674829609952504,0.00667809130519462,0.00664220329970015,0.00669876563054083,0.00662374035950419,0.006708496527299,0.00667560279808556,0.00658544415159761,0.00658940394884406
"r0_m0_pop",0.0228484139574826,0.0213362693878918,0.0242298999799151,0.0233086219988898,0.0227301129387838,0.0223194412230625,0.0226641301096803,0.0238792574322347,0.0237452381070127,0.0234994825172363,0.0237954741826227,0.0239553703118287,0.0194671372333308,0.0156595627521028,0.0242190671443868,0.0244242248932877,0.0227865943115869,0.0251956941407497,0.0242347850236399,0.022189435353209,0.0227934271912061,0.0230131860929994,0.024143202961854,0.0253026112992776,0.0239394234248968,0.0219547577264356,0.0246390344763309,0.0264911244136686,0.0230902358853045,0.0240340864925273,0.0226057607177207,0.0233568304851057,0.0244999243527191,0.0205376639016723,0.0226384887894109,0.0245086454178622,0.0257575616733936,0.0246152416216323,0.0232341701308731,0.0232698847211407,0.0261748844142587,0.0238171584527574,0.0235531738720803,0.0200784911632664,0.0245048602574592,0.0249534205074297,0.0243001451687586,0.0231790863223319,0.0262217311893974,0.0259682771127179,0.0218639264960074,0.0248590777080853,0.0253647904536865,0.0279633124670485,0.0247866356797558,0.0257486215579565,0.0241026110979332,0.022405721275736,0.0242142442377477,0.0281871517004071,0.0256772268451972,0.0293048533323686,0.0300099150495206,0.0303728331346071
"tBegin_pop",0.00977392320567137,0.00960261627236821,0.00977151948903099,0.00979146173484349,0.00976043290551233,0.00979804662577103,0.00964700316116937,0.00979458569826209,0.00985384909615656,0.00971597178486526,0.00978718694281242,0.00984047804202469,0.00985488300194337,0.00979614376815476,0.00972655688541494,0.0098027103080757,0.00971362140416219,0.00978820719126515,0.00986823628189457,0.00956911884347078,0.00966087033260612,0.00970485576698088,0.00980192888293907,0.0098466151214725,0.00968739983367763,0.00960863767991783,0.00982719134916682,0.00984837235030473,0.00977646045177609,0.00974992954328965,0.00975539911024262,0.00969507116986909,0.00975728382605192,0.00975946670045504,0.00956809457422929,0.00974389612287195,0.00974907564117782,0.00982990828652236,0.00968942897661414,0.00988382710902399,0.00968856857347518,0.00985318888925205,0.00965436665414579,0.00958483856962281,0.0096821284743456,0.00971510859123369,0.00972677221511962,0.00977815840557993,0.0097386122038897,0.00969712276892984,0.00959584345796457,0.00970561749303929,0.00987762677577046,0.00968986493231561,0.00963207254837648,0.00950962985076562,0.00941163413842878,0.00934283014678,0.00943754127306389,0.0093276408259582,0.009432026023263,0.00941643293428692,0.00927912827742408,0.00927600649625952
