"run","a","delta1m0_pop","delta2_pop","e0_m0_pop","gamma_pop","k1m0_pop","k2_pop","k2m0scale_pop","offset_pop","omega_delta1m0","omega_delta2","omega_e0_m0","omega_gamma","omega_k1m0","omega_k2","omega_k2m0scale","omega_offset","omega_r0_m0","omega_tBegin","r0_m0_pop","tBegin_pop"
"1703163604_4765"," 0.03434089"," 3.41315702","-0.28915421","-2.42349087","-3.32593036","-1.74470957","-0.98319838","12.05808803"," 2.11419217"," 2.68282853"," 3.93144902"," 1.60170615"," 3.38398720"," 1.99865915"," 2.43282128"," 1.27816699"," 0.33620993"," 1.70664334"," 0.69278675"," 1.02422486","-0.34874249"
"1704040010_36676"," 0.03436067","-1.11290372"," 0.40246634","-0.38990868","-2.95264120","-0.15039808","-1.04208916","13.88342185"," 2.11233946"," 2.98114953"," 5.81874526"," 2.11699198"," 2.69154121"," 2.17977148"," 2.08816849"," 1.22880722"," 0.33574446"," 1.78903979"," 0.69591727","-2.52050356","-0.35314407"
"1706974803_07875"," 0.03481632"," 1.32602290"," 0.27588785","-1.05649221","-4.87911987"," 0.47359871","-0.44648262","12.00362099"," 2.11536474"," 2.92578571"," 3.13398228"," 1.90129929"," 2.69869357"," 1.72538483"," 1.69534310"," 1.18112120"," 0.33617770"," 1.69248842"," 0.68477407","-0.92883085","-0.33715061"
"1703892400_77143"," 0.03492834"," 0.47714601","-0.80576903","-0.06414341","-4.57066841"," 1.54263477","-1.16675045","12.72542267"," 2.11588546"," 2.75514293"," 3.01338807"," 1.58943384"," 2.50282327"," 1.39953027"," 1.58411574"," 1.06952257"," 0.33631106"," 1.55225802"," 0.67921694","-2.57148543","-0.32997678"
"1703668584_29054"," 0.03490867","-2.03357059","-0.89772634"," 1.15875528","-3.50218867","-0.18009930","-1.29694096","13.06899568"," 2.11312021"," 2.93890584"," 4.84794947"," 2.04906580"," 2.63843033"," 1.98432279"," 2.06709451"," 1.16852606"," 0.33600921"," 1.74204404"," 0.69456651","-1.65386376","-0.35153777"
"1710430466_28479"," 0.03487556"," 2.66018723"," 3.15906300","-2.24114789","-4.51057131","-1.82714593","-0.88128378","12.72224717"," 2.11270288"," 2.87354881"," 4.02940738"," 1.96004418"," 2.76869977"," 2.08426475"," 2.14595371"," 1.24669495"," 0.33596991"," 1.87289069"," 0.69605578"," 0.29553706","-0.35429461"
"1704876141_59057"," 0.03541042","-0.39458872","-3.08283429","-0.51736815","-0.96254378","-0.70134249","-2.77221324","12.84563764"," 2.11388308"," 3.41373537"," 3.61410638"," 1.67189679"," 2.42484629"," 2.58200174"," 2.48931294"," 1.60178981"," 0.33615451"," 1.63242675"," 0.69101763","-0.76099088","-0.34576593"
"1710430384_74705"," 0.03570468"," 1.75614570"," 0.86103729","-1.01619146","-4.27079774","-0.38170785","-1.22332395","11.33089817"," 2.11428672"," 3.29701923"," 3.70785219"," 1.99749935"," 2.67199813"," 1.81069689"," 1.86733566"," 1.19323005"," 0.33578915"," 1.69571876"," 0.68903809"," 0.55381116","-0.34242306"
"1703869540_79076"," 0.03606101","-1.68568378","-4.65384889","-0.36769229","-1.77414943"," 0.25467775","-0.93488374","13.21304815"," 2.11577636"," 2.92456300"," 6.47388225"," 1.71524446"," 2.28179599"," 2.13086155"," 2.46596389"," 1.25749636"," 0.33791590"," 1.59827721"," 0.68951150","-2.04170550","-0.34251472"
"1707966019_92386"," 0.03583486","-1.95844151","-0.52244977"," 0.86616465","-3.87414671"," 1.03034179","-0.79490380","11.98380354"," 2.11617751"," 3.08034923"," 2.33544166"," 2.24587027"," 2.65463337"," 1.86554445"," 1.81440218"," 1.26301256"," 0.33665516"," 1.65133785"," 0.68527103","-1.41500943","-0.33570533"
"1702059867_53786"," 0.03566065","-1.26951305"," 2.43280882"," 0.53848607","-3.64893787","-0.21796404","-1.41125557","13.12947112"," 2.11448464"," 2.96777163"," 4.84983818"," 2.05057609"," 2.70101043"," 2.07698520"," 2.11886862"," 1.18817375"," 0.33684562"," 1.73221552"," 0.68963244","-1.58412048","-0.34604879"
"1703400251_19353"," 0.03575742"," 5.33160435"," 1.32634505","-3.39830377","-2.51643828","-0.20029401","-2.68374898","11.58088700"," 2.11533949"," 3.33466366"," 3.76126538"," 1.86531957"," 3.08693945"," 2.33213459"," 2.68479765"," 1.44281900"," 0.33637151"," 1.45164504"," 0.68983039"," 0.22088647","-0.34011680"
"1711102688_84828"," 0.03568893"," 1.01727447","-0.10109647","-0.37116197","-4.43162263"," 1.65033045","-1.37944519","13.17952919"," 2.11667376"," 2.91029198"," 3.39507753"," 1.74395851"," 2.56194528"," 1.69769475"," 1.70931503"," 1.10394402"," 0.33624153"," 1.60060726"," 0.67634160","-2.94938565","-0.32512424"
"1703162829_06139"," 0.03581217"," 1.17802356"," 2.36806677","-0.82627386","-4.30672966"," 0.47360644","-1.35644985","12.86268978"," 2.11521193"," 3.04392278"," 4.42043673"," 1.96905159"," 2.54545130"," 1.82511834"," 1.92730852"," 1.12812713"," 0.33615968"," 1.73280959"," 0.68873634","-1.78943320","-0.33941638"
"1703168765_92347"," 0.03557845"," 0.55940440","-1.93338178","-0.78032577","-3.40042413","-0.37398171","-0.59409533","13.72492489"," 2.11604408"," 3.08665223"," 4.44458383"," 1.63247194"," 3.14533381"," 2.15132443"," 2.22293465"," 1.32669616"," 0.33693552"," 1.82118002"," 0.68908949","-1.84047147","-0.34094045"
"1709206129_71127"," 0.03620191","-1.46957504","-2.68619577"," 0.14345596","-1.03434820","-1.41033135","-2.44867872","13.87067489"," 2.11512549"," 3.74508567"," 3.97511099"," 1.98806515"," 2.84493080"," 2.48660348"," 2.54795271"," 1.60914162"," 0.33701788"," 1.73771403"," 0.69428758","-1.07776773","-0.34692397"
"1707454023_09692"," 0.0361005"," 2.8158654"," 2.2388636","-3.0147470","-2.2092632"," 0.9342123","-2.5033149","12.9257934"," 2.1153178"," 2.9073155"," 4.1976132"," 1.9581044"," 2.7627927"," 2.5963399"," 2.5803734"," 1.3400740"," 0.3362196"," 1.6426985"," 0.6848657","-2.1519688","-0.3356366"
"1708351283_39449"," 0.0362865","-3.4506811","-0.5411023"," 1.4456816","-1.0803487","-1.9502728","-2.7542028","12.0563665"," 2.1135626"," 3.1138483"," 2.9953425"," 2.2159727"," 2.4211527"," 2.3860944"," 2.1091570"," 1.5328984"," 0.3362071"," 1.6446803"," 0.6985154"," 1.0895000","-0.3547369"
"1708099692_29719"," 0.03661478","-0.30970832"," 0.75499959"," 0.53951452","-4.21541063"," 0.32969693","-1.45196518","12.06824689"," 2.11576631"," 3.08935847"," 3.31200063"," 2.19909982"," 2.40736114"," 1.90969701"," 1.87390986"," 1.17943848"," 0.33656372"," 1.85048086"," 0.68484490","-0.84223259","-0.33737478"
"1706715750_48201"," 0.03715006","-0.34700508","-1.20470269","-0.79268533","-0.91093811","-2.48152429","-2.62628814","12.51373417"," 2.11565110"," 4.32180595"," 2.68574474"," 2.25390911"," 2.83510610"," 2.56040873"," 3.05695975"," 1.72869905"," 0.33643154"," 1.68345229"," 0.69636982"," 1.40384423","-0.34678106"
"1702664681_58336"," 0.03713841","-0.49363250","-0.83343133"," 1.14902257","-4.65512389"," 0.73001594","-1.25374362","12.20061548"," 2.11681554"," 3.08404041"," 2.53960890"," 2.05201048"," 2.19814384"," 1.62028780"," 1.66096243"," 1.11192153"," 0.33646348"," 1.66510506"," 0.68242004","-1.24008871","-0.33186561"
"1703609226_86413"," 0.03732099","-0.43043625","-2.07731213","-0.76317300","-2.71527326"," 1.20241550","-0.83718446","11.55871261"," 2.11780753"," 2.88264086"," 3.62276745"," 1.63701622"," 2.52783843"," 2.11720990"," 2.55860149"," 1.22319441"," 0.33707201"," 1.41934193"," 0.67754847","-0.94576494","-0.32721646"
"1703424484_03185"," 0.03731641","-0.73687495","-1.51196681"," 0.64896319","-4.23928574"," 0.34433995","-0.60554462","11.58662003"," 2.11660744"," 3.50356917"," 2.15079225"," 1.91407678"," 2.56722319"," 1.75597857"," 1.69431639"," 1.20657162"," 0.33643013"," 1.73233974"," 0.68433490","-0.23427398","-0.33408189"
"1709034068_46024"," 0.03742716","-1.69293477","-1.91985425","-0.71023080","-3.27210874","-0.07205667"," 0.95875070","13.57885960"," 2.11762192"," 2.88718067"," 5.28125924"," 1.90783961"," 2.61867543"," 1.91318309"," 1.83888811"," 1.21712977"," 0.33718369"," 1.76424494"," 0.68671130","-1.95838683","-0.33647346"
"1700838053_61601"," 0.03733397","-0.50171423","-2.65570771","-0.55335935","-1.71879099","-0.88384823","-1.39462482","12.98692694"," 2.11846122"," 3.76027064"," 3.75837367"," 1.82555318"," 2.98946470"," 2.67164950"," 3.04486440"," 1.55061823"," 0.33803499"," 1.71792046"," 0.68751126","-0.41866429","-0.33567274"
"1703599626_99992"," 0.03739712"," 0.26915477","-2.82069382","-0.85679584","-0.74725611","-2.04074692","-2.28511231","13.53004877"," 2.11789978"," 4.17512474"," 3.33248211"," 1.68424612"," 2.90701606"," 2.59915529"," 3.13023619"," 1.69955101"," 0.33723906"," 1.63868327"," 0.69113953"," 0.13879193","-0.33897312"
"1707715038_18933"," 0.03728269"," 1.42206702"," 0.45341386","-0.27525441","-5.30962518","-1.60654647","-0.35612402","12.54836180"," 2.11652190"," 3.19893846"," 3.19995614"," 1.89979573"," 1.98460055"," 1.91040304"," 1.77865045"," 1.09149177"," 0.33636316"," 1.85373313"," 0.68836584"," 0.70783597","-0.33764834"
"1702335922_37296"," 0.03734369"," 1.72822701","-0.81749427","-0.33235958","-4.90164836","-0.02893594","-0.78180939","12.70487865"," 2.11606714"," 3.13633998"," 3.18635010"," 1.73357220"," 2.49571340"," 1.87927097"," 1.81177637"," 1.13917967"," 0.33607909"," 1.83562188"," 0.68544485","-0.88510097","-0.33390524"
"1710914013_51856"," 0.03819435","-1.57721774","-3.84885517","-0.22373755","-2.41255033"," 1.24792687","-0.52784331","12.34611008"," 2.11965249"," 2.70316251"," 5.67384899"," 1.65556771"," 2.27842172"," 2.20922720"," 2.75656892"," 1.25372244"," 0.33758060"," 1.54571285"," 0.67825629","-1.71990087","-0.32512663"
"1703380667_53379"," 0.03806769","-1.56956825","-0.76445168"," 1.79947103","-3.91842125"," 0.65714495","-1.72228622","13.16219843"," 2.11746488"," 3.33465927"," 3.65527957"," 2.21879235"," 2.62834091"," 1.91094969"," 2.00419884"," 1.23129837"," 0.33694148"," 1.75753685"," 0.68597091","-2.05085937","-0.33213551"
"1710693411_16574"," 0.03835187","-5.13494076","-0.17971951"," 1.55122623","-2.28547699","-2.99487201"," 0.56109353","12.25686525"," 2.11587558"," 2.75384616"," 4.31480750"," 2.08976359"," 2.37363587"," 1.89645242"," 2.01855820"," 1.22852039"," 0.33701374"," 1.79300563"," 0.69808565"," 2.07430006","-0.34865714"
"1702059868_24226"," 0.03822988"," 0.31625782","-1.36533538","-0.25302027","-2.18884580","-0.82880125","-2.05465243","13.59442439"," 2.11782219"," 4.09415544"," 4.11527645"," 2.10865682"," 3.23111569"," 2.72583381"," 2.65877531"," 1.55466077"," 0.33755608"," 1.97697271"," 0.68489989","-0.89250548","-0.33163183"
"1708099698_36132"," 0.03842732"," 2.21514018","-3.10357383","-0.34973705","-1.96104894","-0.08773646","-2.85274931","13.68770219"," 2.11891386"," 3.43767089"," 3.33888240"," 1.52814347"," 2.91885985"," 2.54965324"," 2.55858724"," 1.42373837"," 0.33709380"," 1.75240382"," 0.68086401","-1.49299452","-0.32534084"
"1704876139_03197"," 0.03904396"," 2.79282170"," 1.06370268","-1.56288357","-4.36857557"," 1.08715734","-0.98220874","11.56936456"," 2.12011797"," 3.83239957"," 3.27329443"," 2.12062567"," 2.87004946"," 2.27161979"," 2.03258349"," 1.31512619"," 0.33720911"," 1.81998138"," 0.67223038","-0.43691693","-0.31809080"
"1710430467_49315"," 0.04003864"," 0.27430039","-1.42107726","-1.05733428","-3.85645760"," 0.89289431"," 0.75628751","12.55633866"," 2.12373574"," 3.24634627"," 3.40126198"," 1.66107262"," 3.03312780"," 2.28499483"," 2.65529457"," 1.17925547"," 0.33916262"," 1.70392110"," 0.66533666","-1.24368890","-0.31067172"
"1700838053_63081"," 0.04191446"," 0.84390092","-1.39855935","-1.42913555","-3.82752918"," 1.88555181"," 1.10505747","13.38362418"," 2.12691134"," 2.99020108"," 4.09033343"," 1.44877676"," 3.10186341"," 2.54892494"," 2.87648592"," 1.13504065"," 0.33960843"," 1.58409638"," 0.66048766","-2.56163764","-0.29706242"
"1703855491_08328"," 0.04210422"," 3.55479015","-0.07940894","-0.44937615","-5.04898166"," 0.81549366","-0.97828672","10.96692141"," 2.12378276"," 3.86786183"," 2.69008423"," 1.94853393"," 2.17939750"," 1.89729800"," 1.42964945"," 1.17236105"," 0.33814027"," 1.71075487"," 0.66713926"," 0.95826090","-0.30530170"
"1704876138_78848"," 0.04350337"," 6.76708379"," 0.26552260","-1.44112077","-4.87051914"," 1.84076357","-1.34157503","11.58036029"," 2.12573648"," 3.72769599"," 3.59676435"," 1.92124781"," 2.43542479"," 2.38297168"," 1.67059561"," 1.26605165"," 0.33883699"," 1.99169417"," 0.65939200"," 0.12283268","-0.29545922"
"1708766705_71615"," 0.0464672"," 3.1571277"," 0.6743129","-3.8046906","-1.0699378","-1.6785979","-0.6747406","14.4149982"," 2.1279381"," 4.1849314"," 2.7689826"," 1.9633724"," 3.6825896"," 3.0525415"," 5.2278149"," 1.7138333"," 0.3420828"," 1.8150850"," 0.6667163","-0.1848761","-0.3051011"
"1703367678_97749"," 0.04607292"," 4.57576817","-1.51678579","-0.13118034","-4.03620784","-0.99568290","-1.92756395","11.77844649"," 2.12699257"," 3.93648739"," 2.76845966"," 1.88900572"," 2.81883401"," 2.27919687"," 2.03683866"," 1.27817619"," 0.33849175"," 2.07066050"," 0.66562261"," 2.64987807","-0.29817842"
"1703168765_34755"," 0.04556966"," 7.15723359","-2.61082358","-0.35150269","-4.38735110"," 1.18992324","-1.44911579","12.18785781"," 2.12527384"," 3.58498351"," 2.51238423"," 1.41171235"," 2.63153501"," 2.37099316"," 1.86022929"," 1.26344363"," 0.33726434"," 2.12066513"," 0.65594908"," 0.94578868","-0.29002261"
"1703162829_93393"," 0.04712496"," 1.48264097","-1.56834949"," 1.72933595","-4.98900661"," 1.01579059","-1.04411949","12.92317248"," 2.12842007"," 4.06891785"," 1.89173482"," 2.18391770"," 1.62545063"," 2.07375756"," 1.71739332"," 1.19674385"," 0.33980827"," 2.14671233"," 0.65577315","-0.50385786","-0.28882685"
