"run","delta_pop","gamma_pop","km0scale_pop","tBegin_pop","offset_pop","omega_delta","omega_gamma","omega_km0scale","omega_tBegin","omega_offset","a"
"1674350680_94856","-3.097512009","-4.552398226"," 6.224871459","-0.220717322"," 2.079261954"," 3.432716644"," 3.854227769"," 0.064743252"," 0.303624894"," 0.005087967"," 0.031532948"
"1674362825_82444","-1.414455661","-6.217801732"," 6.232184337","-0.220068423"," 2.079368961"," 2.083056502"," 3.480128128"," 0.114258690"," 0.304610390"," 0.003779788"," 0.032847298"
"1674357832_42089","-2.497367311","-4.928654614"," 6.223380924","-0.220952047"," 2.078607567"," 2.834664294"," 3.801544055"," 0.065328453"," 0.304045089"," 0.007318161"," 0.031551889"
"1674363195_74917","-6.830892898","-1.047554588"," 6.223268288","-0.221007792"," 2.078816808"," 3.506308744"," 1.386495465"," 0.063562620"," 0.304005978"," 0.003623897"," 0.031564575"
"1674350822_39314","-3.701185255","-3.936441475"," 6.225353141","-0.220713961"," 2.078583544"," 3.581994977"," 3.844324529"," 0.075329057"," 0.303862419"," 0.005704479"," 0.031548670"
"1674355643_26249","-3.723367368","-3.794407841"," 6.225074483","-0.220803675"," 2.078874139"," 3.816603853"," 3.432328185"," 0.064879163"," 0.303870859"," 0.006135013"," 0.031541763"
"1674356684_34382","-3.501928396","-3.922608347"," 6.224506470","-0.220871418"," 2.079315204"," 3.574450196"," 3.530188864"," 0.064842937"," 0.304065838"," 0.005109984"," 0.031580243"
"1674358684_28649","-4.310349790","-3.306651559"," 6.222353984","-0.221235967"," 2.078492918"," 4.313355775"," 3.052625472"," 0.067467568"," 0.304248139"," 0.004099787"," 0.031662413"
"1674354308_87378","-7.124681779","-1.069470948"," 6.224902056","-0.220785451"," 2.078403570"," 3.818862123"," 1.556461237"," 0.063579886"," 0.303880443"," 0.005556434"," 0.031565106"
"1674362362_15869","-4.001349352","-3.617729619"," 6.224245084","-0.221033871"," 2.078849938"," 3.944903357"," 3.438311152"," 0.065092107"," 0.304154647"," 0.005541841"," 0.031543633"
"1674356590_37515","-4.654746009","-2.748364358"," 6.222772597","-0.221258815"," 2.078596340"," 3.752789503"," 2.983362069"," 0.065692272"," 0.304173607"," 0.006249256"," 0.031553390"
"1674353148_38778","-4.458150457","-3.096449487"," 6.224962950","-0.220787085"," 2.078708614"," 4.148001033"," 3.004439131"," 0.067502719"," 0.304146868"," 0.005783021"," 0.031537441"
"1674363652_52945","-5.597974614","-2.032857146"," 6.223713181","-0.221002868"," 2.079052908"," 3.972793585"," 2.466068002"," 0.066010102"," 0.304087167"," 0.006458344"," 0.031544995"
"1674363516_65802","-6.362882144","-1.571159919"," 6.225115774","-0.220725645"," 2.078631141"," 3.980041732"," 2.181193275"," 0.064286253"," 0.303839412"," 0.006779223"," 0.031563387"
"1674364291_17727","-2.808387125","-4.622871693"," 6.219007520","-0.221754986"," 2.079267398"," 2.964658078"," 3.897693317"," 0.067350064"," 0.304203032"," 0.005969944"," 0.031578934"
"1674360362_15781","-5.365587077","-2.257532246"," 6.224886577","-0.220734511"," 2.079364669"," 4.069148002"," 2.631210111"," 0.065059488"," 0.304254962"," 0.005233598"," 0.031628850"
"1674359498_47964","-4.242413517","-3.235325445"," 6.224334834","-0.220963859"," 2.078721147"," 3.778374021"," 3.321995664"," 0.064704718"," 0.304139248"," 0.005067646"," 0.031568848"
"1674355358_22928","-4.530221115","-2.964747523"," 6.223008440","-0.221145648"," 2.079041584"," 3.773633722"," 3.263072982"," 0.064730353"," 0.304078795"," 0.008183498"," 0.031579354"
"1674363867_79773","-6.633513810","-1.346056952"," 6.226284438","-0.220596780"," 2.078383936"," 3.860290881"," 1.918460288"," 0.065654348"," 0.304106466"," 0.004794821"," 0.031565490"
"1674363977_88104","-6.682910510","-1.233475922"," 6.223833949","-0.221044273"," 2.079162392"," 3.685081795"," 1.749046383"," 0.064122965"," 0.304418905"," 0.006650528"," 0.031558761"
"1674351944_02739","-4.075325434","-3.620821969"," 6.223520916","-0.221073918"," 2.079442417"," 3.961772075"," 3.580744772"," 0.067022072"," 0.304349259"," 0.006686433"," 0.031594958"
"1674361401_94601","-4.290566464","-3.311558153"," 6.225684937","-0.220646480"," 2.078331512"," 3.989638677"," 3.336566833"," 0.064893532"," 0.303892021"," 0.006704565"," 0.031534731"
"1674353047_5463","-6.440377750","-1.502815249"," 6.224602767","-0.220847969"," 2.079563751"," 3.954726931"," 2.014928399"," 0.063360181"," 0.304014742"," 0.005247628"," 0.031555198"
"1674359366_10198","-5.66154230","-2.09302057"," 6.22479131","-0.22081824"," 2.07942255"," 4.16655886"," 2.47197769"," 0.06458868"," 0.30403422"," 0.00659778"," 0.03155409"
"1674359649_34093","-6.533239373","-1.472562724"," 6.226037143","-0.220657723"," 2.079217021"," 4.010458221"," 2.025793181"," 0.065984775"," 0.304331795"," 0.006056157"," 0.031571748"
"1674358843_34898","-5.19847016","-2.53069398"," 6.22508757","-0.22080616"," 2.07956853"," 4.00048903"," 3.07413225"," 0.06493452"," 0.30382267"," 0.01409368"," 0.03160425"
"1674360646_94991","-5.165970634","-2.404550012"," 6.223987615","-0.221160255"," 2.079251441"," 3.920913129"," 2.858097881"," 0.063870506"," 0.304461396"," 0.004689282"," 0.031552028"
"1674364376_24185","-5.22060421","-2.33870583"," 6.22339933","-0.22107722"," 2.07890195"," 3.97602005"," 2.73822373"," 0.06505945"," 0.30408689"," 0.00613600"," 0.03156927"
"1674358536_83526","-4.457673788","-3.018753483"," 6.223208030","-0.220866684"," 2.078661492"," 3.859538109"," 3.182437035"," 0.065122636"," 0.303848163"," 0.004370322"," 0.031631690"
"1674353515_35747","-5.695902583","-2.012461956"," 6.228880038","-0.220190791"," 2.078376301"," 3.896497783"," 2.661172785"," 0.067242885"," 0.303857923"," 0.005730167"," 0.031567309"
"1674364594_12895","-4.47235754","-3.13805303"," 6.22423516","-0.22090766"," 2.07917581"," 4.11297686"," 3.13561164"," 0.06343800"," 0.30401757"," 0.00567072"," 0.03157730"
"1674359864_69922","-4.513258878","-3.024385719"," 6.222374959","-0.221162135"," 2.079190874"," 3.950377003"," 3.185338489"," 0.068247084"," 0.304165471"," 0.004612078"," 0.031685837"
"1674360772_87038","-1.403293158","-6.212547968"," 6.239859295","-0.220010523"," 2.079666968"," 2.076845232"," 3.501857820"," 0.201117270"," 0.303736135"," 0.003596445"," 0.031782083"
"1674357367_72778","-5.345919892","-2.427052501"," 6.221893963","-0.221318535"," 2.079156287"," 4.356439703"," 2.732789848"," 0.065983342"," 0.304461829"," 0.005716737"," 0.031664973"
"1674362059_06875","-5.857493911","-1.930151332"," 6.225947393","-0.220614019"," 2.079109370"," 4.016929822"," 2.522794368"," 0.064401473"," 0.304083862"," 0.006796683"," 0.031543470"
"1674351522_1657","-0.920827831","-7.054404341"," 6.235578118","-0.220248378"," 2.078260353"," 1.280820247"," 3.391469076"," 0.168606670"," 0.304261083"," 0.002932556"," 0.032180739"
"1674354768_77889","-6.025869714","-1.728519114"," 6.231190056","-0.220496972"," 2.078148142"," 3.821088159"," 2.404917827"," 0.181884661"," 0.304151673"," 0.003703906"," 0.032197999"
"1674357452_82003","-5.597310420","-2.102869648"," 6.243362542","-0.219717382"," 2.078982911"," 3.954742422"," 2.694589307"," 0.146561733"," 0.304505503"," 0.003434737"," 0.031960582"
"1674355459_63402","-7.119411436","-0.987867691"," 6.234795988","-0.219934364"," 2.079086874"," 3.618743769"," 1.370706783"," 0.125359519"," 0.304180181"," 0.005498617"," 0.031896388"
"1674352739_23015","-3.486163174","-4.061257650"," 6.240753207","-0.219788338"," 2.078256750"," 3.721016045"," 3.564661729"," 0.168785194"," 0.304114589"," 0.004719787"," 0.031804813"
"1674360134_34818","-5.750038756","-2.192403962"," 6.236435049","-0.220131090"," 2.079151784"," 4.309020706"," 2.673126700"," 0.150338141"," 0.304730808"," 0.005258022"," 0.032261275"
"1674353898_36573","-6.242153712","-1.644894853"," 6.241479145","-0.219695779"," 2.079413612"," 4.001899354"," 2.255512405"," 0.135937422"," 0.304874884"," 0.005243533"," 0.031859044"
"1674357664_4407","-1.43606015","-6.33987101"," 6.25101319","-0.21889831"," 2.07968974"," 2.14921187"," 3.75077528"," 0.26331538"," 0.30234640"," 0.00424142"," 0.03229088"
"1674352441_4898","-0.982234984","-6.904775459"," 6.268283582","-0.219010625"," 2.078119305"," 1.577146085"," 3.431108587"," 0.376349605"," 0.305339196"," 0.004352054"," 0.032472499"
"1674350174_18222","-6.453146441","-1.394625678"," 6.255433099","-0.219259365"," 2.078558123"," 3.791454574"," 2.039960829"," 0.291141188"," 0.303655028"," 0.004208705"," 0.031886996"
"1674363026_45618","-1.030523171","-6.829152119"," 6.259178064","-0.219137856"," 2.078644007"," 1.477147867"," 3.500709220"," 0.305484065"," 0.304474184"," 0.003399178"," 0.032452321"
"1674355794_33292","-0.791325043","-6.995332271"," 6.252595303","-0.219447230"," 2.078430168"," 1.115058213"," 3.055196445"," 0.271239190"," 0.304244932"," 0.004487918"," 0.032404946"
"1674359000_79273","-0.820720600","-7.018679311"," 6.241085055","-0.220050379"," 2.079549745"," 1.055799459"," 3.143365541"," 0.231508680"," 0.303809791"," 0.003716846"," 0.032308009"
"1674355149_10764","-2.148287435","-5.464163558"," 6.245402317","-0.219912965"," 2.078611015"," 2.839911168"," 3.796688940"," 0.223451113"," 0.304407160"," 0.004596914"," 0.032346172"
"1674357941_86696","-1.234610147","-6.465071517"," 6.266009229","-0.219092714"," 2.079181250"," 1.994194504"," 3.474257752"," 0.384779868"," 0.304361251"," 0.005371086"," 0.032443789"
"1674363292_87283","-0.733628053","-7.035300991"," 6.304743171","-0.218125732"," 2.078486845"," 1.261824080"," 3.062506834"," 0.545225127"," 0.304413710"," 0.006364728"," 0.032738533"
"1674356844_04353","-6.626683810","-1.418528779"," 6.260673413","-0.219127200"," 2.078442559"," 4.051395366"," 2.119717709"," 0.327715284"," 0.303941582"," 0.005666967"," 0.032116859"
"1674354074_58199","-0.82784465","-7.02781516"," 6.27386626","-0.21838686"," 2.07953975"," 1.27726025"," 3.26715362"," 0.35872231"," 0.30465630"," 0.01378127"," 0.03276426"
"1674359957_0747","-4.69795994","-2.82763092"," 6.23073738","-0.22047670"," 2.07994996"," 3.71971466"," 3.27508021"," 0.19283660"," 0.30437229"," 0.01956767"," 0.03377872"
"1674364494_40175","-0.804916558","-7.246019802"," 6.289090719","-0.218280219"," 2.079667146"," 1.249105687"," 3.481626260"," 0.465838421"," 0.303273020"," 0.005294409"," 0.033402555"
"1674357156_01613","-3.078404494","-4.538010405"," 6.258208732","-0.220159048"," 2.079085795"," 3.401910751"," 3.926845487"," 0.346799365"," 0.305383205"," 0.003526914"," 0.033335956"
"1674349867_15554","-0.799657132","-6.912502458"," 6.296959223","-0.218507790"," 2.078766104"," 1.369427951"," 3.119618256"," 0.528058274"," 0.304124959"," 0.003861779"," 0.033943726"
"1674362492_21442","-2.798543980","-4.903951215"," 6.296196763","-0.218452296"," 2.078168929"," 3.371518388"," 4.057816412"," 0.478692048"," 0.304558225"," 0.009336316"," 0.033709194"
"1674364112_88426","-6.184493387","-1.660716629"," 6.225803680","-0.220734692"," 2.077436083"," 3.933425309"," 2.277022424"," 0.065983757"," 0.303812749"," 0.004440223"," 0.031573009"
"1674352271_81501","-6.670352818","-1.386361497"," 6.243328322","-0.219576870"," 2.078765919"," 3.972709542"," 1.962359382"," 0.211698202"," 0.305304492"," 0.005190017"," 0.034657296"
"1674361686_57418","-2.176649471","-5.472508203"," 6.292637330","-0.217422844"," 2.078098510"," 2.805341471"," 4.079031804"," 0.442096333"," 0.303878581"," 0.006093275"," 0.035329391"
"1674353246_18271","-6.916049188","-0.882813535"," 6.318044406","-0.218832629"," 2.078071503"," 3.361632108"," 1.497881074"," 0.564375737"," 0.308207827"," 0.007327328"," 0.039461741"
