,run_USemwKEc8eFAOrFQRx5C,run_YSjR7QQAIJdR2NisT5Iw,run_awSKX9QLNNWc5p0BtAaw,run_TeDoFRxLv7aycawQagNR,run_j7hYKf8cjRQozE5zPHwo,run_PLmB7oXsmWzAS1nKRUAA,run_NJrRAqCEXzDVBwYATW3l,run_ohaai9vEKjb8gcZoP9sU,run_Pfj82wCWpIALBsoHrSrH,run_UouaISZmZe5rBZWV0ScW,run_DHJ013145sex2MBWeTrg,run_o6zBx88V1eQNVMuA6pWm,run_2hPFMPyjj5pMsTLKsIa9,run_UaXQ0mDEgO4nAl2hmXv0,run_8epWTsonDCykNs42POTi,run_hZM3KT9Kft2XAIahBzXc,run_gY4OE1nTnKVCQl8I6DzS,run_cJiCStHuBTvWyqqnDRcx,run_J8iuE2c1mRMlTUnrJcHF,run_MUJ6iedCaTfhiN5DTpQS,run_DMmlejeKSqVTeXwWjUZF,run_ThmWsLKQLss2Fz3a51bg,run_2E1CrSs5xtjQjshatNVj,run_lDHEdQf90hlj3OihJDic,run_H0jaRavZ66erIwvCSTBt,run_BtUGQZsR2HDT0jU3fh96,run_wagsXjic4oLubyvbsRyu,run_n5bVqZfMUVYgEiaF9CyD,run_xLRs8xz6HnGgSYvnzmA7,run_hnWXwSX7Ew1fOZZ0J2Md,run_oAX6rW4JDWb6AsrDVoEP,run_LnoUXGec1blEA5nur5Ll,run_pIYw7KyUarKYcaecjzMZ,run_Lp76F1Le7fLR6oWiqSmP,run_YE58JMbvU9pRinRryPZu,run_kzYqcreyFSlvpJNf9eGC,run_cs9OgvF10z1b5YYWGGyj,run_e7qOHrSnjN25r8oFLXPG,run_nY5IeV8jgAvLJM5soq5w,run_kq73CJ68BUhxp2ZECaZJ,run_PKBIaOrBUxiFh7OBo7Yz,run_DcJ1tgm8HUocnHDGgafW,run_99SZt6266biNquEae59m,run_pxcEdJQeQUumU7TA9Z55,run_y1KEasNlj4lwNXc5sH6J,run_BCuNOMz2qr9RiDRY2LMQ,run_q6LNZMu1r62vIgaRFSeY,run_lGNWoT4R5gibmV45SzEa,run_OIkshXnkmhzfixB4qT4v,run_SQjBnrx3MyDLDdok6F3Q,run_Fh7WDVlZkxh3Q0jZBK60,run_LRLn96S4BndHwhXzdSta,run_hdd263pHBT4QHOWTiaHY
omega_delta1m0,0.0054987360494142,0.0061527775474885,0.0049968151676379,0.0052597367991291,0.0050845603420541,0.0056419976846143,0.0061249032047491,0.0051175216334114,0.0058260751031157,0.0093527982937836,0.0054030829621889,0.0049104969442564,0.0051207676873371,0.0054351138020261,0.0053755350901693,0.0056066859933475,0.0050720838145997,0.005888004915484,0.0058457573622375,0.0056859447554025,0.0058702345448716,0.0055853525337766,0.0064176987137909,0.0051549056939718,0.007880454442728,0.0062347721562541,0.0057358901305471,0.0054336803684306,0.0065885347237556,0.0054123128205153,0.0054150930223468,0.0080328823666043,0.0054805253339226,0.0058249466092453,0.0051122580169503,0.0058937428443248,0.0087946162783106,0.0055371662192719,0.0057902097944133,0.0057479753625359,0.0053257390005272,0.0057587893291464,0.0058787292862525,0.0054854723016641,0.0061284371057738,0.0052045308639271,0.0050915568451579,0.0095630568585899,0.0053497557711681,0.0077753541624278,0.0061449471311755,0.0064320794239651,0.0063597410453822
omega_delta2,0.0060002160139304,0.0064145697167517,0.0072573997396759,0.0039852356523998,0.0255993785056894,0.004879869099958,0.0077953729336878,0.0053332858290227,0.0080109685718317,0.0095072955684097,0.0078931574151896,0.0123264596018745,0.0143901162487956,0.0078498654190216,0.0062081974612042,0.0081829278749352,0.0055458911824425,0.0035312082619283,0.0136730279926758,0.0035471539494074,0.0044735940233966,0.0117196422171669,0.0077096052537282,0.010249341522148,0.0048890922784953,0.0053609667926483,0.0069358674605266,0.0063192309969246,0.0062845708829618,0.0041970052261843,0.0039101089017753,0.0101507075536503,0.0085880071271405,0.0111667131259509,0.0076370501490223,0.0049440959481147,0.0191182871201045,0.0061721401333461,0.0133803402866731,0.0076954184834722,0.0391692368744695,0.0081565698486395,0.0077273867787651,0.0055440158410877,0.0090130250792044,0.0073646503834941,0.0203168017428583,0.0090340092966498,0.0037276515210848,0.0086498284379637,0.0087017445891869,0.0083528918252609,0.0052363616278162
omega_e0_m0,0.007198591335936,0.0079414246576089,0.0069003426663393,0.0083044622899755,0.0070288316397138,0.0082994431269514,0.0074942768574828,0.0062240475039419,0.0073703571727271,0.0093074175757938,0.0069701241318552,0.0072915965191279,0.0078418262259141,0.0069745607616439,0.0069443920177486,0.0074343148809985,0.0068656020315186,0.007172339492231,0.0077139601880951,0.0079851335262759,0.0085232663551879,0.0079152979583014,0.0080425811174101,0.0081112218900814,0.0087444469902589,0.0076191192274647,0.0072935407375006,0.0061841031543341,0.0077810012327694,0.0077681958041979,0.0068150506418535,0.0083490647447147,0.0074384510758673,0.0076020416717079,0.0066567771570467,0.0088359052497379,0.0092158661262903,0.007169170968854,0.0083582441623697,0.0079355262375214,0.008098848721919,0.0079999447106981,0.0075833173649352,0.0067048867847951,0.0092109040133258,0.0068779905569758,0.007724286364479,0.0088186054907733,0.0076124270253357,0.0090046583043548,0.0081134632249285,0.0075503741820425,0.007729999026619
omega_k2m0scale,0.0077595759414924,0.0071825977333219,0.0078779827052569,0.0079164400038761,0.0074552951672061,0.0079154424503428,0.007823996043824,0.0075239254667281,0.0073337166125735,0.0080313479755459,0.0075433494807341,0.0080130660259525,0.0076399420083523,0.0075706826766769,0.0071728627106648,0.007860394509849,0.0080281395504464,0.0072631173504046,0.0073998591471988,0.0079656425171672,0.0082030588242611,0.007512438513957,0.008094072582224,0.0073374901454601,0.007341879532638,0.0075108621744487,0.0076150803540395,0.0070531520094853,0.0080245705450973,0.0080588150631587,0.007590235992624,0.0082400754453706,0.0077296653278785,0.0076706670928679,0.0076667669752658,0.0083411028713867,0.0089241100970374,0.0072258487048633,0.0080103839236145,0.008241456075618,0.0075095232585904,0.0080584733455993,0.0082542907440797,0.0077761024527221,0.0077799684989865,0.0071361643644101,0.007692468245976,0.0080961415258686,0.007763457601103,0.0080414138613477,0.0073907488207055,0.0076698804581841,0.007426262479242
omega_k2,0.0049101547421306,0.0054742898513585,0.0045342236559925,0.0045130685601627,0.0065269062916153,0.0056248949330039,0.0054039687922754,0.004646027721203,0.0049566601950028,0.0084916787346728,0.0055055038151249,0.0065204620740434,0.007027107790222,0.0050234799636394,0.0047750748756477,0.0064579989626501,0.0043452619587932,0.0113267830619106,0.0053989789315253,0.0054786675029024,0.0057818816046441,0.0066436025672222,0.0052618800488346,0.0087199269778218,0.0057519928520691,0.0055529715821042,0.0108717533224019,0.0052039572035581,0.0055629755553438,0.0050193254561842,0.0064354786756942,0.0084146571773362,0.0052884817832634,0.0063457123275914,0.0047077921499092,0.0176276872301454,0.0101249279347637,0.0048925637984157,0.0071670511892169,0.0050468936558563,0.0072071628706803,0.0057941204389312,0.0057298954708359,0.0047903214820688,0.0053428150913274,0.0047707894620363,0.0071973268937518,0.0161535723928209,0.0088242774609267,0.016100510498406,0.0057163229647862,0.0061197689815064,0.0056711881292829
omega_k1m0,0.0072817037831161,0.007659293453064,0.0067918572500649,0.0089497570398304,0.0069345705524771,0.0081893226685325,0.0077996862373768,0.0077873022925406,0.0076062938493866,0.0080461402424805,0.0076371468002495,0.0077101265352356,0.0074907636943848,0.0075575151023351,0.0082966292063949,0.0071719770752014,0.0073155060817019,0.0080121653416763,0.0071559536118807,0.0087255791742369,0.0115896242977473,0.0074730658297188,0.007318209447047,0.007267340800586,0.0088897696759721,0.0082681504678404,0.0087773029998809,0.0084573671372814,0.0076004055009735,0.008003833356347,0.0076897790385776,0.0099972197640021,0.0072689158595648,0.0077637914327223,0.0069397310732936,0.0092331892967103,0.0103148678428243,0.0075745662287077,0.0083490233714249,0.0086530599563843,0.0071057547413313,0.0076385453388458,0.0072709619521745,0.0077290474748379,0.0087445042880278,0.0080737017554578,0.007092476223277,0.0088061999445369,0.0080929396841022,0.0088378997076379,0.0079371226378448,0.0068498686933301,0.0083991105584919
omega_r0_m0,0.0076326257021066,0.007252277752829,0.0073539065748102,0.0074113071326954,0.0070835530396481,0.0075569661605557,0.0075230397726432,0.0072162780201593,0.0068855013378738,0.0077655417131543,0.007335050436783,0.0075268626153271,0.0073386027225844,0.0073741355216587,0.006834930933667,0.0077080442382537,0.0077400970949974,0.007176563503172,0.0072113809593592,0.0076699649057309,0.0076914652925173,0.0072084539319112,0.0077314092816132,0.0071311256823926,0.0073003968631003,0.0072662947546531,0.0071715672263561,0.0069501122264082,0.0075373134697377,0.0076732146300365,0.0072002213255975,0.0079367897134543,0.0074602668056645,0.0074702642352995,0.0074110013888007,0.0080977580999768,0.0087285810417554,0.0070971950965755,0.0076513615954497,0.0079296539887388,0.0072490431582043,0.0077586469639832,0.0077748328600126,0.0074917082983213,0.007643856508015,0.0069453718362943,0.0073686840327026,0.0079092603103354,0.0072267237209388,0.0078140889820218,0.0072040952905246,0.0072962624894217,0.0073911927459953
omega_gamma,0.0288848075109993,0.0278364543293492,0.0292790536746711,0.0314408957094822,0.0370781182845226,0.0295215532903485,0.0268663295797338,0.0242660717639034,0.0264728198736954,0.0466343292444485,0.0300358999064896,0.0350702805584504,0.0360502209750858,0.030616725256505,0.0245233727357279,0.0320053300328345,0.0304545705240622,0.0397911949481165,0.0299695915383791,0.0300635697144963,0.036450860925415,0.0334890012224354,0.0337676970662679,0.0315789110844702,0.023813498324019,0.0257965687921262,0.0378187465653768,0.0212763297158809,0.0337330450999302,0.0291044369045906,0.0315399407225014,0.0395256901960714,0.0301337370250447,0.0378352688130371,0.0295622279920406,0.0555869927626776,0.0448663284541554,0.0278344790853479,0.0396758817626263,0.0323709498337628,0.0397607106076095,0.0319060985746109,0.032226520391206,0.0257431189214447,0.0314540629376753,0.0254397446434254,0.0399171097612782,0.0494343358555913,0.03781443923427,0.0551145637861193,0.0293732151541495,0.0383142527915866,0.0251231174941532
omega_tBegin,0.0049137814311615,0.004952680569906,0.0048931135871992,0.0048274747594226,0.0049117889714844,0.0049364475081596,0.0049844451045108,0.0049604943193414,0.0049640011904174,0.0048284964431512,0.004985971625187,0.0048221681051388,0.0048628307156286,0.004922407180858,0.0049980657527719,0.0048718357880252,0.0048501280694569,0.004965747739053,0.0049491803387492,0.0048298795785372,0.0047533213448556,0.0048847847515109,0.0048941255310703,0.004789900689829,0.004955280815337,0.004965194075262,0.0049810384726152,0.0050664212420261,0.0048591446010199,0.004827020259581,0.0049385843715755,0.0050012829145991,0.0048976926023154,0.0049370408369767,0.0049204796027526,0.0049074452597845,0.0050031959676083,0.0049625801781266,0.0047771116492204,0.0048375879936337,0.0048920468399343,0.004869660484787,0.0049480546707494,0.0049730728667866,0.0048259234058943,0.0050116575821155,0.0048236309021049,0.004930400121158,0.0049274160663676,0.0048692179366351,0.0049500125531383,0.004866348547125,0.0049490525336968
omega_offset,0.0001692356477349,0.0002030055555458,0.0001053531291566,0.0003846680035852,6.99253440918419e-05,0.0001421721810594,0.0001130447486883,9.97614313971663e-05,0.000146896059733,0.0003463557788162,4.0130905496698e-05,0.0002312417769368,0.0002872393406603,0.0001674104131347,6.52165967271228e-05,0.0001977324272473,0.0002306153059347,0.0001636372085255,0.000163500541837,0.0003158455716944,0.0015255107085391,0.0002011999142363,0.0001903751324366,0.0014285233346182,0.0002488293485094,0.0001662856795298,2.67119819653451e-05,8.1793898510054e-05,0.0003428554420652,0.0005453012424271,7.55533694828208e-05,1.65710292698054e-05,0.0001981197443468,8.23124424162699e-05,0.0001295799317205,0.0002404451503305,0.0001021728269656,0.0001010686988212,0.0004289688505729,0.0003669684966508,0.000158939127323,0.000202631532531,4.90970908131343e-05,3.28330027472405e-05,0.0006128496463339,2.9267837655832e-05,0.0003218325995162,0.0001254486129724,6.47096962765062e-05,0.0003050906213955,0.0001640801822403,0.0004403768295517,0.0001937099642878
a,1.73689646620748e-05,1.75167641595168e-05,1.72680023888099e-05,2.08329043485185e-05,1.70162738022453e-05,1.87072094655515e-05,1.74919679927083e-05,1.73501062291894e-05,1.74604883631235e-05,1.84698536409881e-05,1.71253139912037e-05,1.74198663949712e-05,1.81916673144099e-05,1.72325557292928e-05,1.74705183605512e-05,1.73756491185453e-05,1.73807287178949e-05,1.75578041068551e-05,1.72117011470302e-05,1.79444432398885e-05,1.88856536003649e-05,1.76079315575131e-05,1.8905388484384e-05,2.07421653798713e-05,1.85987035684869e-05,1.75857119287049e-05,1.74697108462011e-05,1.79752908529226e-05,1.75841343256156e-05,1.79785157998947e-05,1.7220680991269e-05,1.772902688317e-05,1.72616899647947e-05,1.71874604831374e-05,1.73190479297344e-05,2.12161764805354e-05,1.78306253382314e-05,1.72189292726991e-05,1.7878231135806e-05,1.7577387577765e-05,1.71300257212091e-05,1.74291532471994e-05,1.7276360201656e-05,1.72845280518884e-05,1.88412751903615e-05,1.7326964192299e-05,1.74969514605861e-05,2.32808787437399e-05,1.72188524179809e-05,0.0001187714719038,1.73968980296416e-05,1.79146124733351e-05,1.77101027821914e-05
