"run","a","delta1m0_pop","delta2_pop","e0_m0_pop","gamma_pop","k1m0_pop","k2_pop","k2m0scale_pop","offset_pop","omega_delta1m0","omega_delta2","omega_e0_m0","omega_gamma","omega_k1m0","omega_k2","omega_k2m0scale","omega_offset","omega_r0_m0","omega_tBegin","r0_m0_pop","tBegin_pop"
"1700848166_14722"," 0.03454792","-2.30019291"," 2.99066363","-0.53759739","-2.35296483"," 0.35973562","-0.97584295","11.93404891"," 2.11746296"," 2.89917688"," 3.36185657"," 2.33870835"," 2.02520577"," 1.78658714"," 1.61663439"," 1.12257751"," 0.26242034"," 1.38741182"," 0.68794404","-0.98112269","-0.36136771"
"1700860417_5334"," 0.03490776"," 2.65623478","-0.35595704","-2.59943070","-2.90197234","-1.01841454","-0.45999763","13.01210632"," 2.11918358"," 2.82761165"," 3.84722903"," 1.72123438"," 2.85534783"," 2.02556979"," 2.14757972"," 1.28023879"," 0.26381962"," 1.68214317"," 0.68203968","-0.59011634","-0.35646597"
"1700887362_60681"," 0.03437889","-2.55613814","-2.04448959"," 0.80026886","-1.99554189"," 0.20964247","-2.15372962","12.54161326"," 2.11716865"," 3.15866804"," 4.46904815"," 2.00141228"," 2.25529433"," 2.16368741"," 1.95403630"," 1.31474342"," 0.26326457"," 1.84590504"," 0.69648392","-1.38121239","-0.36410373"
"1700867908_31912"," 0.03503313","-0.65200873","-0.04408230","-0.71079807","-2.33806364","-0.41279706","-1.74138889","11.47477819"," 2.11828547"," 3.83285540"," 2.93250486"," 2.20557680"," 2.35090631"," 2.18958876"," 2.14611815"," 1.26507933"," 0.26228477"," 1.65126508"," 0.68668130"," 0.38254778","-0.35573632"
"1700946370_62709"," 0.03468496"," 1.29329060"," 0.58685686","-1.62816956","-3.91369609","-0.03417164","-0.54361870","11.00032398"," 2.11808372"," 3.89621225"," 2.35482508"," 2.20433501"," 2.72705415"," 1.67413886"," 1.99817564"," 1.12159060"," 0.26140420"," 1.65133596"," 0.66462843"," 0.67145785","-0.34200788"
"1700903223_95885"," 0.03447625","-1.70773365"," 0.13517967","-0.57568658","-3.13134205","-0.11371949","-0.24174539","13.76473850"," 2.11679784"," 2.93286617"," 4.00240465"," 2.10610701"," 2.62941861"," 1.91171490"," 1.97401347"," 1.15343917"," 0.26164208"," 1.75160761"," 0.68342440","-2.28575077","-0.35924327"
"1700878979_28199"," 0.03551356","-2.45306309","-0.55806975"," 1.32146548","-2.93127523","-0.13956392","-1.69190971","10.74591008"," 2.11663131"," 2.91509383"," 2.41327493"," 1.93673888"," 1.91369921"," 1.58629879"," 1.64836102"," 1.20685972"," 0.26182005"," 1.50154421"," 0.68234661"," 0.84582172","-0.35510554"
"1701011574_21669"," 0.03530820","-2.58276066","-0.22797182","-0.65453913","-2.45538115","-0.01637253"," 0.38718394","12.83363125"," 2.12043599"," 2.66828346"," 5.16656118"," 1.97847429"," 1.95398833"," 1.58695622"," 1.66776795"," 1.10624710"," 0.26445929"," 1.43535830"," 0.68066768","-1.39007157","-0.35237819"
"1700956267_9281"," 0.0349948"," 0.7585315"," 1.6068261","-2.4830475","-3.0449311","-0.6923362","-0.3842291","13.2245262"," 2.1178664"," 3.0473953"," 3.9326162"," 1.9666041"," 2.8290270"," 1.9980344"," 2.2351106"," 1.2738050"," 0.2615222"," 1.7196625"," 0.6872124","-1.1874216","-0.3590538"
"1701007908_68193"," 0.035952622","-0.178847692"," 0.212818085","-0.435437528","-5.513662584"," 1.069682444"," 0.002608278","13.666512059"," 2.120479745"," 3.118278426"," 2.831140323"," 1.741404827"," 2.681516881"," 1.525694986"," 1.533602232"," 1.069396105"," 0.261659093"," 1.636798100"," 0.672236876","-3.110042198","-0.341543901"
"1700876345_96234"," 0.03528078","-0.34918402","-0.61385065","-0.28830004","-4.56107790","-2.16019534"," 0.33750088","11.59293156"," 2.11911706"," 3.00243372"," 1.75657385"," 1.91209817"," 2.05942112"," 1.97647936"," 1.36621464"," 1.25974922"," 0.26134259"," 1.93267015"," 0.67414504"," 2.04410251","-0.35019890"
"1700838034_71271"," 0.0346421","-0.5066559","-2.2055640"," 0.4316115","-3.0306372","-0.3482376","-2.1599767","14.0530027"," 2.1190229"," 2.6120482"," 4.0667217"," 1.5000779"," 2.7570372"," 2.3443460"," 2.0893807"," 1.4912313"," 0.2619299"," 1.7539434"," 0.6765541","-2.1785036","-0.3485929"
"1700857219_11719"," 0.03472926","-1.08795051"," 1.38658058","-0.87879864","-1.75809986","-0.60582309","-2.28587916","12.09131186"," 2.11656015"," 3.40702803"," 3.32216599"," 1.89815354"," 2.31493286"," 2.32903441"," 2.15296528"," 1.45977934"," 0.26250170"," 1.65650139"," 0.69487773","-0.15687721","-0.36520577"
"1700950061_71081"," 0.03477963"," 1.39376714"," 1.02776550","-2.75683591","-4.81497769","-1.39599634"," 1.07810980","13.40924878"," 2.11885181"," 3.40729958"," 3.16320357"," 1.84687257"," 3.34551715"," 1.83763008"," 1.50027975"," 1.08205894"," 0.26163428"," 1.60000935"," 0.67544162","-0.54709781","-0.34936014"
"1700969325_12273"," 0.03470032"," 1.49894284"," 0.86104316","-0.76688862","-4.41108624"," 0.52717511","-1.46358892","12.51619373"," 2.11906523"," 2.66922526"," 3.58622060"," 1.51455135"," 2.16478973"," 1.75991687"," 1.61288496"," 1.10721203"," 0.26157344"," 1.53770714"," 0.67290169","-1.43128006","-0.34495831"
"1700873694_14193"," 0.03487987","-2.51974408","-3.36366513"," 0.47236790","-2.30756702"," 0.09880096","-1.24090559","13.17136929"," 2.11739324"," 3.12143288"," 6.14868487"," 2.06354863"," 2.05460693"," 1.80289432"," 2.16837375"," 1.24699319"," 0.26216810"," 1.58179711"," 0.69919422","-1.95920916","-0.36584343"
"1700857156_30919"," 0.03602108","-3.88023303","-3.06322614"," 1.75426050","-2.18799046"," 0.82479183","-1.77914193","11.58000381"," 2.11942891"," 3.09040839"," 3.76300092"," 2.19378085"," 1.82842057"," 1.69223868"," 1.93959797"," 1.27723820"," 0.26241694"," 1.55859515"," 0.67543546","-0.87508636","-0.34820368"
"1701004637_68622"," 0.03539599"," 5.05897849"," 3.08406066","-4.45518783","-4.93873269"," 0.89411955","-0.11041135","11.89931914"," 2.12022878"," 3.17942478"," 2.88203623"," 1.79586093"," 2.79237222"," 1.71353797"," 2.04411086"," 1.12651377"," 0.26128950"," 1.55853782"," 0.65702138","-0.90837088","-0.32884262"
"1700870934_75099"," 0.03601284","-3.84249067","-1.65983096"," 1.51082314","-3.39974415"," 0.31548980"," 0.16046271","11.94154874"," 2.11927626"," 2.47639230"," 4.20448202"," 2.19536487"," 2.10954385"," 1.71231232"," 1.34971812"," 0.94342947"," 0.26143502"," 1.66455497"," 0.66997500","-0.74669567","-0.34601324"
"1700890121_9242"," 0.03502928"," 0.21767870","-0.11974270","-1.34163084","-1.50501087","-0.70416812","-2.81468713","12.42371650"," 2.11825220"," 3.76746238"," 2.71711395"," 1.94273526"," 2.60763992"," 2.48089169"," 2.61767017"," 1.63582478"," 0.26132338"," 1.49252035"," 0.68211423","-0.23181781","-0.35318272"
"1700965941_1738"," 0.03477133"," 5.18998512"," 0.83100356","-2.22750397","-4.55689978"," 0.77792853","-1.52869249","13.70516739"," 2.11783123"," 3.38320414"," 2.62127356"," 1.64681313"," 2.42000103"," 1.77906839"," 1.87462126"," 1.25196898"," 0.26175264"," 1.64278411"," 0.67817677","-2.80355860","-0.34980346"
"1700993389_36723"," 0.03611954"," 2.74417950"," 0.96984142","-2.90923675","-3.33357440"," 0.39086984","-1.13151933","11.49318575"," 2.12178871"," 3.19429416"," 2.88032745"," 1.84115485"," 2.87089576"," 1.90780913"," 2.04929464"," 1.18862427"," 0.26307714"," 1.61756878"," 0.67742904","-0.24955335","-0.34395183"
"1700922755_74132"," 0.03523418","-1.34220785","-0.05253036"," 0.02820225","-3.00370278","-1.07427650","-1.03203809","12.30869349"," 2.11777371"," 3.26465926"," 3.59836001"," 1.93835280"," 2.78737432"," 2.07263380"," 1.93060482"," 1.28631390"," 0.26142722"," 1.74595576"," 0.67946878"," 0.12762429","-0.35528681"
"1700915881_46774"," 0.03534738","-2.12176016","-0.09682126"," 0.58762429","-4.20410352","-0.15588466"," 0.10581723","12.76266097"," 2.11791323"," 2.75763043"," 2.27971657"," 2.06238127"," 2.15225156"," 1.76985682"," 1.76900315"," 1.20849810"," 0.26211839"," 1.74869750"," 0.67142860","-1.18463464","-0.35031803"
"1700879351_07321"," 0.035064437"," 0.476760918","-0.976963340","-0.319255375","-4.270701167"," 0.192348197","-0.746372227","11.462060015"," 2.117490627"," 3.202363537"," 2.786617539"," 1.751835956"," 2.326370170"," 1.838469219"," 1.368943805"," 1.109150771"," 0.262059411"," 1.924770095"," 0.673676025"," 0.001325964","-0.347303212"
"1700987296_65127"," 0.03546304"," 2.45039665"," 0.90435325","-2.22977889","-2.51209290"," 0.89752878","-2.50538337","12.34045576"," 2.12278104"," 3.57442460"," 3.24512620"," 1.93780161"," 2.59962871"," 2.07028229"," 1.88582514"," 1.25167467"," 0.26544281"," 1.56791260"," 0.67395401","-1.56676480","-0.34293282"
"1700962952_42409"," 0.03509619"," 7.87813449"," 0.95336793","-4.91752702","-0.29420717","-1.78022339","-4.91119620","12.77073703"," 2.11899602"," 3.89112727"," 2.93017497"," 2.38556556"," 2.37156065"," 2.59583711"," 3.28148623"," 1.83894844"," 0.26215903"," 1.30105831"," 0.69326212"," 0.45049632","-0.35740395"
"1700875488_57763"," 0.03486546"," 0.80302531"," 0.91681258","-0.71801804","-4.62087656","-0.11337067","-0.86459232","12.50893366"," 2.11768995"," 2.94098407"," 2.99641812"," 2.04177733"," 2.32172956"," 1.79475497"," 1.73695575"," 1.27126634"," 0.26189177"," 1.79065908"," 0.68208221","-0.94682023","-0.35527127"
"1700893669_29685"," 0.03546792","-1.16535794"," 1.94024084"," 1.10848947","-3.09389386","-0.11641898","-2.72241310","13.76747769"," 2.11789770"," 3.01377797"," 4.90658807"," 2.32675213"," 2.36470795"," 2.25132238"," 2.21848643"," 1.61552734"," 0.26187220"," 1.73365052"," 0.68224747","-2.19176240","-0.35360347"
"1700926150_2312"," 0.03521722"," 0.09342285"," 0.27129967","-0.51088237","-3.64948172","-1.93854175","-0.86843446","12.78133935"," 2.11688808"," 2.96513062"," 4.53943733"," 1.72360654"," 2.50931872"," 2.08701585"," 1.94524646"," 1.27581478"," 0.26206921"," 1.80909551"," 0.69055607"," 0.46043505","-0.36419796"
"1700845165_21486"," 0.03595802","-0.87243058","-0.28398566"," 0.99391283","-3.75238077"," 0.35580504","-1.98277217","12.51784416"," 2.11917168"," 2.63381375"," 3.49138689"," 1.70772547"," 2.12755431"," 2.09721303"," 1.76803795"," 1.16866986"," 0.26134450"," 1.74920401"," 0.67487999","-1.27018069","-0.34716198"
"1700851457_42836"," 0.03560853","-1.48454801"," 0.61465975"," 0.50236165","-4.56242545","-0.07630033","-0.12219378","11.79489322"," 2.11700963"," 3.12886125"," 1.78310260"," 2.35019827"," 2.07490705"," 1.81186397"," 1.38309146"," 1.12833551"," 0.26156103"," 1.80700223"," 0.68075144","-0.22088010","-0.35306520"
"1700900034_90703"," 0.03597131","-0.28757719"," 0.50479845","-0.94834403","-2.39492859"," 1.14602625","-2.18603959","12.87556479"," 2.12130044"," 2.95947865"," 4.58275708"," 2.39851742"," 2.19978214"," 1.45324626"," 2.17739397"," 1.25683023"," 0.26389771"," 1.63417806"," 0.68221475","-2.49696816","-0.35009889"
"1700847900_87948"," 0.03561586"," 1.89261432","-0.18615749","-1.82529568","-2.36458213"," 0.83521055","-2.29823847","12.92038169"," 2.11923578"," 2.99607320"," 3.74891332"," 1.74388363"," 2.15268707"," 1.58966634"," 2.37387805"," 1.12661093"," 0.26168208"," 1.56097563"," 0.68065235","-2.17413452","-0.34979564"
"1700841155_76071"," 0.03576608","-1.18226332"," 0.67708508","-1.49945234","-2.29876986","-0.89702414","-0.30821169","12.49084087"," 2.11789636"," 4.02639856"," 3.53584737"," 2.46978537"," 2.20436803"," 2.32219082"," 1.75338979"," 1.44784180"," 0.26215358"," 1.89793476"," 0.69823846","-0.25874766","-0.36485790"
"1701001070_48527"," 0.03728871"," 3.68648496"," 2.22693439","-2.39963095","-5.76626507","-1.32180755","-0.01117161","12.40288600"," 2.12261611"," 3.18543585"," 3.12717714"," 1.82737259"," 2.05320405"," 1.97444617"," 1.79275406"," 1.11307052"," 0.26211082"," 1.75730673"," 0.68373237"," 0.62491222","-0.34364572"
"1700912492_51123"," 0.03659345","-0.30245341","-0.92231245","-0.40316264","-3.89108377"," 1.52637607","-0.54070270","11.99907192"," 2.12363199"," 2.54158979"," 2.79723703"," 1.63111293"," 2.19810417"," 1.75523452"," 1.47736236"," 1.24325634"," 0.26445919"," 1.61989711"," 0.67803438","-1.62717352","-0.33746718"
"1700980296_90523"," 0.03584778"," 0.76200307"," 0.92104608","-2.54534152","-2.61550524","-1.12398769","-0.29303145","13.54430512"," 2.12013875"," 3.70979586"," 3.21234286"," 1.87091934"," 3.14290882"," 2.39056773"," 2.51227969"," 1.48504056"," 0.26435642"," 1.88232047"," 0.66933545","-0.90487486","-0.34667159"
"1700904890_48136"," 0.03617617","-1.66100817","-0.80086582","-0.51477059","-2.42622182","-0.78947818","-0.74204097","12.49235846"," 2.12072687"," 3.23619303"," 4.30987500"," 1.66670352"," 2.61731789"," 1.87244646"," 2.12847210"," 1.27231324"," 0.26412701"," 1.43788921"," 0.68632810","-0.32754859","-0.35693370"
"1700991808_25689"," 0.03635977","-1.88968691","-0.71037985"," 0.37771790","-2.96269010"," 0.66353254","-1.06046764","11.52072198"," 2.11964968"," 3.29804837"," 2.82780066"," 2.23775310"," 2.10018599"," 1.64749018"," 1.77171834"," 1.13517883"," 0.26211763"," 1.55782050"," 0.67387779","-0.58776914","-0.34410589"
"1700889516_71666"," 0.03685851"," 0.13315470"," 2.16017901","-1.08798395","-3.43493798"," 0.20073399","-0.92357924","11.81430190"," 2.11950019"," 3.38977287"," 4.45154238"," 2.13204993"," 2.21282450"," 2.03331060"," 1.78313967"," 1.09373485"," 0.26178140"," 1.81136303"," 0.67933689","-0.45478665","-0.34820146"
"1700881723_60041"," 0.03656933"," 0.77738714"," 1.16230357","-1.50159985","-3.83704083"," 1.77123760","-1.18896386","11.84511207"," 2.12354810"," 2.60108414"," 2.40026342"," 1.74008248"," 2.41511373"," 1.64330685"," 1.90204673"," 1.22988079"," 0.26273565"," 1.51401932"," 0.66453164","-1.73552793","-0.32938842"
"1700932955_63878"," 0.03715329","-1.96030956","-1.26998888"," 0.90781573","-2.89116669"," 0.53034577","-1.42932683","12.03099041"," 2.12085174"," 3.67299001"," 3.69472283"," 1.99742755"," 2.40124605"," 2.09920288"," 1.84950659"," 1.26963153"," 0.26155687"," 1.48025513"," 0.66795827","-0.87279467","-0.34134063"
"1700882874_61082"," 0.0367950"," 0.4527318"," 0.2356078","-1.8736901","-3.6926021"," 1.2302535"," 0.1465141","11.9750693"," 2.1208025"," 3.2294363"," 2.1219859"," 1.6163310"," 2.6683777"," 1.9501697"," 2.2980257"," 0.9921381"," 0.2611201"," 1.5220204"," 0.6566586","-1.2268034","-0.3253043"
"1700997384_18434"," 0.03692372"," 2.53359378"," 2.92364292","-2.09487335","-3.45772558"," 0.93274879","-1.78949323","12.29562806"," 2.12002803"," 3.94129128"," 3.70393085"," 2.07262827"," 2.58680389"," 2.06132983"," 1.84084910"," 1.14589477"," 0.26087152"," 1.80294695"," 0.67599057","-1.35907368","-0.34264584"
"1700841394_69504"," 0.03800496","-1.76453604","-2.77413057"," 1.33588708","-2.63562540","-1.47266515","-2.03995115","12.95472761"," 2.12055374"," 3.49330457"," 4.30110180"," 1.76596664"," 2.47282950"," 2.06086238"," 2.10183559"," 1.38907662"," 0.26175426"," 1.84948204"," 0.67577168"," 0.03641140","-0.34816875"
"1700990543_65859"," 0.03631016"," 1.85802643","-1.32405129","-0.29874581","-3.89725927","-3.25764057","-1.48107262","13.04102362"," 2.11800134"," 3.29586312"," 3.61349075"," 1.52550012"," 2.51117591"," 2.42452653"," 2.17906883"," 1.46098978"," 0.26090522"," 2.35429427"," 0.66925278"," 1.90465780","-0.34507128"
"1700930227_40854"," 0.03776033"," 4.05049301"," 0.70964835","-1.49108467","-5.31976961"," 0.06878339","-0.96529796","12.51538679"," 2.12335832"," 2.84773688"," 2.87627184"," 1.42325790"," 1.89910952"," 1.70663231"," 1.71408840"," 1.19092372"," 0.26323020"," 1.74007447"," 0.66974944","-0.57952013","-0.33490643"
"1700927094_45633"," 0.03822801"," 1.16825703"," 0.54226738","-2.23317101","-4.24060115"," 0.46886919"," 0.71609306","11.84035744"," 2.12222424"," 2.82446279"," 3.20887215"," 1.57102463"," 2.97317972"," 1.80684441"," 2.23911253"," 1.09437268"," 0.26133611"," 1.58115780"," 0.65633787","-0.34166759","-0.32578204"
"1700985390_97928"," 0.03795204"," 2.33801504"," 3.45518258","-3.21213352","-3.89297182"," 1.56414047","-1.03119139","12.39728269"," 2.12325900"," 2.80522713"," 2.60910922"," 2.10343543"," 2.58858391"," 1.74711566"," 2.26610960"," 1.24408146"," 0.26324434"," 1.51108709"," 0.65838670","-2.08405642","-0.32800098"
"1700950108_6738"," 0.03810633","-0.84501278","-2.17364288","-0.19109476","-2.29155906","-2.55949148","-0.85997002","11.51190749"," 2.12131159"," 3.91286948"," 3.23532602"," 1.86053906"," 2.27660034"," 2.14848805"," 2.46915706"," 1.24956928"," 0.26363000"," 1.87091138"," 0.67189215"," 2.83714749","-0.34340036"
"1700975541_033"," 0.03698385"," 2.62949728","-2.00454824","-1.00238107","-3.83344027"," 1.44505197","-0.40879966","12.79844270"," 2.12096789"," 4.35390676"," 3.35485978"," 1.56040526"," 3.03849739"," 2.36102451"," 2.70990484"," 1.34985404"," 0.26157474"," 1.82211961"," 0.67471521","-1.83048273","-0.33111330"
"1700954020_38054"," 0.03818984","-2.58389638","-0.39687123","-0.28093473","-2.42135884"," 0.11858130"," 0.15295710","12.27668893"," 2.12530771"," 2.85695003"," 4.13643222"," 1.63178506"," 2.30139131"," 1.93691547"," 2.46129414"," 1.18825047"," 0.26516635"," 1.45632292"," 0.67371399","-0.64017224","-0.33748582"
"1700854090_37388"," 0.0378626","-1.2049392","-0.1868811"," 0.9276471","-4.6396219"," 0.6072719","-0.5789971","12.3208746"," 2.1204876"," 2.9145381"," 1.6689464"," 2.1600851"," 2.0093069"," 1.7044789"," 1.6952495"," 1.1888145"," 0.2630981"," 1.7021718"," 0.6805461","-1.1802747","-0.3433545"
"1700884433_26178"," 0.03813691","-0.54000517","-0.13395217","-0.62604610","-4.30157443","-2.40328198"," 0.80203152","12.20220309"," 2.11863539"," 3.30617628"," 2.55652165"," 1.65066198"," 2.45101673"," 1.90132307"," 1.89506291"," 1.18582861"," 0.26124389"," 1.93116436"," 0.67709590"," 1.88441672","-0.34539789"
"1700886404_6002"," 0.03799415","-1.62175000","-0.62087063"," 0.19303030","-2.77563222"," 0.65065816","-1.25924683","11.25319768"," 2.11838151"," 3.30804864"," 1.87152998"," 1.88934407"," 2.36109185"," 2.23503585"," 1.97389289"," 1.27357378"," 0.26147225"," 1.39500193"," 0.67237602","-0.06975534","-0.34134868"
"1700867652_73645"," 0.03973558"," 0.32367330","-0.93216738","-0.74735180","-4.02666364"," 1.89007748","-0.25754771","12.57359216"," 2.12518553"," 2.81484632"," 3.32879962"," 1.43730186"," 2.48219253"," 1.80523002"," 2.04187719"," 1.04014624"," 0.26178956"," 1.60806328"," 0.66588050","-2.26186701","-0.32295117"
"1700983647_40761"," 0.0381998"," 2.4752632","-2.4182258","-1.1221686","-2.3779386","-0.1375985","-1.0921982","12.9803492"," 2.1210762"," 3.7444375"," 3.6507448"," 1.2797666"," 2.9838121"," 2.3172807"," 3.1423032"," 1.5109763"," 0.2611911"," 1.8978650"," 0.6654697","-0.7186690","-0.3305229"
"1700942646_14737"," 0.03815981","-4.02616892","-1.46630750"," 1.31805110","-1.98507303","-1.75519131","-1.01353309","13.76587022"," 2.12242816"," 3.90005036"," 3.53009173"," 2.26901715"," 2.96069452"," 2.21225491"," 2.76774338"," 1.44717492"," 0.26512837"," 1.99977692"," 0.68644187","-0.50107263","-0.35300681"
"1700959672_32049"," 0.03862377","-3.73167431"," 1.07576285"," 1.95089392","-0.69574153","-1.42643222","-3.51581218","14.52399305"," 2.11838000"," 3.51875811"," 5.31480720"," 2.09883323"," 2.63459410"," 2.62352253"," 2.07713228"," 1.46687483"," 0.26055516"," 1.98011161"," 0.67024904","-1.50648379","-0.34556622"
"1700923227_11996"," 0.03928725"," 2.13719431"," 3.11865305","-1.17676750","-2.79109506","-1.69999831","-2.80338625","11.77830584"," 2.12547087"," 3.43991491"," 4.76190669"," 1.78475403"," 2.26676574"," 1.74732902"," 2.10615617"," 1.22615606"," 0.26582126"," 1.81686229"," 0.67597309"," 1.62781967","-0.34356007"
"1700933461_60817"," 0.03978937"," 1.14788640","-0.29493725","-0.28481466","-3.66210791"," 0.45823987","-1.79394061","13.62242062"," 2.12171224"," 2.91277721"," 4.19512372"," 1.65902632"," 2.59638070"," 1.80015316"," 2.09404242"," 1.16270887"," 0.26146648"," 1.71892460"," 0.67242924","-2.16435298","-0.33775045"
"1700972490_03701"," 0.04058974","-2.32312368","-1.78318585"," 2.22604832","-2.98059017"," 0.09012337","-2.51244785","13.12298292"," 2.12064054"," 3.37759707"," 4.57576925"," 1.78627471"," 2.32849638"," 1.92607242"," 1.84752691"," 1.21093251"," 0.26018505"," 1.88842062"," 0.65951300","-1.47513361","-0.33498332"
"1700957378_97745"," 0.04200681"," 5.71799775"," 2.38846979","-2.27714262","-4.54515050","-1.85535686","-1.89628632","12.00568578"," 2.12474652"," 2.90446136"," 3.70696677"," 1.73364705"," 2.02449989"," 1.84451504"," 1.80458196"," 1.06331231"," 0.26449367"," 1.68273381"," 0.67365027"," 1.63503166","-0.33967013"
"1700919981_71514"," 0.04076424"," 2.54570948","-0.62819743","-1.09906800","-4.99495230"," 1.43637850","-0.29978715","13.69567416"," 2.12498761"," 3.33130962"," 3.33626739"," 1.43330002"," 3.08991632"," 1.95030520"," 2.15006440"," 1.21277028"," 0.26207270"," 1.67643206"," 0.67006258","-2.82497472","-0.32567256"
"1700961033_70806"," 0.04136374"," 1.32099402","-0.72365099","-0.25328752","-4.86838156","-0.60343442"," 0.35576645","11.93317679"," 2.12177613"," 4.00283546"," 2.09291000"," 1.80440933"," 2.03421333"," 2.21390966"," 2.10056983"," 1.17726050"," 0.26069937"," 1.85281040"," 0.67807391"," 1.09156778","-0.32975931"
"1700900134_51258"," 0.04177033"," 2.06926513"," 0.08209357","-1.33864209","-4.23563874"," 0.12979321","-0.07557128","12.73573821"," 2.12305126"," 4.01542648"," 3.52333348"," 1.97961409"," 3.05534681"," 2.10983657"," 2.76961218"," 1.28160135"," 0.26069858"," 1.82870044"," 0.66118798","-0.34278287","-0.32041557"
"1700981441_10965"," 0.04085184"," 4.59939959"," 1.68688246","-1.89811795","-5.11264057"," 0.23400722","-0.92447426","11.65836623"," 2.12463714"," 3.83397982"," 3.56830832"," 1.87321303"," 2.04397925"," 1.68107461"," 1.61361557"," 1.20460505"," 0.26091563"," 1.77796977"," 0.66123374"," 0.43585852","-0.32275817"
"1700897399_32176"," 0.04360685"," 0.29164917","-1.10687723"," 0.85091214","-4.89370318"," 0.25224019","-0.73688902","13.31729082"," 2.12693400"," 3.46919809"," 2.84729786"," 1.65798736"," 1.62066405"," 1.77966901"," 1.87780550"," 1.03951629"," 0.26179866"," 1.82350000"," 0.67856415","-1.42324692","-0.33175238"
