"X","run_1700838053_61601","run_1700838053_63081","run_1702059867_53786","run_1702291085_27364","run_1702059868_24226","run_1702335922_37296","run_1702664681_58336","run_1702892516_485","run_1703162829_06139","run_1703162829_05945","run_1703162829_93393","run_1703163605_31637","run_1703163604_4765","run_1703168765_34755","run_1703168765_74481","run_1703168765_29399","run_1703168765_92347","run_1703367678_97749","run_1703379700_73382","run_1703380667_53379","run_1703400251_19353","run_1703424484_03185","run_1703599626_99992","run_1703606116_52543","run_1703609226_86413","run_1703668584_29054","run_1703671381_02647","run_1703682241_31777","run_1703808444_66179","run_1703850686_73043","run_1703855491_08328","run_1703869540_79076","run_1703892400_77143","run_1703924901_67844","run_1704040010_36676","run_1704876132_86188","run_1704876138_78848","run_1704876141_59057","run_1704876139_03197","run_1706206076_41173"
"omega_delta2",3.75837366983307,4.09033343414599,4.84983818205935,3.45520135009622,4.11527644751319,3.1863500972459,2.539608902568,3.23692605243484,4.42043673341632,3.563201610259,1.89173481707565,6.55321709145857,3.93144902185086,2.512384234766,2.69862397021828,4.4340086500961,4.44458382988099,2.76845966233534,3.35769174717162,3.65527956948791,3.76126538179338,2.15079224931504,3.33248210730723,3.56758617983133,3.62276745446152,4.84794947418359,2.66432053824944,4.48816133339037,1.88055014673547,4.7489006542879,2.69008423007564,6.47388225465091,3.0133880712932,2.61923204539324,5.81874526281938,4.25412844063764,3.59676435055654,3.6141063848902,3.27329442594962,2.10048675823369
"omega_e0_m0",1.8255531766632,1.44877676226219,2.05057609336119,1.51514099801997,2.10865681512216,1.73357219730033,2.05201048326859,1.63967170351652,1.96905159071366,1.54969859814417,2.18391769524201,2.09628695552536,1.60170614762754,1.41171234855656,1.77513223032823,1.82771575583989,1.63247194001144,1.88900572430986,2.07987141833125,2.21879235401165,1.86531957106798,1.91407678223579,1.68424611540102,1.33580792082912,1.63701621737216,2.04906579846635,2.25607121745941,2.10660041703031,2.37634976174035,1.8666995545404,1.94853393245665,1.71524445678167,1.5894338407655,1.99837019526187,2.11699198138131,1.88253084648244,1.92124781348426,1.67189679358166,2.12062567235585,1.54417156269735
"omega_gamma",2.98946470462246,3.10186340954045,2.70101042905952,3.01997038106561,3.23111569147663,2.4957134047569,2.19814383784964,2.35634207911211,2.54545130118422,2.9446816009639,1.62545063046725,2.20147304326352,3.38398720417244,2.63153500938393,2.414408287637,2.5838280622032,3.14533381192527,2.81883401328331,2.79203767652042,2.62834090578522,3.08693945169805,2.56722318552537,2.90701606039725,2.48242309404908,2.52783843083842,2.63843032513657,2.55272848750636,2.74506760580845,2.08677662550168,3.0040454719455,2.17939749925209,2.28179598540067,2.50282327250086,2.57906546630527,2.69154121098577,2.96294758796056,2.43542479347022,2.42484629155002,2.87004945683711,2.75573018630125
"omega_k1m0",2.6716495001909,2.54892493854561,2.07698520279043,1.79627850756098,2.72583380739203,1.87927097346688,1.62028779554201,1.48503396903648,1.82511833840451,1.64340733471382,2.07375755984666,1.63129385541778,1.99865914898302,2.37099316155837,2.36580314377144,1.76957072777552,2.15132442649266,2.27919686502389,1.64740192535687,1.91094969437187,2.33213459380291,1.75597856807596,2.59915529229401,2.24191292397405,2.11720990106935,1.98432278560284,1.61458386066723,2.02485353170996,2.1550494966479,1.84082960099451,1.89729799928532,2.13086154528961,1.3995302713791,1.5608657767735,2.17977148453896,2.40495331042952,2.38297168202676,2.58200173795255,2.27161978872576,1.51214795018182
"omega_k2",3.04486440030592,2.87648592268677,2.11886861687692,1.97992056552113,2.65877530516427,1.81177636776076,1.66096242772352,1.57671886531752,1.92730852254225,1.77617483193934,1.71739331843787,2.11421592993887,2.43282127729582,1.86022928562613,2.3408073138892,2.00214902457816,2.22293464925178,2.03683865790328,1.70989574095333,2.00419884392195,2.68479764901116,1.69431639377692,3.13023619440276,2.41036476185511,2.55860149215072,2.06709450718393,1.35657245109514,2.49236586970097,2.07335219157033,2.10002493240972,1.42964945178795,2.46596389347423,1.58411574040203,1.51395645346517,2.08816849343551,2.90292712221356,1.67059560599225,2.48931294456459,2.03258349109315,1.55692736105106
"omega_k2m0scale",1.55061823407386,1.13504064765096,1.18817374776629,1.2134305289487,1.55466077326574,1.13917967142013,1.11192153447261,1.12574528854036,1.12812712564368,1.13588393117448,1.19674384808202,1.33012114345311,1.27816698742903,1.26344363165772,1.51037245751028,1.28895079162113,1.32669615612252,1.27817618662341,1.14895800658377,1.23129836670955,1.442818997473,1.2065716204859,1.69955100881385,1.35715711785315,1.22319440590276,1.16852605546676,1.11328539544973,1.27301173897528,1.55569766939481,1.25714933113063,1.17236105244213,1.25749636470811,1.06952256679354,1.12614578088656,1.22880721783542,1.48377072818962,1.26605164531584,1.60178981263716,1.31512618683373,1.08584206448232
"omega_offset",0.338034991904571,0.339608429309673,0.33684562428502,0.335840216916602,0.337556076659438,0.33607909408577,0.336463478941142,0.336195668660055,0.336159682310018,0.3358146857844,0.339808267487547,0.335958892695085,0.336209933299903,0.33726434428426,0.335869063577565,0.336029490645404,0.336935520936987,0.338491754166106,0.335902781733371,0.336941479258748,0.336371512724318,0.336430130312095,0.337239059646772,0.335892302440032,0.337072009392478,0.336009208823992,0.336698691206987,0.336034297943142,0.335939590567479,0.336142080655651,0.338140266702877,0.337915898234053,0.336311059649675,0.335853699863064,0.335744455039769,0.3359671227346,0.338836988087258,0.336154509981886,0.337209111852948,0.336106140426959
"omega_r0_m0",1.71792046363901,1.58409638340976,1.73221552081244,1.68803817615673,1.97697271044402,1.83562188260944,1.66510506012,1.56888140120035,1.7328095947901,1.6115603120589,2.14671233403139,1.64798103952212,1.70664334418093,2.12066512979268,1.37557118602598,1.71233848490548,1.82118002102922,2.07066050225557,1.62707530933376,1.75753684692248,1.45164503882619,1.73233973680326,1.63868327338236,1.69349672512928,1.41934192547732,1.74204403980508,1.6024514881385,1.6788905520484,1.10638215745846,1.61110135759702,1.71075487335423,1.59827721100254,1.55225802321214,1.60703485635808,1.78903979037265,1.71346877683588,1.99169416864368,1.63242675065608,1.81998138169445,1.5084623833568
"omega_tBegin",0.687511255281667,0.660487662287815,0.689632444909414,0.692295619272929,0.684899892111191,0.685444846564172,0.682420040024054,0.676466368155369,0.688736338401235,0.682889262257782,0.655773146313362,0.6920253809459,0.692786745277185,0.655949080576635,0.696515918514366,0.687497554192223,0.689089488935449,0.665622613929033,0.68597634250425,0.685970911136421,0.689830390603567,0.684334899680756,0.691139534082193,0.695473776007519,0.67754846803385,0.694566506779035,0.681946018150087,0.696407998928745,0.692293510105561,0.686561581460759,0.667139263891311,0.689511502446416,0.679216936321625,0.689888338993783,0.695917270299878,0.69750574718337,0.6593919993943,0.691017630358684,0.672230376794292,0.678830442294033
"r0_m0_pop",-0.41866429061507,-2.56163763761197,-1.58412048161367,-0.819451338278871,-0.89250547737184,-0.885100973705084,-1.24008871103054,-3.94035862476969,-1.78943319835258,-1.86980474115306,-0.503857859416711,-2.72424430675726,1.02422485565677,0.945788684531773,0.624485855055073,-1.88792803575135,-1.84047146710858,2.64987807183619,-2.15118931248056,-2.05085937184136,0.220886471207801,-0.234273976729878,0.138791932854909,0.434544133130229,-0.945764944095528,-1.65386376260924,-2.15094210284507,-2.34543836104081,0.468526617191495,-2.26369165967823,0.95826090372855,-2.04170550332847,-2.57148542591939,-1.05163238797595,-2.5205035577219,-0.557210428737489,0.122832677695243,-0.760990877605713,-0.436916925276562,-0.905030837865295
"tBegin_pop",-0.335672739586894,-0.297062424494015,-0.346048794744597,-0.346450190259,-0.331631828519412,-0.333905243379051,-0.331865608881601,-0.326485341249517,-0.339416378966359,-0.336925459652138,-0.288826848205393,-0.348666660564059,-0.348742493377209,-0.290022613270405,-0.350698083945637,-0.34463803885896,-0.340940448728435,-0.298178418590763,-0.339081472000506,-0.33213551227751,-0.340116802568425,-0.334081886225039,-0.338973118164952,-0.352332989682937,-0.327216457746819,-0.351537772251846,-0.336340765202088,-0.35172315775236,-0.347652671493363,-0.34168446686094,-0.305301696252628,-0.342514722957066,-0.329976783573714,-0.34507411367986,-0.353144072626998,-0.351839569484876,-0.295459217089357,-0.34576593058874,-0.318090804107028,-0.331064502200258
