"run","delta_pop","gamma_pop","km0scale_pop","tBegin_pop","offset_pop","omega_delta","omega_gamma","omega_km0scale","omega_tBegin","omega_offset","a"
"1674423040_04401","-1.658657295","-6.476574693"," 6.218762141","-0.185114946"," 2.079503496"," 2.223871973"," 3.737749738"," 0.064375235"," 0.325476747"," 0.003849306"," 0.031537357"
"1674420217_1928","-1.536172777","-6.740134870"," 6.218083161","-0.185273681"," 2.078788526"," 2.029678849"," 3.839945141"," 0.066257112"," 0.325758939"," 0.003758939"," 0.031511091"
"1674414016_08684","-1.001962935","-7.307390780"," 6.228701298","-0.184471167"," 2.080221956"," 1.272565040"," 3.249554136"," 0.130953968"," 0.325782086"," 0.004321858"," 0.031653749"
"1674421844_54352","-1.574091432","-6.679980430"," 6.221425733","-0.184876604"," 2.080186684"," 2.087091733"," 3.841722313"," 0.106555323"," 0.325374279"," 0.004942489"," 0.031566388"
"1674430458_74732","-1.945205723","-6.092977763"," 6.218352381","-0.185149333"," 2.079402020"," 2.503054868"," 3.817860171"," 0.065583587"," 0.325518384"," 0.004442444"," 0.031510649"
"1674436157_18086","-1.686792016","-6.518471930"," 6.218400074","-0.185147120"," 2.079847849"," 2.231624427"," 3.856581709"," 0.064406086"," 0.325375893"," 0.004914554"," 0.031516304"
"1674409269_28021","-1.902277639","-6.269018727"," 6.220403947","-0.184966460"," 2.079793449"," 2.410236897"," 3.980535103"," 0.076560811"," 0.325754595"," 0.006465592"," 0.031524445"
"1674422718_36369","-2.062360173","-6.016509276"," 6.220581768","-0.185055790"," 2.079783252"," 2.561980366"," 3.963007923"," 0.096290989"," 0.325529525"," 0.004954014"," 0.031620069"
"1674435455_49292","-2.329725813","-5.621233905"," 6.218173729","-0.185116114"," 2.079475940"," 2.808142834"," 3.851659110"," 0.065671036"," 0.325364000"," 0.005693326"," 0.031508365"
"1674433630_3437","-2.492932917","-5.535269584"," 6.218359845","-0.185032631"," 2.079723620"," 2.888781440"," 3.981194737"," 0.065523844"," 0.325299836"," 0.004675731"," 0.031507111"
"1674420429_02561","-2.062947625","-5.992600483"," 6.220718752","-0.185018225"," 2.079496571"," 2.558312361"," 3.945315239"," 0.079672455"," 0.325307086"," 0.004154732"," 0.031548313"
"1674416629_93343","-2.540017953","-5.435602739"," 6.218699874","-0.185166441"," 2.079260841"," 2.878778682"," 4.014622770"," 0.068763770"," 0.325712087"," 0.005941359"," 0.031505017"
"1674412440_06412","-2.407495792","-5.704044632"," 6.216529823","-0.185371684"," 2.080263271"," 2.804858084"," 4.186008289"," 0.065149711"," 0.325434403"," 0.004192137"," 0.031507243"
"1674432152_1213","-2.710547706","-5.322889778"," 6.216958572","-0.185358702"," 2.079863028"," 3.023958847"," 4.045331844"," 0.065213233"," 0.325401381"," 0.004394188"," 0.031503744"
"1674434535_33058","-2.554389877","-5.546417895"," 6.217981258","-0.185163973"," 2.079742356"," 2.875797112"," 4.154684377"," 0.064976844"," 0.325423771"," 0.005012637"," 0.031495693"
"1674410218_64439","-2.570436225","-5.481661812"," 6.216969548","-0.185396995"," 2.079631322"," 2.885085451"," 4.106749852"," 0.065486735"," 0.325645159"," 0.006245534"," 0.031501062"
"1674422521_60202","-2.372075615","-5.554672121"," 6.216735777","-0.185335709"," 2.079749374"," 2.744050978"," 3.971258902"," 0.066825309"," 0.325479295"," 0.004903738"," 0.031515237"
"1674409588_90409","-0.853615423","-7.278850748"," 6.247459964","-0.184020883"," 2.079632545"," 1.205373772"," 2.882813830"," 0.281778082"," 0.326046359"," 0.004392933"," 0.031692566"
"1674428761_49788","-3.303214121","-4.625436165"," 6.217843446","-0.185395025"," 2.079570386"," 3.455301445"," 3.809613133"," 0.064804203"," 0.325611386"," 0.004334723"," 0.031501517"
"1674435128_04797","-1.369209174","-6.851352850"," 6.227807064","-0.184550846"," 2.079525562"," 1.920865965"," 3.603030012"," 0.145541439"," 0.326030525"," 0.003764854"," 0.031892947"
"1674415926_41813","-2.938130407","-4.928550935"," 6.217035550","-0.185274654"," 2.079596088"," 3.080740335"," 3.996989026"," 0.065618112"," 0.325637196"," 0.005319465"," 0.031551980"
"1674429616_41637","-6.990336010","-1.322637196"," 6.218116478","-0.185172278"," 2.079412464"," 3.676257547"," 1.769003470"," 0.066343173"," 0.325280553"," 0.004895252"," 0.031519568"
"1674411540_48237","-7.339619474","-1.049859709"," 6.221030837","-0.184794289"," 2.079772753"," 3.404765874"," 1.414685642"," 0.071575334"," 0.325310507"," 0.006101283"," 0.031509497"
"1674432590_12988","-3.483115937","-4.490130342"," 6.218472455","-0.185137273"," 2.078977335"," 3.635811589"," 3.787347538"," 0.076264394"," 0.325420200"," 0.005189552"," 0.031525460"
"1674410896_24298","-7.343464592","-1.012836874"," 6.219300241","-0.184989685"," 2.080089412"," 3.291407156"," 1.357228868"," 0.066241333"," 0.325402740"," 0.006082632"," 0.031505645"
"1674412636_97167","-7.26081189","-0.96925948"," 6.21868055","-0.18497438"," 2.07900184"," 3.08612673"," 1.25529337"," 0.06557185"," 0.32523444"," 0.00470355"," 0.03150774"
"1674427341_2511","-2.84389455","-5.13020438"," 6.22109938","-0.18497467"," 2.07969147"," 3.15476419"," 4.00668489"," 0.07727074"," 0.32552575"," 0.00448064"," 0.03152371"
"1674411324_58066","-3.063549483","-4.838423223"," 6.217697194","-0.185240133"," 2.079468547"," 3.259362284"," 3.899969675"," 0.064950551"," 0.325514478"," 0.004522935"," 0.031500778"
"1674422164_72568","-3.70467939","-4.30627559"," 6.22495189","-0.18473663"," 2.07950155"," 3.72760904"," 3.79539787"," 0.10369272"," 0.32553192"," 0.00348548"," 0.03153345"
"1674415219_31115","-3.940458984","-4.056165413"," 6.218897449","-0.184983327"," 2.079955471"," 3.768874612"," 3.733777067"," 0.066872394"," 0.325420377"," 0.005955872"," 0.031490483"
"1674433260_73238","-3.509580424","-4.423905311"," 6.217686279","-0.185306099"," 2.079326430"," 3.474309726"," 3.882323864"," 0.067168271"," 0.325586613"," 0.006144286"," 0.031499838"
"1674417800_78996","-4.296959183","-3.762255551"," 6.218211683","-0.185133575"," 2.079492044"," 3.877120593"," 3.707409442"," 0.064616492"," 0.325329857"," 0.004280591"," 0.031493072"
"1674417190_55593","-2.876144506","-5.042734834"," 6.222911053","-0.184839142"," 2.079686033"," 3.304855073"," 3.793489861"," 0.103621148"," 0.325818108"," 0.004618377"," 0.031728155"
"1674412227_93387","-1.66803380","-6.41627812"," 6.21717542","-0.18531121"," 2.07962538"," 2.20697631"," 3.74898958"," 0.06694411"," 0.32559248"," 0.00574294"," 0.03153448"
"1674411146_87096","-4.298946351","-3.561771068"," 6.216101547","-0.185337944"," 2.079285742"," 3.759315296"," 3.502592756"," 0.068447212"," 0.325225042"," 0.004661221"," 0.031505635"
"1674423692_05722","-6.963206917","-1.264274052"," 6.218011411","-0.185152281"," 2.079576154"," 3.485673160"," 1.783941395"," 0.064886394"," 0.325201656"," 0.004480198"," 0.031554696"
"1674427089_50964","-4.469256889","-3.448270909"," 6.217736763","-0.185238765"," 2.079662712"," 3.865993637"," 3.431171321"," 0.065669788"," 0.325442380"," 0.006211853"," 0.031483471"
"1674430786_22282","-4.381301800","-3.505541465"," 6.218947747","-0.185093911"," 2.078952207"," 3.816990744"," 3.472335499"," 0.073078176"," 0.325634399"," 0.005163034"," 0.031511491"
"1674424533_4151","-6.784255475","-1.563750487"," 6.218073763","-0.185168347"," 2.080022170"," 3.957252179"," 2.044644674"," 0.063882680"," 0.325232062"," 0.002256693"," 0.031505472"
"1674429361_31968","-7.193634544","-1.214319838"," 6.219552199","-0.184943254"," 2.079947572"," 3.661847361"," 1.629691169"," 0.065951158"," 0.325430731"," 0.005181409"," 0.031506241"
"1674433896_46683","-5.306900498","-2.657684917"," 6.218105529","-0.185184160"," 2.079162934"," 3.921380963"," 3.062135599"," 0.065688137"," 0.325276124"," 0.005735959"," 0.031498182"
"1674420022_03854","-4.38164553","-3.49419478"," 6.21580198","-0.18540147"," 2.07996833"," 3.84016996"," 3.39030903"," 0.06656354"," 0.32540588"," 0.00596530"," 0.03150050"
"1674416378_73352","-6.049640501","-2.060131626"," 6.218785164","-0.185048132"," 2.079711120"," 3.955899213"," 2.591068288"," 0.065830675"," 0.325196389"," 0.004614031"," 0.031496527"
"1674407757_02849","-6.431090374","-1.822066711"," 6.217573313","-0.185246074"," 2.080041061"," 4.041914982"," 2.339535418"," 0.064526003"," 0.325267558"," 0.004552316"," 0.031515848"
"1674409017_05579","-4.866569587","-3.099250810"," 6.216566521","-0.185354424"," 2.079843207"," 4.028022950"," 3.234954061"," 0.067365169"," 0.325347899"," 0.005045924"," 0.031526783"
"1674419342_41212","-5.218659012","-2.782044361"," 6.218782075","-0.185042903"," 2.079360524"," 4.014404363"," 3.111535598"," 0.067231820"," 0.325467017"," 0.004848546"," 0.031495830"
"1674408219_40017","-6.678344995","-1.572738115"," 6.219392685","-0.185016520"," 2.079746033"," 3.756341490"," 2.163413040"," 0.064744248"," 0.325337814"," 0.006414476"," 0.031508414"
"1674432900_74369","-4.81528211","-3.23998752"," 6.21994733","-0.18517683"," 2.07909171"," 3.97527280"," 3.49165156"," 0.08397633"," 0.32558561"," 0.00613642"," 0.03162187"
"1674431544_35032","-4.134251025","-3.858980223"," 6.218700157","-0.185100676"," 2.079691466"," 3.641904709"," 3.851420850"," 0.065441833"," 0.325360092"," 0.004850075"," 0.031495279"
"1674411894_3957","-5.470108535","-2.538697725"," 6.218756998","-0.185048565"," 2.079894337"," 4.014994595"," 2.986221430"," 0.065955044"," 0.325369057"," 0.004488148"," 0.031502216"
"1674426127_32308","-5.909916912","-2.175453757"," 6.218800397","-0.185093002"," 2.079417875"," 3.972249978"," 2.700583575"," 0.065076502"," 0.325362651"," 0.005260547"," 0.031501014"
"1674415734_10678","-4.257590122","-3.588355756"," 6.218245339","-0.185155008"," 2.079327729"," 3.680390563"," 3.574844926"," 0.065980266"," 0.325448700"," 0.004874395"," 0.031507513"
"1674408457_75469","-5.236858464","-2.719006456"," 6.217927390","-0.185184702"," 2.079490757"," 3.964235249"," 3.076203606"," 0.065406823"," 0.325304864"," 0.005796269"," 0.031495917"
"1674423979_38181","-5.583975115","-2.541815794"," 6.217865944","-0.185297195"," 2.079130574"," 4.077643633"," 2.985886133"," 0.066356344"," 0.325496068"," 0.004967964"," 0.031504847"
"1674420745_91971","-6.35053032","-1.73974045"," 6.22158880","-0.18493606"," 2.07935329"," 3.68405233"," 2.42258829"," 0.07616012"," 0.32545741"," 0.00593804"," 0.03151429"
"1674419165_33505","-4.962861050","-2.951150866"," 6.217549350","-0.185103583"," 2.079912914"," 3.939000084"," 3.193523065"," 0.066053096"," 0.325130466"," 0.004836848"," 0.031511586"
"1674410642_31034","-5.153424648","-2.876463736"," 6.220069332","-0.184993982"," 2.079957676"," 4.032920477"," 3.202283920"," 0.070788706"," 0.325459144"," 0.003881199"," 0.031506786"
"1674410446_56228","-1.645317017","-6.676054672"," 6.216749946","-0.185478021"," 2.080453425"," 2.133180651"," 3.990988257"," 0.070040299"," 0.325660995"," 0.004210697"," 0.031996507"
"1674425807_80104","-1.912318470","-6.048788572"," 6.222332882","-0.184910609"," 2.079468150"," 2.504660240"," 3.700214503"," 0.111007757"," 0.325592547"," 0.005348432"," 0.031748157"
"1674415412_67988","-1.148524803","-7.029470445"," 6.226965638","-0.184494785"," 2.079662182"," 1.632758511"," 3.294597664"," 0.130970338"," 0.325771190"," 0.004259174"," 0.031827530"
"1674416852_264","-5.619273046","-2.480443126"," 6.227126390","-0.184940974"," 2.080291686"," 4.166954583"," 2.885987295"," 0.148818029"," 0.325547928"," 0.003331494"," 0.031563148"
"1674418095_25835","-2.401054911","-5.708300033"," 6.243133825","-0.184161005"," 2.080177646"," 2.824871166"," 4.174998161"," 0.241195920"," 0.326401102"," 0.004513632"," 0.031640608"
"1674428053_8497","-0.816326001","-7.503122367"," 6.246737260","-0.183683690"," 2.079319922"," 1.034778268"," 2.975169062"," 0.259129681"," 0.326527559"," 0.004740268"," 0.032559479"
"1674427736_39836","-4.580450801","-3.415491762"," 6.229771418","-0.184710452"," 2.079887853"," 3.802938936"," 3.640509682"," 0.166591267"," 0.325413524"," 0.004331918"," 0.031557724"
"1674424188_92927","-0.86466675","-7.44942905"," 6.24385585","-0.18390858"," 2.07971526"," 1.15508710"," 3.04649632"," 0.29390988"," 0.32588289"," 0.00421851"," 0.03200892"
"1674428958_77187","-3.485112698","-4.528792245"," 6.228466661","-0.184441676"," 2.079729777"," 3.598152937"," 3.888652029"," 0.131619604"," 0.326215056"," 0.005721106"," 0.031920026"
"1674428414_1949","-0.955232032","-7.273650774"," 6.271514461","-0.183873119"," 2.079718687"," 1.570714578"," 3.119507602"," 0.498975322"," 0.325924249"," 0.004666025"," 0.032521653"
"1674426693_68011","-1.656140942","-6.692654991"," 6.246090156","-0.184070637"," 2.079467697"," 2.400916994"," 3.898126895"," 0.265831949"," 0.325670524"," 0.003780285"," 0.032153140"
"1674413620_16813","-2.62597420","-5.46499077"," 6.24274908","-0.18415269"," 2.07976836"," 3.14838840"," 4.04278956"," 0.26981194"," 0.32628565"," 0.01241805"," 0.03200506"
"1674421363_45289","-2.78491261","-5.20721069"," 6.24026736","-0.18426221"," 2.07907687"," 3.14578418"," 4.01414375"," 0.26143300"," 0.32641795"," 0.00491585"," 0.03176748"
"1674423325_84906","-2.58233399","-5.57784412"," 6.23929619","-0.18398499"," 2.07885411"," 2.87522581"," 4.33526057"," 0.21744057"," 0.32534533"," 0.00214527"," 0.03206162"
"1674408012_93469","-1.734872918","-6.421260605"," 6.240963104","-0.184030206"," 2.079636618"," 2.364001261"," 3.893485396"," 0.247805248"," 0.326094500"," 0.004666263"," 0.032333454"
"1674418477_13216","-0.919109428","-7.277534293"," 6.266114138","-0.183553935"," 2.078936968"," 1.441626604"," 3.045863701"," 0.438910487"," 0.325759403"," 0.003764845"," 0.033187656"
"1674425389_55451","-4.431071602","-3.619610617"," 6.232992897","-0.184377458"," 2.079643718"," 3.924495654"," 3.701533977"," 0.184638615"," 0.325245121"," 0.005116768"," 0.031600342"
"1674425106_68753","-7.18922824","-1.22450792"," 6.23482528","-0.18408398"," 2.08065923"," 3.66511904"," 1.75101255"," 0.21998442"," 0.32657707"," 0.01052105"," 0.03274075"
"1674409911_8835","-2.10754718","-5.95960344"," 6.22708969","-0.18489507"," 2.07941886"," 2.65714560"," 3.95579627"," 0.20301549"," 0.32592367"," 0.00480142"," 0.03312925"
"1674418842_14991","-7.436442295","-0.818147742"," 6.237746970","-0.183414937"," 2.079308362"," 2.890644034"," 1.005745647"," 0.272840452"," 0.324739796"," 0.006817058"," 0.033180163"
"1674406912_06505","-0.784938755","-7.379503091"," 6.273376033","-0.183202400"," 2.078668324"," 1.128112006"," 2.822644040"," 0.422585944"," 0.327563981"," 0.004980598"," 0.034923003"
"1674407277_02102","-0.793882128","-7.562161886"," 6.317712797","-0.182092824"," 2.078442477"," 1.364409712"," 3.156670243"," 0.616206433"," 0.327252591"," 0.003724781"," 0.035189138"
"1674419593_39893","-0.76529186","-7.38806623"," 6.31921776","-0.18164935"," 2.07835622"," 1.36486073"," 2.87245757"," 0.56664485"," 0.32647686"," 0.01435985"," 0.03575825"
"1674413236_3632","-2.58611786","-5.51758412"," 6.25637002","-0.18297950"," 2.07901035"," 3.30847468"," 3.92786247"," 0.33430714"," 0.32575498"," 0.02010329"," 0.03450334"
"1674435772_44878","-3.883056709","-4.134475153"," 6.455296473","-0.179287300"," 2.081178966"," 4.167858622"," 4.192428909"," 1.054236168"," 0.328442406"," 0.005059906"," 0.038821339"
"1674408778_60074","-0.782125698","-7.254967147"," 6.353611780","-0.180983622"," 2.081284692"," 1.544161521"," 2.872380069"," 0.720841048"," 0.328466994"," 0.006941027"," 0.041380622"
"1674434850_98293","-7.23355557","-1.08139112"," 6.42087028","-0.17894049"," 2.08154550"," 3.71482697"," 2.17606279"," 0.84115321"," 0.32995034"," 0.01533028"," 0.03963225"
"1674434192_92227","-0.92603141","-7.46064301"," 6.37536393","-0.18076382"," 2.08115044"," 1.87973044"," 3.50805802"," 0.87366468"," 0.32897027"," 0.02691652"," 0.03921821"
"1674431072_89429","-7.13852257","-1.19108759"," 6.35947144","-0.18170024"," 2.08188117"," 3.69025056"," 2.22014128"," 0.84635857"," 0.33006616"," 0.01768865"," 0.03695730"
