"X","OFV","AIC","BIC","BICc","run"
63,-350695.867976973,-350673.867976973,-350627.50728789,-350596.349546785,"1674553124_89955"
64,-346512.92716585,-346490.92716585,-346444.566476767,-346413.408735662,"1674554131_14047"
65,-350301.231984388,-350279.231984388,-350232.871295305,-350201.7135542,"1674555672_90115"
66,-347054.543701695,-347032.543701695,-346986.183012612,-346955.025271507,"1674556605_11136"
67,-349735.821294845,-349713.821294845,-349667.460605762,-349636.302864657,"1674557637_38754"
68,-349600.735241181,-349578.735241181,-349532.374552098,-349501.216810993,"1674558556_48218"
69,-350698.684623971,-350676.684623971,-350630.323934888,-350599.166193783,"1674559311_25231"
70,-258612.883441557,-258590.883441557,-258544.522752475,-258513.365011369,"1674560634_38733"
71,-350183.899539992,-350161.899539992,-350115.538850909,-350084.381109804,"1674561832_70492"
72,-349685.598893799,-349663.598893799,-349617.238204716,-349586.080463611,"1674562582_76911"
73,-350280.457532263,-350258.457532263,-350212.09684318,-350180.939102075,"1674563626_87214"
74,-340146.813843373,-340124.813843373,-340078.453154291,-340047.295413185,"1674564388_53952"
75,-349560.440316347,-349538.440316347,-349492.079627265,-349460.921886159,"1674565846_16274"
76,-348597.351324094,-348575.351324094,-348528.990635011,-348497.832893906,"1674566870_88341"
77,-349819.480519683,-349797.480519683,-349751.1198306,-349719.962089495,"1674568530_65096"
78,-344655.170653249,-344633.170653249,-344586.809964166,-344555.652223061,"1674569487_0755"
79,-349337.789797318,-349315.789797318,-349269.429108236,-349238.27136713,"1674570685_34279"
80,-312652.065854479,-312630.065854479,-312583.705165397,-312552.547424291,"1674571439_97911"
81,-349960.875471632,-349938.875471632,-349892.514782549,-349861.357041444,"1674572789_34406"
82,-348301.27940281,-348279.27940281,-348232.918713727,-348201.760972622,"1674573463_50592"
83,-349649.558895481,-349627.558895481,-349581.198206398,-349550.040465293,"1674575524_67688"
84,-348230.442272413,-348208.442272413,-348162.081583331,-348130.923842225,"1674576532_91388"
85,-342042.019250065,-342020.019250065,-341973.658560983,-341942.500819877,"1674578117_17773"
86,-349620.357056914,-349598.357056914,-349551.996367832,-349520.838626726,"1674579485_19704"
87,-352115.503666565,-352093.503666565,-352047.142977483,-352015.985236377,"1674580768_47371"
88,-344724.354781342,-344702.354781342,-344655.994092259,-344624.836351154,"1674581506_71091"
89,-347460.142242811,-347438.142242811,-347391.781553728,-347360.623812623,"1674582293_44524"
1,-349342.611665244,-349320.611665244,-349274.250976162,-349243.093235056,"1674493603_94205"
2,-349091.961322494,-349069.961322494,-349023.600633411,-348992.442892306,"1674494536_06503"
3,-349879.539425475,-349857.539425475,-349811.178736392,-349780.020995287,"1674495498_15602"
4,-349926.651063247,-349904.651063247,-349858.290374164,-349827.132633059,"1674496334_01023"
5,-350840.612253721,-350818.612253721,-350772.251564638,-350741.093823533,"1674497141_04176"
6,-344278.153771416,-344256.153771416,-344209.793082333,-344178.635341228,"1674498517_33534"
7,-351913.707130887,-351891.707130887,-351845.346441805,-351814.188700699,"1674499817_872"
8,-352019.556845086,-351997.556845086,-351951.196156003,-351920.038414898,"1674500524_89096"
9,-331609.671206273,-331587.671206273,-331541.31051719,-331510.152776085,"1674501111_83863"
10,-349652.258271785,-349630.258271785,-349583.897582703,-349552.739841597,"1674502182_44864"
11,-350514.554092268,-350492.554092268,-350446.193403185,-350415.03566208,"1674502968_64506"
