run,delta_pop,gamma_pop,km0scale_pop,tBegin_pop,offset_pop,omega_delta,omega_gamma,omega_km0scale,omega_tBegin,omega_offset,a
1674663382_20899,-0.971809269184866,-6.82109124745118,6.21973860362785,-0.168382578123979,2.07931957202699,1.57670621876158,3.11265193330378,0.109142483845197,0.34167205735856,0.0047202614881315,0.031832862479327
1674332681_3369,-2.11926587390277,-5.57790927788063,6.21618197855839,-0.168653338122462,2.07930280468147,2.74390533602715,3.88080129410442,0.062090190588994,0.341702470077906,0.0022997603311931,0.0316259352976326
1674697071_23942,-1.00333058046807,-6.786712120403,6.217989516744,-0.168524720588536,2.07950193712817,1.63380144402842,3.13995724197924,0.0859882655239224,0.341773048824269,0.0019058307842053,0.031808704241462
1674449511_72386,-1.7487356604136,-5.97957842243953,6.21610855269751,-0.168682892574544,2.07950581825342,2.44643507364307,3.75824061194707,0.0621370131387948,0.341762548328361,0.0023301508875193,0.0316309233775813
1706369380_49889,-2.36961856045627,-5.27464056884841,6.21606871761587,-0.168692523415136,2.07932237554492,2.93969340053538,3.8726422726792,0.0621060293750013,0.341739099357886,0.0018698690441458,0.0316264476180891
1674764942_5687,-2.43445023552698,-5.21192910736928,6.2159396926048,-0.168697587377925,2.07941411276787,2.97549937922579,3.89434498276375,0.0621231750221677,0.341767901190404,0.0024360707882085,0.031623530549289
1674535998_34833,-2.77450346985207,-4.90386101554895,6.21647715217184,-0.168607940884909,2.0792204757915,3.2021285998505,3.94533535222219,0.0624486424440554,0.341671418388701,0.0016802774581816,0.0316226048557299
1674401290_92559,-2.59944674494369,-5.02534205244404,6.21585740960166,-0.168734217224985,2.07929486539801,3.06849995553426,3.89984218326359,0.0621831009296994,0.341777114966028,0.0016675723296543,0.0316256730779509
1706470090_81613,-2.24090136351411,-5.40369222602706,6.21548416036415,-0.168947497601796,2.07938165922619,2.85674936626638,3.83135684565685,0.0675861989727562,0.342476881998201,0.001091483581577,0.0316563436836248
1674631237_9512,-2.48718451138452,-5.20446764628804,6.21642365668549,-0.16863808366485,2.07940840687909,3.07011236405576,3.88968576627478,0.0620173235476686,0.341745176046346,0.0012927264475069,0.0316230044951929
1674562930_42688,-2.48467923538209,-5.20046209690584,6.21636731501232,-0.168628511378682,2.0794916300778,3.03343277295204,3.91729248815135,0.061864222172246,0.341689682073881,0.0014817089553656,0.0316233081158429
1706437857_72697,-2.90314072534071,-4.72086599423584,6.21604162665252,-0.168691031831655,2.0792493661515,3.2828978138634,3.86704449828619,0.0619301319539386,0.341737605384549,0.0015395841612278,0.0316238992725831
1674363267_05724,-1.87991723445892,-5.84493343567009,6.21633895046558,-0.168639912691002,2.07910244169932,2.6039483292508,3.77418872585204,0.0618689655428922,0.341711614782352,0.0020338973080813,0.0316256401906027
1706485598_50826,-3.70798440873696,-3.9490281160772,6.21646149226166,-0.16861087536645,2.07924509427871,3.67863760770366,3.74811219879805,0.0631799433962676,0.341679717504071,0.0027416149917501,0.0316229217926679
1674768661_34636,-1.01496401574027,-6.79826901119701,6.22153787034663,-0.168199250661661,2.079421893739,1.64363954479247,3.19717576245886,0.114330336779004,0.341665541285859,0.004723629391408,0.0318872367028083
1674807726_71266,-3.91022559941031,-3.71946518091448,6.21599451006365,-0.168688574019882,2.07909261861876,3.7495083068514,3.64102686328071,0.0623444467076088,0.341764831315356,0.001946714298652,0.0316295735270655
1706445299_13451,-0.814656085512913,-6.93963308384055,6.21954654794803,-0.168394798965909,2.07952221211243,1.29416748178265,2.85866232570868,0.105341850555101,0.341778322584994,0.0052293951819147,0.0319255833159752
1674853660_26001,-1.67360190776776,-6.04056727859314,6.21612038710566,-0.168667770139136,2.07929582659765,2.39051495922299,3.68127902602292,0.0620878711055048,0.341738908177197,0.0018585215456651,0.0316321157056646
1674575979_67557,-6.61154887153422,-1.19026003201385,6.21638258643792,-0.168621675498546,2.0794226369396,3.38040157481541,1.87552059430182,0.0624676502940818,0.341702644126144,0.001567216141876,0.03162728572783
1674617502_45773,-4.24273281093809,-3.42015945628103,6.21640487396811,-0.168620412152092,2.07950467008626,3.82404368296888,3.56500277350408,0.0620415052422274,0.341711967914426,0.0019935206708659,0.0316183846304644
1674522216_32424,-4.39935239706335,-3.23230511472769,6.2162642446248,-0.168635129825925,2.07933356836505,3.80369967705967,3.49008283076291,0.0620877221103158,0.341728236422515,0.0017516716213142,0.0316216520542485
1674795128_51714,-1.48072911770804,-6.28183152760903,6.21646346354072,-0.168612832785441,2.07941018071085,2.2292262280309,3.5740614332439,0.0618789625840558,0.341714997196279,0.0019680942726451,0.0316284965695879
1674495217_23514,-4.46724820869797,-3.21691432408491,6.21661472483267,-0.168602966391974,2.0793754387252,3.85837241049916,3.51015476970083,0.0623598092551319,0.34169157499868,0.0016758567313607,0.0316186411821819
1706388164_40594,-6.48152971812844,-1.32930166018505,6.21650112389375,-0.168615230232433,2.07950421284702,3.50967380128376,2.05365619430998,0.0626287841949586,0.341717860465075,0.0020525733674957,0.0316354959823369
1674587012_58369,-4.60083997305984,-3.07696606236508,6.21712307322426,-0.168564828354857,2.07946278269804,3.90594579384099,3.39573192277736,0.068824438858756,0.341724117125233,0.0028399941869009,0.0316256708225706
1674753437_87378,-4.83606520856234,-2.8554970307222,6.21660598396004,-0.168599916633141,2.07927667695544,3.9391398312097,3.27048980074212,0.0629310765528066,0.341713991563733,0.0021691093297532,0.0316249825938294
1674865248_95459,-5.64980081994172,-2.05475843055872,6.21617702017792,-0.168653528699852,2.07939603426918,3.83452220921454,2.72789713116078,0.0622076093610279,0.341717099097715,0.0016640689541042,0.0316246943022538
1674600215_987,-3.39507137202172,-4.20092703230664,6.21550406596254,-0.168760187761016,2.07928952414021,3.54913620027649,3.74483379255688,0.0624616478416408,0.341787176739105,0.001873135955012,0.0316285416554539
1674481491_93332,-1.28556859913069,-6.51616598989082,6.22235121966533,-0.168293835255974,2.07936193513875,2.04070771955245,3.44569843131456,0.135329316894092,0.341765610992417,0.0033875653562647,0.0319175861725241
1674636454_57705,-4.05115579445817,-3.58259451046983,6.21628184341766,-0.16865087289951,2.0793299437597,3.71426877616713,3.66499280427911,0.0668812774807097,0.341734611763497,0.0023934700537065,0.0316359183169869
1674426305_98274,-5.05274287751092,-2.59810782456621,6.21621779072985,-0.168652470785036,2.07932126355522,3.87450945087673,3.12054388083971,0.0625812349846445,0.341735815243328,0.0018562383151795,0.0316231476121132
1674405064_49122,-4.75512596569069,-2.88047289141785,6.21615038426795,-0.168649636874108,2.07937209518865,3.84236602381062,3.31033604336184,0.0622587789973654,0.341711670624146,0.0018702832368996,0.0316448285089866
1674459184_12144,-6.34835965522716,-1.42266472758522,6.21616287871074,-0.16865995962871,2.07941290874836,3.55323784536451,2.15547091110417,0.0621565813104935,0.341737202921864,0.0015440658985671,0.0316281988061817
1674573876_9813,-6.79607729511962,-1.01088152941381,6.21873555584461,-0.168414922800509,2.07963371344543,3.17711258856111,1.64059377319895,0.0825380122892531,0.341656032727864,0.0049735290425426,0.0316705720198927
1706333041_38918,-2.49815957564546,-5.22608112197035,6.21809537735538,-0.168553918575554,2.07936329703081,3.0878063475341,3.92635267146942,0.0920194156780633,0.34175863151708,0.001714147320382,0.0318090780086577
1674382535_77492,-5.09514626012385,-2.54162252034714,6.2158086403162,-0.16872827713191,2.07910293697806,3.89030539932634,3.04502349627143,0.0622309983017706,0.341773237765016,0.0021590955459638,0.0316232841007731
1674726259_12675,-6.15410667618763,-1.5771264569672,6.21576380088206,-0.168826979527507,2.07926631021515,3.61403346125342,2.32110950420167,0.0660573288137732,0.342277098667646,0.0015528347685484,0.031714968769717
1674318653_47431,-4.55781978127897,-3.11210524873371,6.21717715387091,-0.168512592289694,2.07933210629369,3.8381230610948,3.47204174136082,0.0691922372747489,0.341621830835264,0.0018390836533218,0.0316296832605555
1674774559_18823,-2.30231670311124,-5.3708426045699,6.21742556800783,-0.168576789755809,2.07928754047158,2.92464129693693,3.86043172759415,0.0902554492051421,0.341712168564544,0.0049392722644428,0.0317490127575472
1674556073_12956,-5.1168586844634,-2.56681948503239,6.21794789166778,-0.168535550751942,2.07953782260315,3.90644571878718,3.11525148004921,0.0832719673266936,0.341736985407326,0.0024834532001092,0.031673578566307
1674607798_302,-5.78408450785712,-1.89744293747274,6.21580656670392,-0.168729575402691,2.07921200186264,3.7623029234144,2.5918814597275,0.0622257734743075,0.34178852423527,0.0018703037585355,0.0316322096159571
1674757567_62537,-2.12248931696682,-5.56980416595016,6.22161467942007,-0.168385314961225,2.07932276618743,2.80747686347132,3.83986656289508,0.130545303780254,0.341917926099454,0.0046508327287145,0.0319669498492721
1706289009_07432,-5.31882616959134,-2.3881650920641,6.21653831763384,-0.168614458020321,2.07920652075897,3.90712983311953,2.98951339311715,0.062071931535422,0.341724516129191,0.001572272960647,0.0316229407081874
1674343691_03641,-3.00416879241574,-4.64250251144499,6.21804184325701,-0.168497148255955,2.07929767986636,3.32599495230024,3.90766591690719,0.0913660520129709,0.341703577371426,0.0030499940673454,0.0317197190426411
1674682908_70602,-6.37588489098152,-1.38895758567794,6.21788458859407,-0.168504650493621,2.07940860769493,3.50459150385103,2.13807716093747,0.0979131725870024,0.341686689234787,0.0034955387356508,0.0317409296358931
1674736782_38407,-3.12769004990876,-4.55123166499864,6.21821958129153,-0.168497445213688,2.07936924445695,3.44849458136742,3.88241057185938,0.0873896658198284,0.34178486705603,0.0034382748146904,0.0316814024798336
1674617704_87985,-0.7665003198439,-6.96998556444161,6.22822191143595,-0.167950071570237,2.07939916554981,1.21761720275361,2.79609315033827,0.178195243318139,0.341674313133211,0.0077427566785502,0.032087139091805
1674408709_55397,-4.71057837559108,-2.95741301008245,6.21770193689617,-0.168517040503335,2.07931937165079,3.83913732863032,3.40297021664902,0.084311303247794,0.341615446476512,0.0048067434077123,0.0316884748809119
1706277166_20293,-2.83128730686373,-4.84941802004177,6.21874982368619,-0.168505311755033,2.07941795647553,3.27664931514188,3.91704462927669,0.10974478282017,0.341824842979166,0.0036996494280207,0.0318999872264016
1706312362_84127,-6.12007328733633,-1.65453063653399,6.21999690414781,-0.168336529727605,2.07962179733376,3.71281772695382,2.41157700662082,0.104716522770185,0.341630740887367,0.0035260533884366,0.0317771319768079
1674331513_70905,-4.89949049586864,-2.76325982360781,6.22006745453063,-0.168373504038848,2.07942858404092,3.88681810007301,3.24477830450625,0.11186672006692,0.34167162151014,0.003061783613796,0.0316999773676046
1674676161_39852,-4.95597217572387,-2.71461011668951,6.21644927555092,-0.168609818586083,2.07941336329259,3.89544532685067,3.20027258919376,0.0636787273116523,0.341683800791937,0.0022163064604358,0.0316220153828376
1674715570_14961,-1.25138156911404,-6.55587769101252,6.22431914332385,-0.168169401806289,2.07956678174216,2.00523623414606,3.42508067589577,0.156156819177913,0.341829726268081,0.0054591540056866,0.0321816788828089
1706524891_91813,-6.97119743624688,-0.786579327975653,6.22408207264218,-0.168146149834361,2.07960965195355,2.83389212742842,1.25038094454172,0.154559144373982,0.341765099332983,0.0050140719126188,0.0318527882640056
1674522085_7989,-0.874975693399928,-6.89032658900268,6.22776728066292,-0.168021477872947,2.07932039288665,1.4470937433389,2.97727515668156,0.180737505049863,0.341920474413773,0.0044821638767536,0.032221248416193
1674839192_85647,-1.22496108430657,-6.57341021238168,6.22284747259063,-0.168170660812006,2.07951622677604,1.95259114163819,3.404044665668,0.135936912341984,0.341591941268129,0.0046004035801979,0.0319319319106997
1706429096_2072,-2.55879266959704,-5.15005278549115,6.2235214766929,-0.16815982554989,2.07939286500942,3.1143269443188,3.94672196948479,0.152733697628178,0.341821486830587,0.0052943291547748,0.0319446481133186
1674662691_87617,-1.24716273510415,-6.56875272641726,6.22443128070257,-0.168116754885296,2.07951272300131,1.99677462198581,3.43279115013795,0.149985882561782,0.341683002483725,0.0054198724488944,0.0321826109686387
1674737950_3473,-4.46348901056363,-3.22100349544545,6.22811208768775,-0.167974168752573,2.07936775623982,3.8160529058796,3.59432920149522,0.187304533732346,0.341711532366606,0.0038600642739952,0.0318957064644016
1674816866_58545,-1.26863102722084,-6.58808239919718,6.22583340477204,-0.168085605021541,2.07957719126461,2.00244373659455,3.51644361189902,0.15695802015878,0.341874532419093,0.0061693478039333,0.0324457171946175
1674785440_65921,-4.7482011472982,-2.9235142030621,6.22673495826954,-0.168065665736466,2.07933391394683,3.87380958600257,3.39088793448809,0.190128061394549,0.341602431141631,0.0044403967763716,0.031851193280345
1674387524_92691,-0.801714504920488,-6.97128250634731,6.22794195404577,-0.167891435449175,2.07963955251331,1.28981857680667,2.8864036837802,0.168355834195328,0.341823553672298,0.0057174062928566,0.0326172126045227
1706297627_02467,-6.90426133714873,-0.877496552443322,6.23105335987835,-0.167838256784418,2.0796677306449,3.0108250888189,1.45859984938413,0.209948024533279,0.341810135050829,0.0057727794954963,0.0321968734632059
1706320676_0138,-0.706997464468981,-6.99123690385899,6.24435001751085,-0.167309357372948,2.07968673049594,1.18461431850139,2.69828145373575,0.30521843880971,0.341828155972516,0.0074919728021514,0.0325757295068889
1674784321_63292,-4.81283254947164,-2.81773203901167,6.21825738570773,-0.168464578589157,2.07954941582361,3.87466963518874,3.23892701430079,0.0944236958344348,0.341682767103134,0.003696414083585,0.0317480146762857
1674709402_07786,-6.6859412415562,-1.12621128296873,6.23628809972386,-0.167725737876785,2.07935368095798,3.33896539967903,1.87550552092614,0.253208412936642,0.341804576402211,0.0042514462907703,0.0320195098781421
1674439035_17397,-4.414394797392,-3.27740961096991,6.22596765987727,-0.168070433898816,2.07957220064501,3.8414979084799,3.58613366213604,0.170444896362294,0.341685431843983,0.0046396431513557,0.0321134699601368
1706456280_99655,-6.66620383125241,-1.17177148687,6.23202560906022,-0.167782092379872,2.07955303711029,3.40211372995025,1.91229409817841,0.214677071568719,0.341687224959387,0.0047118123757063,0.0320456102116057
1674365583_50609,-0.766590405901101,-7.00143016814353,6.23807304046553,-0.16732268748766,2.0797195168072,1.26496184410732,2.85269024934629,0.25324089097545,0.341752745351674,0.0060659266706474,0.0327738110717827
1706377182_10169,-6.27593216218081,-1.54562928960568,6.23455750001126,-0.167781191687027,2.07935365148729,3.69498113957546,2.35785546035049,0.248839007131546,0.341898622346378,0.0059093773157349,0.0321783392597473
1674588534_89408,-5.43108517604045,-2.34623345562252,6.23765006319889,-0.167655632912556,2.0796393568746,3.92060702665658,3.11276502036137,0.260742645858564,0.341610204544302,0.0082115303864872,0.0323476501418262
1674533385_17286,-2.99677705768222,-4.71539134649243,6.23074033085601,-0.16797527107295,2.07953025763907,3.45511684502318,3.91079513437397,0.208827338905495,0.341723666440046,0.0062896483213699,0.0324037603698618
1674393408_95519,-3.69483084416221,-3.95286836025857,6.21778144505706,-0.168508643110274,2.07916490914878,3.66683359318048,3.75615782521042,0.09268235858674,0.341580891429533,0.0026738253139344,0.0316521283432662
1674695121_9996,-6.81453027991867,-0.965441691545014,6.22942143786065,-0.167973531300836,2.07978325955498,3.10718965407659,1.61750664315793,0.219456282434885,0.341863434030679,0.0068121791489887,0.0326093736850828
1674646395_61913,-6.15908257242354,-1.63206742984216,6.23369837627813,-0.167844882537779,2.07944243832123,3.68522271365021,2.47516027184042,0.238141558893231,0.341704651472426,0.0052775950466963,0.0322298764741766
1706405750_1938,-0.847367466805535,-6.91539222016084,6.24239668466599,-0.167422663325598,2.07957896027564,1.449148704306,2.97678780261825,0.29736395832342,0.341825271511698,0.0103526113691474,0.0334851976854132
1706508219_22383,-2.5674413967152,-5.21287735907618,6.26265118154216,-0.166889999683836,2.07981336010312,3.25417106572094,4.05418161083612,0.440880838891605,0.341945054967639,0.0099516742340927,0.0334834047305366
1674454649_90659,-5.97515158591238,-1.81356676966782,6.22547615472464,-0.168239860178597,2.07934723555425,3.73283269906479,2.66162440234342,0.17560056506818,0.341895148089215,0.0016385619400159,0.0319990420958412
1674495488_86732,-6.74104022241757,-1.09257778902184,6.28660715873581,-0.165748432766628,2.07983587377254,3.42853332344554,2.00356148266718,0.536607288538419,0.34141152950567,0.01259003295263,0.0338836610431163
