"X","OFV","AIC","BIC","BICc","run"
46,-132666.89317109,-132644.89317109,-132608.611680058,-132577.453938952,"1674419593_39893"
47,-140130.086811422,-140108.086811422,-140071.80532039,-140040.647579284,"1674420022_03854"
48,-140642.682095263,-140620.682095263,-140584.400604231,-140553.242863125,"1674420217_1928"
49,-140441.536172307,-140419.536172307,-140383.254681275,-140352.09694017,"1674420429_02561"
50,-140074.873109457,-140052.873109457,-140016.591618425,-139985.43387732,"1674420745_91971"
51,-140644.761620482,-140622.761620482,-140586.48012945,-140555.322388345,"1674421144_47758"
52,-139080.816207572,-139058.816207572,-139022.53471654,-138991.376975435,"1674421363_45289"
53,-140616.422593639,-140594.422593639,-140558.141102607,-140526.983361502,"1674421844_54352"
54,-140247.530453629,-140225.530453629,-140189.248962597,-140158.091221491,"1674422164_72568"
55,-140379.206703672,-140357.206703672,-140320.92521264,-140289.767471534,"1674422521_60202"
56,-140487.569354594,-140465.569354594,-140429.287863562,-140398.130122457,"1674422718_36369"
57,-140643.252020079,-140621.252020079,-140584.970529047,-140553.812787942,"1674423040_04401"
58,-139024.478907787,-139002.478907787,-138966.197416755,-138935.03967565,"1674423325_84906"
59,-140187.675338895,-140165.675338895,-140129.393847863,-140098.236106758,"1674423692_05722"
60,-140075.772289751,-140053.772289751,-140017.490798719,-139986.333057614,"1674423979_38181"
61,-139621.949266111,-139599.949266111,-139563.667775079,-139532.510033974,"1674424188_92927"
62,-140172.183322753,-140150.183322753,-140113.901831721,-140082.744090616,"1674424533_4151"
63,-140665.777318224,-140643.777318224,-140607.495827192,-140576.338086086,"1674424765_86559"
64,-136968.900306246,-136946.900306246,-136910.618815214,-136879.461074108,"1674425106_68753"
65,-137818.03058364,-137796.03058364,-137759.749092608,-137728.591351502,"1674425389_55451"
66,-139958.491635652,-139936.491635652,-139900.21014462,-139869.052403515,"1674425807_80104"
67,-140101.234078957,-140079.234078957,-140042.952587925,-140011.79484682,"1674426127_32308"
68,-140864.139711867,-140842.139711867,-140805.858220835,-140774.700479729,"1674426406_59328"
69,-139358.684252537,-139336.684252537,-139300.402761505,-139269.2450204,"1674426693_68011"
70,-140177.700143435,-140155.700143435,-140119.418652403,-140088.260911297,"1674427089_50964"
71,-140284.422912732,-140262.422912732,-140226.1414217,-140194.983680595,"1674427341_2511"
72,-139634.598435237,-139612.598435237,-139576.316944205,-139545.159203099,"1674427736_39836"
73,-139701.506517572,-139679.506517572,-139643.22502654,-139612.067285434,"1674428053_8497"
74,-139366.391123686,-139344.391123686,-139308.109632654,-139276.951891548,"1674428414_1949"
75,-140339.157667639,-140317.157667639,-140280.876176607,-140249.718435502,"1674428761_49788"
76,-139534.729524829,-139512.729524829,-139476.448033797,-139445.290292692,"1674428958_77187"
77,-140151.407126952,-140129.407126952,-140093.12563592,-140061.967894815,"1674429361_31968"
78,-140301.94225813,-140279.94225813,-140243.660767098,-140212.503025993,"1674429616_41637"
79,-140811.465666815,-140789.465666815,-140753.184175783,-140722.026434678,"1674429867_7323"
80,-140875.847932867,-140853.847932867,-140817.566441835,-140786.40870073,"1674430137_4563"
81,-140561.899791193,-140539.899791193,-140503.618300161,-140472.460559056,"1674430458_74732"
82,-140172.506346414,-140150.506346414,-140114.224855382,-140083.067114277,"1674430786_22282"
83,-108582.627226239,-108560.627226239,-108524.345735207,-108493.187994102,"1674431072_89429"
84,-140106.219362722,-140084.219362722,-140047.93787169,-140016.780130584,"1674431544_35032"
85,-140963.708529056,-140941.708529056,-140905.427038024,-140874.269296919,"1674431787_66859"
86,-140390.461070371,-140368.461070371,-140332.179579339,-140301.021838234,"1674432152_1213"
87,-140779.672724732,-140757.672724732,-140721.3912337,-140690.233492594,"1674432398_04736"
88,-140294.640412601,-140272.640412601,-140236.358921569,-140205.201180464,"1674432590_12988"
89,-140107.423894076,-140085.423894076,-140049.142403044,-140017.984661939,"1674432900_74369"
90,-140239.485198423,-140217.485198423,-140181.203707391,-140150.045966286,"1674433260_73238"
91,-141065.675920418,-141043.675920418,-141007.394429386,-140976.236688281,"1674433432_73038"
92,-140458.873293269,-140436.873293269,-140400.591802237,-140369.434061132,"1674433630_3437"
93,-140130.720760538,-140108.720760538,-140072.439269506,-140041.2815284,"1674433896_46683"
94,-123347.090678836,-123325.090678836,-123288.809187804,-123257.651446699,"1674434192_92227"
95,-140389.910520837,-140367.910520837,-140331.629029805,-140300.471288699,"1674434535_33058"
96,-123751.391561293,-123729.391561293,-123693.110070261,-123661.952329155,"1674434850_98293"
97,-140326.767153354,-140304.767153354,-140268.485662322,-140237.327921217,"1674435128_04797"
98,-140464.214135505,-140442.214135505,-140405.932644473,-140374.774903367,"1674435455_49292"
99,-125097.034789213,-125075.034789213,-125038.753298181,-125007.595557075,"1674435772_44878"
100,-140558.678528346,-140536.678528346,-140500.397037314,-140469.239296209,"1674436157_18086"
