Unnamed: 0,OFV,AIC,BIC,BICc,run
68,-3495647.47819196,-3495625.47819196,-3495553.78906686,-3495522.63132575,1674795128_51714
15,-3495402.27294617,-3495380.27294617,-3495308.58382106,-3495277.42607996,1674495217_23514
22,-3494528.76199212,-3494506.76199212,-3494435.07286701,-3494403.91512591,1674587012_58369
35,-3494480.33600499,-3494458.33600499,-3494386.64687988,-3494355.48913877,1674753437_87378
73,-3494156.8514113,-3494134.8514113,-3494063.16228619,-3494032.00454509,1674865248_95459
23,-3494062.93828204,-3494040.93828204,-3493969.24915693,-3493938.09141583,1674600215_987
14,-3493929.93676945,-3493907.93676945,-3493836.24764434,-3493805.08990323,1674481491_93332
26,-3493873.73052762,-3493851.73052762,-3493780.04140251,-3493748.88366141,1674636454_57705
9,-3493705.94330674,-3493683.94330674,-3493612.25418164,-3493581.09644053,1674426305_98274
46,-3493676.98401964,-3493654.98401964,-3493583.29489453,-3493552.13715343,1674405064_49122
12,-3493530.54026751,-3493508.54026751,-3493436.85114241,-3493405.6934013,1674459184_12144
55,-3492970.42543644,-3492948.42543644,-3492876.73631133,-3492845.57857023,1674573876_9813
44,-3491694.70257234,-3491672.70257234,-3491601.01344724,-3491569.85570613,1674382535_77492
33,-3489780.5558469,-3489758.5558469,-3489686.86672179,-3489655.70898069,1674726259_12675
39,-3489613.57281119,-3489591.57281119,-3489519.88368608,-3489488.72594498,1674318653_47431
37,-3487943.00145126,-3487921.00145126,-3487849.31232616,-3487818.15458505,1674774559_18823
54,-3487926.61800708,-3487904.61800708,-3487832.92888198,-3487801.77114087,1674556073_12956
24,-3487273.55184648,-3487251.55184648,-3487179.86272137,-3487148.70498027,1674607798_302
65,-3487185.48561981,-3487163.48561981,-3487091.7964947,-3487060.6387536,1674757567_62537
41,-3484606.50182933,-3484584.50182933,-3484512.81270422,-3484481.65496312,1674343691_03641
61,-3484295.66885394,-3484273.66885394,-3484201.97972884,-3484170.82198773,1674682908_70602
34,-3484234.22439565,-3484212.22439565,-3484140.53527054,-3484109.37752944,1674736782_38407
25,-3484113.82997624,-3484091.82997624,-3484020.14085114,-3483988.98311003,1674617704_87985
8,-3482884.0200066,-3482862.0200066,-3482790.3308815,-3482759.17314039,1674408709_55397
1,-3479793.35509274,-3479771.35509274,-3479699.66596764,-3479668.50822653,1674331513_70905
29,-3478171.16619993,-3478149.16619993,-3478077.47707482,-3478046.31933372,1674676161_39852
63,-3478016.76731401,-3477994.76731401,-3477923.0781889,-3477891.92044779,1674715570_14961
17,-3476467.20370151,-3476445.20370151,-3476373.5145764,-3476342.3568353,1674522085_7989
71,-3476456.13652943,-3476434.13652943,-3476362.44740432,-3476331.28966322,1674839192_85647
60,-3476438.81162797,-3476416.81162797,-3476345.12250287,-3476313.96476176,1674662691_87617
64,-3468360.38143265,-3468338.38143265,-3468266.69230754,-3468235.53456644,1674737950_3473
70,-3465878.33835392,-3465856.33835392,-3465784.64922881,-3465753.4914877,1674816866_58545
38,-3463755.24344616,-3463733.24344616,-3463661.55432106,-3463630.39657995,1674785440_65921
6,-3458746.43653144,-3458724.43653144,-3458652.74740633,-3458621.58966523,1674387524_92691
67,-3456585.30463863,-3456563.30463863,-3456491.61551353,-3456460.45777242,1674784321_63292
32,-3455464.67586933,-3455442.67586933,-3455370.98674422,-3455339.82900311,1674709402_07786
48,-3454752.87123301,-3454730.87123301,-3454659.1821079,-3454628.0243668,1674439035_17397
43,-3451952.32521666,-3451930.32521666,-3451858.63609156,-3451827.47835045,1674365583_50609
56,-3446805.77471117,-3446783.77471117,-3446712.08558606,-3446680.92784496,1674588534_89408
53,-3444232.82876328,-3444210.82876328,-3444139.13963817,-3444107.98189707,1674533385_17286
45,-3407000.58787712,-3406978.58787712,-3406906.89875202,-3406875.74101091,1674393408_95519
62,-3394349.72441102,-3394327.72441102,-3394256.03528591,-3394224.87754481,1674695121_9996
27,-3394065.67032465,-3394043.67032465,-3393971.98119954,-3393940.82345843,1674646395_61913
49,-3343192.14410706,-3343170.14410706,-3343098.45498195,-3343067.29724085,1674454649_90659
51,-3335713.39903658,-3335691.39903658,-3335619.70991147,-3335588.55217037,1674495488_86732
