Unnamed: 0,OFV,AIC,BIC,BICc,run
13,-70476.7817078995,-70454.7817078995,-70426.1248358536,-70394.9670947483,1674320624_76485
161,-70471.4311296897,-70449.4311296897,-70420.7742576438,-70389.6165165384,1674317704_96393
657,-70467.2386639184,-70445.2386639184,-70416.5817918725,-70385.4240507672,1674342094_81125
787,-70464.6230961654,-70442.6230961654,-70413.9662241195,-70382.8084830142,1674336888_65729
115,-70464.29593383,-70442.29593383,-70413.6390617841,-70382.4813206787,1674310629_50928
264,-70462.8604152772,-70440.8604152772,-70412.2035432314,-70381.045802126,1674360242_95531
469,-70462.2372918505,-70440.2372918505,-70411.5804198046,-70380.4226786993,1674350055_28877
284,-70455.7402742218,-70433.7402742218,-70405.0834021759,-70373.9256610705,1674312752_70233
45,-70453.2431313744,-70431.2431313744,-70402.5862593285,-70371.4285182232,1674325238_74219
102,-70453.0476503407,-70431.0476503407,-70402.3907782948,-70371.2330371894,1674308851_91722
248,-70449.9573620892,-70427.9573620892,-70399.3004900433,-70368.142748938,1674357443_12363
781,-70446.5386399006,-70424.5386399006,-70395.8817678547,-70364.7240267494,1674335933_65788
250,-70445.636564862,-70423.636564862,-70394.9796928161,-70363.8219517107,1674357692_37488
621,-70444.4173098372,-70422.4173098372,-70393.7604377913,-70362.6026966859,1674336313_94166
656,-70443.5053931674,-70421.5053931674,-70392.8485211215,-70361.6907800162,1674341900_55418
63,-70443.2320299761,-70421.2320299761,-70392.5751579302,-70361.4174168249,1674328214_46862
633,-70442.0197281188,-70420.0197281188,-70391.362856073,-70360.2051149676,1674338384_92534
117,-70440.0327630246,-70418.0327630246,-70389.3758909787,-70358.2181498734,1674310933_63689
681,-70439.214067044,-70417.214067044,-70388.5571949981,-70357.3994538927,1674294977_85176
332,-70434.7348838206,-70412.7348838206,-70384.0780117747,-70352.9202706694,1674320730_4036
706,-70431.6273007824,-70409.6273007824,-70380.9704287365,-70349.8126876312,1674299233_76188
10,-70429.8168123008,-70407.8168123008,-70379.1599402549,-70348.0021991496,1674320264_59495
338,-70428.0718668996,-70406.0718668996,-70377.4149948537,-70346.2572537484,1674321615_84794
364,-70425.7943302086,-70403.7943302086,-70375.1374581627,-70343.9797170573,1674325830_42317
315,-70424.5562580111,-70402.5562580111,-70373.8993859652,-70342.7416448599,1674318137_12706
280,-70424.1843773922,-70402.1843773922,-70373.5275053464,-70342.369764241,1674312154_81394
508,-70422.785845426,-70400.785845426,-70372.1289733801,-70340.9712322748,1674356112_15885
319,-70422.5603272088,-70400.5603272088,-70371.9034551629,-70340.7457140575,1674318661_00545
537,-70421.6541572976,-70399.6541572976,-70370.9972852517,-70339.8395441464,1674360454_76033
285,-70417.7399018976,-70395.7399018976,-70367.0830298517,-70335.9252887464,1674312876_41546
370,-70415.9383398192,-70393.9383398192,-70365.2814677734,-70334.123726668,1674293698_23869
809,-70415.8221939236,-70393.8221939236,-70365.1653218777,-70334.0075807724,1674340522_56668
356,-70415.1890887767,-70393.1890887767,-70364.5322167308,-70333.3744756255,1674324557_93747
731,-70413.6183634944,-70391.6183634944,-70362.9614914486,-70331.8037503432,1674303190_31552
655,-70412.7273954687,-70390.7273954687,-70362.0705234228,-70330.9127823174,1674341803_99183
482,-70412.1426224125,-70390.1426224125,-70361.4857503667,-70330.3280092613,1674352158_67277
229,-70411.0857111117,-70389.0857111117,-70360.4288390659,-70329.2710979605,1674354487_83374
853,-70407.3945189991,-70385.3945189991,-70356.7376469532,-70325.5799058479,1674347322_78428
514,-70407.0225816916,-70385.0225816916,-70356.3657096457,-70325.2079685404,1674357044_80931
577,-70403.2442792358,-70381.2442792358,-70352.5874071899,-70321.4296660846,1674328367_15161
606,-70402.3442747513,-70380.3442747513,-70351.6874027055,-70320.5296616001,1674333539_09507
334,-70396.9809142122,-70374.9809142122,-70346.3240421663,-70315.166301061,1674321084_36152
88,-70395.6750235539,-70373.6750235539,-70345.018151508,-70313.8604104027,1674332087_94825
481,-70395.4042787562,-70373.4042787562,-70344.7474067103,-70313.589665605,1674352072_009
494,-70394.4738585549,-70372.4738585549,-70343.816986509,-70312.6592454037,1674353774_01256
654,-70390.3047509949,-70368.3047509949,-70339.6478789491,-70308.4901378437,1674341677_25757
179,-70389.6714562776,-70367.6714562776,-70339.0145842317,-70307.8568431264,1674346041_42449
18,-70387.1976051662,-70365.1976051662,-70336.5407331204,-70305.382992015,1674321299_37298
819,-70386.7050591319,-70364.7050591319,-70336.048187086,-70304.8904459807,1674341982_24278
422,-70385.4539456648,-70363.4539456648,-70334.7970736189,-70303.6393325136,1674301681_85708
437,-70384.2984906797,-70362.2984906797,-70333.6416186338,-70302.4838775285,1674303763_53936
396,-70383.4916829644,-70361.4916829644,-70332.8348109185,-70301.6770698131,1674297492_75436
786,-70383.4486134909,-70361.4486134909,-70332.7917414451,-70301.6340003397,1674336715_22722
844,-70382.8336950917,-70360.8336950917,-70332.1768230458,-70301.0190819405,1674345936_55563
804,-70382.0568058585,-70360.0568058585,-70331.3999338126,-70300.2421927073,1674339691_71859
485,-70381.3194291689,-70359.3194291689,-70330.662557123,-70299.5048160176,1674352554_18897
487,-70379.9997636021,-70357.9997636021,-70329.3428915562,-70298.1851504509,1674352933_80421
46,-70378.9443894006,-70356.9443894006,-70328.2875173548,-70297.1297762494,1674325361_51285
791,-70377.5265820966,-70355.5265820966,-70326.8697100508,-70295.7119689454,1674337545_49229
216,-70377.0609405577,-70355.0609405577,-70326.4040685118,-70295.2463274064,1674352169_84522
349,-70376.6516856187,-70354.6516856187,-70325.9948135728,-70294.8370724675,1674323482_20224
90,-70375.5925211258,-70353.5925211258,-70324.9356490799,-70293.7779079746,1674332358_1289
840,-70373.5854658401,-70351.5854658401,-70322.9285937942,-70291.7708526889,1674345294_9313
223,-70371.9331849769,-70349.9331849769,-70321.2763129311,-70290.1185718257,1674353488_15938
796,-70371.7226960403,-70349.7226960403,-70321.0658239944,-70289.9080828891,1674338398_89779
313,-70370.0445903054,-70348.0445903054,-70319.3877182595,-70288.2299771542,1674317813_53858
595,-70369.7122590802,-70347.7122590802,-70319.0553870343,-70287.897645929,1674331356_32151
175,-70369.109091912,-70347.109091912,-70318.4522198661,-70287.2944787608,1674345480_77766
314,-70367.5921213197,-70345.5921213197,-70316.9352492739,-70285.7775081685,1674318005_03753
61,-70365.7248334649,-70343.7248334649,-70315.0679614191,-70283.9102203137,1674327921_99346
151,-70365.5742954196,-70343.5742954196,-70314.9174233738,-70283.7596822684,1674316206_62252
411,-70360.7571876395,-70338.7571876395,-70310.1003155937,-70278.9425744883,1674300002_38811
217,-70357.6254725314,-70335.6254725314,-70306.9686004855,-70275.8108593801,1674352440_58779
475,-70356.2767962073,-70334.2767962073,-70305.6199241615,-70274.4621830561,1674351053_34169
170,-70354.9002823742,-70332.9002823742,-70304.2434103284,-70273.085669223,1674344698_92168
354,-70354.7162301897,-70332.7162301897,-70304.0593581438,-70272.9016170385,1674324247_08483
468,-70347.1450250324,-70325.1450250324,-70296.4881529865,-70265.3304118812,1674349960_04085
658,-70344.9541526397,-70322.9541526397,-70294.2972805938,-70263.1395394885,1674342262_28508
761,-70332.5061501039,-70310.5061501039,-70281.849278058,-70250.6915369527,1674308238_05405
471,-70332.4909492941,-70310.4909492941,-70281.8340772482,-70250.6763361429,1674350347_84406
507,-70330.0418182563,-70308.0418182563,-70279.3849462104,-70248.2272051051,1674355988_05337
435,-70328.8616639328,-70306.8616639328,-70278.2047918869,-70247.0470507815,1674303515_24631
273,-70327.8551595287,-70305.8551595287,-70277.1982874828,-70246.0405463775,1674310969_90615
215,-70326.0408650029,-70304.0408650029,-70275.3839929571,-70244.2262518517,1674352073_90486
212,-70323.9416417594,-70301.9416417594,-70273.2847697136,-70242.1270286082,1674351663_18161
541,-70322.9778538208,-70300.9778538208,-70272.3209817749,-70241.1632406696,1674361075_39752
245,-70318.1585566798,-70296.1585566798,-70267.5016846339,-70236.3439435286,1674356911_55793
779,-70314.4180869115,-70292.4180869115,-70263.7612148657,-70232.6034737603,1674335615_59262
773,-70308.1052745223,-70286.1052745223,-70257.4484024765,-70226.2906613711,1674334521_71534
399,-70306.4215818523,-70284.4215818523,-70255.7647098065,-70224.6069687011,1674298056_45453
278,-70305.5224501472,-70283.5224501472,-70254.8655781014,-70223.707836996,1674311820_2072
644,-70305.300469163,-70283.300469163,-70254.6435971171,-70223.4858560118,1674340123_69074
8,-70303.382079359,-70281.382079359,-70252.7252073132,-70221.5674662078,1674319939_16058
580,-70303.2507342376,-70281.2507342376,-70252.5938621918,-70221.4361210864,1674328884_65301
834,-70302.1551581425,-70280.1551581425,-70251.4982860966,-70220.3405449913,1674344502_69354
432,-70301.5826800063,-70279.5826800063,-70250.9258079604,-70219.7680668551,1674303132_67637
831,-70299.8876892444,-70277.8876892444,-70249.2308171985,-70218.0730760932,1674343972_65382
801,-70299.4768192876,-70277.4768192876,-70248.8199472417,-70217.6622061364,1674339125_82648
147,-70296.6937223007,-70274.6937223007,-70246.0368502548,-70214.8791091495,1674315570_54683
395,-70295.6040998677,-70273.6040998677,-70244.9472278218,-70213.7894867164,1674297332_65045
62,-70295.4507098638,-70273.4507098638,-70244.7938378179,-70213.6360967126,1674328006_09499
509,-70295.3042115096,-70273.3042115096,-70244.6473394638,-70213.4895983584,1674356300_43566
56,-70292.8980729896,-70270.8980729896,-70242.2412009437,-70211.0834598383,1674327073_03793
556,-70289.9827185609,-70267.9827185609,-70239.3258465151,-70208.1681054097,1674363373_08176
40,-70288.3191806479,-70266.3191806479,-70237.662308602,-70206.5045674967,1674324631_22121
110,-70286.214941577,-70264.214941577,-70235.5580695311,-70204.4003284258,1674309945_83771
372,-70284.8473249431,-70262.8473249431,-70234.1904528972,-70203.0327117919,1674293973_21555
600,-70283.9948386987,-70261.9948386987,-70233.3379666529,-70202.1802255475,1674332501_36655
241,-70283.9928639336,-70261.9928639336,-70233.3359918878,-70202.1782507824,1674356303_08029
439,-70279.265602996,-70257.265602996,-70228.6087309502,-70197.4509898448,1674304115_8566
472,-70277.1090178957,-70255.1090178957,-70226.4521458498,-70195.2944047445,1674350522_72268
52,-70277.0338057178,-70255.0338057178,-70226.3769336719,-70195.2191925666,1674326430_78169
638,-70274.4313797874,-70252.4313797874,-70223.7745077415,-70192.6167666362,1674339098_66154
444,-70274.206988035,-70252.206988035,-70223.5501159891,-70192.3923748838,1674304892_0846
523,-70274.1876243407,-70252.1876243407,-70223.5307522948,-70192.3730111895,1674358408_51176
292,-70271.4883581836,-70249.4883581836,-70220.8314861377,-70189.6737450324,1674314245_99113
221,-70271.4743401702,-70249.4743401702,-70220.8174681244,-70189.659727019,1674353099_9495
328,-70270.8164007444,-70248.8164007444,-70220.1595286986,-70189.0017875932,1674320118_89269
420,-70268.6890237999,-70246.6890237999,-70218.0321517541,-70186.8744106487,1674301354_69172
344,-70268.1550404106,-70246.1550404106,-70217.4981683647,-70186.3404272594,1674322559_95239
532,-70265.9985947219,-70243.9985947219,-70215.341722676,-70184.1839815706,1674359754_86136
257,-70264.926620891,-70242.926620891,-70214.2697488451,-70183.1120077397,1674358937_84488
797,-70264.7005051364,-70242.7005051364,-70214.0436330906,-70182.8858919852,1674338568_50952
687,-70262.6140132878,-70240.6140132878,-70211.957141242,-70180.7994001366,1674296134_60253
28,-70261.7804821862,-70239.7804821862,-70211.1236101403,-70179.965869035,1674322762_16778
477,-70261.2049635587,-70239.2049635587,-70210.5480915128,-70179.3903504075,1674351409_97043
267,-70260.2359866976,-70238.2359866976,-70209.5791146517,-70178.4213735463,1674309797_1063
159,-70259.8840348558,-70237.8840348558,-70209.2271628099,-70178.0694217046,1674317480_77229
707,-70256.9250348392,-70234.9250348392,-70206.2681627933,-70175.110421688,1674299360_00488
92,-70255.9959580221,-70233.9959580221,-70205.3390859762,-70174.1813448709,1674332674_10706
479,-70255.6507921237,-70233.6507921237,-70204.9939200778,-70173.8361789725,1674351773_90763
792,-70255.6259208831,-70233.6259208831,-70204.9690488372,-70173.8113077319,1674337662_21709
651,-70251.917007656,-70229.917007656,-70201.2601356102,-70170.1023945048,1674341051_98129
254,-70251.6913043562,-70229.6913043562,-70201.0344323103,-70169.8766912049,1674358372_44329
865,-70251.2135235849,-70229.2135235849,-70200.556651539,-70169.3989104337,1674349161_22472
355,-70249.9498801456,-70227.9498801456,-70199.2930080997,-70168.1352669944,1674324437_18261
752,-70249.7852943718,-70227.7852943718,-70199.1284223259,-70167.9706812206,1674306723_00314
460,-70248.8241122488,-70226.8241122488,-70198.167240203,-70167.0094990976,1674307481_18194
774,-70247.8641957961,-70225.8641957961,-70197.2073237502,-70166.0495826448,1674334609_85847
155,-70245.9132947621,-70223.9132947621,-70195.2564227163,-70164.0986816109,1674316824_55952
850,-70244.6502779948,-70222.6502779948,-70193.9934059489,-70162.8356648436,1674346893_43431
15,-70242.1447074286,-70220.1447074286,-70191.4878353827,-70160.3300942774,1674320894_69295
769,-70241.8016491123,-70219.8016491123,-70191.1447770664,-70159.9870359611,1674309606_72524
390,-70240.9562907131,-70218.9562907131,-70190.2994186672,-70159.1416775619,1674296618_11507
348,-70240.8252166876,-70218.8252166876,-70190.1683446418,-70159.0106035364,1674323232_78996
381,-70239.6814594848,-70217.6814594848,-70189.0245874389,-70157.8668463336,1674295274_91793
414,-70239.5672019798,-70217.5672019798,-70188.9103299339,-70157.7525888286,1674300481_55942
104,-70238.8021416593,-70216.8021416593,-70188.1452696134,-70156.987528508,1674309084_90747
789,-70238.0349975474,-70216.0349975474,-70187.3781255015,-70156.2203843962,1674337199_58438
305,-70237.3247837868,-70215.3247837868,-70186.6679117409,-70155.5101706356,1674316328_55998
7,-70236.927391999,-70214.927391999,-70186.2705199531,-70155.1127788478,1674319822_42583
282,-70235.8653943686,-70213.8653943686,-70185.2085223227,-70154.0507812174,1674312460_03753
49,-70235.7356561428,-70213.7356561428,-70185.0787840969,-70153.9210429916,1674325951_00698
854,-70230.2882397622,-70208.2882397622,-70179.6313677163,-70148.473626611,1674347403_68681
454,-70225.6260768302,-70203.6260768302,-70174.9692047843,-70143.8114636789,1674306405_84455
641,-70223.3702463654,-70201.3702463654,-70172.7133743195,-70141.5556332142,1674339529_57344
419,-70223.1809922238,-70201.1809922238,-70172.5241201779,-70141.3663790726,1674301189_46114
351,-70220.7228016271,-70198.7228016271,-70170.0659295812,-70138.9081884758,1674323812_77436
795,-70220.3204122137,-70198.3204122137,-70169.6635401678,-70138.5057990625,1674338214_13689
85,-70219.8962261748,-70197.8962261748,-70169.2393541289,-70138.0816130236,1674331706_13642
862,-70218.0434784065,-70196.0434784065,-70167.3866063607,-70136.2288652553,1674348611_19314
36,-70217.9217256375,-70195.9217256375,-70167.2648535916,-70136.1071124863,1674324079_11883
546,-70216.8009850462,-70194.8009850462,-70166.1441130003,-70134.986371895,1674361897_61467
721,-70216.729962961,-70194.729962961,-70166.0730909151,-70134.9153498098,1674301427_62016
400,-70216.1808059107,-70194.1808059107,-70165.5239338648,-70134.3661927595,1674298163_56211
732,-70215.0048383418,-70193.0048383418,-70164.3479662959,-70133.1902251906,1674303362_67641
125,-70214.4112368104,-70192.4112368104,-70163.7543647645,-70132.5966236591,1674312109_37962
768,-70213.8902738428,-70191.8902738428,-70163.2334017969,-70132.0756606916,1674309402_97291
636,-70213.863680096,-70191.863680096,-70163.2068080501,-70132.0490669447,1674338829_79595
820,-70213.6281430771,-70191.6281430771,-70162.9712710312,-70131.8135299259,1674342103_33589
686,-70212.4268140933,-70190.4268140933,-70161.7699420474,-70130.6122009421,1674295948_65097
393,-70209.870816417,-70187.870816417,-70159.2139443711,-70128.0562032657,1674297069_39859
383,-70209.3166380273,-70187.3166380273,-70158.6597659814,-70127.5020248761,1674295544_32871
744,-70207.789047822,-70185.789047822,-70157.1321757761,-70125.9744346708,1674305296_25718
392,-70207.4914984501,-70185.4914984501,-70156.8346264042,-70125.6768852988,1674296937_50768
728,-70206.3632701232,-70184.3632701232,-70155.7063980773,-70124.548656972,1674302603_25066
764,-70205.3980145493,-70183.3980145493,-70154.7411425034,-70123.583401398,1674308846_83343
464,-70204.1083044568,-70182.1083044568,-70153.4514324109,-70122.2936913056,1674308164_03
528,-70203.9931943069,-70181.9931943069,-70153.336322261,-70122.1785811557,1674359197_2378
645,-70203.9629887624,-70181.9629887624,-70153.3061167166,-70122.1483756112,1674340243_93742
141,-70202.9617495963,-70180.9617495963,-70152.3048775505,-70121.1471364451,1674314627_93204
423,-70202.3875921621,-70180.3875921621,-70151.7307201162,-70120.5729790109,1674301813_16178
275,-70201.0108510882,-70179.0108510882,-70150.3539790423,-70119.196237937,1674311276_79659
649,-70200.9771679481,-70178.9771679481,-70150.3202959022,-70119.1625547969,1674340779_44169
160,-70195.8057705717,-70173.8057705717,-70145.1488985259,-70113.9911574205,1674317596_12485
343,-70193.721420498,-70171.721420498,-70143.0645484521,-70111.9068073468,1674322424_58402
207,-70192.0828146792,-70170.0828146792,-70141.4259426334,-70110.268201528,1674350883_85714
253,-70190.7514501199,-70168.7514501199,-70140.094578074,-70108.9368369687,1674358224_79058
335,-70189.4411128689,-70167.4411128689,-70138.7842408231,-70107.6264997177,1674321209_06773
168,-70189.4261153861,-70167.4261153861,-70138.7692433402,-70107.6115022349,1674344262_56433
194,-70188.3233490464,-70166.3233490464,-70137.6664770005,-70106.5087358952,1674348644_78439
442,-70186.4762647047,-70164.4762647047,-70135.8193926588,-70104.6616515535,1674304546_14525
521,-70186.3428133914,-70164.3428133914,-70135.6859413456,-70104.5282002402,1674358126_7656
785,-70184.2130234143,-70162.2130234143,-70133.5561513684,-70102.3984102631,1674336542_1769
632,-70182.7055670935,-70160.7055670935,-70132.0486950477,-70100.8909539423,1674338196_87731
745,-70181.4891720128,-70159.4891720128,-70130.8322999669,-70099.6745588616,1674305464_19455
613,-70181.4656405982,-70159.4656405982,-70130.8087685523,-70099.6510274469,1674334814_0406
433,-70180.2114312782,-70158.2114312782,-70129.5545592323,-70098.396818127,1674303212_11389
31,-70179.8249661354,-70157.8249661354,-70129.1680940896,-70098.0103529842,1674323233_21969
818,-70179.6106463836,-70157.6106463836,-70128.9537743377,-70097.7960332323,1674341810_87321
661,-70179.230012785,-70157.230012785,-70128.5731407391,-70097.4153996338,1674342814_36795
47,-70177.3910671384,-70155.3910671384,-70126.7341950925,-70095.5764539872,1674325565_73579
91,-70176.9935511052,-70154.9935511052,-70126.3366790594,-70095.178937954,1674332505_89049
635,-70176.1112881666,-70154.1112881666,-70125.4544161207,-70094.2966750153,1674338656_25532
713,-70174.5807775922,-70152.5807775922,-70123.9239055464,-70092.766164441,1674300112_35934
548,-70172.1508896973,-70150.1508896973,-70121.4940176515,-70090.3362765461,1674362203_522
27,-70171.830567079,-70149.830567079,-70121.1736950331,-70090.0159539278,1674322611_17325
677,-70171.6973769948,-70149.6973769948,-70121.0405049489,-70089.8827638436,1674294302_48903
152,-70171.5688671823,-70149.5688671823,-70120.9119951364,-70089.7542540311,1674316299_17409
189,-70171.1397359042,-70149.1397359042,-70120.4828638584,-70089.325122753,1674347850_44937
361,-70170.2490074055,-70148.2490074055,-70119.5921353596,-70088.4343942543,1674325301_30567
720,-70169.7617693379,-70147.7617693379,-70119.1048972921,-70087.9471561867,1674301249_42201
64,-70169.0996057268,-70147.0996057268,-70118.4427336809,-70087.2849925755,1674328316_15474
298,-70167.7032546401,-70145.7032546401,-70117.0463825942,-70085.8886414889,1674315211_74744
743,-70164.7354035931,-70142.7354035931,-70114.0785315473,-70082.9207904419,1674305093_5899
868,-70164.5924073992,-70142.5924073992,-70113.9355353533,-70082.777794248,1674349578_83587
255,-70164.2999963029,-70142.2999963029,-70113.643124257,-70082.4853831517,1674358547_60818
37,-70163.1472921263,-70141.1472921263,-70112.4904200805,-70081.3326789751,1674324195_17599
660,-70160.6578860091,-70138.6578860091,-70110.0010139632,-70078.8432728578,1674342610_22297
260,-70160.3191024674,-70138.3191024674,-70109.6622304215,-70078.5044893162,1674359467_16483
724,-70155.6338870998,-70133.6338870998,-70104.9770150539,-70073.8192739485,1674301953_22702
736,-70155.1980943735,-70133.1980943735,-70104.5412223276,-70073.3834812223,1674304056_69176
203,-70154.8589809863,-70132.8589809863,-70104.2021089404,-70073.0443678351,1674350045_17865
778,-70153.6567053995,-70131.6567053995,-70102.9998333536,-70071.8420922482,1674335440_21451
277,-70153.2351571282,-70131.2351571282,-70102.5782850823,-70071.420543977,1674311649_41005
288,-70151.822921125,-70129.822921125,-70101.1660490791,-70070.0083079738,1674313294_65685
211,-70149.8112687027,-70127.8112687027,-70099.1543966568,-70067.9966555515,1674351491_7773
0,-70149.2818950186,-70127.2818950186,-70098.6250229728,-70067.4672818674,1674318763_42585
848,-70148.9790285506,-70126.9790285506,-70098.3221565048,-70067.1644153994,1674346549_93947
302,-70147.0604700235,-70125.0604700235,-70096.4035979776,-70065.2458568723,1674315810_99965
331,-70145.6340437692,-70123.6340437692,-70094.9771717233,-70063.819430618,1674320571_92136
341,-70144.8899015039,-70122.8899015039,-70094.2330294581,-70063.0752883527,1674322114_85041
610,-70143.9408235169,-70121.9408235169,-70093.2839514711,-70062.1262103657,1674334154_69136
542,-70141.6825653958,-70119.6825653958,-70091.02569335,-70059.8679522446,1674361241_80537
730,-70139.2656925605,-70117.2656925605,-70088.6088205146,-70057.4510794093,1674302966_31008
700,-70138.8607031922,-70116.8607031922,-70088.2038311464,-70057.046090041,1674298122_68964
603,-70138.3934818045,-70116.3934818045,-70087.7366097586,-70056.5788686533,1674333017_67897
183,-70138.2784381878,-70116.2784381878,-70087.6215661419,-70056.4638250366,1674346787_8032
158,-70137.4008900804,-70115.4008900804,-70086.7440180345,-70055.5862769292,1674317349_08281
763,-70132.6346242725,-70110.6346242725,-70081.9777522266,-70050.8200111212,1674308662_64782
78,-70132.2547163193,-70110.2547163193,-70081.5978442734,-70050.4401031681,1674330568_1603
559,-70131.7324257341,-70109.7324257341,-70081.0755536882,-70049.9178125829,1674363759_01209
798,-70131.1024592696,-70109.1024592696,-70080.4455872237,-70049.2878461184,1674338737_23022
498,-70129.458659171,-70107.458659171,-70078.8017871252,-70047.6440460198,1674354452_00584
68,-70129.3146245012,-70107.3146245012,-70078.6577524553,-70047.5000113499,1674328831_67372
131,-70127.7545452661,-70105.7545452661,-70077.0976732203,-70045.9399321149,1674313184_22482
89,-70127.5904100315,-70105.5904100315,-70076.9335379856,-70045.7757968803,1674332236_73152
463,-70126.8273853919,-70104.8273853919,-70076.170513346,-70045.0127722407,1674308024_77297
346,-70126.6249529098,-70104.6249529098,-70075.968080864,-70044.8103397586,1674322941_54693
76,-70126.1296718069,-70104.1296718069,-70075.4727997611,-70044.3150586557,1674330143_50199
286,-70125.8082100022,-70103.8082100022,-70075.1513379564,-70043.993596851,1674313081_61383
599,-70125.0727148847,-70103.0727148847,-70074.4158428388,-70043.2581017335,1674332334_382
359,-70124.1903403762,-70102.1903403762,-70073.5334683303,-70042.375727225,1674325013_03671
459,-70123.339743135,-70101.339743135,-70072.6828710892,-70041.5251299838,1674307374_82086
67,-70123.0596496615,-70101.0596496615,-70072.4027776156,-70041.2450365103,1674328718_10392
296,-70122.640695674,-70100.640695674,-70071.9838236281,-70040.8260825228,1674315004_55971
631,-70121.9431527546,-70099.9431527546,-70071.2862807088,-70040.1285396034,1674337974_24535
188,-70121.7108577764,-70099.7108577764,-70071.0539857305,-70039.8962446252,1674347676_86547
239,-70120.7622996525,-70098.7622996525,-70070.1054276067,-70038.9476865013,1674355932_88704
441,-70120.6368958775,-70098.6368958775,-70069.9800238316,-70038.8222827263,1674304380_86333
227,-70120.5272434307,-70098.5272434307,-70069.8703713848,-70038.7126302794,1674354219_39761
246,-70120.3890721202,-70098.3890721202,-70069.7322000743,-70038.574458969,1674357113_79819
814,-70120.3763981911,-70098.3763981911,-70069.7195261453,-70038.5617850399,1674341238_60559
191,-70119.8423037489,-70097.8423037489,-70069.185431703,-70038.0276905976,1674348248_49363
551,-70118.712341444,-70096.712341444,-70068.0554693982,-70036.8977282928,1674362657_76637
688,-70117.9879997627,-70095.9879997627,-70067.3311277168,-70036.1733866115,1674296267_19501
224,-70116.2243730048,-70094.2243730048,-70065.5675009589,-70034.4097598536,1674353707_08196
55,-70114.9892793066,-70092.9892793066,-70064.3324072608,-70033.1746661554,1674326814_99707
2,-70114.7584085833,-70092.7584085833,-70064.1015365374,-70032.9437954321,1674319047_8019
71,-70114.195901384,-70092.195901384,-70063.5390293381,-70032.3812882327,1674329383_39242
126,-70114.0758007764,-70092.0758007764,-70063.4189287305,-70032.2611876252,1674312277_68386
510,-70113.3197454902,-70091.3197454902,-70062.6628734443,-70031.5051323389,1674356447_35931
353,-70113.270092198,-70091.270092198,-70062.6132201522,-70031.4554790468,1674324042_54281
307,-70112.6919710587,-70090.6919710587,-70062.0350990128,-70030.8773579074,1674316696_0735
20,-70111.8886176369,-70089.8886176369,-70061.231745591,-70030.0740044857,1674321570_03162
430,-70108.872691092,-70086.872691092,-70058.2158190461,-70027.0580779408,1674302831_34661
50,-70106.6025032661,-70084.6025032661,-70055.9456312203,-70024.7878901149,1674326134_39267
758,-70105.740818176,-70083.740818176,-70055.0839461301,-70023.9262050247,1674307831_92829
58,-70105.4261129627,-70083.4261129627,-70054.7692409169,-70023.6114998115,1674327498_03385
737,-70104.477701054,-70082.477701054,-70053.8208290081,-70022.6630879028,1674304240_22904
671,-70102.8426585596,-70080.8426585596,-70052.1857865137,-70021.0280454084,1674293420_2951
826,-70102.5159274133,-70080.5159274133,-70051.8590553675,-70020.7013142621,1674343212_65496
491,-70101.5974748457,-70079.5974748457,-70050.9406027998,-70019.7828616945,1674353332_92948
544,-70099.9791619261,-70077.9791619261,-70049.3222898802,-70018.1645487749,1674361549_00436
