Unnamed: 0,OFV,AIC,BIC,BICc,run
20,-349866.795623994,-349844.795623994,-349798.434934911,-349767.277193806,1674506254_41252
139,-349862.79302091,-349840.79302091,-349794.432331827,-349763.274590722,1674347716_14407
154,-349835.695144345,-349813.695144345,-349767.334455262,-349736.176714157,1674364084_73805
297,-349834.267473039,-349812.267473039,-349765.906783956,-349734.749042851,1674549830_6167
363,-349829.924453054,-349807.924453054,-349761.563763971,-349730.406022866,1674351779_67002
462,-349828.971079179,-349806.971079179,-349760.610390097,-349729.452648991,1674463676_47157
102,-349828.756886788,-349806.756886788,-349760.396197705,-349729.2384566,1674307228_38099
52,-349826.578030881,-349804.578030881,-349758.217341798,-349727.059600693,1674541706_02128
8,-349825.241349406,-349803.241349406,-349756.880660323,-349725.722919218,1674493695_23343
456,-349824.911962348,-349802.911962348,-349756.551273266,-349725.39353216,1674458348_55908
76,-349819.480519683,-349797.480519683,-349751.1198306,-349719.962089495,1674568530_65096
403,-349804.061737132,-349782.061737132,-349735.701048049,-349704.543306944,1674399826_51745
421,-349795.761208447,-349773.761208447,-349727.400519364,-349696.242778259,1674418959_85204
402,-349792.578736675,-349770.578736675,-349724.218047593,-349693.060306487,1674398800_25655
344,-349788.889418102,-349766.889418102,-349720.52872902,-349689.370987914,1674474568_843
202,-349787.372173036,-349765.372173036,-349719.011483953,-349687.853742848,1674301814_10955
311,-349786.695796525,-349764.695796525,-349718.335107443,-349687.177366337,1674439876_34174
0,-349784.395365756,-349762.395365756,-349716.034676673,-349684.876935568,1674484870_99951
321,-349784.130177777,-349762.130177777,-349715.769488694,-349684.611747589,1674449003_65251
389,-349781.589100367,-349759.589100367,-349713.228411284,-349682.070670179,1674382809_13343
155,-349781.127649895,-349759.127649895,-349712.766960812,-349681.609219707,1674365029_11944
407,-349773.271346679,-349751.271346679,-349704.910657596,-349673.752916491,1674404314_6642
332,-349771.202273001,-349749.202273001,-349702.841583918,-349671.683842813,1674460759_20957
490,-349769.19106377,-349747.19106377,-349700.830374687,-349669.672633582,1674489745_35469
245,-349768.226531687,-349746.226531687,-349699.865842604,-349668.708101499,1674504175_67403
465,-349761.705667474,-349739.705667474,-349693.344978392,-349662.187237286,1674466081_52583
260,-349760.508663757,-349738.508663757,-349692.147974674,-349660.990233569,1674517557_26513
268,-349758.098674167,-349736.098674167,-349689.737985085,-349658.580243979,1674523401_24363
425,-349757.562309088,-349735.562309088,-349689.201620005,-349658.0438789,1674423352_64963
222,-349756.164790674,-349734.164790674,-349687.804101592,-349656.646360486,1674325079_98683
211,-349752.169518861,-349730.169518861,-349683.808829778,-349652.651088673,1674311171_27684
444,-349752.156920134,-349730.156920134,-349683.796231051,-349652.638489946,1674445674_71589
377,-349751.244692143,-349729.244692143,-349682.88400306,-349651.726261955,1674369464_86935
299,-349751.042579282,-349729.042579282,-349682.681890199,-349651.524149094,1674429089_25801
453,-349748.869060074,-349726.869060074,-349680.508370991,-349649.350629886,1674455909_87127
291,-349748.431732067,-349726.431732067,-349680.071042984,-349648.913301879,1674544636_31058
266,-349741.177762826,-349719.177762826,-349672.817073744,-349641.659332638,1674522129_09279
31,-349736.161382546,-349714.161382546,-349667.800693463,-349636.642952358,1674517706_51489
66,-349735.821294845,-349713.821294845,-349667.460605762,-349636.302864657,1674557637_38754
470,-349734.300922544,-349712.300922544,-349665.940233462,-349634.782492356,1674470557_18984
220,-349731.601813973,-349709.601813973,-349663.24112489,-349632.083383785,1674322419_8022
130,-349729.046430413,-349707.046430413,-349660.685741331,-349629.528000225,1674338320_89034
333,-349728.725068259,-349706.725068259,-349660.364379176,-349629.206638071,1674461732_83793
409,-349724.478390403,-349702.478390403,-349656.117701321,-349624.959960215,1674406453_34509
337,-349716.462026175,-349694.462026175,-349648.101337092,-349616.943595987,1674465649_67569
414,-349714.258057974,-349692.258057974,-349645.897368891,-349614.739627786,1674412053_93672
445,-349713.804732597,-349691.804732597,-349645.444043515,-349614.286302409,1674446494_35992
326,-349710.101540535,-349688.101540535,-349641.740851452,-349610.583110347,1674454204_89337
176,-349697.034597015,-349675.034597015,-349628.673907932,-349597.516166827,1674388541_53259
408,-349693.228027224,-349671.228027224,-349624.867338141,-349593.709597036,1674405344_42092
341,-349692.110032188,-349670.110032188,-349623.749343105,-349592.591602,1674470623_89381
217,-349689.856309455,-349667.856309455,-349621.495620373,-349590.337879267,1674319066_75013
136,-349689.265274481,-349667.265274481,-349620.904585398,-349589.746844293,1674344833_46532
71,-349685.598893799,-349663.598893799,-349617.238204716,-349586.080463611,1674562582_76911
218,-349685.368669554,-349663.368669554,-349617.007980471,-349585.850239366,1674319950_54182
276,-349682.006421608,-349660.006421608,-349613.645732525,-349582.48799142,1674531473_44135
38,-349681.069101563,-349659.069101563,-349612.708412481,-349581.550671375,1674526450_6201
384,-349680.277975504,-349658.277975504,-349611.917286421,-349580.759545316,1674377129_32215
126,-349675.740598964,-349653.740598964,-349607.379909881,-349576.222168776,1674334338_91988
427,-349675.409911012,-349653.409911012,-349607.049221929,-349575.891480824,1674426076_59152
432,-349674.475246476,-349652.475246476,-349606.114557393,-349574.956816288,1674431229_80487
469,-349672.510488663,-349650.510488663,-349604.14979958,-349572.992058475,1674469807_93943
50,-349672.476664618,-349650.476664618,-349604.115975536,-349572.95823443,1674539894_59162
14,-349660.296087755,-349638.296087755,-349591.935398672,-349560.777657567,1674500078_42039
163,-349660.017911569,-349638.017911569,-349591.657222487,-349560.499481381,1674373428_6674
257,-349655.489101562,-349633.489101562,-349587.12841248,-349555.970671374,1674514362_91385
210,-349655.436758849,-349633.436758849,-349587.076069767,-349555.918328661,1674310094_28112
111,-349653.869434576,-349631.869434576,-349585.508745493,-349554.351004388,1674318215_21254
242,-349652.258271785,-349630.258271785,-349583.897582703,-349552.739841597,1674502182_44864
94,-349650.1441299,-349628.1441299,-349581.783440817,-349550.625699712,1674422280_49153
82,-349649.558895481,-349627.558895481,-349581.198206398,-349550.040465293,1674575524_67688
454,-349645.380985397,-349623.380985397,-349577.020296314,-349545.862555209,1674456633_88141
492,-349640.853635622,-349618.853635622,-349572.49294654,-349541.335205434,1674491757_31001
397,-349635.039737969,-349613.039737969,-349566.679048887,-349535.521307781,1674392367_83697
47,-349631.525192098,-349609.525192098,-349563.164503015,-349532.00676191,1674536603_47268
171,-349628.095390469,-349606.095390469,-349559.734701386,-349528.576960281,1674382861_01014
110,-349620.364443066,-349598.364443066,-349552.003753983,-349520.846012878,1674317476_1121
85,-349620.357056914,-349598.357056914,-349551.996367832,-349520.838626726,1674579485_19704
67,-349600.735241181,-349578.735241181,-349532.374552098,-349501.216810993,1674558556_48218
113,-349598.818417347,-349576.818417347,-349530.457728264,-349499.299987159,1674320240_30625
459,-349594.095770106,-349572.095770106,-349525.735081023,-349494.577339918,1674460854_57874
185,-349583.502132311,-349561.502132311,-349515.141443229,-349483.983702123,1674399241_82034
388,-349578.706329509,-349556.706329509,-349510.345640426,-349479.187899321,1674382092_24949
29,-349567.6505627,-349545.6505627,-349499.289873617,-349468.132132512,1674515572_07221
463,-349560.469805053,-349538.469805053,-349492.10911597,-349460.951374864,1674464495_38559
74,-349560.440316347,-349538.440316347,-349492.079627265,-349460.921886159,1674565846_16274
362,-349560.202295827,-349538.202295827,-349491.841606744,-349460.683865639,1674350819_13436
199,-349555.68849555,-349533.68849555,-349487.327806467,-349456.170065362,1674416343_76401
138,-349551.887376848,-349529.887376848,-349483.526687765,-349452.36894666,1674346853_3952
270,-349536.751830959,-349514.751830959,-349468.391141876,-349437.233400771,1674525134_21694
167,-349534.315631908,-349512.315631908,-349465.954942825,-349434.79720172,1674378611_04426
194,-349527.029437052,-349505.029437052,-349458.66874797,-349427.511006864,1674410839_75837
151,-349505.488390423,-349483.488390423,-349437.12770134,-349405.969960235,1674360738_02867
265,-349489.049222374,-349467.049222374,-349420.688533292,-349389.530792186,1674521590_99116
32,-349481.70246975,-349459.70246975,-349413.341780668,-349382.184039562,1674518633_15397
400,-349479.22836834,-349457.22836834,-349410.867679257,-349379.709938152,1674395030_23514
303,-349472.850309735,-349450.850309735,-349404.489620652,-349373.331879547,1674432756_32955
12,-349468.137732741,-349446.137732741,-349399.777043658,-349368.619302553,1674498245_46329
100,-349464.479474273,-349442.479474273,-349396.11878519,-349364.961044085,1674304171_97888
364,-349451.732433964,-349429.732433964,-349383.371744882,-349352.214003776,1674352530_81635
328,-349428.077484363,-349406.077484363,-349359.716795281,-349328.559054175,1674456643_64101
5,-349417.406127721,-349395.406127721,-349349.045438639,-349317.887697533,1674490061_54081
203,-349391.013736128,-349369.013736128,-349322.653047046,-349291.49530594,1674303065_59027
174,-349383.4132315,-349361.4132315,-349315.052542417,-349283.894801312,1674385642_42864
319,-349375.804361299,-349353.804361299,-349307.443672216,-349276.285931111,1674446874_58615
233,-349342.611665244,-349320.611665244,-349274.250976162,-349243.093235056,1674493603_94205
78,-349337.789797318,-349315.789797318,-349269.429108236,-349238.27136713,1674570685_34279
117,-349331.974399067,-349309.974399067,-349263.613709984,-349232.455968879,1674324335_07012
256,-349305.769669139,-349283.769669139,-349237.408980057,-349206.251238951,1674513322_17283
97,-349301.005801539,-349279.005801539,-349232.645112456,-349201.487371351,1674424384_38902
19,-349295.811663015,-349273.811663015,-349227.450973932,-349196.293232827,1674504829_80942
442,-349292.293651526,-349270.293651526,-349223.932962443,-349192.775221338,1674443193_86838
253,-349281.231830707,-349259.231830707,-349212.871141625,-349181.713400519,1674510589_34358
435,-349271.273990806,-349249.273990806,-349202.913301723,-349171.755560618,1674434075_98285
44,-349270.71395955,-349248.71395955,-349202.353270468,-349171.195529362,1674532888_73192
450,-349265.63831277,-349243.63831277,-349197.277623687,-349166.119882582,1674452083_68315
466,-349257.24092358,-349235.24092358,-349188.880234498,-349157.722493392,1674466837_85945
287,-349228.455409031,-349206.455409031,-349160.094719948,-349128.936978843,1674541373_40636
423,-349205.869841476,-349183.869841476,-349137.509152394,-349106.351411288,1674420863_0483
484,-349177.043556058,-349155.043556058,-349108.682866975,-349077.52512587,1674483970_45867
248,-349167.026738037,-349145.026738037,-349098.666048954,-349067.508307849,1674506257_62778
431,-349164.140339017,-349142.140339017,-349095.779649934,-349064.621908829,1674429951_18433
396,-349141.265702759,-349119.265702759,-349072.905013677,-349041.747272571,1674391113_1613
351,-349139.680966746,-349117.680966746,-349071.320277664,-349040.162536558,1674482989_93524
178,-349136.047435756,-349114.047435756,-349067.686746673,-349036.529005568,1674390919_48292
234,-349091.961322494,-349069.961322494,-349023.600633411,-348992.442892306,1674494536_06503
318,-349078.963023533,-349056.963023533,-349010.602334451,-348979.444593345,1674445868_94851
293,-349078.734239549,-349056.734239549,-349010.373550467,-348979.215809361,1674546209_50226
161,-349062.580309088,-349040.580309088,-348994.219620006,-348963.0618789,1674371039_10839
